"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","RAC06","MA01"
"g002884_2","g002884_2","rhtB","hypothetical protein",50,4,4,1,1,1,0,0,0,0,4,"hypothetical protein(2):Homoserine/homoserine lactone efflux protein(2)","rhtB(2):NA(2)",630,636,634.5,16931,1,"RAC06_01501","MA01_00917"
"g016015","g016015","kstR2","HTH-type transcriptional repressor KstR2",50,3,4,1,1,1,0,0,0,0,4,"HTH-type transcriptional repressor KstR2(2):hypothetical protein(2)","NA(2):kstR2(2)",564,684,618.75,16948,1,"RAC06_03488","MA01_03368"
"g016407","g016407","dhmA","putative protein",50,3,4,1,1,1,0,0,0,0,4,"putative protein(3):Haloalkane dehalogenase(1)","NA(3):dhmA(1)",909,948,918.75,16969,1,"RAC06_03676","MA01_03179"
"g017848","g017848",NA,"hypothetical protein",50,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",342,363,356.25,17029,1,"RAC06_00223","MA01_02162"
"g014519","g014519",NA,"hypothetical protein",50,4,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",234,255,249.75,17035,1,"RAC06_02172","MA01_00248"
"g016230_000001","g016230",NA,"hypothetical protein",60,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",1026,1038,1032,17040,1,"RAC06_00096","MA01_02289"
"g005284_2_000012","g005284_2","rcsC","Sensor histidine kinase RcsC",80,3,4,1.25,1,2,0,1,0,1,5,"Sensor histidine kinase RcsC(4):Alkaline phosphatase synthesis sensor protein PhoR(1)","rcsC(4):phoR(1)",396,1179,1000.8,17053,1,NA,"MA01_04660;MA01_04716"
"g017381_000002","g017381",NA,"hypothetical protein",70,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",153,156,155.25,17084,1,"RAC06_02361","MA01_00095"
"g016038_000001","g016038","gpgP","2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase",60,3,4,1,1,1,0,0,0,0,4,"2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase(2):Glucosyl-3-phosphoglycerate phosphatase(2)","gpgP(2):gpmA(2)",600,600,600,17104,1,NA,"MA01_04833"
"g016027","g016027",NA,"hypothetical protein",50,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",600,603,600.75,17132,1,"RAC06_00918","MA01_01499"
"g017635","g017635",NA,"hypothetical protein",50,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",855,858,855.75,17141,1,"RAC06_00205","MA01_02180"
"g016830_000001","g016830",NA,"hypothetical protein",60,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",648,648,648,17143,1,"RAC06_00534","MA01_01849"
"g014325_000001","g014325","macB","Macrolide export ATP-binding/permease protein MacB",60,4,4,1.25,1,2,0,1,0,1,5,"Macrolide export ATP-binding/permease protein MacB(5)","macB(5)",699,786,720.6,17149,1,"RAC06_03491;RAC06_04625","MA01_03365"
"g011334","g011334",NA,"hypothetical protein",50,5,4,1.25,1,2,0,1,0,1,5,"hypothetical protein(5)","NA(5)",1173,1179,1175.4,17151,1,"RAC06_03490;RAC06_04624","MA01_03366"
"g016844_000001","g016844","betI","HTH-type transcriptional regulator BetI",60,3,4,1,1,1,0,0,0,0,4,"HTH-type transcriptional regulator BetI(4)","betI(4)",636,645,638.25,17168,1,"RAC06_03049","MA01_03814"
"g017669","g017669",NA,"hypothetical protein",50,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",828,915,885.75,17175,1,"RAC06_00902","MA01_01515"
"g017961","g017961",NA,"hypothetical protein",50,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",402,429,408.75,17182,1,"RAC06_01712","MA01_00704"
"g015255_000001","g015255","alkJ","Alcohol dehydrogenase [acceptor]",60,3,4,1,1,1,0,0,0,0,4,"Alcohol dehydrogenase [acceptor](4)","alkJ(4)",1611,1668,1653,17215,1,"RAC06_02053","MA01_00366"
"g005436_2","g005436_2","hcaR","Hca operon transcriptional activator HcaR",50,8,4,2.75,1,4,0,3,0,7,11,"Hca operon transcriptional activator HcaR(10):hypothetical protein(1)","hcaR(10):NA(1)",447,891,850.64,17269,1,"RAC06_00124;RAC06_02277;RAC06_04548;RAC06_04701","MA01_02261;MA01_04438;MA01_04601"
"g015286_000001","g015286","appA","Oligopeptide-binding protein AppA",60,3,4,1,1,1,0,0,0,0,4,"Oligopeptide-binding protein AppA(3):hypothetical protein(1)","appA(3):NA(1)",330,1578,1266,17307,1,"RAC06_03574","MA01_03281"
"g012644","g012644",NA,"hypothetical protein",50,4,4,1.25,1,2,0,1,0,1,5,"hypothetical protein(5)","NA(5)",861,2376,2070.6,17313,1,"RAC06_00256","MA01_02129;MA01_04712"
"g015569","g015569",NA,"hypothetical protein",50,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",1263,1272,1267.5,17314,1,"RAC06_01885","MA01_00531"
"g014630_000002","g014630",NA,"hypothetical protein",70,4,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",432,432,432,17317,1,"RAC06_01129","MA01_01287"
"g016273_000001","g016273",NA,"hypothetical protein",60,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",966,975,968.25,17319,1,"RAC06_00023","MA01_02363"
"g014822_1_000005","g014822_1",NA,"hypothetical protein",80,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",315,315,315,17331,1,"RAC06_00411","MA01_01974"
"g015616_000002","g015616",NA,"hypothetical protein",70,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",1413,1446,1434,17352,1,"RAC06_01851","MA01_00565"
"g017671","g017671",NA,"hypothetical protein",50,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",909,912,909.75,17370,1,"RAC06_03897","MA01_02958"
"g016090","g016090",NA,"hypothetical protein",50,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",561,579,571.5,17375,1,"RAC06_00307","MA01_02078"
"g016198_000001","g016198",NA,"hypothetical protein",60,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",924,936,933,17377,1,"RAC06_01059","MA01_01358"
"g019207","g019207","mshA","D-inositol-3-phosphate glycosyltransferase",50,2,4,1,1,1,0,0,0,0,4,"D-inositol-3-phosphate glycosyltransferase(4)","mshA(4)",4923,4929,4924.5,17405,1,"RAC06_02254",NA
"g017033","g017033","rnk","Regulator of nucleoside diphosphate kinase",50,3,4,1,1,1,0,0,0,0,4,"Regulator of nucleoside diphosphate kinase(3):hypothetical protein(1)","rnk(3):NA(1)",540,540,540,17415,1,"RAC06_00122","MA01_02263"
"g017673_000003","g017673","Hgd","2-(hydroxymethyl)glutarate dehydrogenase",80,3,4,1,1,1,0,0,0,0,4,"2-(hydroxymethyl)glutarate dehydrogenase(4)","Hgd(4)",906,912,910.5,17419,1,"RAC06_01351","MA01_01068"
"g021901_000001","g021901",NA,"hypothetical protein",60,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",546,546,546,17427,1,"RAC06_02342","MA01_00114"
"g015133","g015133",NA,"hypothetical protein",50,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",915,2214,1568.25,17436,1,"RAC06_03213","MA01_03649"
"g004216_2_000001","g004216_2",NA,"hypothetical protein",60,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",321,327,322.5,17438,1,"RAC06_04546","MA01_04599"
"g017599_000002","g017599",NA,"N-carbamoyl-D-amino acid hydrolase",70,3,4,1,1,1,0,0,0,0,4,"N-carbamoyl-D-amino acid hydrolase(4)","NA(4)",870,873,870.75,17450,1,"RAC06_02051","MA01_00368"
"g004665_2","g004665_2","yybR","hypothetical protein",50,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(2):putative HTH-type transcriptional regulator YybR(2)","yybR(2):NA(2)",378,384,379.5,17472,1,"RAC06_00548","MA01_01836"
"g000181_2","g000181_2","pcaB","3-carboxy-cis%2Ccis-muconate cycloisomerase",50,4,4,1,1,1,0,0,0,0,4,"3-carboxy-cis%2Ccis-muconate cycloisomerase(4)","pcaB(4)",1050,1059,1052.25,17482,1,"RAC06_03731","MA01_03124"
"g015390_000001","g015390",NA,"hypothetical protein",60,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",1191,1203,1194,17511,1,"RAC06_00092","MA01_02293"
"g017122_000001","g017122","hdl IVa","(S)-2-haloacid dehalogenase 4A",60,3,4,1,1,1,0,0,0,0,4,"(S)-2-haloacid dehalogenase 4A(4)","hdl IVa(4)",651,708,693.75,17517,1,"RAC06_01483","MA01_00935"
"g014582","g014582",NA,"hypothetical protein",50,4,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",204,402,351,17521,1,"RAC06_01395","MA01_01022"
"g017158_000001","g017158",NA,"hypothetical protein",60,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",519,522,519.75,17525,1,"RAC06_00380","MA01_02005"
"g012780","g012780",NA,"hypothetical protein",50,4,4,1.25,1,2,0,1,0,1,5,"hypothetical protein(4):putative signaling protein(1)","NA(5)",210,1938,1561.8,17531,1,"RAC06_03311","MA01_03550;MA01_04832"
"g019902","g019902",NA,"hypothetical protein",50,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",837,1458,1302.75,17537,1,"RAC06_00503","MA01_01880"
"g015563","g015563",NA,"hypothetical protein",50,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",1266,1272,1267.5,17563,1,"RAC06_04009","MA01_02848"
"g016842_000002","g016842","tenA","Aminopyrimidine aminohydrolase",70,3,4,1,1,1,0,0,0,0,4,"Aminopyrimidine aminohydrolase(4)","tenA(4)",645,645,645,17573,1,"RAC06_00070","MA01_02315"
"g015421","g015421",NA,"hypothetical protein",50,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",1161,1182,1176.75,17595,1,"RAC06_02351","MA01_00105"
"g016829","g016829",NA,"hypothetical protein",50,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",648,651,648.75,17600,1,"RAC06_02123","MA01_00296"
"g015650","g015650","ssuB","Aliphatic sulfonates import ATP-binding protein SsuB",50,3,4,1,1,1,0,0,0,0,4,"Aliphatic sulfonates import ATP-binding protein SsuB(3):Vitamin B12 import ATP-binding protein BtuD(1)","ssuB(3):btuD(1)",750,765,753.75,17609,1,"RAC06_00094","MA01_02291"
"g004554_2","g004554_2",NA,"hypothetical protein",50,4,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",441,471,456,17610,1,"RAC06_03852","MA01_03004"
"g026405_000002","g026405",NA,"hypothetical protein",70,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",789,789,789,17620,1,"RAC06_00226","MA01_02159"
"g018036_000001","g018036",NA,"hypothetical protein",60,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",252,264,255,17621,1,"RAC06_02667","MA01_04197"
"g013875_000004","g013875",NA,"hypothetical protein",90,4,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",558,558,558,17625,1,"RAC06_00043","MA01_02343"
"g013224","g013224","yfdE","Acetyl-CoA:oxalate CoA-transferase",50,4,4,1.25,1,2,0,1,0,1,5,"Acetyl-CoA:oxalate CoA-transferase(5)","yfdE(4):uctC(1)",1140,1152,1147.2,17629,1,"RAC06_03576","MA01_03279"
"g018572","g018572",NA,"hypothetical protein",50,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",726,744,732,17653,1,"RAC06_00776","MA01_01639"
"g015295_000001","g015295",NA,"hypothetical protein",60,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(2):putative signaling protein(2)","NA(4)",1560,1569,1566.75,17656,1,"RAC06_00184","MA01_02201"
"g000147_2_000002","g000147_2","catD","3-oxoadipate enol-lactonase 2",60,2,4,1,1,1,0,0,0,0,4,"3-oxoadipate enol-lactonase 2(4)","catD(4)",789,795,793.5,17661,1,"RAC06_02658","MA01_04206"
"g016304_000001","g016304","gcvA","Glycine cleavage system transcriptional activator",60,3,4,1,1,1,0,0,0,0,4,"Glycine cleavage system transcriptional activator(4)","gcvA(4)",969,987,982.5,17667,1,"RAC06_03775","MA01_03080"
"g018424_000001","g018424",NA,"hypothetical protein",60,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",396,408,399,17676,1,"RAC06_03061","MA01_03802"
"g015584","g015584",NA,"hypothetical protein",50,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",1248,1254,1252.5,17740,1,"RAC06_04182","MA01_02658"
"g001547_2_000005","g001547_2",NA,"hypothetical protein",70,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",615,615,615,17762,1,"RAC06_01348","MA01_01071"
"g014859","g014859",NA,"hypothetical protein",50,4,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",756,819,803.25,17770,1,"RAC06_00819","MA01_01596"
"g018262","g018262",NA,"hypothetical protein",50,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",411,438,418.5,17780,1,"RAC06_00715","MA01_01700"
"g015817","g015817",NA,"hypothetical protein",50,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",1272,1272,1272,17799,1,"RAC06_00478","MA01_01906"
"g006035_2_000002","g006035_2","ccpA","Catabolite control protein A",60,3,4,1,1,1,0,0,0,0,4,"Catabolite control protein A(3):HTH-type transcriptional regulator DegA(1)","ccpA(3):degA(1)",1014,1032,1027.5,17800,1,"RAC06_02032","MA01_00387"
"g016297","g016297","fliC","hypothetical protein",50,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(2):Flagellin(2)","NA(2):fliC(2)",954,960,955.5,17811,1,"RAC06_04336","MA01_02504"
"g016787_000002","g016787",NA,"hypothetical protein",70,3,4,1.25,1,2,0,1,0,1,5,"hypothetical protein(5)","NA(5)",177,486,353.4,17818,1,"RAC06_01489","MA01_00929"
"g013886","g013886",NA,"hypothetical protein",50,4,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",540,552,543,17834,1,"RAC06_01900","MA01_00516"
"g018415_000001","g018415",NA,"hypothetical protein",60,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",273,411,307.5,17860,1,"RAC06_00296","MA01_02089"
"g017992_000002","g017992",NA,"hypothetical protein",70,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",249,252,250.5,17866,1,"RAC06_04314","MA01_02526"
"g015231_000003","g015231","acsA","Acetyl-coenzyme A synthetase",80,3,4,1,1,1,0,0,0,0,4,"Acetyl-coenzyme A synthetase(4)","acsA(4)",1920,1938,1933.5,17917,1,"RAC06_02881","MA01_03982"
"g026278_000002","g026278","calA","Coniferyl-alcohol dehydrogenase",70,2,4,1,1,1,0,0,0,0,4,"Coniferyl-alcohol dehydrogenase(4)","calA(4)",768,768,768,17922,1,"RAC06_00006","MA01_02380"
"g014631","g014631",NA,"hypothetical protein",50,4,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",429,432,431.25,17932,1,"RAC06_01125","MA01_01291"
"g017819_000003","g017819","torT","Periplasmic protein TorT",80,3,4,1,1,1,0,0,0,0,4,"Periplasmic protein TorT(4)","torT(4)",1074,1077,1074.75,17942,1,"RAC06_04530","MA01_04582"
"g016253_000002","g016253","alsC","D-allose transport system permease protein AlsC",70,3,4,1,1,1,0,0,0,0,4,"D-allose transport system permease protein AlsC(3):Ribose import permease protein RbsC(1)","alsC(3):rbsC(1)",1020,1035,1030.5,17970,1,"RAC06_04532","MA01_04584"
"g013514","g013514",NA,"hypothetical protein",50,4,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",987,990,989.25,17976,1,"RAC06_00915","MA01_01502"
"g015806_000001","g015806","puuB","Gamma-glutamylputrescine oxidoreductase",60,3,4,1,1,1,0,0,0,0,4,"Gamma-glutamylputrescine oxidoreductase(4)","puuB(4)",1275,1287,1278,17978,1,"RAC06_04090","MA01_02748"
"g006926_2","g006926_2","coxS","Carbon monoxide dehydrogenase small chain",50,3,4,1,1,1,0,0,0,0,4,"Carbon monoxide dehydrogenase small chain(4)","coxS(4)",483,501,496.5,17979,1,"RAC06_00649","MA01_01767"
"g002947_2","g002947_2","cyoD","Cytochrome bo(3) ubiquinol oxidase subunit 4",50,3,4,1,1,1,0,0,0,0,4,"Cytochrome bo(3) ubiquinol oxidase subunit 4(4)","cyoD(4)",354,399,387.75,17983,1,"RAC06_02768","MA01_04096"
"g013743","g013743",NA,"hypothetical protein",50,4,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",453,492,468.75,17988,1,"RAC06_04112","MA01_02726"
"g017602","g017602",NA,"hypothetical protein",50,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",843,870,863.25,18003,1,NA,"MA01_04837"
"g005197_1_000002","g005197_1",NA,"hypothetical protein",60,4,4,1.75,1,2,0,3,0,3,7,"hypothetical protein(7)","NA(7)",240,246,241.71,18008,1,"RAC06_00281;RAC06_01555","MA01_00863;MA01_02104"
"g014974_000002","g014974","ppsA","Phosphoenolpyruvate synthase",70,3,4,1,1,1,0,0,0,0,4,"Phosphoenolpyruvate synthase(4)","ppsA(4)",2400,2412,2409,18052,1,"RAC06_02613","MA01_04251"
"g018168_000001","g018168",NA,"hypothetical protein",60,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",204,210,205.5,18053,1,"RAC06_01525","MA01_00893"
"g002067_2","g002067_2","bcsA","hypothetical protein",50,4,4,1.5,1,2,0,2,0,2,6,"hypothetical protein(4):Cellulose synthase catalytic subunit [UDP-forming](2)","NA(4):bcsA(2)",1491,2268,2120.5,18078,1,"RAC06_01582;RAC06_03485","MA01_00835;MA01_03371"
"g017759","g017759","ogg","putative N-glycosylase/DNA lyase",50,3,4,1,1,1,0,0,0,0,4,"putative N-glycosylase/DNA lyase(3):N-glycosylase/DNA lyase(1)","ogg(4)",696,708,704.25,18085,1,NA,"MA01_04746"
"g018382_000002","g018382",NA,"hypothetical protein",70,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",420,426,421.5,18096,1,"RAC06_02421","MA01_00025"
"g014084","g014084",NA,"hypothetical protein",50,4,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",165,237,183,18101,1,"RAC06_01111","MA01_01306"
"g016745","g016745",NA,"hypothetical protein",50,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",495,498,497.25,18113,1,"RAC06_01187","MA01_01232"
"g018546","g018546",NA,"hypothetical protein",50,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",258,258,258,18114,1,"RAC06_00408","MA01_01977"
"g013374","g013374",NA,"hypothetical protein",50,4,4,1.5,1,2,0,2,0,2,6,"hypothetical protein(6)","NA(6)",888,1098,958,18121,1,"RAC06_00081;RAC06_02045","MA01_00374;MA01_02304"
"g016473_000001","g016473","btuD","Vitamin B12 import ATP-binding protein BtuD",60,3,4,1,1,1,0,0,0,0,4,"Vitamin B12 import ATP-binding protein BtuD(4)","btuD(4)",927,1116,1025.25,18132,1,"RAC06_04098","MA01_02740"
"g024950_000004","g024950","tspO","Tryptophan-rich sensory protein",90,2,3,1,1,1,0,0,0,0,3,"Tryptophan-rich sensory protein(3)","tspO(3)",447,447,447,18133,1,"RAC06_03637","MA01_03218"
"g025943_000004","g025943",NA,"hypothetical protein",90,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",303,303,303,18133,2,"RAC06_03638","MA01_03217"
"g019782_000005","g019782",NA,"Putative thiazole biosynthetic enzyme",95,2,3,1,1,1,0,0,0,0,3,"Putative thiazole biosynthetic enzyme(2):hypothetical protein(1)","NA(3)",1206,1227,1213,18133,3,"RAC06_03639","MA01_03216"
"g020054_000004","g020054","pucC","Protein PucC",90,2,3,1,1,1,0,0,0,0,3,"Protein PucC(3)","pucC(3)",1365,1365,1365,18133,4,"RAC06_03640","MA01_03215"
"g022442_000005","g022442","menA","1%2C4-dihydroxy-2-naphthoate octaprenyltransferase",95,2,3,1,1,1,0,0,0,0,3,"1%2C4-dihydroxy-2-naphthoate octaprenyltransferase(3)","menA(3)",924,924,924,18133,5,"RAC06_03641","MA01_03214"
"g019911_000005","g019911",NA,"hypothetical protein",95,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",1452,1452,1452,18133,6,"RAC06_03642","MA01_03213"
"g021460_000004","g021460",NA,"hypothetical protein",90,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",930,954,946,18133,7,"RAC06_03643","MA01_03212"
"g022587_000004","g022587",NA,"hypothetical protein",90,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",546,546,546,18133,8,"RAC06_03644","MA01_03211"
"g020309_000005","g020309","bchN","Light-independent protochlorophyllide reductase subunit N",95,2,3,1,1,1,0,0,0,0,3,"Light-independent protochlorophyllide reductase subunit N(3)","bchN(3)",1305,1305,1305,18133,9,"RAC06_03645","MA01_03210"
"g020609_000005","g020609","chlB","Light-independent protochlorophyllide reductase subunit B",95,2,3,1,1,1,0,0,0,0,3,"Light-independent protochlorophyllide reductase subunit B(3)","chlB(3)",1563,1563,1563,18133,10,"RAC06_03646","MA01_03209"
"g018996_000005","g018996","cobN","hypothetical protein",95,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(2):Aerobic cobaltochelatase subunit CobN(1)","NA(2):cobN(1)",3774,3774,3774,18133,11,"RAC06_03647","MA01_03208"
"g034507_000006","g034507","bchL","Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein",98,1,3,1,1,1,0,0,0,0,3,"Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein(3)","bchL(3)",930,930,930,18133,12,"RAC06_03648","MA01_03207"
"g026332_000005","g026332","bchM","Magnesium-protoporphyrin O-methyltransferase",95,2,3,1,1,1,0,0,0,0,3,"Magnesium-protoporphyrin O-methyltransferase(3)","bchM(3)",717,717,717,18133,13,"RAC06_03649","MA01_03206"
"g020074_000005","g020074","pucC","Protein PucC",95,2,3,1,1,1,0,0,0,0,3,"Protein PucC(3)","pucC(3)",1440,1440,1440,18133,14,"RAC06_03650","MA01_03205"
"g049325_000006","g049325","puhA","Reaction center protein H chain",98,1,3,1,1,1,0,0,0,0,3,"Reaction center protein H chain(3)","puhA(3)",780,780,780,18133,15,"RAC06_03651","MA01_03204"
"g039030_000006","g039030",NA,"hypothetical protein",98,1,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",675,675,675,18133,16,"RAC06_03652","MA01_03203"
"g033790_000006","g033790",NA,"hypothetical protein",98,1,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",495,495,495,18133,17,"RAC06_03653","MA01_03202"
"g025919_000005","g025919",NA,"hypothetical protein",95,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",306,306,306,18133,18,"RAC06_03654","MA01_03201"
"g034749_000006","g034749",NA,"hypothetical protein",98,1,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",1110,1110,1110,18133,19,"RAC06_03655","MA01_03200"
"g024092_000004","g024092",NA,"hypothetical protein",90,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",900,900,900,18133,20,"RAC06_03656","MA01_03199"
"g019477_000005","g019477","crtI","Phytoene desaturase (neurosporene-forming)",95,2,3,1,1,1,0,0,0,0,3,"Phytoene desaturase (neurosporene-forming)(3)","crtI(3)",1572,1572,1572,18134,1,"RAC06_03675","MA01_03180"
"g020187_000004","g020187",NA,"hypothetical protein",90,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",1170,1170,1170,18134,2,"RAC06_03674","MA01_03181"
"g023196_000003","g023196",NA,"hypothetical protein",80,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",165,165,165,18134,3,"RAC06_03673","MA01_03182"
"g023940_000003","g023940","crtC","Acyclic carotenoid 1%2C2-hydratase",80,2,3,1,1,1,0,0,0,0,3,"Acyclic carotenoid 1%2C2-hydratase(3)","crtC(3)",852,852,852,18134,4,"RAC06_03672","MA01_03183"
"g019454_000004","g019454","crtD","Hydroxyneurosporene desaturase",90,2,3,1,1,1,0,0,0,0,3,"Hydroxyneurosporene desaturase(3)","crtD(3)",1584,1584,1584,18134,5,"RAC06_03671","MA01_03184"
"g023731_000005","g023731",NA,"Farnesyl diphosphate synthase",95,2,3,1,1,1,0,0,0,0,3,"Farnesyl diphosphate synthase(3)","NA(3)",867,867,867,18134,6,"RAC06_03670","MA01_03185"
"g020483_000004","g020483","crtF","Demethylspheroidene O-methyltransferase",90,2,3,1,1,1,0,0,0,0,3,"Demethylspheroidene O-methyltransferase(3)","crtF(3)",1032,1197,1142,18134,7,"RAC06_03669","MA01_03186"
"g021098_000004","g021098","lgoD","L-galactonate-5-dehydrogenase",90,2,3,1,1,1,0,0,0,0,3,"L-galactonate-5-dehydrogenase(3)","lgoD(3)",939,939,939,18134,8,"RAC06_03668","MA01_03187"
"g032060_000006","g032060","bchX","Chlorophyllide reductase 35.5 kDa chain",98,1,3,1,1,1,0,0,0,0,3,"Chlorophyllide reductase 35.5 kDa chain(3)","bchX(3)",1008,1008,1008,18134,9,"RAC06_03667","MA01_03188"
"g019455_000005","g019455","bchY","Chlorophyllide reductase 52.5 kDa chain",95,2,3,1,1,1,0,0,0,0,3,"Chlorophyllide reductase 52.5 kDa chain(3)","bchY(3)",1584,1584,1584,18134,10,"RAC06_03666","MA01_03189"
"g028537_000006","g028537","bchZ","Chlorophyllide reductase subunit Z",98,1,3,1,1,1,0,0,0,0,3,"Chlorophyllide reductase subunit Z(3)","bchZ(3)",1452,1452,1452,18134,11,"RAC06_03665","MA01_03190"
"g024644_000003","g024644",NA,"hypothetical protein",80,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",234,234,234,18134,12,"RAC06_03664","MA01_03191"
"g042393_000006","g042393",NA,"hypothetical protein",98,1,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",222,222,222,18134,13,"RAC06_03663","MA01_03192"
"g024916_000003","g024916",NA,"Light-harvesting protein B-870 alpha chain",80,2,3,1,1,1,0,0,0,0,3,"Light-harvesting protein B-870 alpha chain(3)","NA(3)",198,198,198,18134,14,"RAC06_03662","MA01_03193"
"g039893_000006","g039893","pufL","Reaction center protein L chain",98,1,3,1,1,1,0,0,0,0,3,"Reaction center protein L chain(3)","pufL(3)",846,846,846,18134,15,"RAC06_03661","MA01_03194"
"g021217_000005","g021217","pufM","Reaction center protein M chain",95,2,3,1,1,1,0,0,0,0,3,"Reaction center protein M chain(3)","pufM(3)",966,1020,984,18134,16,"RAC06_03660","MA01_03195"
"g020188_000004","g020188","pufC","Photosynthetic reaction center cytochrome c subunit",90,2,3,1,1,1,0,0,0,0,3,"Photosynthetic reaction center cytochrome c subunit(2):hypothetical protein(1)","pufC(2):NA(1)",1170,1239,1193,18134,17,"RAC06_03659","MA01_03196"
