"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","AF310","CFBP5473","CFBP5477"
"g006099","g006099",NA,"hypothetical protein",50,12,61,1.02,1,2,0,1,0,1,62,"hypothetical protein(62)","NA(62)",531,534,531.97,5482,5,"AF310_04226","CFBP5473_04359",NA
"g007970_000003","g007970","dctM","C4-dicarboxylate TRAP transporter large permease protein DctM",80,8,61,1.02,1,2,0,1,0,1,62,"C4-dicarboxylate TRAP transporter large permease protein DctM(62)","dctM(62)",1260,1260,1260,5482,6,"AF310_04227","CFBP5473_04360",NA
"g008145_000001","g008145","oxyR","Hydrogen peroxide-inducible genes activator",60,8,61,1,1,1,0,0,0,0,61,"Hydrogen peroxide-inducible genes activator(61)","oxyR(61)",888,975,917.02,5489,1,"AF310_00984","CFBP5473_02515","CFBP5477_00891"
"g006928_000003","g006928",NA,"hypothetical protein",80,9,61,1.16,1,2,0,10,0,10,71,"hypothetical protein(71)","NA(71)",612,612,612,5498,1,"AF310_04793","CFBP5473_02893",NA
"g003629","g003629",NA,"hypothetical protein",50,22,61,1.16,1,2,0,10,0,10,71,"hypothetical protein(71)","NA(71)",264,267,266.92,5503,1,"AF310_04794","CFBP5473_02892",NA
"g004428_000002","g004428",NA,"hypothetical protein",70,18,60,1,1,1,0,0,0,0,60,"hypothetical protein(60)","NA(60)",240,345,285.7,5506,1,"AF310_02628","CFBP5473_02040","CFBP5477_01868"
"g001544_1_000001","g001544_1",NA,"hypothetical protein",60,35,60,1.13,1,2,0,8,0,8,68,"hypothetical protein(68)","NA(68)",162,951,655.28,5510,1,NA,NA,"CFBP5477_01046"
"g003115_000001","g003115",NA,"hypothetical protein",60,24,60,1.12,1,2,3,7,3,7,67,"hypothetical protein(70)","NA(70)",240,867,646.11,5513,1,"AF310_02587","CFBP5473_03014","CFBP5477_04450"
"g000055_2","g000055_2","lasI","Acyl-homoserine-lactone synthase",50,31,60,1.17,1,2,0,10,0,10,70,"Acyl-homoserine-lactone synthase(57):hypothetical protein(13)","lasI(48):NA(13):esaI(8):anoI(1)",357,714,619.5,5534,1,"AF310_02052","CFBP5473_04436",NA
"g009035_000002","g009035",NA,"putative HTH-type transcriptional regulator",70,5,59,1,1,1,1,0,1,0,59,"putative HTH-type transcriptional regulator(59):hypothetical protein(1)","NA(60)",234,1044,1016.3,5541,1,NA,NA,"CFBP5477_00324"
"g006335_000001","g006335",NA,"hypothetical protein",60,11,59,1,1,1,0,0,0,0,59,"hypothetical protein(59)","NA(59)",1137,1320,1156.02,5541,2,NA,NA,"CFBP5477_00323"
"g004897","g004897",NA,"hypothetical protein",50,16,59,1.02,1,2,0,1,0,1,60,"hypothetical protein(60)","NA(60)",237,282,246,5543,1,"AF310_04427","CFBP5473_00530","CFBP5477_01765"
"g003970_000001","g003970",NA,"hypothetical protein",60,20,59,1.15,1,3,0,8,0,9,68,"hypothetical protein(68)","NA(68)",123,333,237.71,5544,1,"AF310_01318;AF310_02387","CFBP5473_04056;CFBP5473_04237","CFBP5477_00085;CFBP5477_04265"
"g004898","g004898",NA,"hypothetical protein",50,15,59,1.02,1,2,0,1,0,1,60,"hypothetical protein(60)","NA(60)",771,915,904.5,5547,1,"AF310_00148","CFBP5473_01737","CFBP5477_03266"
"g000391_2_000004","g000391_2",NA,"hypothetical protein",70,16,59,1,1,1,0,0,0,0,59,"hypothetical protein(59)","NA(59)",609,705,662.39,5553,1,"AF310_03716","CFBP5473_03239","CFBP5477_04676"
"g001048_000002","g001048",NA,"ISNCY family transposase ISRel10",70,39,59,1.46,1,4,15,23,15,27,86,"ISNCY family transposase ISRel10(82):hypothetical protein(19)","NA(101)",141,1428,1062.56,5556,1,"AF310_02010;AF310_04133","CFBP5473_04395;CFBP5473_04828",NA
"g001514_2","g001514_2","mglA","Galactose/methyl galactoside import ATP-binding protein MglA",50,19,59,1.1,1,2,0,6,0,6,65,"Galactose/methyl galactoside import ATP-binding protein MglA(52):Ribose import ATP-binding protein RbsA(13)","mglA(52):rbsA(13)",1137,1653,1541.91,5564,1,"AF310_04236","CFBP5473_04369",NA
"g004499_1_000001","g004499_1",NA,"hypothetical protein",60,11,59,1,1,1,0,0,0,0,59,"hypothetical protein(59)","NA(59)",1173,1215,1181.64,5569,1,NA,NA,"CFBP5477_00330"
"g004119","g004119",NA,"hypothetical protein",50,19,59,1,1,1,0,0,0,0,59,"hypothetical protein(59)","NA(59)",561,585,576.41,5570,1,"AF310_00319","CFBP5473_01566","CFBP5477_03089"
"g008688_000002","g008688","xylB","Xylulose kinase",70,7,58,1,1,1,0,0,0,0,58,"Xylulose kinase(58)","xylB(58)",1599,1644,1605.98,5576,1,NA,NA,"CFBP5477_00325"
"g006994_000001","g006994","otnC","3-oxo-tetronate 4-phosphate decarboxylase",60,10,58,1,1,1,0,0,0,0,58,"3-oxo-tetronate 4-phosphate decarboxylase(57):L-fuculose phosphate aldolase(1)","otnC(57):fucA(1)",654,654,654,5576,2,NA,NA,"CFBP5477_00326"
"g012991_000004","g012991","hemL","Glutamate-1-semialdehyde 2%2C1-aminomutase",90,4,58,1,1,1,0,0,0,0,58,"Glutamate-1-semialdehyde 2%2C1-aminomutase(58)","hemL(58)",1461,1464,1461.41,5576,3,NA,NA,"CFBP5477_00327"
"g005491_000002","g005491",NA,"hypothetical protein",70,14,58,1,1,1,0,0,0,0,58,"hypothetical protein(58)","NA(58)",696,735,709.09,5576,4,NA,NA,"CFBP5477_00328"
"g011646_000001","g011646",NA,"hypothetical protein",60,5,58,1,1,1,0,0,0,0,58,"hypothetical protein(58)","NA(58)",1011,1041,1037.9,5579,1,NA,NA,"CFBP5477_00123"
"g006259_000001","g006259","rbsA","Ribose import ATP-binding protein RbsA",60,11,58,1,1,1,0,0,0,0,58,"Ribose import ATP-binding protein RbsA(57):Galactose/methyl galactoside import ATP-binding protein MglA(1)","rbsA(57):mglA(1)",1509,1584,1518.57,5579,2,NA,NA,"CFBP5477_00124"
"g003829_1_000005","g003829_1",NA,"hypothetical protein",80,14,58,1.03,1,2,0,2,0,2,60,"hypothetical protein(60)","NA(60)",354,1023,737.95,5589,1,"AF310_03870","CFBP5473_04965",NA
"g010141_000003","g010141","amiF","Formamidase",80,6,58,1,1,1,0,0,0,0,58,"Formamidase(58)","amiF(58)",1017,1020,1017.05,5607,1,NA,NA,"CFBP5477_04729"
"g006208","g006208",NA,"hypothetical protein",50,11,58,1,1,1,0,0,0,0,58,"hypothetical protein(58)","NA(58)",312,327,321.26,5609,1,"AF310_02212","CFBP5473_03495","CFBP5477_03648"
"g006894","g006894","rbsC","Ribose import permease protein RbsC",50,10,58,1,1,1,0,0,0,0,58,"Ribose import permease protein RbsC(58)","rbsC(58)",990,1008,1005.72,5611,1,NA,NA,"CFBP5477_00126"
"g013618_000001","g013618",NA,"hypothetical protein",60,4,58,1,1,1,0,0,0,0,58,"hypothetical protein(58)","NA(58)",609,696,680.43,5614,1,"AF310_04170","CFBP5473_04791",NA
"g003436_1_000001","g003436_1",NA,"hypothetical protein",60,20,58,1.05,1,2,0,3,0,3,61,"hypothetical protein(61)","NA(61)",174,195,181.97,5615,1,"AF310_02815","CFBP5473_00630","CFBP5477_02092"
"g007241","g007241","livQ","6'''-hydroxyparomomycin C oxidase",50,9,58,1,1,1,0,0,0,0,58,"6'''-hydroxyparomomycin C oxidase(58)","livQ(58)",1506,1566,1564.24,5616,1,NA,NA,"CFBP5477_00119"
"g006235_000001","g006235","rcsC","Sensor histidine kinase RcsC",60,11,57,1.02,1,2,0,1,0,1,58,"Sensor histidine kinase RcsC(58)","rcsC(58)",3411,3522,3440.43,5622,1,"AF310_04720","CFBP5473_02924",NA
"g007107_000002","g007107","cheR","Chemotaxis protein methyltransferase",70,9,57,1.04,1,2,0,2,0,2,59,"Chemotaxis protein methyltransferase(57):hypothetical protein(2)","cheR(57):NA(2)",450,840,822.81,5622,2,"AF310_04719","CFBP5473_02923",NA
"g006065_000001","g006065","cheB","Chemotaxis response regulator protein-glutamate methylesterase",60,12,57,1.04,1,2,0,2,0,2,59,"Chemotaxis response regulator protein-glutamate methylesterase(39):Chemotaxis response regulator protein-glutamate methylesterase of group 1 operon(20)","cheB(39):cheB1(20)",564,579,570,5622,3,"AF310_04718","CFBP5473_02922",NA
"g005742_000003","g005742",NA,"hypothetical protein",80,10,57,1,1,1,0,0,0,0,57,"hypothetical protein(57)","NA(57)",1050,1068,1050.68,5623,2,NA,NA,"CFBP5477_00329"
"g004680","g004680","fucU","L-fucose mutarotase",50,17,57,1,1,1,0,0,0,0,57,"L-fucose mutarotase(57)","fucU(57)",423,429,426.26,5624,1,NA,NA,"CFBP5477_00128"
"g004936_000002","g004936",NA,"hypothetical protein",70,16,57,1,1,1,0,0,0,0,57,"hypothetical protein(57)","NA(57)",825,840,826.58,5624,2,NA,NA,"CFBP5477_00129"
"g006768_000002","g006768",NA,"L-gulono-1%2C4-lactone dehydrogenase",70,10,57,1,1,1,0,0,0,0,57,"L-gulono-1%2C4-lactone dehydrogenase(57)","NA(57)",1290,1401,1302.32,5625,1,NA,NA,"CFBP5477_00321"
"g005929","g005929",NA,"hypothetical protein",50,12,57,1,1,1,0,0,0,0,57,"hypothetical protein(57)","NA(57)",1167,1221,1167.95,5625,2,NA,NA,"CFBP5477_00320"
"g006529_000003","g006529","bacC","Dihydroanticapsin 7-dehydrogenase",80,11,57,1,1,1,0,0,0,0,57,"Dihydroanticapsin 7-dehydrogenase(49):3-oxoacyl-[acyl-carrier-protein] reductase FabG(5):Gluconate 5-dehydrogenase(1):NAD-dependent glycerol dehydrogenase(1):3-oxoacyl-[acyl-carrier-protein] reductase(1)","bacC(49):fabG(6):golD(1):gno(1)",795,798,797.68,5626,1,NA,NA,"CFBP5477_00118"
"g006819_000002","g006819","dhaD","Glycerol dehydrogenase",70,9,57,1,1,1,0,0,0,0,57,"Glycerol dehydrogenase(57)","dhaD(42):gldA(15)",1116,1125,1123.79,5626,2,NA,NA,"CFBP5477_00117"
"g004707_000002","g004707",NA,"hypothetical protein",70,13,57,1.16,1,2,0,9,0,9,66,"hypothetical protein(66)","NA(66)",162,2133,1573.18,5631,1,"AF310_03998","CFBP5473_02947",NA
"g004835_000001","g004835",NA,"hypothetical protein",60,11,57,1,1,1,0,0,0,0,57,"hypothetical protein(57)","NA(57)",366,432,421.74,5635,1,"AF310_02147","CFBP5473_04531","CFBP5477_00230"
"g008185_000002","g008185","rbsC","Ribose import permease protein RbsC",70,8,57,1,1,1,0,0,0,0,57,"Ribose import permease protein RbsC(52):Autoinducer 2 import system permease protein LsrC(5)","rbsC(52):lsrC(5)",981,999,991.63,5639,1,NA,NA,"CFBP5477_00125"
"g008492","g008492","yefM","Antitoxin YefM",50,8,57,1,1,1,0,0,0,0,57,"Antitoxin YefM(57)","yefM(57)",252,282,262.26,5649,1,"AF310_04059","CFBP5473_00766","CFBP5477_02228"
"g009666","g009666","virA","Wide host range VirA protein",50,5,57,1,1,1,1,0,1,0,57,"Wide host range VirA protein(58)","virA(58)",639,2556,2462.95,5655,1,"AF310_03637","CFBP5473_04748",NA
"g003586_1_000002","g003586_1",NA,"hypothetical protein",70,21,56,1.04,1,2,0,2,0,2,58,"hypothetical protein(58)","NA(58)",252,525,324.93,5674,1,"AF310_04736","CFBP5473_01900","CFBP5477_03461"
"g023444_000005","g023444",NA,"hypothetical protein",95,2,56,1,1,1,0,0,0,0,56,"hypothetical protein(56)","NA(56)",123,123,123,5676,1,NA,NA,"CFBP5477_00501"
"g004243_000001","g004243",NA,"hypothetical protein",60,19,56,1,1,1,0,0,0,0,56,"hypothetical protein(56)","NA(56)",405,417,406.55,5684,1,NA,NA,"CFBP5477_01977"
"g003293_1_000001","g003293_1",NA,"hypothetical protein",60,20,56,1.11,1,2,0,6,0,6,62,"hypothetical protein(62)","NA(62)",240,312,305.76,5694,1,"AF310_02136","CFBP5473_04520","CFBP5477_00221"
"g017363_000005","g017363",NA,"hypothetical protein",95,3,55,1,1,1,0,0,0,0,55,"hypothetical protein(55)","NA(55)",144,162,144.33,5711,1,NA,NA,"CFBP5477_00385"
"g004218_1_000001","g004218_1",NA,"hypothetical protein",60,18,55,1.05,1,2,0,3,0,3,58,"hypothetical protein(58)","NA(58)",183,351,336.47,5715,1,"AF310_04866","CFBP5473_02883",NA
"g010592","g010592","mtnX","2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase",50,6,55,1,1,1,0,0,0,0,55,"2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase(55)","mtnX(55)",684,705,703.2,5728,1,"AF310_02101","CFBP5473_04485","CFBP5477_00187"
"g006927_000002","g006927","msuE","FMN reductase (NADPH)",70,10,55,1,1,1,0,0,0,0,55,"FMN reductase (NADPH)(51):hypothetical protein(4)","msuE(51):NA(4)",558,561,560.89,5739,1,"AF310_02128","CFBP5473_04512","CFBP5477_00214"
"g036266_000006","g036266",NA,"hypothetical protein",98,1,54,1,1,1,0,0,0,0,54,"hypothetical protein(54)","NA(54)",192,192,192,5757,1,NA,NA,"CFBP5477_00496"
"g005284_1_000001","g005284_1","rcsC","Sensor histidine kinase RcsC",60,11,54,1.02,1,2,0,1,0,1,55,"Sensor histidine kinase RcsC(55)","rcsC(55)",1062,1554,1150.31,5780,1,"AF310_04717","CFBP5473_02921",NA
"g001204_2_000002","g001204_2",NA,"hypothetical protein",60,16,54,1.02,1,2,0,1,0,1,55,"hypothetical protein(55)","NA(55)",159,519,437.4,5781,1,"AF310_03224","CFBP5473_03332",NA
"g003920_000001","g003920","yedZ1","Putative protein-methionine-sulfoxide reductase subunit YedZ1",60,19,54,1.07,1,2,0,4,0,4,58,"Putative protein-methionine-sulfoxide reductase subunit YedZ1(45):hypothetical protein(13)","yedZ1(45):NA(13)",234,987,852.57,5795,1,"AF310_04358","CFBP5473_04281",NA
"g007678","g007678","arnF","4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF",50,9,53,1,1,1,0,0,0,0,53,"4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF(50):4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE(3)","arnF(50):arnE(3)",369,396,371.55,5834,1,"AF310_02107","CFBP5473_04491","CFBP5477_00193"
"g008172","g008172",NA,"hypothetical protein",50,8,53,1,1,1,0,0,0,0,53,"hypothetical protein(53)","NA(53)",822,900,833.32,5834,2,"AF310_02108","CFBP5473_04492","CFBP5477_00194"
"g001376_1_000001","g001376_1",NA,"hypothetical protein",60,25,53,1,1,1,0,0,0,0,53,"hypothetical protein(53)","NA(53)",252,369,346.36,5858,1,"AF310_04529","CFBP5473_02726","CFBP5477_02061"
"g008572_000002","g008572",NA,"hypothetical protein",70,8,52,1,1,1,0,0,0,0,52,"hypothetical protein(52)","NA(52)",735,735,735,5908,2,"AF310_04370","CFBP5473_02187",NA
"g004600_000001","g004600",NA,"hypothetical protein",60,16,52,1,1,1,0,0,0,0,52,"hypothetical protein(52)","NA(52)",210,705,644.19,5914,1,NA,NA,"CFBP5477_03870"
"g004613","g004613",NA,"hypothetical protein",50,16,52,1.02,1,2,0,1,0,1,53,"hypothetical protein(53)","NA(53)",633,867,787.08,5917,1,"AF310_04790","CFBP5473_02896",NA
"g003848","g003848",NA,"hypothetical protein",50,20,52,1.06,1,2,0,3,0,3,55,"hypothetical protein(55)","NA(55)",297,1758,1648.15,5920,1,"AF310_03489","CFBP5473_03140","CFBP5477_04577"
"g003447_1_000001","g003447_1",NA,"hypothetical protein",60,18,52,1.1,1,2,3,5,3,5,57,"hypothetical protein(60)","NA(60)",144,354,311.65,5923,1,"AF310_01380","CFBP5473_00926","CFBP5477_02403"
"g005186","g005186",NA,"hypothetical protein",50,15,52,1,1,1,0,0,0,0,52,"hypothetical protein(52)","NA(52)",360,366,365.77,5924,1,"AF310_02925","CFBP5473_02309","CFBP5477_00670"
"g002926","g002926","higB2","hypothetical protein",50,26,52,1.33,1,3,0,16,0,17,69,"hypothetical protein(36):Putative toxin HigB2(33)","NA(36):higB2(33)",180,372,348.65,5925,1,"AF310_04397","CFBP5473_02160","CFBP5477_01990;CFBP5477_02099"
"g006909","g006909","frlB","hypothetical protein",50,10,52,1.02,1,2,0,1,0,1,53,"hypothetical protein(27):Fructosamine deglycase FrlB(26)","NA(27):frlB(26)",249,1107,747.45,5927,1,"AF310_04169","CFBP5473_04792",NA
"g003383","g003383",NA,"IS630 family transposase ISRm10-1",50,23,52,1.04,1,2,0,2,0,2,54,"IS630 family transposase ISRm10-1(24):IS630 family transposase ISGdi6(17):hypothetical protein(6):IS630 family transposase ISMex41(4):IS630 family transposase ISAzs37(1):IS630 family transposase ISRm10(1):IS630 family transposase ISRel6(1)","NA(54)",171,618,440.83,5933,1,"AF310_03181","CFBP5473_03290","CFBP5477_04757"
"g013071_000004","g013071",NA,"Fluorothreonine transaldolase",90,2,51,1,1,1,3,0,3,0,51,"Fluorothreonine transaldolase(51):hypothetical protein(3)","NA(54)",225,1176,1110.83,5964,1,NA,NA,"CFBP5477_00351"
"g004460_000001","g004460",NA,"hypothetical protein",60,16,51,1,1,1,1,0,1,0,51,"hypothetical protein(52)","NA(52)",456,2259,2183.71,5964,2,NA,NA,"CFBP5477_00352"
"g004575_000003","g004575",NA,"hypothetical protein",80,16,51,1.02,1,2,0,1,0,1,52,"hypothetical protein(52)","NA(52)",153,696,605.37,6042,1,"AF310_04629","CFBP5473_04319",NA
"g005001_1_000002","g005001_1","calB","Coniferyl aldehyde dehydrogenase",70,10,51,1,1,1,0,0,0,0,51,"Coniferyl aldehyde dehydrogenase(51)","calB(51)",1401,1455,1432.59,6070,1,NA,NA,"CFBP5477_00322"
"g005822_000001","g005822","yafQ","mRNA interferase toxin YafQ",60,13,50,1,1,1,0,0,0,0,50,"mRNA interferase toxin YafQ(50)","yafQ(50)",210,336,319.08,6181,1,"AF310_04379","CFBP5473_02178","CFBP5477_00546"
"g000534_2","g000534_2","yagS","Putative xanthine dehydrogenase YagS FAD-binding subunit",50,17,50,1,1,1,0,0,0,0,50,"Putative xanthine dehydrogenase YagS FAD-binding subunit(50)","yagS(50)",984,1017,991.5,6246,1,"AF310_04554","CFBP5473_02977","CFBP5477_04413"
"g004490_000002","g004490","nhaA","Na(+)/H(+) antiporter NhaA",70,17,50,1.2,1,3,4,5,4,10,60,"Na(+)/H(+) antiporter NhaA(64)","nhaA(64)",276,1338,1128.09,6293,1,"AF310_04639","CFBP5473_04309",NA
"g004325_000002","g004325",NA,"hypothetical protein",70,18,50,1.08,1,2,0,4,0,4,54,"hypothetical protein(54)","NA(54)",273,1134,1010.22,6297,1,"AF310_03871","CFBP5473_04966",NA
"g003171_1_000002","g003171_1","adh","2-haloacrylate reductase",70,20,49,1.04,1,2,5,2,5,2,51,"2-haloacrylate reductase(38):Alcohol dehydrogenase(10):hypothetical protein(6):Quinone oxidoreductase 1(1):L-threonine 3-dehydrogenase(1)","NA(46):adh(8):qorA(1):tdh(1)",309,1191,914.57,6397,1,"AF310_02066","CFBP5473_04450",NA
"g004070_1_000003","g004070_1",NA,"hypothetical protein",70,15,49,1,1,1,2,0,2,0,49,"hypothetical protein(51)","NA(51)",501,1509,1358.41,6399,1,"AF310_03694","CFBP5473_03261","CFBP5477_04698"
"g003785_3","g003785_3","yisK","putative protein YisK",50,12,49,1.08,1,2,0,4,0,4,53,"putative protein YisK(37):hypothetical protein(14):putative protein(2)","yisK(37):NA(16)",294,876,823.02,6408,1,"AF310_02165","CFBP5473_04549","CFBP5477_00271"
"g004001_000002","g004001",NA,"hypothetical protein",70,20,49,1.02,1,2,0,1,0,1,50,"hypothetical protein(50)","NA(50)",318,363,354.36,6419,1,"AF310_02629","CFBP5473_02041","CFBP5477_01869"
"g011370_000004","g011370",NA,"hypothetical protein",90,4,49,1,1,1,0,0,0,0,49,"hypothetical protein(49)","NA(49)",567,924,588.86,6420,1,NA,NA,"CFBP5477_00370"
"g012392_000004","g012392",NA,"hypothetical protein",90,5,49,1,1,1,0,0,0,0,49,"hypothetical protein(49)","NA(49)",147,201,187.78,6422,1,NA,NA,"CFBP5477_00407"
"g001947_1_000001","g001947_1",NA,"hypothetical protein",60,26,48,1.08,1,2,0,4,0,4,52,"hypothetical protein(52)","NA(52)",1350,1677,1569.58,6449,1,NA,NA,"CFBP5477_01084"
"g003381_000002","g003381",NA,"hypothetical protein",70,23,48,1,1,1,0,0,0,0,48,"hypothetical protein(48)","NA(48)",354,645,587.94,6453,1,"AF310_04528","CFBP5473_02725","CFBP5477_02060"
"g003422","g003422",NA,"hypothetical protein",50,23,48,1,1,1,2,0,2,0,48,"hypothetical protein(50)","NA(50)",204,1080,1025.64,6454,1,"AF310_02012","CFBP5473_04397",NA
"g005916_1_000002","g005916_1","ccpA","Catabolite control protein A",70,8,47,1,1,1,0,0,0,0,47,"Catabolite control protein A(47)","ccpA(47)",1044,1167,1134.96,6472,1,"AF310_04137","CFBP5473_04824",NA
"g006554_000002","g006554","pgrR","HTH-type transcriptional regulator PgrR",70,11,47,1.04,1,2,0,2,0,2,49,"HTH-type transcriptional regulator PgrR(31):HTH-type transcriptional regulator DmlR(16):hypothetical protein(2)","pgrR(31):dmlR(16):NA(2)",876,918,903.31,6474,1,"AF310_02067","CFBP5473_04451",NA
"g003871_1_000005","g003871_1","btuD","Vitamin B12 import ATP-binding protein BtuD",70,14,47,1.02,1,2,5,1,5,1,48,"Vitamin B12 import ATP-binding protein BtuD(27):hypothetical protein(25):ATM1-type heavy metal exporter(1)","btuD(27):NA(25):atm1(1)",150,1716,1470.91,6478,1,"AF310_03165","CFBP5473_02003","CFBP5477_01829"
"g003979","g003979",NA,"hypothetical protein",50,19,47,1,1,1,1,0,1,0,47,"hypothetical protein(48)","NA(48)",153,327,286,6479,1,"AF310_02924","CFBP5473_02308","CFBP5477_00669"
"g004289","g004289",NA,"hypothetical protein",50,18,47,1.13,1,2,0,6,0,6,53,"hypothetical protein(14):IS110 family transposase ISPye21(9):IS110 family transposase ISCc4(8):IS110 family transposase ISPye46(5):IS110 family transposase ISMdi12(4):IS110 family transposase ISPko7(4):IS110 family transposase ISPye26(3):IS110 family transposase ISSaen1(3):IS110 family transposase ISKpn43(3)","NA(53)",258,1029,701.72,6483,1,"AF310_04104","CFBP5473_04917",NA
"g005238","g005238","yagR","Putative xanthine dehydrogenase YagR molybdenum-binding subunit",50,13,47,1,1,1,0,0,0,0,47,"Putative xanthine dehydrogenase YagR molybdenum-binding subunit(47)","yagR(47)",2286,2319,2304.19,6493,1,"AF310_04553","CFBP5473_02976","CFBP5477_04412"
"g000454_3","g000454_3","adhc1","NADP-dependent alcohol dehydrogenase C 1",50,15,47,1.13,1,2,0,6,0,6,53,"NADP-dependent alcohol dehydrogenase C 1(50):putative formaldehyde dehydrogenase AdhA(3)","adhc1(50):adhA(3)",966,1254,1080.4,6495,1,"AF310_04770;AF310_04847","CFBP5473_04673;CFBP5473_04843",NA
"g003982_000001","g003982",NA,"hypothetical protein",60,20,47,1,1,1,0,0,0,0,47,"hypothetical protein(47)","NA(47)",147,294,265.98,6496,1,NA,NA,"CFBP5477_02395"
"g004309","g004309",NA,"hypothetical protein",50,17,47,1.13,1,2,16,6,16,6,53,"hypothetical protein(34):IS30 family transposase ISRssp4(28):IS30 family transposase ISPye54(8):IS30 family transposase ISRle2(3)","NA(73)",135,1014,478.44,6502,1,"AF310_04857","CFBP5473_04829",NA
"g003866_2","g003866_2","sasA","Adaptive-response sensory-kinase SasA",50,15,46,1.11,1,2,0,5,0,5,51,"Adaptive-response sensory-kinase SasA(51)","sasA(51)",1227,1383,1343.18,6520,1,"AF310_03656;AF310_04754","CFBP5473_04729;CFBP5473_04866",NA
"g004026","g004026",NA,"putative oxidoreductase",50,20,46,1.04,1,2,0,2,0,2,48,"putative oxidoreductase(48)","NA(48)",762,780,769.12,6523,1,"AF310_04479","CFBP5473_03206","CFBP5477_04643"
"g004956_1_000002","g004956_1","yedY1","Putative protein-methionine-sulfoxide reductase subunit YedZ1",70,10,46,1.02,1,2,0,1,0,1,47,"Putative protein-methionine-sulfoxide reductase subunit YedZ1(47)","yedY1(47)",777,777,777,6524,1,"AF310_04359","CFBP5473_04282",NA
"g004167","g004167",NA,"hypothetical protein",50,18,46,1,1,1,1,0,1,0,46,"hypothetical protein(47)","NA(47)",258,741,371.11,6525,1,"AF310_04530","CFBP5473_02727","CFBP5477_02062"
"g004372","g004372","paiA","hypothetical protein",50,18,46,1.02,1,2,0,1,0,1,47,"hypothetical protein(24):Spermidine/spermine N(1)-acetyltransferase(18):putative N-acetyltransferase(5)","NA(29):paiA(18)",219,615,532.21,6537,1,"AF310_03062","CFBP5473_00839","CFBP5477_02301"
"g001969_000001","g001969",NA,"hypothetical protein",60,31,46,1,1,1,0,0,0,0,46,"hypothetical protein(46)","NA(46)",330,1185,979.76,6538,1,NA,NA,"CFBP5477_01052"
"g001361_2_000002","g001361_2","gno","Gluconate 5-dehydrogenase",60,14,45,1.07,1,2,0,3,0,3,48,"Gluconate 5-dehydrogenase(43):hypothetical protein(4):3-oxoacyl-[acyl-carrier-protein] reductase FabG(1)","gno(43):NA(4):fabG(1)",147,771,595.88,6559,1,"AF310_03853;AF310_04463","CFBP5473_04350;CFBP5473_04948",NA
"g003980","g003980",NA,"hypothetical protein",50,20,45,1,1,1,0,0,0,0,45,"hypothetical protein(45)","NA(45)",171,342,297.53,6560,1,"AF310_03168","CFBP5473_02006","CFBP5477_01832"
"g012082_000002","g012082",NA,"hypothetical protein",70,5,45,1,1,1,0,0,0,0,45,"hypothetical protein(45)","NA(45)",129,360,329.33,6573,1,NA,NA,"CFBP5477_00520"
"g005825","g005825",NA,"hypothetical protein",50,13,45,1,1,1,0,0,0,0,45,"hypothetical protein(45)","NA(45)",204,273,249.8,6577,1,NA,NA,"CFBP5477_02404"
"g003327","g003327",NA,"hypothetical protein",50,23,44,1,1,1,0,0,0,0,44,"hypothetical protein(44)","NA(44)",1422,1608,1569,6581,1,NA,NA,"CFBP5477_00312"
"g002531","g002531",NA,"hypothetical protein",50,28,44,1,1,1,0,0,0,0,44,"hypothetical protein(44)","NA(44)",1245,1311,1287.61,6581,2,NA,NA,"CFBP5477_00311"
"g004578_1_000001","g004578_1","corA","Cobalt/magnesium transport protein CorA",60,15,44,1.07,1,3,0,2,0,3,47,"Cobalt/magnesium transport protein CorA(46):hypothetical protein(1)","corA(46):NA(1)",546,966,954.57,6589,1,"AF310_02386","CFBP5473_04057","CFBP5477_04266"
"g008275_000003","g008275",NA,"hypothetical protein",80,8,44,1,1,1,0,0,0,0,44,"hypothetical protein(44)","NA(44)",180,483,365.93,6591,1,"AF310_04588","CFBP5473_04696",NA
"g005562","g005562",NA,"hypothetical protein",50,13,44,1,1,1,0,0,0,0,44,"hypothetical protein(44)","NA(44)",408,591,570.89,6604,1,"AF310_04334","CFBP5473_04257","CFBP5477_00113"
"g010131_000003","g010131","frlB","Fructosamine deglycase FrlB",80,6,43,1,1,1,0,0,0,0,43,"Fructosamine deglycase FrlB(43)","frlB(43)",843,1065,1033.47,6614,1,"AF310_04138","CFBP5473_04823",NA
"g009389_000003","g009389","frlD","Fructosamine kinase FrlD",80,6,43,1,1,1,0,0,0,0,43,"Fructosamine kinase FrlD(43)","frlD(43)",711,819,816.49,6614,2,"AF310_04139","CFBP5473_04822",NA
