"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","CG475","CG988","AB3","AT6","CG415","CG102","CG412","ICMP10754","SBV_10752","CG1000","K306","NCPPB3554","CG516"
"g011008_000003","g011008","kipR","hypothetical protein",80,6,29,1,1,1,0,0,0,0,29,"hypothetical protein(28):HTH-type transcriptional regulator KipR(1)","NA(28):kipR(1)",774,795,774.72,7496,1,"CG475_01254","CG988_01054","AB3_02551","AT6_01335","CG415_03336",NA,NA,NA,NA,NA,NA,NA,NA
"g010073_000003","g010073",NA,"hypothetical protein",80,5,29,1,1,1,1,0,1,0,29,"hypothetical protein(30)","NA(30)",234,957,775,7497,1,NA,NA,NA,NA,NA,NA,"CG412_01213","ICMP10754_00701","SBV_10752_01410","CG1000_01068","K306_00111","NCPPB3554_00099",NA
"g004919_1_000001","g004919_1",NA,"hypothetical protein",60,10,29,1.03,1,2,0,1,0,1,30,"hypothetical protein(30)","NA(30)",231,327,297.5,7498,1,NA,"CG988_01246;CG988_02058","AB3_05512","AT6_04811",NA,NA,NA,NA,NA,NA,NA,NA,NA
"g007995_000003","g007995",NA,"IS630 family transposase IS870",80,8,29,1.31,1,3,0,7,0,9,38,"IS630 family transposase IS870(22):IS630 family transposase ISAr1(13):hypothetical protein(2):IS630 family transposase ISRfr1(1)","NA(38)",351,1509,975,7504,1,"CG475_02922;CG475_02926","CG988_04394","AB3_03382","AT6_04364","CG415_01436","CG102_00782;CG102_04555","CG412_01521","ICMP10754_02386;ICMP10754_03728","SBV_10752_04304;SBV_10752_04721","CG1000_03662;CG1000_05207","K306_00004;K306_02895;K306_04530","NCPPB3554_00332;NCPPB3554_01485;NCPPB3554_01810","CG516_02603"
"g007404_000002","g007404","gstB","Glutathione S-transferase GstB",70,8,29,1,1,1,0,0,0,0,29,"Glutathione S-transferase GstB(26):hypothetical protein(3)","gstB(26):NA(3)",591,639,620.38,7507,1,NA,"CG988_02185","AB3_03623","AT6_02908",NA,NA,NA,NA,NA,NA,NA,NA,NA
"g006728","g006728","potA","Spermidine/putrescine import ATP-binding protein PotA",50,10,29,1,1,1,0,0,0,0,29,"Spermidine/putrescine import ATP-binding protein PotA(24):Vitamin B12 import ATP-binding protein BtuD(2):hypothetical protein(2):Aliphatic sulfonates import ATP-binding protein SsuB(1)","potA(24):NA(2):btuD(2):ssuB(1)",438,1089,956.38,7510,1,NA,"CG988_01023","AB3_02583","AT6_01303","CG415_03303","CG102_02707",NA,"ICMP10754_01204","SBV_10752_02584","CG1000_02611","K306_05180","NCPPB3554_04732","CG516_02142"
"g009045_000003","g009045",NA,"hypothetical protein",80,7,29,1.07,1,2,2,2,2,2,31,"hypothetical protein(33)","NA(33)",438,996,916.36,7512,1,"CG475_01136","CG988_01311","AB3_02238;AB3_03518","AT6_02082;AT6_03827","CG415_03184","CG102_02682",NA,"ICMP10754_00866","SBV_10752_01719","CG1000_01652","K306_05064","NCPPB3554_04912","CG516_04133"
"g007281_1_000001","g007281_1","xerC","Tyrosine recombinase XerC",60,7,29,1.21,1,5,0,3,0,6,35,"Tyrosine recombinase XerC(35)","xerC(35)",738,1221,1136.49,7514,1,NA,NA,NA,NA,NA,NA,"CG412_01234","ICMP10754_00722","SBV_10752_01431","CG1000_01089","K306_00132","NCPPB3554_00120",NA
"g012383_000002","g012383",NA,"hypothetical protein",70,5,29,1,1,1,0,0,0,0,29,"hypothetical protein(29)","NA(29)",210,381,311.79,7515,1,"CG475_02691",NA,NA,NA,NA,"CG102_00843","CG412_00970","ICMP10754_04470","SBV_10752_03095","CG1000_02045","K306_00586","NCPPB3554_03717","CG516_04329"
"g003899_000001","g003899",NA,"hypothetical protein",60,20,29,1.07,1,2,0,2,0,2,31,"hypothetical protein(31)","NA(31)",273,741,335.81,7518,1,NA,NA,"AB3_00766","AT6_00240","CG415_01166",NA,NA,NA,NA,NA,NA,NA,NA
"g007579_1_000006","g007579_1","gph","hypothetical protein",80,7,28,1,1,1,0,0,0,0,28,"hypothetical protein(26):Phosphoglycolate phosphatase(2)","NA(26):gph(2)",651,651,651,7526,1,"CG475_01163","CG988_01339","AB3_02266","AT6_02110","CG415_03157","CG102_00977",NA,"ICMP10754_00631","SBV_10752_01343","CG1000_03016","K306_04781","NCPPB3554_04622","CG516_00577"
"g008790_1_000001","g008790_1",NA,"hypothetical protein",60,6,28,1,1,1,0,0,0,0,28,"hypothetical protein(28)","NA(28)",1254,1284,1278.64,7526,2,"CG475_01164","CG988_01340","AB3_02267","AT6_02111","CG415_03156","CG102_00978",NA,"ICMP10754_00630","SBV_10752_01342","CG1000_03017","K306_04782","NCPPB3554_04621","CG516_00576"
"g009591","g009591","iclR","Transcriptional repressor IclR",50,7,28,1,1,1,0,0,0,0,28,"Transcriptional repressor IclR(26):Glycerol operon regulatory protein(2)","iclR(26):gylR(2)",744,825,752.89,7526,3,"CG475_01165","CG988_01341","AB3_02268","AT6_02112","CG415_03155","CG102_00979",NA,"ICMP10754_00629","SBV_10752_01341","CG1000_03018","K306_04783","NCPPB3554_04620","CG516_00575"
"g011272_000002","g011272","puuP","Putrescine importer PuuP",70,5,28,1,1,1,0,0,0,0,28,"Putrescine importer PuuP(20):hypothetical protein(8)","puuP(20):NA(8)",1452,1455,1452.43,7526,4,"CG475_01166","CG988_01342","AB3_02269","AT6_02113","CG415_03154","CG102_00980",NA,"ICMP10754_00628","SBV_10752_01340","CG1000_03019","K306_04784","NCPPB3554_04619","CG516_00574"
"g006490","g006490",NA,"hypothetical protein",50,11,28,1,1,1,0,0,0,0,28,"hypothetical protein(28)","NA(28)",633,639,636.86,7533,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG516_03476"
"g007601_000002","g007601",NA,"hypothetical protein",70,9,28,1,1,1,0,0,0,0,28,"hypothetical protein(28)","NA(28)",168,267,242.25,7536,1,NA,"CG988_03412","AB3_01126","AT6_02447",NA,"CG102_00565","CG412_04753","ICMP10754_00037","SBV_10752_05010","CG1000_04929","K306_00803","NCPPB3554_05028","CG516_01456"
"g016293_000002","g016293",NA,"hypothetical protein",70,3,28,1,1,1,0,0,0,0,28,"hypothetical protein(28)","NA(28)",960,972,960.43,7536,2,NA,"CG988_03410","AB3_01128","AT6_02445",NA,"CG102_00563","CG412_04751","ICMP10754_00039","SBV_10752_05012","CG1000_04931","K306_00805","NCPPB3554_05030","CG516_01458"
"g012604_000004","g012604",NA,"hypothetical protein",90,5,28,1,1,1,0,0,0,0,28,"hypothetical protein(28)","NA(28)",807,807,807,7539,1,"CG475_03701","CG988_02683","AB3_02697","AT6_05327",NA,NA,NA,NA,NA,NA,NA,NA,NA
"g005062_000001","g005062",NA,"hypothetical protein",60,15,28,1.21,1,2,0,6,0,6,34,"hypothetical protein(34)","NA(34)",198,936,868.15,7542,1,NA,NA,"AB3_03466;AB3_04427","AT6_04394;AT6_04748",NA,"CG102_01085",NA,"ICMP10754_00526","SBV_10752_01237","CG1000_01376","K306_04888","NCPPB3554_04517","CG516_04527"
"g011351_000002","g011351","dapE","Succinyl-diaminopimelate desuccinylase",70,5,28,1,1,1,0,0,0,0,28,"Succinyl-diaminopimelate desuccinylase(27):N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase(1)","dapE(27):ylmB(1)",1173,1347,1313.68,7543,1,"CG475_01088","CG988_00681","AB3_00458","AT6_01223","CG415_03279",NA,NA,"ICMP10754_01188","SBV_10752_02569","CG1000_02595","K306_05165","NCPPB3554_04747","CG516_03377"
"g005455_000003","g005455",NA,"IS3 family transposase ISAtu4",80,14,28,1.04,1,2,0,1,0,1,29,"IS3 family transposase ISAtu4(23):hypothetical protein(6)","NA(29)",123,372,277.76,7544,1,NA,NA,NA,NA,"CG415_03423",NA,NA,NA,NA,NA,NA,NA,NA
"g006326","g006326","yejF","putative ABC transporter ATP-binding protein YejF",50,11,28,1,1,1,1,0,1,0,28,"putative ABC transporter ATP-binding protein YejF(24):Glutathione import ATP-binding protein GsiA(2):Nickel import ATP-binding protein NikE(2):putative D%2CD-dipeptide transport ATP-binding protein DdpD(1)","yejF(24):gsiA(2):nikE(2):ddpD(1)",579,1404,1324.66,7545,1,"CG475_01099","CG988_00692","AB3_00469","AT6_01212","CG415_03290","CG102_03967",NA,"ICMP10754_01190","SBV_10752_02571","CG1000_02597","K306_05167","NCPPB3554_04745","CG516_02128"
"g008548_000001","g008548",NA,"4-hydroxybenzoyl-CoA thioesterase",60,8,28,1,1,1,0,0,0,0,28,"4-hydroxybenzoyl-CoA thioesterase(18):1%2C4-dihydroxy-2-naphthoyl-CoA hydrolase(10)","NA(28)",402,405,402.11,7550,1,"CG475_01054","CG988_00646","AB3_00424","AT6_01257","CG415_00202","CG102_02387","CG412_03858","ICMP10754_01096","SBV_10752_01905","CG1000_04099","K306_04299","NCPPB3554_00563","CG516_03992"
"g005359_2_000001","g005359_2","gsiC","Glutathione transport system permease protein GsiC",60,6,28,1,1,1,0,0,0,0,28,"Glutathione transport system permease protein GsiC(28)","gsiC(28)",795,954,930.64,7556,1,NA,NA,"AB3_05482","AT6_04840",NA,NA,NA,NA,NA,NA,NA,NA,NA
"g004020_1_000001","g004020_1",NA,"hypothetical protein",60,13,28,1.04,1,2,0,1,0,1,29,"hypothetical protein(29)","NA(29)",330,432,415.55,7557,1,NA,"CG988_00220",NA,NA,NA,NA,"CG412_01377",NA,NA,NA,NA,NA,NA
"g011484_000003","g011484",NA,"hypothetical protein",80,5,28,1,1,1,0,0,0,0,28,"hypothetical protein(28)","NA(28)",1032,1128,1048.29,7558,1,"CG475_04600","CG988_05221","AB3_05230","AT6_03756","CG415_01005",NA,NA,NA,NA,NA,NA,NA,"CG516_04231"
"g009091","g009091",NA,"hypothetical protein",50,7,28,1,1,1,0,0,0,0,28,"hypothetical protein(19):IS630 family transposase ISMno21(9)","NA(28)",342,687,482.79,7559,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG516_05106"
"g011100","g011100","gsiA","Glutathione import ATP-binding protein GsiA",50,5,28,1,1,1,0,0,0,0,28,"Glutathione import ATP-binding protein GsiA(23):Vitamin B12 import ATP-binding protein BtuD(4):Dipeptide transport ATP-binding protein DppD(1)","gsiA(23):btuD(4):dppD(1)",270,1746,1517.25,7564,1,NA,"CG988_00148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g007453","g007453",NA,"hypothetical protein",50,9,28,1,1,1,0,0,0,0,28,"hypothetical protein(28)","NA(28)",444,951,690.21,7569,1,NA,NA,NA,NA,NA,NA,NA,NA,"SBV_10752_03383",NA,"K306_00298","NCPPB3554_04004",NA
"g024117_000004","g024117",NA,"hypothetical protein",90,2,28,1,1,1,0,0,0,0,28,"hypothetical protein(28)","NA(28)",1083,1083,1083,7570,1,NA,"CG988_02052","AB3_05518","AT6_04805",NA,NA,NA,NA,NA,NA,NA,NA,NA
"g011840","g011840",NA,"hypothetical protein",50,5,28,1,1,1,1,0,1,0,28,"hypothetical protein(29)","NA(29)",237,723,696,7572,1,NA,NA,NA,NA,"CG415_03247","CG102_03840",NA,"ICMP10754_00801","SBV_10752_01784","CG1000_01717","K306_05129","NCPPB3554_04977","CG516_03414"
"g010376_000001","g010376","btuC","Vitamin B12 import system permease protein BtuC",60,6,28,1,1,1,0,0,0,0,28,"Vitamin B12 import system permease protein BtuC(25):Iron-uptake system permease protein FeuC(3)","btuC(25):feuC(3)",1062,1071,1065.54,7578,1,NA,NA,NA,"AT6_00272",NA,NA,NA,NA,NA,NA,NA,NA,NA
"g006079_000001","g006079",NA,"hypothetical protein",60,11,28,1.21,1,2,0,6,0,6,34,"hypothetical protein(34)","NA(34)",348,729,633.35,7580,1,NA,NA,NA,NA,NA,"CG102_03294",NA,"ICMP10754_02234","SBV_10752_02784","CG1000_03509","K306_05001","NCPPB3554_04850",NA
"g012656","g012656",NA,"hypothetical protein",50,4,28,1,1,1,0,0,0,0,28,"hypothetical protein(28)","NA(28)",201,2496,1357.07,7583,1,NA,NA,NA,NA,NA,NA,"CG412_02702","ICMP10754_02076","SBV_10752_02626","CG1000_03695","K306_04987","NCPPB3554_04836",NA
"g002630_1_000007","g002630_1","cya","hypothetical protein",90,13,28,1,1,1,0,0,0,0,28,"hypothetical protein(22):Bifunctional hemolysin/adenylate cyclase(6)","NA(22):cya(6)",432,3438,2928.21,7589,1,NA,NA,NA,NA,"CG415_03555",NA,NA,NA,NA,NA,NA,NA,"CG516_02191"
"g003707","g003707",NA,"hypothetical protein",50,21,28,1.04,1,2,0,1,0,1,29,"hypothetical protein(29)","NA(29)",582,735,601.14,7590,1,NA,NA,NA,"AT6_05428",NA,NA,NA,NA,NA,NA,NA,NA,NA
"g010732_000005","g010732","yycE","putative protein YycE",95,6,28,1,1,1,0,0,0,0,28,"putative protein YycE(28)","yycE(28)",336,393,368.57,7594,1,"CG475_03176","CG988_04846","AB3_01774","AT6_04517","CG415_03913","CG102_00622","CG412_03016","ICMP10754_03568","SBV_10752_04561","CG1000_01507","K306_02735","NCPPB3554_01970",NA
"g008176_000001","g008176",NA,"hypothetical protein",60,7,28,1,1,1,0,0,0,0,28,"hypothetical protein(28)","NA(28)",765,954,945.86,7600,1,NA,NA,NA,NA,"CG415_01813","CG102_03116","CG412_04047","ICMP10754_04723","SBV_10752_01563","CG1000_01599","K306_01241","NCPPB3554_03471","CG516_00875"
"g007395","g007395",NA,"hypothetical protein",50,8,28,1,1,1,0,0,0,0,28,"hypothetical protein(28)","NA(28)",594,786,691.71,7605,1,"CG475_01052","CG988_00644","AB3_00422","AT6_01259","CG415_00200","CG102_02385","CG412_03856","ICMP10754_01098","SBV_10752_01907","CG1000_04097","K306_04301","NCPPB3554_00561","CG516_03994"
"g008949_000001","g008949","kce","3-keto-5-aminohexanoate cleavage enzyme",60,6,28,1,1,1,0,0,0,0,28,"3-keto-5-aminohexanoate cleavage enzyme(28)","kce(28)",540,939,924.43,7609,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG516_04189"
"g014117_000004","g014117",NA,"hypothetical protein",90,4,28,1,1,1,0,0,0,0,28,"hypothetical protein(28)","NA(28)",147,147,147,7610,1,"CG475_00317",NA,NA,NA,"CG415_00371",NA,NA,NA,NA,NA,NA,NA,NA
"g004840_000003","g004840",NA,"hypothetical protein",80,16,28,1.11,1,2,0,3,0,3,31,"hypothetical protein(31)","NA(31)",501,861,832.55,7615,1,NA,"CG988_00217",NA,NA,"CG415_05137",NA,"CG412_03047",NA,NA,NA,NA,NA,NA
"g005923_1_000001","g005923_1","xylC","Benzaldehyde dehydrogenase [NAD(+)]",60,8,28,1.07,1,3,0,1,0,2,30,"Benzaldehyde dehydrogenase [NAD(+)](30)","xylC(30)",1335,1476,1460,7617,1,"CG475_01113","CG988_00706","AB3_00483","AT6_01198","CG415_00220","CG102_02391","CG412_00002","ICMP10754_02401","SBV_10752_01981","CG1000_02413","K306_04293","NCPPB3554_00569","CG516_05113"
"g005847_000001","g005847",NA,"hypothetical protein",60,13,28,1.04,1,2,0,1,0,1,29,"hypothetical protein(29)","NA(29)",258,480,286.97,7618,1,NA,NA,"AB3_01933",NA,"CG415_03754","CG102_00781",NA,"ICMP10754_03727","SBV_10752_04720","CG1000_05208","K306_02894","NCPPB3554_01811",NA
"g013528","g013528","virS","HTH-type transcriptional regulator VirS",50,4,28,1,1,1,0,0,0,0,28,"HTH-type transcriptional regulator VirS(28)","virS(28)",828,1041,995.14,7619,1,NA,NA,NA,NA,"CG415_03244","CG102_03843",NA,"ICMP10754_00804","SBV_10752_01781","CG1000_01714","K306_05126","NCPPB3554_04974","CG516_03417"
"g000171_2_000002","g000171_2",NA,"hypothetical protein",60,14,28,1.14,1,2,0,4,0,4,32,"hypothetical protein(32)","NA(32)",309,483,430.22,7622,1,NA,NA,"AB3_00732","AT6_02966","CG415_01202",NA,NA,NA,NA,NA,NA,NA,NA
"g003652","g003652","tnsB","hypothetical protein",50,21,28,1.21,1,3,2,5,2,6,34,"hypothetical protein(34):Transposon Tn7 transposition protein TnsB(2)","NA(34):tnsB(2)",219,1656,1460.92,7625,1,NA,NA,"AB3_03465;AB3_04428","AT6_04393;AT6_04747",NA,"CG102_01084",NA,"ICMP10754_00527","SBV_10752_01238","CG1000_01375","K306_04887","NCPPB3554_04518","CG516_04528"
"g009317_000003","g009317",NA,"hypothetical protein",80,7,28,1,1,1,0,0,0,0,28,"hypothetical protein(28)","NA(28)",891,891,891,7628,1,NA,NA,NA,NA,"CG415_03791","CG102_00744","CG412_02894","ICMP10754_03690","SBV_10752_04683","CG1000_05245","K306_02857","NCPPB3554_01848","CG516_04775"
"g007456","g007456",NA,"hypothetical protein",50,9,28,1.04,1,2,0,1,0,1,29,"hypothetical protein(29)","NA(29)",894,948,898.03,7630,1,"CG475_03883",NA,NA,NA,NA,NA,"CG412_04549",NA,NA,NA,NA,NA,"CG516_05049"
"g011494_000002","g011494",NA,"hypothetical protein",70,5,27,1,1,1,0,0,0,0,27,"hypothetical protein(27)","NA(27)",606,747,672.89,7635,1,NA,"CG988_00995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g011367_000002","g011367","gudP","putative glucarate transporter",70,5,27,1,1,1,0,0,0,0,27,"putative glucarate transporter(26):putative L-galactonate transporter(1)","gudP(26):lgoT(1)",1281,1311,1293.44,7635,2,NA,"CG988_00996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g012166_000001","g012166","benM","HTH-type transcriptional regulator BenM",60,5,27,1,1,1,0,0,0,0,27,"HTH-type transcriptional regulator BenM(19):HTH-type transcriptional regulator GltR(5):HTH-type transcriptional regulator YofA(2):Hydrogen peroxide-inducible genes activator(1)","benM(19):gltR(5):yofA(2):oxyR(1)",900,918,902.67,7635,3,NA,"CG988_00997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g011706_000002","g011706","arcB","Delta(1)-pyrroline-2-carboxylate reductase",70,5,27,1,1,1,0,0,0,0,27,"Delta(1)-pyrroline-2-carboxylate reductase(16):Alanine dehydrogenase(11)","arcB(15):ala(11):NA(1)",993,996,993.56,7636,1,"CG475_01104","CG988_00697","AB3_00474","AT6_01207",NA,NA,"CG412_01216","ICMP10754_00704","SBV_10752_01413","CG1000_01071","K306_00114","NCPPB3554_00102",NA
"g009938_000001","g009938","lysA","Diaminopimelate decarboxylase",60,6,27,1,1,1,0,0,0,0,27,"Diaminopimelate decarboxylase(27)","lysA(27)",1335,1356,1341.22,7636,2,"CG475_01105","CG988_00698","AB3_00475","AT6_01206",NA,NA,"CG412_01215","ICMP10754_00703","SBV_10752_01412","CG1000_01070","K306_00113","NCPPB3554_00101",NA
"g012158_000001","g012158","cysK","Cysteine synthase",60,4,27,1,1,1,0,0,0,0,27,"Cysteine synthase(17):Putative cystathionine beta-synthase(10)","cysK(17):cbs(10)",1068,1086,1082.78,7636,3,"CG475_01106","CG988_00699","AB3_00476","AT6_01205",NA,NA,"CG412_01214","ICMP10754_00702","SBV_10752_01411","CG1000_01069","K306_00112","NCPPB3554_00100",NA
"g000145_2","g000145_2",NA,"hypothetical protein",50,6,27,1.33,1,2,0,9,0,9,36,"hypothetical protein(36)","NA(36)",300,420,305.5,7645,1,NA,NA,NA,NA,NA,NA,"CG412_02540;CG412_02545",NA,NA,NA,NA,NA,NA
"g016182","g016182","yclQ","putative ABC transporter solute-binding protein YclQ",50,3,27,1,1,1,0,0,0,0,27,"putative ABC transporter solute-binding protein YclQ(27)","yclQ(27)",921,930,928,7646,1,NA,"CG988_00987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g004582_2","g004582_2","fatC","Ferric-anguibactin transport system permease protein FatC",50,3,27,1,1,1,0,0,0,0,27,"Ferric-anguibactin transport system permease protein FatC(27)","fatC(27)",966,969,968.33,7653,1,NA,"CG988_00985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g005980","g005980","slmA","hypothetical protein",50,12,27,1,1,1,0,0,0,0,27,"hypothetical protein(21):Nucleoid occlusion factor SlmA(6)","NA(21):slmA(6)",594,789,689.22,7657,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG516_03529"
"g005261_1_000001","g005261_1",NA,"IS66 family transposase IS66",60,11,27,1.33,1,2,0,9,0,9,36,"IS66 family transposase IS66(24):hypothetical protein(12)","NA(36)",159,453,313.83,7658,1,NA,NA,NA,NA,NA,"CG102_03458",NA,NA,NA,NA,NA,NA,"CG516_03496"
"g008397","g008397","xerC","Tyrosine recombinase XerC",50,8,27,1,1,1,0,0,0,0,27,"Tyrosine recombinase XerC(17):hypothetical protein(10)","xerC(17):NA(10)",1092,1095,1094.89,7664,1,"CG475_05178",NA,NA,NA,NA,"CG102_01181","CG412_02801","ICMP10754_03852","SBV_10752_04466","CG1000_00844","K306_03022","NCPPB3554_01684",NA
"g011712_000004","g011712","rhtC","Threonine efflux protein",90,5,27,1,1,1,0,0,0,0,27,"Threonine efflux protein(27)","rhtC(27)",630,714,667.33,7665,1,NA,NA,NA,NA,"CG415_03654","CG102_01208","CG412_02828","ICMP10754_03825","SBV_10752_04493","CG1000_05109","K306_02995","NCPPB3554_01711",NA
"g011889_000002","g011889",NA,"hypothetical protein",70,5,27,1,1,1,0,0,0,0,27,"hypothetical protein(27)","NA(27)",921,930,921.33,7668,1,NA,NA,"AB3_03002",NA,NA,"CG102_02936","CG412_01510",NA,NA,NA,NA,NA,NA
"g006382","g006382","pcpR","PCP degradation transcriptional activation protein",50,11,27,1,1,1,4,0,4,0,27,"PCP degradation transcriptional activation protein(13):Nodulation protein D 2(10):HTH-type transcriptional regulator YidZ(5):HTH-type transcriptional regulator SyrM 1(2):HTH-type transcriptional regulator LeuO(1)","pcpR(13):nodD2(10):yidZ(5):syrM1(2):leuO(1)",354,1068,843.68,7669,1,NA,"CG988_04792","AB3_01744","AT6_04422",NA,"CG102_01255","CG412_01321","ICMP10754_01016","SBV_10752_01877","CG1000_01177","K306_02641","NCPPB3554_02063",NA
"g006153_000003","g006153",NA,"hypothetical protein",80,12,27,1,1,1,0,0,0,0,27,"hypothetical protein(15):IS66 family transposase ISPpa5(12)","NA(27)",189,363,276.56,7672,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG516_04883"
"g010135_000002","g010135","xerD","Tyrosine recombinase XerD",70,6,27,1,1,1,0,0,0,0,27,"Tyrosine recombinase XerD(19):Tyrosine recombinase XerC(6):hypothetical protein(2)","xerD(19):xerC(6):NA(2)",258,1008,964.33,7674,1,NA,NA,NA,NA,NA,NA,"CG412_02542",NA,NA,NA,NA,NA,NA
"g004731","g004731",NA,"hypothetical protein",50,16,27,1,1,1,1,0,1,0,27,"hypothetical protein(28)","NA(28)",810,1845,1741.71,7679,1,"CG475_04539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(CG516_04562:CG516_04563)"
"g010319_000003","g010319",NA,"hypothetical protein",80,6,27,1,1,1,0,0,0,0,27,"hypothetical protein(27)","NA(27)",219,549,386.11,7683,1,"CG475_00522","CG988_01709","AB3_04728","AT6_01774",NA,"CG102_01851","CG412_03762","ICMP10754_04302","SBV_10752_01047","CG1000_04003","K306_04395","NCPPB3554_00467","CG516_00681"
"g006829_1_000005","g006829_1",NA,"IS5 family transposase ISMex35",90,7,27,1.11,1,2,1,3,1,3,30,"IS5 family transposase ISMex35(17):IS5 family transposase ISSsp126(8):hypothetical protein(6)","NA(31)",228,1092,694.35,7684,1,NA,NA,NA,NA,NA,NA,"CG412_02668","ICMP10754_02110","SBV_10752_02660","CG1000_02941","K306_04953","NCPPB3554_04802",NA
"g007940_1_000005","g007940_1","puuC","NADP/NAD-dependent aldehyde dehydrogenase PuuC",80,5,27,1,1,1,0,0,0,0,27,"NADP/NAD-dependent aldehyde dehydrogenase PuuC(27)","puuC(27)",1479,1479,1479,7690,1,"CG475_01167","CG988_01343","AB3_02270","AT6_02114","CG415_03153","CG102_00981",NA,"ICMP10754_00627","SBV_10752_01339","CG1000_03020","K306_04785","NCPPB3554_04618","CG516_00573"
"g003832","g003832",NA,"hypothetical protein",50,20,27,1,1,1,1,0,1,0,27,"hypothetical protein(28)","NA(28)",264,1137,812.46,7691,1,NA,NA,"AB3_00765","AT6_00242","CG415_01167",NA,NA,NA,NA,NA,NA,NA,"CG516_01564"
"g007470","g007470","rraA","Regulator of ribonuclease activity A",50,9,27,1.04,1,2,0,1,0,1,28,"Regulator of ribonuclease activity A(28)","rraA(28)",627,660,650.68,7692,1,"CG475_00068","CG988_03885","AB3_04693","AT6_00369","CG415_00636","CG102_05072","CG412_00388","ICMP10754_02787","SBV_10752_02368","CG1000_03353","K306_03908","NCPPB3554_00953","CG516_01749"
"g010070_000002","g010070",NA,"hypothetical protein",70,6,27,1.04,1,2,0,1,0,1,28,"hypothetical protein(27):IS66 family transposase ISRsp1(1)","NA(28)",162,594,370.5,7693,1,NA,NA,NA,NA,NA,"CG102_04707","CG412_00776","ICMP10754_00269;ICMP10754_00450","SBV_10752_03289","CG1000_02319","K306_00392","NCPPB3554_03911",NA
"g011583","g011583","gsiC","Glutathione transport system permease protein GsiC",50,5,27,1,1,1,0,0,0,0,27,"Glutathione transport system permease protein GsiC(27)","gsiC(27)",624,975,925.89,7698,1,"CG475_01101","CG988_00694","AB3_00471","AT6_01210","CG415_03292","CG102_03969",NA,"ICMP10754_01192","SBV_10752_02573","CG1000_02599","K306_05169","NCPPB3554_04743","CG516_02130"
"g007834_000002","g007834","aaeB","hypothetical protein",70,7,27,1,1,1,0,0,0,0,27,"hypothetical protein(26):p-hydroxybenzoic acid efflux pump subunit AaeB(1)","NA(26):aaeB(1)",255,1716,450.22,7699,1,NA,NA,NA,NA,"CG415_03248","CG102_03839",NA,"ICMP10754_00800","SBV_10752_01785","CG1000_01718","K306_05130","NCPPB3554_04978","CG516_03413"
"g008284","g008284",NA,"hypothetical protein",50,8,27,1.04,1,2,0,1,0,1,28,"hypothetical protein(28)","NA(28)",645,681,654.96,7711,1,NA,NA,"AB3_03534","AT6_03843",NA,NA,NA,NA,NA,NA,NA,NA,NA
"g005196_1_000002","g005196_1",NA,"hypothetical protein",70,10,27,1.07,1,2,0,2,0,2,29,"hypothetical protein(29)","NA(29)",333,339,333.83,7714,1,NA,NA,"AB3_00733",NA,"CG415_01201",NA,NA,NA,NA,NA,NA,NA,NA
"g018525_000004","g018525",NA,"hypothetical protein",90,3,27,1,1,1,0,0,0,0,27,"hypothetical protein(27)","NA(27)",267,267,267,7717,1,NA,"CG988_03411","AB3_01127","AT6_02446",NA,"CG102_00564","CG412_04752","ICMP10754_00038","SBV_10752_05011","CG1000_04930","K306_00804","NCPPB3554_05029","CG516_01457"
"g005068","g005068","noc","Nucleoid occlusion protein",50,15,27,1,1,1,0,0,0,0,27,"Nucleoid occlusion protein(21):hypothetical protein(6)","noc(21):NA(6)",984,1023,1003.89,7723,1,NA,NA,"AB3_03516","AT6_03825",NA,NA,NA,NA,NA,NA,NA,NA,NA
"g007756_000002","g007756",NA,"hypothetical protein",70,9,27,1.04,1,2,0,1,0,1,28,"hypothetical protein(28)","NA(28)",777,840,783.75,7728,1,NA,NA,"AB3_02996",NA,"CG415_02255","CG102_02943","CG412_01504",NA,NA,NA,NA,NA,NA
