"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","R90","R891"
"g013553_1_000001","g013553_1","rhtC","Threonine efflux protein",60,3,17,1,1,1,0,0,0,0,17,"Threonine efflux protein(17)","rhtC(17)",621,630,628.41,9205,1,"R90_01831","R891_04522"
"g012521_000001","g012521",NA,"hypothetical protein",60,5,17,1,1,1,0,0,0,0,17,"hypothetical protein(17)","NA(17)",717,759,732.71,9216,1,"R90_01350","R891_00892"
"g006740_000001","g006740","otcC","Anhydrotetracycline monooxygenase",60,10,17,1.06,1,2,0,1,0,1,18,"Anhydrotetracycline monooxygenase(11):6-methylpretetramide 4-monooxygenase(5):Pentachlorophenol 4-monooxygenase(1):3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase(1)","otcC(11):oxyL(5):mhpA(1):pcpB(1)",1248,1545,1503,9225,1,"R90_04173","R891_02884"
"g002508_2","g002508_2","leuC","3-isopropylmalate dehydratase large subunit",50,6,17,1,1,1,0,0,0,0,17,"3-isopropylmalate dehydratase large subunit(17)","leuC(17)",1407,1479,1415.47,9245,1,"R90_00110","R891_03590"
"g019906_000001","g019906",NA,"hypothetical protein",60,2,17,1,1,1,0,0,0,0,17,"hypothetical protein(17)","NA(17)",450,480,451.76,9269,1,NA,"R891_04407"
"g007874","g007874",NA,"hypothetical protein",50,8,17,1,1,1,0,0,0,0,17,"hypothetical protein(17)","NA(17)",1734,1950,1904.82,9279,1,"R90_00434","R891_03915"
"g005396","g005396","kpsM","Polysialic acid transport protein KpsM",50,14,17,1.12,1,2,0,2,0,2,19,"Polysialic acid transport protein KpsM(19)","kpsM(19)",738,816,795.63,9292,1,"R90_00421","R891_03902"
"g010678_000001","g010678","rssB","hypothetical protein",60,6,17,1,1,1,0,0,0,0,17,"hypothetical protein(10):Blue-light-activated protein(6):Regulator of RpoS(1)","NA(16):rssB(1)",366,372,367.76,9297,1,"R90_01541","R891_00701"
"g007735_000001","g007735",NA,"IS1595 family transposase ISSfr4",60,9,17,1,1,1,0,0,0,0,17,"IS1595 family transposase ISSfr4(17)","NA(17)",411,465,449.29,9327,1,"R90_00891","R891_04340"
"g006304_000002","g006304",NA,"hypothetical protein",70,11,17,1,1,1,0,0,0,0,17,"hypothetical protein(17)","NA(17)",1224,1380,1338.35,9332,1,"R90_00250","R891_03730"
"g011730_000004","g011730","leuD1","3-isopropylmalate dehydratase small subunit 1",90,5,16,1,1,1,0,0,0,0,16,"3-isopropylmalate dehydratase small subunit 1(9):3-isopropylmalate dehydratase small subunit(7)","leuD1(9):leuD(7)",615,618,617.62,9354,1,"R90_00109","R891_03589"
"g015506_000005","g015506",NA,"hypothetical protein",95,3,16,1,1,1,0,0,0,0,16,"hypothetical protein(16)","NA(16)",1218,1221,1218.38,9354,2,"R90_00108","R891_03588"
"g023711_000005","g023711","livH","High-affinity branched-chain amino acid transport system permease protein LivH",95,2,16,1,1,1,0,0,0,0,16,"High-affinity branched-chain amino acid transport system permease protein LivH(16)","livH(16)",870,870,870,9354,3,"R90_00107","R891_03587"
"g021567_000005","g021567",NA,"hypothetical protein",95,2,16,1,1,1,0,0,0,0,16,"hypothetical protein(16)","NA(16)",978,978,978,9354,4,"R90_00106","R891_03586"
"g018575_000005","g018575","lptB","Lipopolysaccharide export system ATP-binding protein LptB",95,3,16,1,1,1,0,0,0,0,16,"Lipopolysaccharide export system ATP-binding protein LptB(16)","lptB(16)",741,741,741,9354,5,"R90_00105","R891_03585"
"g014334_000005","g014334","livF","High-affinity branched-chain amino acid transport ATP-binding protein LivF",95,4,16,1,1,1,0,0,0,0,16,"High-affinity branched-chain amino acid transport ATP-binding protein LivF(16)","livF(16)",702,702,702,9354,6,"R90_00104","R891_03584"
"g014288_000005","g014288","Dml","2%2C3-dimethylmalate lyase",95,4,16,1,1,1,0,0,0,0,16,"2%2C3-dimethylmalate lyase(16)","Dml(16)",894,894,894,9354,7,"R90_00103","R891_03583"
"g011330_000004","g011330","ifcA","Fumarate reductase flavoprotein subunit",90,5,16,1,1,1,0,0,0,0,16,"Fumarate reductase flavoprotein subunit(16)","ifcA(13):NA(3)",1401,1401,1401,9354,8,"R90_00102","R891_03582"
"g009644_2_000008","g009644_2",NA,"hypothetical protein",90,3,16,1,1,1,0,0,0,0,16,"hypothetical protein(16)","NA(16)",771,774,772.69,9354,9,"R90_00101","R891_03581"
"g009644_1_000009","g009644_1",NA,"hypothetical protein",95,3,16,1,1,1,0,0,0,0,16,"hypothetical protein(16)","NA(16)",777,780,777.38,9354,10,"R90_00100","R891_03580"
"g014792_000004","g014792","frlR","putative fructoselysine utilization operon transcriptional repressor",90,4,16,1,1,1,0,0,0,0,16,"putative fructoselysine utilization operon transcriptional repressor(16)","frlR(16)",717,768,761.62,9354,11,"R90_00099","R891_03579"
"g013292_000001","g013292","phnH","Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH",60,4,16,1,1,1,0,0,0,0,16,"Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH(16)","phnH(16)",597,597,597,9363,1,"R90_03259","R891_01983"
"g014595_000002","g014595","phnG","Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG",70,4,16,1,1,1,0,0,0,0,16,"Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG(9):hypothetical protein(7)","phnG(9):NA(7)",447,474,459.38,9363,2,"R90_03258","R891_01982"
"g014199_000002","g014199","phnF","hypothetical protein",70,4,16,1,1,1,0,0,0,0,16,"hypothetical protein(7):putative transcriptional regulator PhnF(6):HTH-type transcriptional repressor DasR(3)","NA(7):phnF(6):dasR(3)",696,735,726.75,9363,3,"R90_03257","R891_01981"
"g016871_000005","g016871","livH","High-affinity branched-chain amino acid transport system permease protein LivH",95,3,16,1,1,1,0,0,0,0,16,"High-affinity branched-chain amino acid transport system permease protein LivH(14):hypothetical protein(2)","livH(14):NA(2)",636,906,872.25,9365,1,"R90_02621","R891_01664"
"g012228_000003","g012228",NA,"hypothetical protein",80,5,16,1,1,1,0,0,0,0,16,"hypothetical protein(16)","NA(16)",1083,1083,1083,9365,2,"R90_02620","R891_01663"
"g011198_000003","g011198","braC","Leucine-%2C isoleucine-%2C valine-%2C threonine-%2C and alanine-binding protein",80,5,16,1,1,1,0,0,0,0,16,"Leucine-%2C isoleucine-%2C valine-%2C threonine-%2C and alanine-binding protein(6):Leu/Ile/Val-binding protein (5):Leucine-specific-binding protein(5)","braC(6):livK(5):NA(5)",1194,1203,1195.12,9365,3,"R90_02619","R891_01662"
"g010221_000001","g010221","potD","hypothetical protein",60,6,16,1,1,1,0,0,0,0,16,"hypothetical protein(14):Spermidine/putrescine-binding periplasmic protein(2)","NA(14):potD(2)",1041,1053,1051.5,9378,1,"R90_03366","R891_02090"
"g007935_000001","g007935",NA,"hypothetical protein",60,8,16,1,1,1,0,0,0,0,16,"hypothetical protein(16)","NA(16)",1179,1209,1182.94,9378,2,"R90_03364","R891_02088"
"g010601_000004","g010601","nicF","Maleamate amidohydrolase",90,6,16,1,1,1,0,0,0,0,16,"Maleamate amidohydrolase(16)","nicF(16)",678,678,678,9391,1,"R90_00113","R891_03593"
"g008259","g008259","mshD","Mycothiol acetyltransferase",50,8,16,1,1,1,0,0,0,0,16,"Mycothiol acetyltransferase(13):hypothetical protein(3)","mshD(13):NA(3)",495,516,514.5,9392,1,"R90_02202","R891_00358"
"g005120_2_000008","g005120_2",NA,"hypothetical protein",80,7,16,1,1,1,0,0,0,0,16,"hypothetical protein(16)","NA(16)",678,684,681.38,9411,1,"R90_01754","R891_03200"
"g007341","g007341","dpnA","Modification methylase DpnIIB",50,9,16,1.25,1,2,0,4,0,4,20,"Modification methylase DpnIIB(11):hypothetical protein(9)","dpnA(11):NA(9)",432,687,579,9412,1,"R90_00265","R891_03745"
"g013742_000002","g013742",NA,"hypothetical protein",70,4,16,1,1,1,0,0,0,0,16,"hypothetical protein(16)","NA(16)",486,492,489.38,9417,1,"R90_01955","R891_00111"
"g008268_000002","g008268","nsrR","HTH-type transcriptional repressor NsrR",70,8,16,1.06,1,2,0,1,0,1,17,"HTH-type transcriptional repressor NsrR(16):Putative HTH-type transcriptional regulator(1)","nsrR(16):NA(1)",489,519,490.76,9426,1,"R90_04086","R891_02797"
"g012283_000001","g012283",NA,"hypothetical protein",60,5,16,1,1,1,0,0,0,0,16,"hypothetical protein(16)","NA(16)",258,342,336.75,9427,1,"R90_00937","R891_04430"
"g011896_000004","g011896",NA,"hypothetical protein",90,5,16,1,1,1,0,0,0,0,16,"hypothetical protein(16)","NA(16)",924,924,924,9438,1,"R90_00111","R891_03591"
"g001376_2_000006","g001376_2",NA,"hypothetical protein",70,11,16,1,1,1,0,0,0,0,16,"hypothetical protein(16)","NA(16)",333,339,333.38,9439,1,"R90_00247","R891_03727"
"g008979","g008979",NA,"hypothetical protein",50,7,16,1,1,1,0,0,0,0,16,"hypothetical protein(16)","NA(16)",984,1020,1002.56,9440,1,"R90_01259","R891_00983"
"g011287_000001","g011287","mdtA","Multidrug resistance protein MdtA",60,5,16,1,1,1,0,0,0,0,16,"Multidrug resistance protein MdtA(16)","mdtA(16)",1248,1263,1252.69,9446,1,"R90_00053","R891_03533"
"g001553_2","g001553_2",NA,"hypothetical protein",50,9,16,1,1,1,0,0,0,0,16,"hypothetical protein(16)","NA(16)",861,924,907.31,9449,1,"R90_04131","R891_02842"
"g007252_000001","g007252",NA,"hypothetical protein",60,9,16,1,1,1,0,0,0,0,16,"hypothetical protein(16)","NA(16)",1770,1821,1797,9458,1,"R90_03598","R891_02322"
"g011386_000001","g011386",NA,"hypothetical protein",60,5,16,1,1,1,0,0,0,0,16,"hypothetical protein(16)","NA(16)",1095,1362,1319.25,9471,1,"R90_02842","R891_01886"
"g010431_000001","g010431",NA,"hypothetical protein",60,6,16,1,1,1,0,0,0,0,16,"hypothetical protein(16)","NA(16)",237,339,255,9487,1,"R90_01509","R891_00733"
"g007644","g007644",NA,"hypothetical protein",50,9,16,1,1,1,0,0,0,0,16,"hypothetical protein(16)","NA(16)",1068,1077,1070.44,9494,1,"R90_01232","R891_01012"
"g014708_000003","g014708",NA,"hypothetical protein",80,4,16,1,1,1,0,0,0,0,16,"hypothetical protein(16)","NA(16)",408,408,408,9508,1,"R90_00563","R891_04309"
"g023269_000005","g023269",NA,"hypothetical protein",95,2,16,1,1,1,0,0,0,0,16,"hypothetical protein(16)","NA(16)",153,153,153,9510,1,"R90_02184","R891_00340"
"g009683","g009683",NA,"hypothetical protein",50,6,16,1,1,1,0,0,0,0,16,"hypothetical protein(16)","NA(16)",3840,4311,4120.5,9513,1,"R90_01409","R891_00834"
"g007613_000001","g007613",NA,"hypothetical protein",60,9,16,1,1,1,0,0,0,0,16,"hypothetical protein(16)","NA(16)",123,123,123,9531,1,"R90_04477","R891_03331"
"g012584_000001","g012584",NA,"hypothetical protein",60,5,16,1,1,1,0,0,0,0,16,"hypothetical protein(16)","NA(16)",723,723,723,9532,1,"R90_01307","R891_00935"
"g013322_000001","g013322",NA,"hypothetical protein",60,4,16,1,1,1,0,0,0,0,16,"hypothetical protein(16)","NA(16)",693,747,704.44,9534,1,"R90_02562","R891_01606"
"g007425","g007425",NA,"hypothetical protein",50,9,16,1,1,1,0,0,0,0,16,"hypothetical protein(16)","NA(16)",1023,1032,1026.94,9536,1,"R90_01352","R891_00890"
"g007960","g007960",NA,"hypothetical protein",50,8,16,1,1,1,0,0,0,0,16,"hypothetical protein(16)","NA(16)",1437,1467,1452.38,9540,1,"R90_03635","R891_02359"
"g004839_2","g004839_2","rspR","HTH-type transcriptional repressor RspR",50,5,16,1,1,1,0,0,0,0,16,"HTH-type transcriptional repressor RspR(14):hypothetical protein(2)","rspR(14):NA(2)",423,726,598.69,9544,1,"R90_01009","R891_04513"
"g011811_000002","g011811",NA,"hypothetical protein",70,5,16,1,1,1,0,0,0,0,16,"hypothetical protein(16)","NA(16)",327,495,337.5,9546,1,"R90_00917","R891_04409"
"g014025","g014025",NA,"hypothetical protein",50,4,16,1,1,1,0,0,0,0,16,"hypothetical protein(16)","NA(16)",180,189,183.94,9561,1,"R90_01658","R891_03105"
"g012358_000003","g012358",NA,"hypothetical protein",80,5,16,1,1,1,0,0,0,0,16,"hypothetical protein(16)","NA(16)",237,237,237,9576,1,"R90_00971","R891_04463"
"g007726_000001","g007726",NA,"hypothetical protein",60,9,16,1,1,1,0,0,0,0,16,"hypothetical protein(16)","NA(16)",717,729,720.38,9582,1,"R90_03064","R891_01438"
"g010857_000001","g010857","coxS","Carbon monoxide dehydrogenase small chain",60,6,15,1,1,1,0,0,0,0,15,"Carbon monoxide dehydrogenase small chain(9):Caffeine dehydrogenase subunit gamma(6)","coxS(7):cdhC(6):cutS(2)",474,474,474,9625,1,"R90_02632","R891_01676"
"g009670_000002","g009670","hcrA","4-hydroxybenzoyl-CoA reductase subunit alpha",70,6,15,1,1,1,0,0,0,0,15,"4-hydroxybenzoyl-CoA reductase subunit alpha(15)","hcrA(15)",2349,2370,2351.4,9625,2,"R90_02631","R891_01675"
"g012631_000001","g012631",NA,"hypothetical protein",60,4,15,1,1,1,0,0,0,0,15,"hypothetical protein(15)","NA(15)",3135,3150,3144,9643,1,"R90_04505","R891_03303"
"g007115_000002","g007115",NA,"hypothetical protein",70,10,15,1,1,1,0,0,0,0,15,"hypothetical protein(15)","NA(15)",396,432,398.8,9644,1,"R90_00251","R891_03731"
"g007435","g007435",NA,"hypothetical protein",50,9,15,1,1,1,0,0,0,0,15,"hypothetical protein(15)","NA(15)",897,972,927.8,9657,1,"R90_00544","R891_04024"
"g008020_000002","g008020",NA,"hypothetical protein",70,8,15,1,1,1,0,0,0,0,15,"hypothetical protein(15)","NA(15)",513,756,562.8,9674,1,"R90_00831","R891_04400"
"g001410_2_000002","g001410_2","ada","Bifunctional transcriptional activator/DNA repair enzyme Ada",60,5,15,1.27,1,2,0,4,0,4,19,"Bifunctional transcriptional activator/DNA repair enzyme Ada(17):hypothetical protein(2)","ada(17):NA(2)",240,1086,987.16,9678,1,"R90_00978","R891_04470"
"g005519_2_000001","g005519_2",NA,"hypothetical protein",60,7,15,1,1,1,0,0,0,0,15,"hypothetical protein(15)","NA(15)",441,471,451.2,9681,1,"R90_04241","R891_02952"
"g014910","g014910","focA","putative formate transporter 1",50,4,15,1,1,1,0,0,0,0,15,"putative formate transporter 1(15)","focA(15)",789,801,800.2,9684,1,"R90_00722","R891_04138"
"g008907","g008907",NA,"hypothetical protein",50,6,15,1.07,1,2,0,1,0,1,16,"hypothetical protein(16)","NA(16)",447,609,597,9697,1,"R90_00671","R891_04200"
"g015808_000005","g015808","mntH","Divalent metal cation transporter MntH",95,3,15,1,1,1,0,0,0,0,15,"Divalent metal cation transporter MntH(15)","mntH(15)",1284,1284,1284,9723,1,"R90_02433","R891_00590"
"g013640_000001","g013640",NA,"hypothetical protein",60,4,15,1,1,1,0,0,0,0,15,"hypothetical protein(15)","NA(15)",570,579,575.4,9726,1,"R90_01284","R891_00958"
"g008618","g008618",NA,"hypothetical protein",50,8,15,1,1,1,0,0,0,0,15,"hypothetical protein(15)","NA(15)",783,792,786.6,9738,1,"R90_01256","R891_00986"
"g011165_000003","g011165","btuD","Vitamin B12 import ATP-binding protein BtuD",80,4,15,1,1,1,0,0,0,0,15,"Vitamin B12 import ATP-binding protein BtuD(13):putative amino-acid permease protein YxeN(1):hypothetical protein(1)","btuD(13):yxeN(1):NA(1)",573,1620,1421.6,9751,1,"R90_00756","R891_04104"
"g008105_000002","g008105",NA,"hypothetical protein",70,8,15,1,1,1,0,0,0,0,15,"hypothetical protein(15)","NA(15)",939,942,940.4,9759,1,"R90_02117","R891_00273"
"g011018_000002","g011018",NA,"hypothetical protein",70,6,15,1,1,1,0,0,0,0,15,"hypothetical protein(15)","NA(15)",726,726,726,9761,1,"R90_01264","R891_00978"
"g018263_000004","g018263",NA,"1%2C4-dihydroxy-2-naphthoyl-CoA hydrolase",90,3,15,1,1,1,0,0,0,0,15,"1%2C4-dihydroxy-2-naphthoyl-CoA hydrolase(15)","NA(15)",420,420,420,9762,1,"R90_00638","R891_04233"
"g011023_1_000004","g011023_1",NA,"hypothetical protein",80,5,15,1,1,1,0,0,0,0,15,"hypothetical protein(15)","NA(15)",756,756,756,9776,1,"R90_02139","R891_00295"
"g014130_000003","g014130","fabG3","3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase",80,4,15,1,1,1,0,0,0,0,15,"3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase(15)","fabG3(15)",783,786,783.2,9782,1,"R90_00634","R891_04237"
"g014829","g014829",NA,"hypothetical protein",50,4,15,1,1,1,0,0,0,0,15,"hypothetical protein(15)","NA(15)",264,309,295.8,9807,1,"R90_00492","R891_03972"
"g012430_000004","g012430",NA,"hypothetical protein",90,5,15,1,1,1,0,0,0,0,15,"hypothetical protein(15)","NA(15)",426,429,427.6,9808,1,"R90_00636","R891_04235"
"g006979","g006979","cmoB","hypothetical protein",50,10,15,1,1,1,0,0,0,0,15,"hypothetical protein(11):tRNA (mo5U34)-methyltransferase(4)","NA(11):cmoB(4)",837,924,872.6,9810,1,"R90_00426","R891_03907"
"g008258_1_000006","g008258_1",NA,"hypothetical protein",80,6,15,1.2,1,4,0,1,0,3,18,"hypothetical protein(8):IS5 family transposase ISSpo7(4):IS5 family transposase ISPye11(3):IS5 family transposase ISPha1(2):IS5 family transposase ISPaes2(1)","NA(18)",204,369,264.33,9831,1,NA,"R891_01895"
"g002921_2","g002921_2",NA,"hypothetical protein",50,7,15,1,1,1,0,0,0,0,15,"hypothetical protein(15)","NA(15)",147,180,165.4,9834,1,"R90_00399","R891_03880"
"g011625","g011625","hdfR","HTH-type transcriptional regulator HdfR",50,5,15,1,1,1,0,0,0,0,15,"HTH-type transcriptional regulator HdfR(8):Hydrogen peroxide-inducible genes activator(6):hypothetical protein(1)","hdfR(8):oxyR(6):NA(1)",906,969,910.2,9835,1,"R90_02629","R891_01673"
"g011117","g011117","apc4","Acetophenone carboxylase delta subunit",50,5,15,1,1,1,0,0,0,0,15,"Acetophenone carboxylase delta subunit(15)","apc4(15)",1968,2118,1978,9843,1,"R90_02634","R891_01678"
"g008914_000001","g008914",NA,"hypothetical protein",60,7,15,1,1,1,0,0,0,0,15,"hypothetical protein(15)","NA(15)",576,603,599.6,9849,1,"R90_02735","R891_01779"
"g016597_000003","g016597",NA,"hypothetical protein",80,2,14,1,1,1,0,0,0,0,14,"hypothetical protein(14)","NA(14)",480,612,537.86,9869,3,"R90_04310","R891_03022"
"g018802_000004","g018802",NA,"hypothetical protein",90,3,14,1,1,1,0,0,0,0,14,"hypothetical protein(14)","NA(14)",723,723,723,9877,1,"R90_02628","R891_01672"
"g002784_2_000014","g002784_2","accB","Biotin carboxyl carrier protein of acetyl-CoA carboxylase",80,4,14,1,1,1,0,0,0,0,14,"Biotin carboxyl carrier protein of acetyl-CoA carboxylase(14)","accB(14)",234,234,234,9877,2,"R90_02627","R891_01671"
"g013522_000004","g013522","feaR","Transcriptional activator FeaR",90,4,14,1,1,1,0,0,0,0,14,"Transcriptional activator FeaR(13):hypothetical protein(1)","feaR(13):NA(1)",978,981,979.29,9891,1,"R90_02636","R891_01680"
"g012729_000004","g012729","apc3","Acetophenone carboxylase gamma subunit",90,4,14,1,1,1,0,0,0,0,14,"Acetophenone carboxylase gamma subunit(14)","apc3(14)",2028,2028,2028,9891,2,"R90_02635","R891_01679"
"g011463_000004","g011463",NA,"putative protein",90,5,14,1,1,1,0,0,0,0,14,"putative protein(14)","NA(14)",1104,1152,1108.5,9910,1,"R90_00700","R891_04160"
"g008517_000001","g008517",NA,"hypothetical protein",60,8,14,1,1,1,0,0,0,0,14,"hypothetical protein(14)","NA(14)",198,201,200.14,9933,1,"R90_03684","R891_02409"
"g000988_3","g000988_3","nemA","N-ethylmaleimide reductase",50,8,14,1,1,1,0,0,0,0,14,"N-ethylmaleimide reductase(14)","nemA(14)",183,1110,595.07,9941,1,"R90_00814","R891_04047"
"g002806_2_000002","g002806_2","hmp","Flavohemoprotein",60,8,14,1.07,1,2,1,1,1,1,15,"Flavohemoprotein(15):hypothetical protein(1)","hmp(15):NA(1)",981,2079,1920.38,9945,1,"R90_00763","R891_04097"
"g010706_000001","g010706",NA,"hypothetical protein",60,6,14,1,1,1,0,0,0,0,14,"hypothetical protein(14)","NA(14)",354,420,409.29,9946,1,"R90_00704","R891_04156"
"g009603_000003","g009603",NA,"hypothetical protein",80,7,14,1,1,1,0,0,0,0,14,"hypothetical protein(14)","NA(14)",324,390,384.43,9950,1,"R90_01695","R891_03142"
"g010647_000002","g010647","kdhA","hypothetical protein",70,6,14,1,1,1,0,0,0,0,14,"hypothetical protein(9):6-hydroxypseudooxynicotine dehydrogenase complex subunit alpha(5)","NA(9):kdhA(5)",855,855,855,9973,1,"R90_02633","R891_01677"
"g018579_000002","g018579",NA,"hypothetical protein",70,3,14,1,1,1,0,0,0,0,14,"hypothetical protein(14)","NA(14)",738,738,738,9977,1,"R90_00724","R891_04136"
"g010938_000001","g010938",NA,"hypothetical protein",60,5,14,1,1,1,0,0,0,0,14,"hypothetical protein(14)","NA(14)",720,741,722.36,10005,1,"R90_03857","R891_02568"
"g009622","g009622",NA,"hypothetical protein",50,7,14,1,1,1,0,0,0,0,14,"hypothetical protein(14)","NA(14)",393,399,394.93,10016,1,"R90_03660","R891_02385"
"g018507_000002","g018507",NA,"hypothetical protein",70,3,14,1,1,1,0,0,0,0,14,"hypothetical protein(14)","NA(14)",279,321,315,10041,1,"R90_00729","R891_04131"
"g008855_1_000005","g008855_1",NA,"hypothetical protein",80,6,14,1.07,1,2,0,1,0,1,15,"hypothetical protein(15)","NA(15)",1236,1830,1784.6,10049,1,"R90_04068","R891_02779"
"g006055_000002","g006055",NA,"hypothetical protein",70,12,14,1,1,1,1,0,1,0,14,"hypothetical protein(15)","NA(15)",222,633,588.6,10051,1,"R90_04277","R891_02990"
"g008455_000001","g008455","lex1","hypothetical protein",60,8,14,1,1,1,0,0,0,0,14,"hypothetical protein(13):Lipooligosaccharide biosynthesis protein lex-1(1)","NA(13):lex1(1)",693,762,750.64,10090,1,"R90_01263","R891_00979"
"g015717_000003","g015717",NA,"IS5 family transposase ISNeu3",80,3,14,1,1,1,0,0,0,0,14,"IS5 family transposase ISNeu3(14)","NA(14)",330,369,338.36,10098,1,"R90_00192","R891_03672"
"g009110_000001","g009110",NA,"hypothetical protein",60,7,14,1,1,1,0,0,0,0,14,"hypothetical protein(14)","NA(14)",498,546,523.07,10099,1,"R90_03991","R891_02702"
"g012540_000004","g012540","livF","High-affinity branched-chain amino acid transport ATP-binding protein LivF",90,5,14,1,1,1,0,0,0,0,14,"High-affinity branched-chain amino acid transport ATP-binding protein LivF(14)","livF(14)",735,735,735,10100,1,"R90_02622","R891_01665"
"g005032_1_000003","g005032_1",NA,"hypothetical protein",70,12,13,1,1,1,1,0,1,0,13,"hypothetical protein(14)","NA(14)",438,1128,831.21,10188,1,"R90_00268","R891_03748"
"g006649_000002","g006649",NA,"hypothetical protein",70,11,13,1,1,1,0,0,0,0,13,"hypothetical protein(13)","NA(13)",303,303,303,10188,2,"R90_00269","R891_03749"
"g008698","g008698",NA,"hypothetical protein",50,7,13,1,1,1,0,0,0,0,13,"hypothetical protein(11):Blue-light-activated histidine kinase(2)","NA(13)",642,1569,1382.31,10196,1,"R90_00478","R891_03958"
"g009628_000003","g009628","pdtaR","putative transcriptional regulatory protein pdtaR",80,7,13,1,1,1,0,0,0,0,13,"putative transcriptional regulatory protein pdtaR(13)","pdtaR(13)",369,375,369.92,10196,2,"R90_00477","R891_03957"
"g011241","g011241",NA,"hypothetical protein",50,5,13,1,1,1,0,0,0,0,13,"hypothetical protein(13)","NA(13)",1164,1251,1225.38,10205,1,"R90_00607","R891_04264"
"g009136","g009136",NA,"hypothetical protein",50,7,13,1,1,1,0,0,0,0,13,"hypothetical protein(13)","NA(13)",462,495,468,10280,1,"R90_01620","R891_03067"
"g007178_000002","g007178",NA,"hypothetical protein",70,10,13,1,1,1,0,0,0,0,13,"hypothetical protein(13)","NA(13)",375,381,377.31,10283,1,"R90_04276","R891_02989"
"g009507_000003","g009507",NA,"hypothetical protein",80,7,13,1,1,1,0,0,0,0,13,"hypothetical protein(13)","NA(13)",375,432,386.54,10284,1,"R90_04019","R891_02730"
"g009152_000002","g009152","srpB","hypothetical protein",70,7,13,1,1,1,0,0,0,0,13,"hypothetical protein(9):Protein SrpB(4)","NA(9):srpB(4)",465,480,477,10311,1,"R90_04074","R891_02785"
"g008304","g008304",NA,"hypothetical protein",50,8,13,1,1,1,0,0,0,0,13,"hypothetical protein(13)","NA(13)",720,726,723.69,10317,1,"R90_01431","R891_00812"
"g006277_000002","g006277",NA,"hypothetical protein",70,11,13,1,1,1,0,0,0,0,13,"hypothetical protein(13)","NA(13)",1683,1731,1701.69,10342,1,"R90_00272","R891_03752"
"g006372_1_000001","g006372_1","dmlR","HTH-type transcriptional regulator DmlR",60,9,13,1.38,1,2,0,5,0,5,18,"HTH-type transcriptional regulator DmlR(14):hypothetical protein(4)","dmlR(14):NA(4)",261,918,766.83,10349,1,"R90_04091","R891_02802"
"g009249","g009249","naeIR","hypothetical protein",50,7,13,1,1,1,0,0,0,0,13,"hypothetical protein(8):Type-2 restriction enzyme NaeI(5)","NA(8):naeIR(5)",513,882,848.08,10388,1,"R90_04311","R891_03023"
"g010949","g010949",NA,"hypothetical protein",50,6,13,1,1,1,0,0,0,0,13,"hypothetical protein(13)","NA(13)",720,777,738.23,10467,1,"R90_03235","R891_01958"
"g011727_000001","g011727",NA,"hypothetical protein",60,5,13,1,1,1,0,0,0,0,13,"hypothetical protein(13)","NA(13)",621,732,663.23,10478,1,"R90_01261","R891_00981"
"g010275_000001","g010275",NA,"hypothetical protein",60,6,12,1,1,1,1,0,1,0,12,"hypothetical protein(13)","NA(13)",288,645,585,10501,1,"R90_04234","R891_02945"
"g009867_000002","g009867",NA,"hypothetical protein",70,6,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",1233,1449,1395,10501,2,"R90_04209","R891_02920"
"g010388_1_000004","g010388_1","tdh","L-threonine 3-dehydrogenase",80,5,12,1,1,1,0,0,0,0,12,"L-threonine 3-dehydrogenase(12)","tdh(12)",921,921,921,10518,1,"R90_04118","R891_02829"
"g012409","g012409",NA,"hypothetical protein",50,5,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",444,447,444.25,10518,2,"R90_04119","R891_02830"
"g008766","g008766",NA,"IS110 family transposase ISPye17",50,6,12,1,1,1,0,0,0,0,12,"IS110 family transposase ISPye17(5):hypothetical protein(4):IS110 family transposase ISSfr2(3)","NA(12)",450,1125,901.25,10543,1,"R90_00744","R891_04116"
"g012496_000001","g012496","parE1","Toxin ParE1",60,5,12,1,1,1,0,0,0,0,12,"Toxin ParE1(12)","parE1(12)",288,288,288,10587,1,NA,"R891_00548"
"g009146","g009146",NA,"hypothetical protein",50,7,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",486,795,629.5,10593,1,"R90_00257","R891_03737"
"g010575_000001","g010575",NA,"hypothetical protein",60,6,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",882,909,886.5,10614,1,"R90_00516","R891_03996"
