"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","S33a","CC001","FDAARGOS_525","CFBP5494"
"g025658_000002","g025658",NA,"hypothetical protein",70,2,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",258,258,258,14207,1,NA,NA,"FDAARGOS_525_03993",NA
"g009792","g009792",NA,"hypothetical protein",50,6,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",423,1746,1510,14231,1,NA,NA,NA,"CFBP5494_05047"
"g012748_000004","g012748",NA,"hypothetical protein",90,4,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",2133,2133,2133,14244,1,NA,NA,"FDAARGOS_525_03848",NA
"g014728_000001","g014728","frmR","Transcriptional repressor FrmR",60,4,6,1,1,1,0,0,0,0,6,"Transcriptional repressor FrmR(6)","frmR(6)",282,291,288,14263,1,NA,NA,NA,"CFBP5494_04890"
"g011934_000002","g011934","tdh","L-threonine 3-dehydrogenase",70,5,6,1.33,1,3,0,1,0,2,8,"L-threonine 3-dehydrogenase(5):hypothetical protein(3)","tdh(5):NA(3)",246,903,692.25,14265,1,"S33a_00290",NA,NA,NA
"g003035_2","g003035_2","nepI","hypothetical protein",50,3,6,1,1,1,0,0,0,0,6,"hypothetical protein(4):Purine ribonucleoside efflux pump NepI(2)","NA(4):nepI(2)",234,1209,688,14278,1,"S33a_02285",NA,NA,NA
"g025495_000003","g025495",NA,"hypothetical protein",80,2,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",285,315,295,14297,1,NA,NA,NA,"CFBP5494_03664"
"g014699_000001","g014699",NA,"hypothetical protein",60,4,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",405,417,411,14305,1,NA,NA,"FDAARGOS_525_04340",NA
"g014002_000003","g014002",NA,"hypothetical protein",80,4,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",195,213,207,14318,1,"S33a_03957",NA,NA,NA
"g017846_000004","g017846",NA,"hypothetical protein",90,3,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",252,363,297,14345,1,NA,NA,NA,"CFBP5494_05552"
"g014460_000002","g014460","vapC","Ribonuclease VapC30",70,4,6,1,1,1,0,0,0,0,6,"Ribonuclease VapC30(3):Ribonuclease VapC(3)","NA(3):vapC(3)",387,390,389,14352,1,NA,NA,"FDAARGOS_525_05956",NA
"g004939_2_000001","g004939_2","frcA","Fructose import ATP-binding protein FrcA",60,3,6,1,1,1,0,0,0,0,6,"Fructose import ATP-binding protein FrcA(6)","frcA(6)",762,768,765,14373,1,NA,NA,NA,"CFBP5494_05774"
"g041102_000006","g041102",NA,"hypothetical protein",98,1,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",339,339,339,14384,1,NA,NA,"FDAARGOS_525_05676","CFBP5494_05547"
"g013955","g013955",NA,"hypothetical protein",50,4,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",246,711,595.5,14420,1,NA,NA,"FDAARGOS_525_05127",NA
"g017916","g017916",NA,"hypothetical protein",50,3,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",330,369,344.5,14425,1,NA,NA,NA,"CFBP5494_05082"
"g011323","g011323","xerC","hypothetical protein",50,5,6,1,1,1,2,0,2,0,6,"hypothetical protein(8):Tyrosine recombinase XerC(1)","NA(8):xerC(1)",240,1440,857.67,14442,1,NA,NA,"FDAARGOS_525_03725",NA
"g011255","g011255","dgcE","hypothetical protein",50,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(5):putative diguanylate cyclase DgcE(1)","NA(5):dgcE(1)",420,1269,1090,14443,1,"S33a_01429","CC001_03566",NA,NA
"g007809_000002","g007809",NA,"hypothetical protein",70,9,6,1.5,1,3,0,2,0,3,9,"hypothetical protein(9)","NA(9)",315,327,321,14467,1,NA,NA,"FDAARGOS_525_01433;FDAARGOS_525_05974","CFBP5494_01060;CFBP5494_01935;CFBP5494_05478"
"g012519","g012519","traM","Transcriptional repressor TraM",50,5,6,1,1,1,0,0,0,0,6,"Transcriptional repressor TraM(4):hypothetical protein(2)","traM(4):NA(2)",252,321,298,14473,1,NA,NA,NA,"CFBP5494_04982"
"g013661","g013661",NA,"hypothetical protein",50,4,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",561,570,566.5,14493,1,NA,NA,NA,"CFBP5494_05286"
"g011863_000001","g011863",NA,"hypothetical protein",60,5,6,1.33,1,2,0,2,0,2,8,"hypothetical protein(8)","NA(8)",300,303,301.5,14498,1,NA,NA,"FDAARGOS_525_04522;FDAARGOS_525_04535",NA
"g013271","g013271","eamB","Cysteine/O-acetylserine efflux protein",50,3,6,1,1,1,0,0,0,0,6,"Cysteine/O-acetylserine efflux protein(5):hypothetical protein(1)","eamB(5):NA(1)",225,636,497,14515,1,NA,NA,"FDAARGOS_525_04600",NA
"g039863_000006","g039863","ptxB","putative phosphite transport system-binding protein PtxB",98,1,6,1.33,1,3,0,1,0,2,8,"putative phosphite transport system-binding protein PtxB(8)","ptxB(8)",849,849,849,14518,1,NA,NA,"FDAARGOS_525_05364;FDAARGOS_525_05547;FDAARGOS_525_06036",NA
"g011093","g011093","flgE","Flagellar hook protein FlgE",50,5,6,1,1,1,0,0,0,0,6,"Flagellar hook protein FlgE(6)","flgE(6)",438,1269,758,14537,1,NA,NA,"FDAARGOS_525_04378",NA
"g011997_000001","g011997",NA,"hypothetical protein",60,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",168,195,178,14544,1,NA,NA,NA,"CFBP5494_01459"
"g017526_000003","g017526","aes","Acetyl esterase",80,3,6,1,1,1,0,0,0,0,6,"Acetyl esterase(6)","aes(6)",876,909,898,14547,1,"S33a_00016","CC001_04610",NA,NA
"g022461_000006","g022461","cysL","HTH-type transcriptional regulator CysL",98,1,6,1.33,1,3,0,1,0,2,8,"HTH-type transcriptional regulator CysL(8)","cysL(8)",879,921,915,14558,1,NA,NA,"FDAARGOS_525_05367;FDAARGOS_525_05544;FDAARGOS_525_06033",NA
"g004753_2_000002","g004753_2",NA,"hypothetical protein",60,4,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",1353,1377,1370,14565,1,"S33a_01442","CC001_03553",NA,NA
"g014395_000003","g014395",NA,"hypothetical protein",80,4,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",348,354,351,14584,1,NA,"CC001_01193",NA,NA
"g024516_000005","g024516",NA,"hypothetical protein",95,2,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",246,246,246,14597,1,NA,NA,"FDAARGOS_525_01518",NA
"g007940_2","g007940_2","puuC","NADP/NAD-dependent aldehyde dehydrogenase PuuC",50,3,6,1,1,1,0,0,0,0,6,"NADP/NAD-dependent aldehyde dehydrogenase PuuC(6)","puuC(6)",1482,1491,1486.5,14599,1,NA,NA,NA,"CFBP5494_05715"
"g017263","g017263",NA,"hypothetical protein",50,3,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",186,453,263.5,14600,1,NA,"CC001_05279",NA,NA
"g011513","g011513",NA,"hypothetical protein",50,5,6,1.17,1,2,0,1,0,1,7,"hypothetical protein(7)","NA(7)",516,600,533.57,14613,1,NA,NA,"FDAARGOS_525_05223;FDAARGOS_525_05382",NA
"g014386_000002","g014386",NA,"hypothetical protein",70,4,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",360,384,380,14616,1,NA,NA,"FDAARGOS_525_04537",NA
"g005006_2_000001","g005006_2","mdtK","Multidrug resistance protein MdtK",60,4,6,1,1,1,0,0,0,0,6,"Multidrug resistance protein MdtK(3):Multidrug export protein MepA(2):hypothetical protein(1)","mdtK(3):mepA(2):NA(1)",453,1401,1241.5,14620,1,NA,"CC001_04802",NA,NA
"g014940_000003","g014940",NA,"hypothetical protein",80,4,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",729,729,729,14652,1,NA,NA,"FDAARGOS_525_05350",NA
"g010502_000001","g010502",NA,"hypothetical protein",60,6,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",189,255,233.5,14686,1,"S33a_00994","CC001_04888",NA,NA
"g009955","g009955",NA,"hypothetical protein",50,6,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",1308,1362,1322.5,14724,1,NA,NA,"FDAARGOS_525_04085",NA
"g000188_2_000001","g000188_2",NA,"hypothetical protein",60,4,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",228,666,356.5,14727,1,NA,NA,NA,"CFBP5494_05142"
"g047616_000006","g047616","btuD","Vitamin B12 import ATP-binding protein BtuD",98,1,6,1.33,1,3,0,1,0,2,8,"Vitamin B12 import ATP-binding protein BtuD(8)","btuD(8)",810,810,810,14761,1,NA,NA,"FDAARGOS_525_05363;FDAARGOS_525_05548;FDAARGOS_525_06037",NA
"g010604","g010604",NA,"hypothetical protein",50,6,6,1.17,1,2,0,1,0,1,7,"hypothetical protein(7)","NA(7)",273,675,341.14,14801,1,NA,"CC001_04957;CC001_05073","FDAARGOS_525_03459","CFBP5494_03391"
"g011626_1_000007","g011626_1",NA,"Hydroxypyruvate reductase",90,4,6,1.33,1,3,0,1,0,2,8,"Hydroxypyruvate reductase(8)","NA(8)",915,963,954,14804,1,"S33a_00006;S33a_00337;S33a_00346","CC001_04600","FDAARGOS_525_03041","CFBP5494_03042"
"g014456","g014456",NA,"hypothetical protein",50,4,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",237,336,270.5,14807,1,"S33a_02921",NA,NA,"CFBP5494_01066"
"g010462","g010462",NA,"hypothetical protein",50,6,6,1.5,1,2,0,3,0,3,9,"hypothetical protein(9)","NA(9)",192,201,194,14830,1,NA,NA,"FDAARGOS_525_04005;FDAARGOS_525_04345",NA
"g004163_2","g004163_2",NA,"hypothetical protein",50,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",561,924,690.5,14831,1,NA,NA,NA,"CFBP5494_00656"
"g011953_000001","g011953",NA,"hypothetical protein",60,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",654,717,697.5,14838,1,NA,NA,"FDAARGOS_525_00117",NA
"g012710_000002","g012710",NA,"hypothetical protein",70,4,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",1386,2076,1960.5,14855,1,NA,NA,"FDAARGOS_525_01210",NA
"g010499_000002","g010499",NA,"hypothetical protein",70,6,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",162,189,170.5,14857,1,NA,NA,"FDAARGOS_525_00400",NA
"g011888_000001","g011888","czcO","putative oxidoreductase CzcO",60,4,6,1,1,1,0,0,0,0,6,"putative oxidoreductase CzcO(5):Ferredoxin--NADP reductase(1)","czcO(5):NA(1)",930,1083,1043.5,14862,1,NA,NA,"FDAARGOS_525_05325","CFBP5494_05367"
"g023296_000005","g023296",NA,"hypothetical protein",95,2,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",150,150,150,14869,1,"S33a_00138",NA,NA,NA
"g016338_000003","g016338",NA,"hypothetical protein",80,3,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",1008,1014,1009,14870,1,NA,NA,"FDAARGOS_525_05940",NA
"g032677_000006","g032677","ptxD","Phosphonate dehydrogenase",98,1,6,1.33,1,3,0,1,0,2,8,"Phosphonate dehydrogenase(8)","ptxD(8)",900,999,986.62,14891,1,NA,NA,"FDAARGOS_525_05366;FDAARGOS_525_05545;FDAARGOS_525_06034",NA
"g013545","g013545",NA,"hypothetical protein",50,4,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",180,702,611,14893,1,NA,NA,"FDAARGOS_525_05508",NA
"g018444","g018444",NA,"hypothetical protein",50,3,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",390,399,397.5,14909,1,NA,NA,"FDAARGOS_525_05397",NA
"g000479_3","g000479_3","uxuA","Mannonate dehydratase",50,4,6,1,1,1,0,0,0,0,6,"Mannonate dehydratase(5):hypothetical protein(1)","uxuA(5):NA(1)",267,1224,1064,14913,1,NA,NA,"FDAARGOS_525_00625",NA
"g030846_000006","g030846","uctC","Acetyl-CoA:oxalate CoA-transferase",98,1,5,1,1,1,0,0,0,0,5,"Acetyl-CoA:oxalate CoA-transferase(5)","uctC(5)",1146,1146,1146,14940,1,NA,NA,NA,"CFBP5494_05316"
"g035550_000006","g035550","fadR","Fatty acid metabolism regulator protein",98,1,5,1,1,1,0,0,0,0,5,"Fatty acid metabolism regulator protein(5)","fadR(5)",651,651,651,14940,2,NA,NA,NA,"CFBP5494_05317"
"g030690_000006","g030690","caiC","Crotonobetaine/carnitine--CoA ligase",98,1,5,1,1,1,0,0,0,0,5,"Crotonobetaine/carnitine--CoA ligase(5)","caiC(5)",1653,1653,1653,14940,3,NA,NA,NA,"CFBP5494_05318"
"g028040_000006","g028040","yfdE","Acetyl-CoA:oxalate CoA-transferase",98,1,5,1,1,1,0,0,0,0,5,"Acetyl-CoA:oxalate CoA-transferase(5)","yfdE(5)",1191,1191,1191,14940,4,NA,NA,NA,"CFBP5494_05319"
"g030951_000006","g030951","ugl","Unsaturated glucuronyl hydrolase",98,1,5,1,1,1,0,0,0,0,5,"Unsaturated glucuronyl hydrolase(5)","ugl(5)",1134,1134,1134,14940,5,NA,NA,NA,"CFBP5494_05320"
"g020038_000002","g020038",NA,"hypothetical protein",70,2,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",1371,1371,1371,14964,1,NA,"CC001_01176",NA,NA
"g023129_000004","g023129",NA,"hypothetical protein",90,2,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",174,174,174,14964,2,NA,"CC001_01177",NA,NA
"g024340_000002","g024340",NA,"hypothetical protein",70,2,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",342,342,342,14964,3,NA,"CC001_01178",NA,NA
"g024902_000003","g024902",NA,"hypothetical protein",80,2,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",201,201,201,14964,4,NA,"CC001_01180",NA,NA
"g025239_000002","g025239",NA,"hypothetical protein",70,2,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",462,462,462,14971,1,NA,NA,NA,"CFBP5494_05725"
"g023466_000002","g023466",NA,"hypothetical protein",70,2,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",1101,1104,1102.8,14971,2,NA,NA,NA,"CFBP5494_05726"
"g021284_000002","g021284",NA,"hypothetical protein",70,2,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",972,975,973.8,14971,3,NA,NA,NA,"CFBP5494_05727"
"g020251_000003","g020251","pcaB","3-carboxy-cis%2Ccis-muconate cycloisomerase",80,2,5,1,1,1,0,0,0,0,5,"3-carboxy-cis%2Ccis-muconate cycloisomerase(5)","pcaB(5)",1320,1326,1323.6,14971,4,NA,NA,NA,"CFBP5494_05728"
"g043648_000006","g043648",NA,"hypothetical protein",98,1,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",435,435,435,15002,1,NA,NA,NA,"CFBP5494_05054"
"g043690_000006","g043690",NA,"hypothetical protein",98,1,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",432,432,432,15002,2,NA,NA,NA,"CFBP5494_05053"
"g048179_000006","g048179",NA,"hypothetical protein",98,1,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",369,369,369,15002,3,NA,NA,NA,"CFBP5494_05052"
"g017752","g017752",NA,"hypothetical protein",50,3,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",708,714,709.2,15008,1,NA,"CC001_05285",NA,NA
"g014623","g014623",NA,"hypothetical protein",50,4,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",405,423,417,15008,2,NA,"CC001_05286",NA,NA
"g021987","g021987",NA,"hypothetical protein",50,2,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",561,681,585,15008,3,NA,"CC001_05287",NA,NA
"g000170_3_000007","g000170_3","ibpA","Small heat shock protein IbpA",70,3,5,1,1,1,0,0,0,0,5,"Small heat shock protein IbpA(5)","ibpA(5)",462,477,474,15013,1,NA,NA,"FDAARGOS_525_05240",NA
"g016713_000003","g016713","hspX","hypothetical protein",80,3,5,1,1,1,0,0,0,0,5,"hypothetical protein(2):Alpha-crystallin(2):Spore protein SP21(1)","hspX(2):NA(2):hspA(1)",504,510,508.8,15013,2,NA,NA,"FDAARGOS_525_05241",NA
"g024343_000004","g024343",NA,"hypothetical protein",90,2,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",342,342,342,15020,1,NA,NA,"FDAARGOS_525_05481",NA
"g023273_000003","g023273",NA,"hypothetical protein",80,2,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",153,153,153,15020,2,NA,NA,"FDAARGOS_525_05480",NA
"g025599_000001","g025599",NA,"hypothetical protein",60,2,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",267,267,267,15029,1,NA,NA,"FDAARGOS_525_04619",NA
"g002559_2_000001","g002559_2","nagAa","Naphthalene 1%2C2-dioxygenase/salicylate 5-hydroxylase systems%2C ferredoxin--NAD(P)(+)%2C reductase component",60,2,5,1,1,1,0,0,0,0,5,"Naphthalene 1%2C2-dioxygenase/salicylate 5-hydroxylase systems%2C ferredoxin--NAD(P)(+)%2C reductase component(5)","nagAa(5)",1017,1035,1027.8,15029,2,NA,NA,"FDAARGOS_525_04618",NA
"g030933_000006","g030933",NA,"putative acyl-CoA dehydrogenase fadE25",98,1,5,1,1,1,0,0,0,0,5,"putative acyl-CoA dehydrogenase fadE25(5)","NA(5)",1137,1137,1137,15030,1,NA,NA,NA,"CFBP5494_05314"
"g020941_000003","g020941","lov","Blue-light-activated histidine kinase",80,2,5,1,1,1,0,0,0,0,5,"Blue-light-activated histidine kinase(4):hypothetical protein(1)","lov(4):NA(1)",405,1008,887.4,15030,2,NA,NA,NA,"CFBP5494_05163"
"g000274_2_000136","g000274_2","yhdN","Aldo-keto reductase YhdN",98,1,5,1,1,1,0,0,0,0,5,"Aldo-keto reductase YhdN(4):hypothetical protein(1)","yhdN(4):NA(1)",414,414,414,15033,1,NA,NA,NA,"CFBP5494_04887"
"g016122","g016122","comR","HTH-type transcriptional repressor ComR",50,3,5,1,1,1,0,0,0,0,5,"HTH-type transcriptional repressor ComR(4):hypothetical protein(1)","comR(4):NA(1)",288,621,554.4,15033,2,NA,NA,NA,"CFBP5494_04888"
"g013658_000001","g013658",NA,"hypothetical protein",60,4,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",198,528,406.2,15035,2,NA,NA,"FDAARGOS_525_04366",NA
"g011699","g011699",NA,"hypothetical protein",50,5,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",276,618,499.2,15044,1,NA,NA,NA,"CFBP5494_04388"
"g011812_2_000008","g011812_2","lspA","Lipoprotein signal peptidase",80,2,5,1,1,1,0,0,0,0,5,"Lipoprotein signal peptidase(5)","lspA(5)",510,510,510,15065,1,NA,NA,"FDAARGOS_525_05117","CFBP5494_05361"
"g022884_000003","g022884",NA,"hypothetical protein",80,2,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",510,510,510,15065,2,NA,NA,"FDAARGOS_525_05118","CFBP5494_05360"
"g025966_000005","g025966",NA,"Putative monooxygenase",95,2,5,1,1,1,0,0,0,0,5,"Putative monooxygenase(5)","NA(5)",297,297,297,15097,1,NA,NA,NA,"CFBP5494_04898"
"g014127_000005","g014127",NA,"hypothetical protein",95,4,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",141,141,141,15097,2,NA,NA,NA,"CFBP5494_04897"
"g017749","g017749",NA,"hypothetical protein",50,3,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",711,738,732.6,15110,1,"S33a_00589",NA,NA,NA
"g018318","g018318",NA,"hypothetical protein",50,3,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",762,834,814.2,15110,2,"S33a_00590",NA,NA,NA
"g024196_000005","g024196",NA,"hypothetical protein",95,2,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",360,360,360,15121,1,NA,NA,"FDAARGOS_525_01521",NA
"g044337_000006","g044337",NA,"hypothetical protein",98,1,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",459,459,459,15121,2,NA,NA,"FDAARGOS_525_01520",NA
"g011763_000001","g011763",NA,"hypothetical protein",60,5,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",303,567,463.8,15140,1,NA,"CC001_01726",NA,NA
"g012259","g012259",NA,"hypothetical protein",50,5,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",312,357,340.2,15140,2,NA,"CC001_01720",NA,NA
"g016938","g016938","potB","Spermidine/putrescine transport system permease protein PotB",50,3,5,1,1,1,0,0,0,0,5,"Spermidine/putrescine transport system permease protein PotB(4):hypothetical protein(1)","potB(4):NA(1)",609,924,857.4,15141,1,"S33a_00277",NA,NA,NA
"g014867","g014867","ydcV","Inner membrane ABC transporter permease protein YdcV",50,4,5,1,1,1,0,0,0,0,5,"Inner membrane ABC transporter permease protein YdcV(5)","ydcV(5)",801,810,808.2,15141,2,"S33a_00276",NA,NA,NA
"g015296_000002","g015296","dppA","Periplasmic dipeptide transport protein",70,3,5,1,1,1,0,0,0,0,5,"Periplasmic dipeptide transport protein(5)","dppA(5)",1566,1569,1567.2,15142,1,NA,NA,NA,"CFBP5494_05521"
"g021491_000002","g021491","gsiC","Glutathione transport system permease protein GsiC",70,2,5,1,1,1,0,0,0,0,5,"Glutathione transport system permease protein GsiC(5)","gsiC(5)",948,948,948,15142,2,NA,NA,NA,"CFBP5494_05522"
"g022307_000003","g022307",NA,"hypothetical protein",80,2,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",408,636,453.6,15161,1,NA,NA,"FDAARGOS_525_04407",NA
"g023000_000002","g023000",NA,"hypothetical protein",70,2,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",189,312,213.6,15161,2,NA,NA,"FDAARGOS_525_04406",NA
"g012225_1_000021","g012225_1",NA,"hypothetical protein",98,1,5,1.2,1,2,0,1,0,1,6,"hypothetical protein(6)","NA(6)",903,1077,1048,15172,1,NA,NA,"FDAARGOS_525_05286;FDAARGOS_525_05394",NA
"g009486_1_000007","g009486_1",NA,"hypothetical protein",90,5,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",201,201,201,15201,1,NA,"CC001_01759",NA,NA
"g020457_1_000011","g020457_1","yhhJ","Inner membrane transport permease YhhJ",98,1,5,1.2,1,2,0,1,0,1,6,"Inner membrane transport permease YhhJ(6)","yhhJ(6)",1209,1209,1209,15219,1,NA,NA,"FDAARGOS_525_05293;FDAARGOS_525_05387",NA
"g012983_000002","g012983",NA,"hypothetical protein",70,4,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",1206,1212,1210.2,15229,1,"S33a_00307",NA,NA,NA
"g014141_000003","g014141",NA,"hypothetical protein",80,4,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",132,132,132,15238,1,NA,NA,"FDAARGOS_525_04327",NA
"g011936_000002","g011936",NA,"hypothetical protein",70,5,5,1.2,1,2,0,1,0,1,6,"hypothetical protein(6)","NA(6)",669,669,669,15260,1,NA,NA,"FDAARGOS_525_00398;FDAARGOS_525_04329",NA
"g016020","g016020",NA,"hypothetical protein",50,3,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",603,645,631.2,15268,1,NA,NA,"FDAARGOS_525_04140","CFBP5494_05764"
"g049330_000006","g049330",NA,"hypothetical protein",98,1,5,1.2,1,2,0,1,0,1,6,"hypothetical protein(6)","NA(6)",660,780,688,15272,1,NA,NA,"FDAARGOS_525_05295;FDAARGOS_525_05385",NA
"g009126_000001","g009126",NA,"hypothetical protein",60,7,5,1.4,1,3,0,1,0,2,7,"hypothetical protein(7)","NA(7)",489,516,496.71,15305,1,NA,NA,"FDAARGOS_525_05964","CFBP5494_01091;CFBP5494_01997;CFBP5494_05486"
"g003515_2","g003515_2","mdtA","hypothetical protein",50,3,5,1,1,1,0,0,0,0,5,"hypothetical protein(3):Multidrug resistance protein MdtA(2)","NA(3):mdtA(2)",1407,1476,1434.6,15336,1,NA,NA,NA,"CFBP5494_05087"
"g010035","g010035",NA,"hypothetical protein",50,6,5,1.2,1,2,0,1,0,1,6,"hypothetical protein(6)","NA(6)",573,603,595,15359,1,NA,NA,"FDAARGOS_525_05976","CFBP5494_01062;CFBP5494_01937"
"g013755_000002","g013755","ctaC","Cytochrome c oxidase subunit 2",70,3,5,1,1,1,0,0,0,0,5,"Cytochrome c oxidase subunit 2(4):hypothetical protein(1)","ctaC(4):NA(1)",486,675,630.6,15369,1,"S33a_01508","CC001_03504",NA,"CFBP5494_04029"
"g008582_2_000002","g008582_2",NA,"hypothetical protein",70,4,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",303,303,303,15379,1,"S33a_00969","CC001_04911",NA,NA
"g012517_000002","g012517",NA,"hypothetical protein",70,5,5,1.2,1,2,0,1,0,1,6,"hypothetical protein(6)","NA(6)",258,264,261,15384,1,"S33a_01504","CC001_03508",NA,"CFBP5494_02990;CFBP5494_04025"
"g010438_1_000002","g010438_1",NA,"hypothetical protein",70,4,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",729,903,799.8,15394,1,NA,NA,"FDAARGOS_525_01217",NA
"g015657_000001","g015657",NA,"hypothetical protein",60,3,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",945,1413,1129.8,15396,1,NA,NA,NA,"CFBP5494_01067"
"g017915_000002","g017915",NA,"hypothetical protein",70,3,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",342,342,342,15420,1,NA,NA,"FDAARGOS_525_04546",NA
"g013571_000001","g013571",NA,"hypothetical protein",60,4,5,1.4,1,2,0,2,0,2,7,"hypothetical protein(7)","NA(7)",201,339,248.14,15426,1,"S33a_00272",NA,NA,NA
"g020928_1_000011","g020928_1","hin","DNA-invertase hin",98,1,5,1.4,1,3,0,1,0,2,7,"DNA-invertase hin(7)","hin(7)",597,597,597,15455,1,NA,NA,"FDAARGOS_525_05368;FDAARGOS_525_05543;FDAARGOS_525_06032",NA
"g011927_000001","g011927",NA,"hypothetical protein",60,5,5,1.2,1,2,0,1,0,1,6,"hypothetical protein(6)","NA(6)",540,543,542.5,15461,1,"S33a_02876;S33a_04637",NA,NA,"CFBP5494_02252"
"g017233","g017233",NA,"hypothetical protein",50,3,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",192,246,235.2,15481,1,NA,NA,NA,"CFBP5494_04912"
"g016691_000001","g016691",NA,"hypothetical protein",60,3,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",501,564,522.6,15485,1,NA,NA,"FDAARGOS_525_01478",NA
"g013780_000002","g013780",NA,"hypothetical protein",70,4,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",645,654,648.6,15492,1,NA,NA,"FDAARGOS_525_00404",NA
