"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","TR3","Eu2_1NK","Eu3_2RS","A19_93","AS1A61","Eu3_2NK"
"g017855_000005","g017855","xre","HTH-type transcriptional regulator Xre",95,3,13,1,1,1,0,0,0,0,13,"HTH-type transcriptional regulator Xre(13)","xre(13)",360,360,360,10202,1,NA,NA,"Eu3_2RS_04328","A19_93_04587","AS1A61_04131","Eu3_2NK_04528"
"g012101_000004","g012101",NA,"hypothetical protein",90,5,13,1,1,1,0,0,0,0,13,"hypothetical protein(13)","NA(13)",882,882,882,10202,2,NA,NA,"Eu3_2RS_04329","A19_93_04586","AS1A61_04132","Eu3_2NK_04527"
"g008753","g008753","betB","NAD/NADP-dependent betaine aldehyde dehydrogenase",50,7,13,1,1,1,0,0,0,0,13,"NAD/NADP-dependent betaine aldehyde dehydrogenase(6):Putative aldehyde dehydrogenase AldA(4):Betaine aldehyde dehydrogenase(3)","betB(6):aldA(4):gbsA(3)",1476,1491,1482,10216,1,NA,"Eu2_1NK_05074","Eu3_2RS_04641","A19_93_04277","AS1A61_04445","Eu3_2NK_04215"
"g008905","g008905",NA,"hypothetical protein",50,7,13,1,1,1,0,0,0,0,13,"hypothetical protein(13)","NA(13)",606,843,744.92,10229,1,NA,NA,NA,"A19_93_02565",NA,NA
"g006012","g006012","arcC1","Carbamate kinase 1",50,11,13,1.23,1,2,1,3,1,3,16,"Carbamate kinase 1(12):hypothetical protein(4):Carbamate kinase 2(1)","arcC1(12):NA(4):arcC2(1)",246,966,734.82,10243,1,NA,NA,"Eu3_2RS_00231","A19_93_00231","AS1A61_00649","Eu3_2NK_04078"
"g014204_000002","g014204",NA,"hypothetical protein",70,4,13,1,1,1,0,0,0,0,13,"hypothetical protein(13)","NA(13)",687,690,689.77,10247,1,NA,NA,"Eu3_2RS_04401","A19_93_04517","AS1A61_04204","Eu3_2NK_04455"
"g005402_2_000007","g005402_2",NA,"hypothetical protein",80,6,13,1.08,1,2,0,1,0,1,14,"hypothetical protein(14)","NA(14)",177,534,494.36,10253,1,"TR3_04200;TR3_04201","Eu2_1NK_03819","Eu3_2RS_00378","A19_93_00378","AS1A61_00503","Eu3_2NK_02272"
"g008208","g008208",NA,"hypothetical protein",50,8,13,1,1,1,0,0,0,0,13,"hypothetical protein(13)","NA(13)",279,480,441,10261,1,"TR3_00428",NA,NA,NA,NA,NA
"g007484_000001","g007484",NA,"hypothetical protein",60,9,13,1,1,1,0,0,0,0,13,"hypothetical protein(13)","NA(13)",504,816,729.46,10263,1,NA,"Eu2_1NK_02245",NA,NA,NA,NA
"g011480_000003","g011480","algL","Alginate lyase",80,5,13,1,1,1,0,0,0,0,13,"Alginate lyase(13)","algL(13)",1068,1134,1093.38,10264,1,"TR3_03952","Eu2_1NK_02039","Eu3_2RS_02829","A19_93_03364","AS1A61_02246","Eu3_2NK_00363"
"g009109","g009109",NA,"hypothetical protein",50,7,13,1,1,1,0,0,0,0,13,"hypothetical protein(13)","NA(13)",540,561,549.23,10274,1,NA,NA,"Eu3_2RS_00888",NA,NA,"Eu3_2NK_02782"
"g008139","g008139","noc","Nucleoid occlusion protein",50,8,13,1,1,1,0,0,0,0,13,"Nucleoid occlusion protein(9):hypothetical protein(4)","noc(9):NA(4)",996,1011,999,10278,1,NA,NA,"Eu3_2RS_04370","A19_93_04548","AS1A61_04173","Eu3_2NK_04486"
"g009136","g009136",NA,"hypothetical protein",50,7,13,1,1,1,0,0,0,0,13,"hypothetical protein(13)","NA(13)",462,495,468,10280,1,"TR3_04916","Eu2_1NK_02627","Eu3_2RS_05440","A19_93_05378","AS1A61_05013","Eu3_2NK_05322"
"g005191_1_000001","g005191_1",NA,"hypothetical protein",60,13,13,1.62,1,2,0,8,0,8,21,"hypothetical protein(21)","NA(21)",294,384,378.57,10310,1,NA,"Eu2_1NK_00634",NA,NA,NA,NA
"g009152_000002","g009152","srpB","hypothetical protein",70,7,13,1,1,1,0,0,0,0,13,"hypothetical protein(9):Protein SrpB(4)","NA(9):srpB(4)",465,480,477,10311,1,NA,"Eu2_1NK_05124",NA,NA,NA,NA
"g009052_000004","g009052",NA,"hypothetical protein",90,7,13,1,1,1,5,0,5,0,13,"hypothetical protein(18)","NA(18)",240,627,414.17,10319,1,NA,"Eu2_1NK_03679","Eu3_2RS_04416","A19_93_04502","AS1A61_04220","Eu3_2NK_04440"
"g009456_000002","g009456",NA,"hypothetical protein",70,7,13,1,1,1,0,0,0,0,13,"hypothetical protein(13)","NA(13)",237,390,342.23,10321,1,NA,NA,"Eu3_2RS_00905",NA,NA,"Eu3_2NK_02799"
"g008326","g008326","vbhT","hypothetical protein",50,8,13,1,1,1,0,0,0,0,13,"hypothetical protein(9):Adenosine monophosphate-protein transferase VbhT(2):Adenosine monophosphate-protein transferase(2)","NA(9):vbhT(2):bepA(2)",543,1089,990.23,10322,1,"TR3_00422",NA,NA,NA,NA,NA
"g008200_000002","g008200",NA,"hypothetical protein",70,8,13,1,1,1,0,0,0,0,13,"hypothetical protein(13)","NA(13)",993,1083,999.92,10330,1,NA,NA,"Eu3_2RS_03001","A19_93_03537","AS1A61_02074","Eu3_2NK_00535"
"g009430_000002","g009430",NA,"hypothetical protein",70,7,13,1,1,1,0,0,0,0,13,"hypothetical protein(13)","NA(13)",354,453,377.08,10348,1,"TR3_02925","Eu2_1NK_03085","Eu3_2RS_03844","A19_93_02346","AS1A61_03181","Eu3_2NK_01799"
"g006120_000001","g006120",NA,"hypothetical protein",60,12,13,1.08,1,2,0,1,0,1,14,"hypothetical protein(14)","NA(14)",177,348,263.36,10366,1,"TR3_00126",NA,"Eu3_2RS_03595",NA,NA,"Eu3_2NK_02983"
"g011717","g011717",NA,"hypothetical protein",50,5,13,1,1,1,0,0,0,0,13,"hypothetical protein(13)","NA(13)",624,786,742.62,10379,1,NA,NA,NA,"A19_93_02555",NA,NA
"g010198","g010198",NA,"hypothetical protein",50,6,13,1.08,1,2,0,1,0,1,14,"hypothetical protein(14)","NA(14)",618,954,915,10385,1,NA,NA,"Eu3_2RS_04374","A19_93_04544","AS1A61_04177","Eu3_2NK_04482"
"g013919","g013919","elmMII","8-demethyl-8-(2-methoxy-alpha-L-rhamnosyl)-tetracenomycin-C 3'-O-methyltransferase",50,4,13,1,1,1,0,0,0,0,13,"8-demethyl-8-(2-methoxy-alpha-L-rhamnosyl)-tetracenomycin-C 3'-O-methyltransferase(11):hypothetical protein(1):8-demethyl-8-alpha-L-rhamnosyl tetracenomycin-C 2'-O-methyltransferase(1)","elmMII(11):elmMI(1):NA(1)",663,669,668.31,10407,1,NA,"Eu2_1NK_01552",NA,NA,NA,NA
"g001554_2_000005","g001554_2","iolE","Inosose dehydratase",80,9,13,1,1,1,0,0,0,0,13,"Inosose dehydratase(13)","iolE(13)",906,921,916.38,10413,1,"TR3_00734","Eu2_1NK_00974",NA,NA,NA,NA
"g000752_2","g000752_2","ku","Non-homologous end joining protein Ku",50,6,13,1,1,1,0,0,0,0,13,"Non-homologous end joining protein Ku(10):hypothetical protein(3)","ku(10):NA(3)",225,843,695.54,10432,1,"TR3_04471",NA,NA,NA,NA,NA
"g012247","g012247","cqsS","hypothetical protein",50,5,13,1,1,1,0,0,0,0,13,"hypothetical protein(12):CAI-1 autoinducer sensor kinase/phosphatase CqsS(1)","NA(12):cqsS(1)",372,393,382.85,10438,1,"TR3_00161","Eu2_1NK_01467","Eu3_2RS_01491","A19_93_01176","AS1A61_01174","Eu3_2NK_01394"
"g007077_000001","g007077",NA,"hypothetical protein",60,10,13,1,1,1,0,0,0,0,13,"hypothetical protein(13)","NA(13)",243,345,268.85,10443,1,"TR3_03361",NA,NA,NA,NA,NA
"g007740","g007740",NA,"hypothetical protein",50,9,13,1,1,1,0,0,0,0,13,"hypothetical protein(13)","NA(13)",429,447,441.46,10445,1,"TR3_04739","Eu2_1NK_02290","Eu3_2RS_00552","A19_93_00552","AS1A61_00329","Eu3_2NK_02446"
"g007512","g007512","rrrD","hypothetical protein",50,9,13,1,1,1,0,0,0,0,13,"hypothetical protein(10):Lysozyme RrrD(3)","NA(10):rrrD(3)",441,498,481.38,10452,1,NA,"Eu2_1NK_00271",NA,NA,NA,NA
"g017781_000002","g017781",NA,"hypothetical protein",70,3,13,1,1,1,0,0,0,0,13,"hypothetical protein(13)","NA(13)",699,699,699,10477,1,"TR3_01021","Eu2_1NK_04071","Eu3_2RS_04089","A19_93_03668","AS1A61_03517","Eu3_2NK_03547"
"g011727_000001","g011727",NA,"hypothetical protein",60,5,13,1,1,1,0,0,0,0,13,"hypothetical protein(13)","NA(13)",621,732,663.23,10478,1,NA,"Eu2_1NK_02301","Eu3_2RS_00563","A19_93_00563","AS1A61_00318","Eu3_2NK_02457"
"g007837","g007837",NA,"hypothetical protein",50,8,13,1,1,1,0,0,0,0,13,"hypothetical protein(13)","NA(13)",1815,2505,2326.62,10479,1,"TR3_00054",NA,NA,NA,NA,NA
"g009812_000002","g009812","tuaB","Teichuronic acid biosynthesis protein TuaB",70,6,12,1,1,1,0,0,0,0,12,"Teichuronic acid biosynthesis protein TuaB(12)","tuaB(12)",1488,1509,1501,10500,1,"TR3_01633","Eu2_1NK_04231","Eu3_2RS_04253","A19_93_03832","AS1A61_03681","Eu3_2NK_03711"
"g008534_000001","g008534",NA,"hypothetical protein",60,8,12,1.08,1,2,0,1,0,1,13,"hypothetical protein(13)","NA(13)",816,831,823.38,10500,2,"TR3_01632","Eu2_1NK_04230","Eu3_2RS_04252","A19_93_03831","AS1A61_03680","Eu3_2NK_03710"
"g010275_000001","g010275",NA,"hypothetical protein",60,6,12,1,1,1,1,0,1,0,12,"hypothetical protein(13)","NA(13)",288,645,585,10501,1,NA,NA,"Eu3_2RS_04494","A19_93_04424","AS1A61_04298","Eu3_2NK_04362"
"g009867_000002","g009867",NA,"hypothetical protein",70,6,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",1233,1449,1395,10501,2,NA,NA,"Eu3_2RS_04496","A19_93_04422","AS1A61_04300","Eu3_2NK_04360"
"g006963","g006963",NA,"hypothetical protein",50,10,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",381,480,452.25,10508,1,"TR3_00426","Eu2_1NK_05193",NA,NA,NA,NA
"g007479","g007479",NA,"hypothetical protein",50,9,12,1.08,1,2,0,1,0,1,13,"hypothetical protein(13)","NA(13)",372,639,503.31,10508,2,"TR3_00424",NA,NA,NA,NA,NA
"g048111_000006","g048111",NA,"hypothetical protein",98,1,12,1,1,1,4,0,4,0,12,"hypothetical protein(16)","NA(16)",174,372,273.75,10510,1,NA,"Eu2_1NK_01548","Eu3_2RS_05462","A19_93_02980","AS1A61_01820","Eu3_2NK_03004"
"g022641_000004","g022641",NA,"hypothetical protein",90,2,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",405,534,457.5,10510,2,NA,"Eu2_1NK_01549","Eu3_2RS_05461","A19_93_02981","AS1A61_01821","Eu3_2NK_03003"
"g014841_000003","g014841",NA,"hypothetical protein",80,3,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",300,303,301.5,10511,1,"TR3_01674","Eu2_1NK_04955","Eu3_2RS_04892","A19_93_04836","AS1A61_04976","Eu3_2NK_04778"
"g011614_000002","g011614","yjiA","putative GTP-binding protein YjiA",70,5,12,1,1,1,0,0,0,0,12,"putative GTP-binding protein YjiA(12)","yjiA(12)",1062,1062,1062,10511,2,"TR3_01673","Eu2_1NK_04956","Eu3_2RS_04893","A19_93_04837","AS1A61_04977","Eu3_2NK_04779"
"g010388_1_000004","g010388_1","tdh","L-threonine 3-dehydrogenase",80,5,12,1,1,1,0,0,0,0,12,"L-threonine 3-dehydrogenase(12)","tdh(12)",921,921,921,10518,1,NA,NA,"Eu3_2RS_03054","A19_93_02038","AS1A61_01834","Eu3_2NK_02904"
"g012409","g012409",NA,"hypothetical protein",50,5,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",444,447,444.25,10518,2,NA,NA,"Eu3_2RS_03055","A19_93_02039","AS1A61_01833","Eu3_2NK_02905"
"g014941_000002","g014941","pdhR","Putative L-lactate dehydrogenase operon regulatory protein",70,4,12,1,1,1,0,0,0,0,12,"Putative L-lactate dehydrogenase operon regulatory protein(6):Pyruvate dehydrogenase complex repressor(6)","pdhR(6):lldR(6)",711,729,719.5,10523,1,"TR3_01676","Eu2_1NK_04953","Eu3_2RS_04890","A19_93_04834","AS1A61_04974","Eu3_2NK_04776"
"g011678_000003","g011678","ansA","L-asparaginase",80,5,12,1,1,1,0,0,0,0,12,"L-asparaginase(6):putative L-asparaginase(6)","ansA(12)",984,984,984,10523,2,"TR3_01677","Eu2_1NK_04952","Eu3_2RS_04889","A19_93_04833","AS1A61_04973","Eu3_2NK_04775"
"g011962_000001","g011962",NA,"hypothetical protein",60,5,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",519,528,523,10535,1,NA,NA,"Eu3_2RS_03002","A19_93_03538","AS1A61_02073","Eu3_2NK_00536"
"g011771","g011771",NA,"hypothetical protein",50,5,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",456,468,466,10567,1,NA,NA,"Eu3_2RS_03376","A19_93_02752","AS1A61_02832","Eu3_2NK_03241"
"g006123_1_000001","g006123_1",NA,"hypothetical protein",60,9,12,1.92,1,3,0,7,0,11,23,"hypothetical protein(23)","NA(23)",153,429,394.3,10577,1,NA,"Eu2_1NK_05038;Eu2_1NK_05055","Eu3_2RS_04583;Eu3_2RS_04602;Eu3_2RS_04622","A19_93_04296;A19_93_04316;A19_93_04335","AS1A61_04387;AS1A61_04406;AS1A61_04426","Eu3_2NK_04234;Eu3_2NK_04254;Eu3_2NK_04273"
"g007830","g007830",NA,"hypothetical protein",50,8,12,1.17,1,2,0,2,0,2,14,"hypothetical protein(13):putative signaling protein(1)","NA(14)",459,2922,2263.93,10581,1,"TR3_03955","Eu2_1NK_02042;Eu2_1NK_05230","Eu3_2RS_02832","A19_93_03367","AS1A61_02243","Eu3_2NK_00366"
"g012496_000001","g012496","parE1","Toxin ParE1",60,5,12,1,1,1,0,0,0,0,12,"Toxin ParE1(12)","parE1(12)",288,288,288,10587,1,NA,"Eu2_1NK_00508","Eu3_2RS_01103","A19_93_01010","AS1A61_01010","Eu3_2NK_00697"
"g010602_000003","g010602","thpR","RNA 2'%2C3'-cyclic phosphodiesterase",80,6,12,1,1,1,0,0,0,0,12,"RNA 2'%2C3'-cyclic phosphodiesterase(8):hypothetical protein(4)","thpR(8):NA(4)",675,675,675,10601,1,"TR3_02918","Eu2_1NK_03092","Eu3_2RS_03851","A19_93_02353","AS1A61_03174","Eu3_2NK_01806"
"g012481_000001","g012481",NA,"hypothetical protein",60,5,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",381,405,387.5,10613,1,"TR3_00446",NA,NA,NA,NA,NA
"g010272_000001","g010272","traR","hypothetical protein",60,6,12,1,1,1,0,0,0,0,12,"hypothetical protein(9):putative transcriptional activator protein TraR(3)","NA(9):traR(3)",612,750,711,10631,1,NA,NA,"Eu3_2RS_04498","A19_93_04420","AS1A61_04302","Eu3_2NK_04358"
"g007897","g007897","bchE","Anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase",50,7,12,1,1,1,0,0,0,0,12,"Anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase(8):hypothetical protein(4)","bchE(8):NA(4)",1539,1599,1558,10639,1,NA,"Eu2_1NK_02378",NA,NA,NA,NA
"g010007","g010007","kmo","Kynurenine 3-monooxygenase",50,6,12,1,1,1,0,0,0,0,12,"Kynurenine 3-monooxygenase(10):FAD-dependent urate hydroxylase(2)","kmo(10):hpxO(2)",1137,1143,1140.75,10663,1,NA,NA,"Eu3_2RS_03064","A19_93_02048","AS1A61_01824","Eu3_2NK_02914"
"g009129_1_000001","g009129_1",NA,"hypothetical protein",60,6,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",183,498,470,10666,1,NA,NA,"Eu3_2RS_00860",NA,NA,"Eu3_2NK_02754"
"g011172","g011172",NA,"hypothetical protein",50,5,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",315,981,511.25,10683,1,NA,"Eu2_1NK_04703",NA,NA,NA,NA
"g008584_000001","g008584",NA,"hypothetical protein",60,8,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",306,306,306,10691,1,"TR3_00473",NA,NA,NA,NA,NA
"g010304_000001","g010304",NA,"hypothetical protein",60,6,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",534,567,564,10715,1,NA,"Eu2_1NK_03668",NA,NA,NA,NA
"g014374_000001","g014374","cpdR","Response regulator receiver protein CpdR",60,4,12,1,1,1,0,0,0,0,12,"Response regulator receiver protein CpdR(8):hypothetical protein(4)","cpdR(8):NA(4)",354,381,370.5,10727,1,NA,NA,"Eu3_2RS_01583","A19_93_01268","AS1A61_01266","Eu3_2NK_01302"
"g018975","g018975",NA,"hypothetical protein",50,2,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",438,4062,3760,10731,1,"TR3_00121",NA,NA,NA,NA,NA
"g010027","g010027","tam","hypothetical protein",50,6,12,1,1,1,0,0,0,0,12,"hypothetical protein(11):Trans-aconitate 2-methyltransferase(1)","NA(11):tam(1)",270,609,535,10735,1,NA,"Eu2_1NK_05198",NA,NA,NA,NA
"g004588_2","g004588_2","rhaS","HTH-type transcriptional activator RhaS",50,6,12,1,1,1,0,0,0,0,12,"HTH-type transcriptional activator RhaS(12)","rhaS(12)",798,1074,929.5,10742,1,NA,NA,"Eu3_2RS_03029","A19_93_02013","AS1A61_01859","Eu3_2NK_02879"
"g011258","g011258",NA,"hypothetical protein",50,5,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",273,285,280.75,10759,1,NA,NA,"Eu3_2RS_03115","A19_93_02099","AS1A61_01793","Eu3_2NK_02961"
"g015091","g015091",NA,"hypothetical protein",50,3,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",891,3618,2708.5,10765,1,NA,NA,"Eu3_2RS_03005","A19_93_03541","AS1A61_02070","Eu3_2NK_00539"
"g011319_000001","g011319",NA,"hypothetical protein",60,5,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",924,1362,1079,10775,1,"TR3_01628","Eu2_1NK_04745",NA,NA,NA,NA
"g009333_000003","g009333",NA,"hypothetical protein",80,7,12,1.08,1,2,0,1,0,1,13,"hypothetical protein(13)","NA(13)",684,684,684,10812,1,NA,"Eu2_1NK_02253","Eu3_2RS_04375","A19_93_04543","AS1A61_04178","Eu3_2NK_04481"
"g007611","g007611",NA,"hypothetical protein",50,9,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",216,246,230,10817,1,NA,"Eu2_1NK_00632",NA,NA,NA,NA
"g009166","g009166",NA,"hypothetical protein",50,7,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",636,672,663.75,10818,1,NA,NA,"Eu3_2RS_00877",NA,NA,"Eu3_2NK_02771"
"g009629_000003","g009629",NA,"Pentapeptide repeat protein",80,7,12,1.25,1,2,0,3,0,3,15,"Pentapeptide repeat protein(11):hypothetical protein(4)","NA(15)",381,381,381,10822,1,"TR3_00294",NA,NA,NA,NA,NA
"g010494","g010494",NA,"hypothetical protein",50,6,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",189,204,196.5,10824,1,"TR3_01870","Eu2_1NK_00239","Eu3_2RS_02227","A19_93_01906","AS1A61_01701","Eu3_2NK_02077"
"g005166_2_000001","g005166_2","cmpD","Bicarbonate transport ATP-binding protein CmpD",60,6,12,1,1,1,0,0,0,0,12,"Bicarbonate transport ATP-binding protein CmpD(12)","cmpD(12)",774,834,814.75,10839,1,NA,NA,"Eu3_2RS_04671","A19_93_04616","AS1A61_04756","Eu3_2NK_04557"
"g017565_000003","g017565","yvoA","HTH-type transcriptional repressor YvoA",80,3,11,1,1,1,0,0,0,0,11,"HTH-type transcriptional repressor YvoA(6):HTH-type transcriptional repressor DasR(5)","yvoA(6):dasR(5)",840,840,840,10843,1,"TR3_00636","Eu2_1NK_04187","Eu3_2RS_04205","A19_93_03784","AS1A61_03633","Eu3_2NK_03663"
"g016259_000004","g016259","tmpC","Membrane lipoprotein TmpC",90,3,11,1,1,1,0,0,0,0,11,"Membrane lipoprotein TmpC(11)","tmpC(11)",1017,1017,1017,10843,2,"TR3_00637","Eu2_1NK_04186","Eu3_2RS_04204","A19_93_03783","AS1A61_03632","Eu3_2NK_03662"
"g015891_000003","g015891","rbsA","Ribose import ATP-binding protein RbsA",80,3,11,1,1,1,0,0,0,0,11,"Ribose import ATP-binding protein RbsA(11)","rbsA(11)",1542,1542,1542,10843,3,"TR3_00638","Eu2_1NK_04185","Eu3_2RS_04203","A19_93_03782","AS1A61_03631","Eu3_2NK_03661"
"g017653_000003","g017653",NA,"hypothetical protein",80,3,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",1059,1059,1059,10843,4,"TR3_00639","Eu2_1NK_04184","Eu3_2RS_04202","A19_93_03781","AS1A61_03630","Eu3_2NK_03660"
"g024102_000003","g024102",NA,"hypothetical protein",80,2,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",897,897,897,10843,5,"TR3_00640","Eu2_1NK_04183","Eu3_2RS_04201","A19_93_03780","AS1A61_03629","Eu3_2NK_03659"
"g016687_000003","g016687","nicF","Maleamate amidohydrolase",80,3,11,1,1,1,0,0,0,0,11,"Maleamate amidohydrolase(11)","nicF(11)",564,564,564,10843,6,"TR3_00641","Eu2_1NK_04182","Eu3_2RS_04200","A19_93_03779","AS1A61_03628","Eu3_2NK_03658"
"g017538_000002","g017538",NA,"Sulfofructose kinase",70,3,11,1,1,1,0,0,0,0,11,"Sulfofructose kinase(11)","NA(11)",873,873,873,10843,7,"TR3_00642","Eu2_1NK_04181","Eu3_2RS_04199","A19_93_03778","AS1A61_03627","Eu3_2NK_03657"
"g025987_000003","g025987","udp","Uridine phosphorylase",80,2,11,1,1,1,0,0,0,0,11,"Uridine phosphorylase(11)","udp(11)",768,825,793.91,10843,8,"TR3_00643","Eu2_1NK_04180","Eu3_2RS_04198","A19_93_03777","AS1A61_03626","Eu3_2NK_03656"
"g026279_000004","g026279",NA,"hypothetical protein",90,2,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",768,768,768,10843,9,"TR3_00644","Eu2_1NK_04179","Eu3_2RS_04197","A19_93_03776","AS1A61_03625","Eu3_2NK_03655"
"g015536_000003","g015536","davD","Glutarate-semialdehyde dehydrogenase DavD",80,2,11,1,1,1,0,0,0,0,11,"Glutarate-semialdehyde dehydrogenase DavD(11)","davD(11)",1461,1461,1461,10843,10,"TR3_00645","Eu2_1NK_04178","Eu3_2RS_04196","A19_93_03775","AS1A61_03624","Eu3_2NK_03654"
"g019642_000001","g019642","rutF","FMN reductase (NADH) RutF",60,2,11,1,1,1,0,0,0,0,11,"FMN reductase (NADH) RutF(11)","rutF(11)",972,993,979.64,10849,1,NA,NA,"Eu3_2RS_04514","A19_93_04404","AS1A61_04318","Eu3_2NK_04342"
"g015902_000002","g015902","gbsA","Betaine aldehyde dehydrogenase",70,3,11,1,1,1,0,0,0,0,11,"Betaine aldehyde dehydrogenase(11)","gbsA(11)",1512,1515,1513.09,10849,2,NA,NA,"Eu3_2RS_04513","A19_93_04405","AS1A61_04317","Eu3_2NK_04343"
"g024132_000002","g024132","luxA","Alkanal monooxygenase alpha chain",70,2,11,1,1,1,0,0,0,0,11,"Alkanal monooxygenase alpha chain(11)","luxA(11)",1077,1077,1077,10849,3,NA,NA,"Eu3_2RS_04512","A19_93_04406","AS1A61_04316","Eu3_2NK_04344"
"g018311_000001","g018311","catD","3-oxoadipate enol-lactonase 2",60,3,11,1,1,1,0,0,0,0,11,"3-oxoadipate enol-lactonase 2(11)","catD(11)",813,840,822.82,10849,4,NA,NA,"Eu3_2RS_04511","A19_93_04407","AS1A61_04315","Eu3_2NK_04345"
"g018296_000002","g018296",NA,"hypothetical protein",70,3,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",390,390,390,10849,5,NA,NA,"Eu3_2RS_04510","A19_93_04408","AS1A61_04314","Eu3_2NK_04346"
"g009946_000002","g009946","iucD","L-lysine N6-monooxygenase",70,6,11,1,1,1,0,0,0,0,11,"L-lysine N6-monooxygenase(11)","iucD(11)",1320,1326,1323,10852,1,"TR3_01577","Eu2_1NK_04796","Eu3_2RS_04729","A19_93_04673","AS1A61_04813","Eu3_2NK_04615"
"g009800_000001","g009800",NA,"hypothetical protein",60,6,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",1188,1206,1189.64,10852,2,"TR3_01576","Eu2_1NK_04797","Eu3_2RS_04730","A19_93_04674","AS1A61_04814","Eu3_2NK_04616"
"g010026_000001","g010026","iucB","hypothetical protein",60,6,11,1,1,1,0,0,0,0,11,"hypothetical protein(6):N(6)-hydroxylysine O-acetyltransferase(5)","NA(6):iucB(5)",606,612,606.55,10852,3,"TR3_01575","Eu2_1NK_04798","Eu3_2RS_04731","A19_93_04675","AS1A61_04815","Eu3_2NK_04617"
"g011411_000003","g011411","iucC","Aerobactin synthase",80,5,11,1,1,1,0,0,0,0,11,"Aerobactin synthase(11)","iucC(11)",1821,1824,1821.27,10852,4,"TR3_01574","Eu2_1NK_04799","Eu3_2RS_04732","A19_93_04676","AS1A61_04816","Eu3_2NK_04618"
"g021262_000002","g021262","pip","Proline iminopeptidase",70,2,11,1,1,1,0,0,0,0,11,"Proline iminopeptidase(11)","pip(11)",534,996,930,10856,1,"TR3_03514","Eu2_1NK_01602","Eu3_2RS_02051","A19_93_01732","AS1A61_01524","Eu3_2NK_02014"
"g015860_000002","g015860","dapb3","Dipeptidyl aminopeptidase BIII",70,3,11,1,1,1,0,0,0,0,11,"Dipeptidyl aminopeptidase BIII(11)","dapb3(11)",1818,1824,1821.27,10856,2,"TR3_03515","Eu2_1NK_01603","Eu3_2RS_02050","A19_93_01731","AS1A61_01525","Eu3_2NK_02013"
"g019537_000003","g019537","ddpA","putative D%2CD-dipeptide-binding periplasmic protein DdpA",80,2,11,1,1,1,0,0,0,0,11,"putative D%2CD-dipeptide-binding periplasmic protein DdpA(11)","ddpA(11)",1611,1614,1612.36,10856,3,"TR3_03517","Eu2_1NK_01605","Eu3_2RS_02048","A19_93_01729","AS1A61_01527","Eu3_2NK_02011"
"g021121_000002","g021121","yjiE","HTH-type transcriptional regulator YjiE",70,2,11,1,1,1,0,0,0,0,11,"HTH-type transcriptional regulator YjiE(11)","yjiE(11)",933,936,934.64,10856,4,"TR3_03524","Eu2_1NK_01611","Eu3_2RS_02042","A19_93_01723","AS1A61_01533","Eu3_2NK_02005"
"g010624_000001","g010624",NA,"hypothetical protein",60,6,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",846,858,852.27,10863,1,NA,"Eu2_1NK_03696",NA,NA,NA,NA
"g009691_000001","g009691",NA,"hypothetical protein",60,6,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",2199,2343,2296.64,10863,2,NA,"Eu2_1NK_03697",NA,NA,NA,NA
