"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","X17_2069_2c","X17_2069_2b"
"g009989_000002","g009989","araG","Arabinose import ATP-binding protein AraG",70,6,7,1,1,1,0,0,0,0,7,"Arabinose import ATP-binding protein AraG(7)","araG(7)",1506,1533,1512.86,12913,2,"17_2069_2c_02170","17_2069_2b_02170"
"g011661_000003","g011661","rbsC","Ribose import permease protein RbsC",80,5,7,1,1,1,0,0,0,0,7,"Ribose import permease protein RbsC(7)","rbsC(7)",948,957,954,12913,3,"17_2069_2c_02171","17_2069_2b_02171"
"g010037_000002","g010037",NA,"hypothetical protein",70,6,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",603,621,610.71,12919,1,"17_2069_2c_02368","17_2069_2b_02368"
"g010587_000001","g010587",NA,"hypothetical protein",60,6,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",687,690,689.14,12919,2,"17_2069_2c_02369","17_2069_2b_02369"
"g014744_000003","g014744",NA,"hypothetical protein",80,4,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",282,282,282,12919,3,"17_2069_2c_02370","17_2069_2b_02370"
"g011180","g011180","rbsA","Ribose import ATP-binding protein RbsA",50,5,7,1,1,1,0,0,0,0,7,"Ribose import ATP-binding protein RbsA(5):Galactose/methyl galactoside import ATP-binding protein MglA(2)","rbsA(5):mglA(2)",1506,1602,1541.14,12935,1,"17_2069_2c_05022","17_2069_2b_05115"
"g011652_000001","g011652","rbsC","Ribose import permease protein RbsC",60,5,7,1,1,1,0,0,0,0,7,"Ribose import permease protein RbsC(7)","rbsC(7)",975,1008,993.43,12935,2,"17_2069_2c_05023","17_2069_2b_05116"
"g011869_000002","g011869",NA,"hypothetical protein",70,5,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",1047,1056,1053.43,12939,1,"17_2069_2c_06601","17_2069_2b_06598"
"g011149_000002","g011149","mhpA","3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase",70,5,7,1,1,1,0,0,0,0,7,"3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase(7)","mhpA(7)",1575,1593,1579.71,12939,2,"17_2069_2c_06599","17_2069_2b_06596"
"g011828_000001","g011828",NA,"hypothetical protein",60,5,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",480,549,500.57,12943,1,"17_2069_2c_07110","17_2069_2b_07109"
"g011022_1_000001","g011022_1",NA,"hypothetical protein",60,5,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",756,756,756,12943,2,"17_2069_2c_07109","17_2069_2b_07108"
"g010648_000003","g010648","paaG","1%2C2-epoxyphenylacetyl-CoA isomerase",80,6,7,1,1,1,0,0,0,0,7,"1%2C2-epoxyphenylacetyl-CoA isomerase(5):putative enoyl-CoA hydratase echA12(2)","paaG(5):NA(2)",837,852,843.43,12946,1,"17_2069_2c_07569","17_2069_2b_07566"
"g009808_000003","g009808",NA,"putative acyl-CoA dehydrogenase fadE25",80,6,7,1,1,1,0,0,0,0,7,"putative acyl-CoA dehydrogenase fadE25(7)","NA(7)",1179,1182,1181.57,12946,2,"17_2069_2c_07568","17_2069_2b_07565"
"g014927","g014927",NA,"hypothetical protein",50,4,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",756,771,766.71,12977,1,"17_2069_2c_01748","17_2069_2b_01748"
"g013828_000001","g013828",NA,"hypothetical protein",60,4,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",768,1050,1007.57,13025,1,"17_2069_2c_04954","17_2069_2b_05047"
"g013377_000001","g013377","murR","hypothetical protein",60,4,7,1,1,1,0,0,0,0,7,"hypothetical protein(4):HTH-type transcriptional regulator MurR(3)","NA(4):murR(3)",924,933,929.14,13025,2,"17_2069_2c_04955","17_2069_2b_05048"
"g014003_000001","g014003",NA,"hypothetical protein",60,4,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",186,195,192,13053,1,"17_2069_2c_04093","17_2069_2b_03366"
"g002954_3_000002","g002954_3","lrp","Leucine-responsive regulatory protein",60,5,7,1,1,1,0,0,0,0,7,"Leucine-responsive regulatory protein(7)","lrp(7)",261,465,432.43,13064,1,"17_2069_2c_07624","17_2069_2b_07621"
"g004834_2","g004834_2","sigF","ECF RNA polymerase sigma factor SigF",50,6,7,1,1,1,0,0,0,0,7,"ECF RNA polymerase sigma factor SigF(7)","sigF(7)",543,567,562.29,13075,1,"17_2069_2c_06448","17_2069_2b_06445"
"g006255_2_000002","g006255_2",NA,"hypothetical protein",70,4,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",1251,1485,1397.14,13102,1,"17_2069_2c_05790","17_2069_2b_05791"
"g011591","g011591","psdht","Phenylserine dehydratase",50,5,7,1,1,1,0,0,0,0,7,"Phenylserine dehydratase(4):L-threonine dehydratase biosynthetic IlvA(3)","psdht(4):ilvA(3)",906,933,921.43,13106,1,"17_2069_2c_07363","17_2069_2b_07258"
"g011784","g011784",NA,"hypothetical protein",50,5,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",408,504,450,13139,1,"17_2069_2c_04143","17_2069_2b_03316"
"g010831_000001","g010831",NA,"1%2C4-dihydroxy-2-naphthoyl-CoA hydrolase",60,6,7,1,1,1,0,0,0,0,7,"1%2C4-dihydroxy-2-naphthoyl-CoA hydrolase(7)","NA(7)",414,438,430.29,13152,1,"17_2069_2c_07566","17_2069_2b_07563"
"g014949_000003","g014949",NA,"hypothetical protein",80,4,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",342,780,641.14,13167,1,"17_2069_2c_03185","17_2069_2b_04274"
"g011913","g011913",NA,"hypothetical protein",50,5,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",255,561,469.29,13198,1,"17_2069_2c_06882","17_2069_2b_06881"
"g014734","g014734",NA,"hypothetical protein",50,4,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",282,312,291.86,13214,1,"17_2069_2c_01673","17_2069_2b_01673"
"g001762_3","g001762_3","dctA","Aerobic C4-dicarboxylate transport protein",50,4,7,1,1,1,0,0,0,0,7,"Aerobic C4-dicarboxylate transport protein(7)","dctA(7)",1308,1314,1311,13220,1,"17_2069_2c_04525","17_2069_2b_04619"
"g012119","g012119","mcbR","HTH-type transcriptional regulator McbR",50,5,7,1,1,1,0,0,0,0,7,"HTH-type transcriptional regulator McbR(5):hypothetical protein(2)","mcbR(5):NA(2)",690,762,729.43,13232,1,"17_2069_2c_07591","17_2069_2b_07588"
"g017917_000003","g017917",NA,"hypothetical protein",80,3,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",384,408,395.14,13237,1,"17_2069_2c_03860","17_2069_2b_03599"
"g012750","g012750",NA,"hypothetical protein",50,4,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",819,2118,1642.29,13253,1,"17_2069_2c_04271","17_2069_2b_04386"
"g012541_000002","g012541",NA,"hypothetical protein",70,5,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",735,753,746.14,13259,1,"17_2069_2c_05042","17_2069_2b_05135"
"g025669_000003","g025669",NA,"hypothetical protein",80,2,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",255,255,255,13263,1,"17_2069_2c_01391","17_2069_2b_01391"
"g010100","g010100","lacF","hypothetical protein",50,6,7,1,1,1,0,0,0,0,7,"hypothetical protein(4):Lactose transport system permease protein LacF(3)","NA(4):lacF(3)",879,939,922.29,13279,1,"17_2069_2c_01584","17_2069_2b_01584"
"g009284","g009284",NA,"hypothetical protein",50,7,7,1.29,1,2,0,2,0,2,9,"hypothetical protein(9)","NA(9)",219,270,244.33,13294,1,"17_2069_2c_02538;17_2069_2c_04408","17_2069_2b_02538;17_2069_2b_04502"
"g014702_000003","g014702",NA,"hypothetical protein",80,4,7,1.29,1,2,0,2,0,2,9,"hypothetical protein(9)","NA(9)",402,414,408,13300,1,"17_2069_2c_04509","17_2069_2b_04603"
"g021145","g021145","hcaR","Hca operon transcriptional activator HcaR",50,2,7,1,1,1,0,0,0,0,7,"Hca operon transcriptional activator HcaR(5):HTH-type transcriptional regulator GltC(2)","hcaR(5):gltC(2)",927,1017,991.29,13311,1,"17_2069_2c_06279","17_2069_2b_06276"
"g012900","g012900","aspC","Aspartate aminotransferase",50,4,7,1,1,1,0,0,0,0,7,"Aspartate aminotransferase(4):Aromatic-amino-acid aminotransferase(3)","aspC(4):tyrB(3)",1173,1194,1183.71,13322,1,"17_2069_2c_02057","17_2069_2b_02057"
"g009815","g009815",NA,"hypothetical protein",50,6,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",1470,1641,1524.43,13324,1,"17_2069_2c_00253","17_2069_2b_00255"
"g008747_1_000003","g008747_1",NA,"hypothetical protein",70,4,7,1.14,1,2,0,1,0,1,8,"hypothetical protein(8)","NA(8)",603,1542,1140,13333,1,"17_2069_2c_04276","17_2069_2b_04381"
"g010642_000003","g010642",NA,"hypothetical protein",80,6,7,1.29,1,2,0,2,0,2,9,"hypothetical protein(9)","NA(9)",429,900,791.33,13362,1,"17_2069_2c_06600","17_2069_2b_06597"
"g003436_2","g003436_2",NA,"hypothetical protein",50,3,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",180,219,194.57,13365,1,"17_2069_2c_02836","17_2069_2b_02936"
"g004151_2","g004151_2",NA,"hypothetical protein",50,7,7,1.29,1,2,1,2,1,2,9,"hypothetical protein(10)","NA(10)",300,579,532.5,13371,1,"17_2069_2c_06277;17_2069_2c_06281","17_2069_2b_06274;17_2069_2b_06278"
"g009743_000001","g009743","fadB","Fatty acid oxidation complex subunit alpha",60,6,7,1,1,1,0,0,0,0,7,"Fatty acid oxidation complex subunit alpha(7)","fadB(7)",1956,1986,1967.14,13376,1,"17_2069_2c_07564","17_2069_2b_07561"
"g010279","g010279",NA,"hypothetical protein",50,6,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",528,585,552.86,13378,1,"17_2069_2c_03838","17_2069_2b_03621"
"g010851_000003","g010851","kynA","Tryptophan 2%2C3-dioxygenase",80,6,7,1,1,1,0,0,0,0,7,"Tryptophan 2%2C3-dioxygenase(7)","kynA(7)",750,828,773.14,13415,1,"17_2069_2c_01265","17_2069_2b_01265"
"g005057_3","g005057_3","dmlR","HTH-type transcriptional regulator DmlR",50,5,7,1,1,1,0,0,0,0,7,"HTH-type transcriptional regulator DmlR(7)","dmlR(7)",888,936,912.86,13416,1,"17_2069_2c_02591","17_2069_2b_02591"
"g009151_1_000002","g009151_1",NA,"hypothetical protein",70,4,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",432,432,432,13424,1,"17_2069_2c_03888","17_2069_2b_03571"
"g011303_1_000003","g011303_1","sad","Succinate semialdehyde dehydrogenase [NAD(P)+] Sad",80,4,7,1,1,1,0,0,0,0,7,"Succinate semialdehyde dehydrogenase [NAD(P)+] Sad(7)","sad(7)",1371,1386,1376.14,13439,1,"17_2069_2c_04510","17_2069_2b_04604"
"g011236_000001","g011236","setC","Sugar efflux transporter C",60,5,7,1,1,1,0,0,0,0,7,"Sugar efflux transporter C(7)","setC(7)",1137,1230,1200,13473,1,"17_2069_2c_01857","17_2069_2b_01857"
"g006353_2","g006353_2","ssuB","Aliphatic sulfonates import ATP-binding protein SsuB",50,4,7,1,1,1,0,0,0,0,7,"Aliphatic sulfonates import ATP-binding protein SsuB(5):Bicarbonate transport ATP-binding protein CmpD(1):Taurine import ATP-binding protein TauB(1)","ssuB(5):tauB(1):cmpD(1)",756,816,786,13476,1,"17_2069_2c_06643","17_2069_2b_06640"
"g013603_000003","g013603","yrdA","Protein YrdA",80,4,7,1,1,1,0,0,0,0,7,"Protein YrdA(7)","yrdA(7)",615,615,615,13484,1,"17_2069_2c_02044","17_2069_2b_02044"
"g011985_1_000003","g011985_1",NA,"hypothetical protein",70,3,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",195,195,195,13496,1,"17_2069_2c_05032","17_2069_2b_05125"
"g011086","g011086",NA,"hypothetical protein",50,5,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",252,3024,2615.14,13523,1,"17_2069_2c_06227","17_2069_2b_06224"
"g014606_1_000001","g014606_1",NA,"hypothetical protein",60,3,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",417,444,433.71,13526,1,"17_2069_2c_05775","17_2069_2b_05776"
"g002077_2_000001","g002077_2","acsA","Acetyl-coenzyme A synthetase",60,3,7,1,1,1,0,0,0,0,7,"Acetyl-coenzyme A synthetase(5):hypothetical protein(2)","acsA(4):NA(2):acs(1)",168,1947,1224,13540,1,"17_2069_2c_04477","17_2069_2b_04571"
"g012291_000003","g012291",NA,"hypothetical protein",80,5,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",297,339,304.71,13541,1,"17_2069_2c_04922","17_2069_2b_05015"
"g013907_000001","g013907",NA,"hypothetical protein",60,4,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",174,537,327.43,13545,1,"17_2069_2c_07535","17_2069_2b_07532"
"g014883_000002","g014883",NA,"hypothetical protein",70,4,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",381,384,382.71,13548,1,"17_2069_2c_05669","17_2069_2b_05670"
"g016018_000001","g016018",NA,"hypothetical protein",60,3,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",519,672,588.86,13558,1,"17_2069_2c_06263","17_2069_2b_06260"
"g010057","g010057",NA,"hypothetical protein",50,6,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",576,753,644.57,13574,1,"17_2069_2c_02389","17_2069_2b_02389"
"g010750","g010750",NA,"hypothetical protein",50,6,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",252,759,675.86,13585,1,"17_2069_2c_07054","17_2069_2b_07053"
"g011340_000001","g011340","ybjJ","Inner membrane protein YbjJ",60,5,7,1,1,1,0,0,0,0,7,"Inner membrane protein YbjJ(7)","ybjJ(7)",1152,1197,1167.86,13599,1,"17_2069_2c_05040","17_2069_2b_05133"
"g012590","g012590",NA,"hypothetical protein",50,5,7,1.14,1,2,0,1,0,1,8,"hypothetical protein(8)","NA(8)",378,393,385.12,13619,1,"17_2069_2c_06383","17_2069_2b_06380"
"g013151_000001","g013151",NA,"Formate dehydrogenase",60,4,7,1,1,1,0,0,0,0,7,"Formate dehydrogenase(7)","NA(7)",1161,1203,1173,13622,1,"17_2069_2c_04845","17_2069_2b_04938"
"g005198_2_000001","g005198_2",NA,"hypothetical protein",60,7,7,1.14,1,2,0,1,0,1,8,"hypothetical protein(8)","NA(8)",222,264,240.38,13651,1,"17_2069_2c_02888","17_2069_2b_02987"
"g014818","g014818",NA,"hypothetical protein",50,4,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",300,318,310.29,13663,1,"17_2069_2c_04133","17_2069_2b_03326"
"g013712_000001","g013712",NA,"hypothetical protein",60,4,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",498,498,498,13686,1,"17_2069_2c_04393","17_2069_2b_04487"
"g013839","g013839",NA,"putative protein",50,4,7,1,1,1,0,0,0,0,7,"putative protein(7)","NA(7)",912,930,920.57,13691,1,"17_2069_2c_07118","17_2069_2b_07117"
"g013958","g013958","yabI","Inner membrane protein YabI",50,4,7,1,1,1,0,0,0,0,7,"Inner membrane protein YabI(7)","yabI(7)",651,699,671.57,13696,1,"17_2069_2c_06591","17_2069_2b_06588"
"g013351","g013351","yhaJ","HTH-type transcriptional regulator YhaJ",50,4,7,1,1,1,0,0,0,0,7,"HTH-type transcriptional regulator YhaJ(4):HTH-type transcriptional regulator HdfR(3)","yhaJ(4):hdfR(3)",318,942,671.14,13708,1,"17_2069_2c_01100","17_2069_2b_01101"
"g013123","g013123",NA,"Gluconate 2-dehydrogenase cytochrome c subunit",50,4,7,1,1,1,0,0,0,0,7,"Gluconate 2-dehydrogenase cytochrome c subunit(7)","NA(7)",1230,1239,1235.14,13718,1,"17_2069_2c_01746","17_2069_2b_01746"
"g017958","g017958",NA,"hypothetical protein",50,3,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",333,444,417,13739,1,"17_2069_2c_05848","17_2069_2b_05849"
"g017396_000001","g017396",NA,"hypothetical protein",60,3,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",153,216,171,13757,1,"17_2069_2c_05792","17_2069_2b_05793"
"g005923_2","g005923_2","xylC","Benzaldehyde dehydrogenase [NAD(+)]",50,4,7,1,1,1,0,0,0,0,7,"Benzaldehyde dehydrogenase [NAD(+)](7)","xylC(7)",1461,1479,1473,13759,1,"17_2069_2c_02458","17_2069_2b_02458"
"g016849_000001","g016849",NA,"hypothetical protein",60,3,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",642,642,642,13776,1,"17_2069_2c_04765","17_2069_2b_04858"
"g000596_2_000001","g000596_2","guaD","Guanine deaminase",60,6,7,1,1,1,0,0,0,0,7,"Guanine deaminase(7)","guaD(7)",1341,1359,1346.14,13780,1,"17_2069_2c_04439","17_2069_2b_04533"
"g004993_2","g004993_2","cmtAa","p-cumate 2%2C3-dioxygenase system%2C ferredoxin--NAD(+) reductase component",50,6,7,1.29,1,2,0,2,0,2,9,"p-cumate 2%2C3-dioxygenase system%2C ferredoxin--NAD(+) reductase component(5):Anthranilate 1%2C2-dioxygenase system ferredoxin--NAD(+) reductase component(4)","cmtAa(5):andAa(4)",1215,1242,1231.33,13781,1,"17_2069_2c_02646;17_2069_2c_06804","17_2069_2b_02646;17_2069_2b_06803"
"g011401_000002","g011401","nanK","N-acetylmannosamine kinase",70,5,6,1,1,1,0,0,0,0,6,"N-acetylmannosamine kinase(5):N-acetylglucosamine repressor(1)","nanK(5):nagC(1)",1197,1203,1201.5,13799,1,"17_2069_2c_01512","17_2069_2b_01512"
"g011382_000004","g011382",NA,"hypothetical protein",90,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(5):putative ABC transporter-binding protein(1)","NA(6)",1239,1239,1239,13799,2,"17_2069_2c_01513","17_2069_2b_01513"
"g012098_000004","g012098","ycjO","Inner membrane ABC transporter permease protein YcjO",90,5,6,1,1,1,0,0,0,0,6,"Inner membrane ABC transporter permease protein YcjO(6)","ycjO(6)",885,894,886.5,13799,3,"17_2069_2c_01514","17_2069_2b_01514"
"g014308_000004","g014308","sugB","Trehalose transport system permease protein SugB",90,4,6,1,1,1,0,0,0,0,6,"Trehalose transport system permease protein SugB(6)","sugB(6)",846,846,846,13799,4,"17_2069_2c_01515","17_2069_2b_01515"
"g011605_000002","g011605",NA,"hypothetical protein",70,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",1017,1023,1018,13799,5,"17_2069_2c_01516","17_2069_2b_01516"
"g011880_000002","g011880","ydjH","putative sugar kinase YdjH",70,5,6,1,1,1,0,0,0,0,6,"putative sugar kinase YdjH(6)","ydjH(6)",930,930,930,13799,6,"17_2069_2c_01517","17_2069_2b_01517"
"g011617","g011617","degA","Catabolite control protein A",50,5,6,1,1,1,0,0,0,0,6,"Catabolite control protein A(3):HTH-type transcriptional regulator DegA(3)","degA(3):ccpA(3)",1011,1122,1031,13826,1,"17_2069_2c_01799","17_2069_2b_01799"
"g011358_000001","g011358","msmE","hypothetical protein",60,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(5):Multiple sugar-binding protein(1)","NA(5):msmE(1)",1305,1320,1317.5,13826,2,"17_2069_2c_01800","17_2069_2b_01800"
"g012195_000002","g012195","lacF","Lactose transport system permease protein LacF",70,5,6,1,1,1,0,0,0,0,6,"Lactose transport system permease protein LacF(3):Trehalose transport system permease protein SugA(2):sn-glycerol-3-phosphate transport system permease protein UgpA(1)","lacF(3):sugA(2):ugpA(1)",846,846,846,13826,3,"17_2069_2c_01801","17_2069_2b_01801"
"g014647_000002","g014647","araQ","L-arabinose transport system permease protein AraQ",70,4,6,1,1,1,0,0,0,0,6,"L-arabinose transport system permease protein AraQ(5):Trehalose transport system permease protein SugB(1)","araQ(5):sugB(1)",834,834,834,13826,4,"17_2069_2c_01802","17_2069_2b_01802"
"g024460_000003","g024460",NA,"hypothetical protein",80,2,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",252,252,252,13836,3,"17_2069_2c_01024","17_2069_2b_01025"
"g010407","g010407","cynR","HTH-type transcriptional regulator CynR",50,6,6,1,1,1,1,0,1,0,6,"HTH-type transcriptional regulator CynR(6):HTH-type transcriptional regulator GltC(1)","cynR(6):gltC(1)",360,885,763.29,13837,1,"17_2069_2c_01401","17_2069_2b_01401"
"g012470","g012470","cidA","Holin-like protein CidA",50,5,6,1,1,1,0,0,0,0,6,"Holin-like protein CidA(6)","cidA(6)",399,420,407,13837,2,"17_2069_2c_01402","17_2069_2b_01402"
"g012214","g012214","yohK","Inner membrane protein YohK",50,5,6,1,1,1,0,0,0,0,6,"Inner membrane protein YohK(6)","yohK(6)",699,732,710.5,13837,3,"17_2069_2c_01403","17_2069_2b_01403"
"g013885","g013885","bcrC","Undecaprenyl-diphosphatase BcrC",50,4,6,1,1,1,0,0,0,0,6,"Undecaprenyl-diphosphatase BcrC(6)","bcrC(6)",543,552,549,13877,1,"17_2069_2c_06595","17_2069_2b_06592"
"g011807_000002","g011807",NA,"hypothetical protein",70,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",477,498,485,13877,2,"17_2069_2c_04055","17_2069_2b_03404"
"g011466_000003","g011466",NA,"hypothetical protein",80,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",1068,1146,1120,13879,1,"17_2069_2c_07716","17_2069_2b_07713"
"g011504_000003","g011504","yqiJ","Inner membrane protein YqiJ",80,5,6,1,1,1,0,0,0,0,6,"Inner membrane protein YqiJ(6)","yqiJ(6)",603,654,645,13879,2,"17_2069_2c_07715","17_2069_2b_07712"
"g015145_000002","g015145","hlyB","Alpha-hemolysin translocation ATP-binding protein HlyB",70,3,6,1,1,1,0,0,0,0,6,"Alpha-hemolysin translocation ATP-binding protein HlyB(3):Vitamin B12 import ATP-binding protein BtuD(3)","hlyB(3):btuD(3)",2154,2154,2154,13915,1,"17_2069_2c_04961","17_2069_2b_05054"
"g013110_000001","g013110","hlyD","Hemolysin secretion protein D%2C chromosomal",60,4,6,1,1,1,0,0,0,0,6,"Hemolysin secretion protein D%2C chromosomal(6)","hlyD(6)",1293,1305,1298.5,13915,2,"17_2069_2c_04960","17_2069_2b_05053"
"g010926_1_000002","g010926_1","adc","putative acetoacetate decarboxylase",70,5,6,1,1,1,0,0,0,0,6,"putative acetoacetate decarboxylase(6)","adc(6)",744,747,746.5,13918,1,"17_2069_2c_02178","17_2069_2b_02178"
"g011349_000001","g011349",NA,"hypothetical protein",60,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",1158,1164,1159.5,13918,2,"17_2069_2c_02179","17_2069_2b_02179"
"g013261_000002","g013261",NA,"hypothetical protein",70,4,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",606,735,680,13926,1,"17_2069_2c_07623","17_2069_2b_07620"
"g014459_000001","g014459",NA,"hypothetical protein",60,4,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",300,333,317,13926,2,"17_2069_2c_07622","17_2069_2b_07619"
"g014282","g014282",NA,"hypothetical protein",50,4,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",894,906,899.5,13940,1,"17_2069_2c_04262","17_2069_2b_04361"
"g013852_000001","g013852",NA,"hypothetical protein",60,4,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",891,912,905,13940,2,"17_2069_2c_04263","17_2069_2b_04362"
"g018506","g018506",NA,"hypothetical protein",50,3,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",276,279,278,13949,1,"17_2069_2c_06382","17_2069_2b_06379"
"g016127","g016127",NA,"hypothetical protein",50,3,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",225,822,643.5,13949,2,"17_2069_2c_04377","17_2069_2b_04471"
"g013324_000003","g013324","comR","HTH-type transcriptional repressor ComR",80,4,6,1,1,1,0,0,0,0,6,"HTH-type transcriptional repressor ComR(6)","comR(6)",630,630,630,13952,1,"17_2069_2c_01915","17_2069_2b_01915"
"g016343_000003","g016343","gapA","Glyceraldehyde-3-phosphate dehydrogenase A",80,3,6,1,1,1,0,0,0,0,6,"Glyceraldehyde-3-phosphate dehydrogenase A(6)","gapA(6)",1008,1008,1008,13952,2,"17_2069_2c_01914","17_2069_2b_01914"
"g011862","g011862",NA,"hypothetical protein",50,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",297,801,543,13953,2,"17_2069_2c_04136","17_2069_2b_03323"
"g014237_000004","g014237","potB","Spermidine/putrescine transport system permease protein PotB",90,4,6,1,1,1,0,0,0,0,6,"Spermidine/putrescine transport system permease protein PotB(6)","potB(6)",867,867,867,13992,1,"17_2069_2c_02117","17_2069_2b_02117"
"g014864_000004","g014864","ydcV","Inner membrane ABC transporter permease protein YdcV",90,4,6,1,1,1,0,0,0,0,6,"Inner membrane ABC transporter permease protein YdcV(6)","ydcV(6)",813,813,813,13992,2,"17_2069_2c_02118","17_2069_2b_02118"
"g011747","g011747","tetC","Transposon Tn10 TetC protein",50,5,6,1,1,1,0,0,0,0,6,"Transposon Tn10 TetC protein(5):hypothetical protein(1)","tetC(5):NA(1)",582,582,582,13997,1,"17_2069_2c_07022","17_2069_2b_07021"
"g012427_000002","g012427",NA,"hypothetical protein",70,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",426,432,430.5,13997,2,"17_2069_2c_07021","17_2069_2b_07020"
"g011294_000002","g011294","hyuC","N-carbamoyl-L-amino-acid hydrolase",70,5,6,1,1,1,0,0,0,0,6,"N-carbamoyl-L-amino-acid hydrolase(6)","hyuC(6)",1239,1320,1260.5,14004,1,"17_2069_2c_04750","17_2069_2b_04843"
"g003368_2_000006","g003368_2","leuA","2-isopropylmalate synthase",80,3,6,1,1,1,0,0,0,0,6,"2-isopropylmalate synthase(6)","leuA(6)",1671,1674,1672.5,14021,1,"17_2069_2c_02379","17_2069_2b_02379"
"g011598","g011598",NA,"hypothetical protein",50,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",999,1008,1006.5,14024,1,"17_2069_2c_00275","17_2069_2b_00277"
"g014404_000002","g014404",NA,"hypothetical protein",70,4,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",339,351,345,14030,1,"17_2069_2c_02987","17_2069_2b_03086"
"g022503_000003","g022503",NA,"hypothetical protein",80,2,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",1110,1110,1110,14040,1,"17_2069_2c_03834","17_2069_2b_03625"
"g009099_2_000001","g009099_2",NA,"hypothetical protein",60,4,6,1.33,1,2,0,2,0,2,8,"hypothetical protein(8)","NA(8)",498,573,544.88,14055,1,"17_2069_2c_06389;17_2069_2c_06733","17_2069_2b_06386;17_2069_2b_06730"
