"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","AGR1_1","CFBP5506","Hayward0363","CFBP5507","YIC5082","NCPPB2657","GBBC3283"
"g026244_000001","g026244","Y2-aiiA","hypothetical protein",60,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(2):N-acyl homoserine lactonase(1)","NA(2):Y2-aiiA(1)",777,777,777,18505,1,NA,NA,NA,"CFBP5507_00094",NA,NA,NA
"g019759_000001","g019759","menH","hypothetical protein",60,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(2):2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase(1)","NA(2):menH(1)",1230,1233,1232,18505,2,NA,NA,NA,"CFBP5507_00096",NA,NA,NA
"g017889_000002","g017889",NA,"hypothetical protein",70,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",351,408,388,18517,1,"AGR1_1_00732",NA,NA,NA,NA,NA,"GBBC3283_00224"
"g018247_000001","g018247",NA,"hypothetical protein",60,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",324,453,406,18517,2,"AGR1_1_00731",NA,NA,NA,NA,NA,NA
"g046236_000006","g046236",NA,"hypothetical protein",98,1,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",747,747,747,18531,1,NA,"CFBP5506_00951","Hayward0363_04327","CFBP5507_04759",NA,NA,NA
"g016976_000005","g016976",NA,"hypothetical protein",95,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",330,561,407,18531,2,"AGR1_1_02998",NA,"Hayward0363_04326",NA,"YIC5082_00077",NA,NA
"g026238","g026238",NA,"hypothetical protein",50,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",777,786,780,18552,1,NA,NA,NA,NA,NA,NA,"GBBC3283_02003"
"g021389_000003","g021389",NA,"Alcohol dehydrogenase",80,2,3,1,1,1,0,0,0,0,3,"Alcohol dehydrogenase(3)","NA(3)",1008,1008,1008,18592,1,NA,NA,NA,NA,NA,"NCPPB2657_05333",NA
"g024084_000002","g024084","rhaS","HTH-type transcriptional activator RhaS",70,2,3,1,1,1,0,0,0,0,3,"HTH-type transcriptional activator RhaS(3)","rhaS(3)",900,903,901,18592,2,NA,NA,NA,NA,NA,"NCPPB2657_05331",NA
"g010398_2_000008","g010398_2",NA,"hypothetical protein",90,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",1113,1113,1113,18596,1,"AGR1_1_01951",NA,NA,NA,"YIC5082_04347","NCPPB2657_00340",NA
"g025688_000005","g025688",NA,"hypothetical protein",95,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",747,747,747,18596,2,"AGR1_1_01952",NA,NA,NA,"YIC5082_04349","NCPPB2657_00338",NA
"g022019_000004","g022019","lrp","Leucine-responsive regulatory protein",90,2,3,1,1,1,0,0,0,0,3,"Leucine-responsive regulatory protein(3)","lrp(3)",492,492,492,18649,1,NA,NA,NA,NA,NA,"NCPPB2657_05335",NA
"g021168_000003","g021168","ldh","Leucine dehydrogenase",80,2,3,1,1,1,0,0,0,0,3,"Leucine dehydrogenase(3)","ldh(3)",1029,1029,1029,18649,2,NA,NA,NA,NA,NA,"NCPPB2657_05336",NA
"g018603","g018603",NA,"hypothetical protein",50,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",315,324,318,18658,1,NA,NA,NA,NA,NA,NA,"GBBC3283_01999"
"g016387_000004","g016387","xerC","Tyrosine recombinase XerC",90,3,3,1,1,1,0,0,0,0,3,"Tyrosine recombinase XerC(3)","xerC(3)",954,954,954,18658,2,NA,NA,NA,NA,NA,NA,"GBBC3283_01998"
"g020625_000003","g020625",NA,"hypothetical protein",80,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",1548,1548,1548,18666,1,"AGR1_1_05699",NA,NA,NA,NA,NA,NA
"g025127_000002","g025127",NA,"hypothetical protein",70,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",837,837,837,18666,2,"AGR1_1_05698",NA,NA,NA,NA,NA,NA
"g024798_000001","g024798",NA,"hypothetical protein",60,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",198,216,210,18674,1,NA,NA,NA,NA,NA,NA,"GBBC3283_03767"
"g019015","g019015",NA,"hypothetical protein",50,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",2304,2706,2481,18674,2,NA,NA,NA,"CFBP5507_00112",NA,NA,NA
"g026084_000004","g026084",NA,"hypothetical protein",90,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",387,387,387,18682,1,"AGR1_1_05560",NA,NA,NA,NA,NA,NA
"g001414_3_000004","g001414_3",NA,"hypothetical protein",70,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",276,1461,1066,18682,2,"AGR1_1_05562",NA,NA,NA,NA,NA,NA
"g023759_000001","g023759","ycjO","Inner membrane ABC transporter permease protein YcjO",60,2,3,1,1,1,0,0,0,0,3,"Inner membrane ABC transporter permease protein YcjO(3)","ycjO(3)",861,861,861,18688,1,"AGR1_1_05651",NA,NA,NA,NA,NA,NA
"g023942_000001","g023942","ycjP","Inner membrane ABC transporter permease protein YcjP",60,2,3,1,1,1,0,0,0,0,3,"Inner membrane ABC transporter permease protein YcjP(3)","ycjP(3)",828,852,844,18688,2,"AGR1_1_05652",NA,NA,NA,NA,NA,NA
"g022465_000004","g022465","rutA","Pyrimidine monooxygenase RutA",90,2,3,1,1,1,0,0,0,0,3,"Pyrimidine monooxygenase RutA(3)","rutA(3)",1125,1125,1125,18726,1,NA,NA,NA,"CFBP5507_00100",NA,NA,NA
"g008831_2_000006","g008831_2",NA,"hypothetical protein",80,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",1170,1170,1170,18726,2,NA,NA,NA,"CFBP5507_00101",NA,NA,NA
"g018666","g018666",NA,"hypothetical protein",50,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",807,822,816,18741,1,"AGR1_1_00763",NA,NA,NA,NA,NA,NA
"g018233_000001","g018233",NA,"hypothetical protein",60,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",444,477,465,18741,2,NA,NA,NA,NA,NA,NA,"GBBC3283_00165"
"g021466","g021466",NA,"hypothetical protein",50,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",906,954,922,18792,1,NA,NA,NA,NA,NA,NA,"GBBC3283_02197"
"g021283","g021283",NA,"hypothetical protein",50,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",972,984,980,18792,2,NA,NA,NA,NA,NA,NA,"GBBC3283_02196"
"g024873_000001","g024873",NA,"hypothetical protein",60,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",198,204,200,18813,1,NA,NA,NA,NA,NA,"NCPPB2657_01731",NA
"g014510","g014510",NA,"hypothetical protein",50,4,3,1.33,1,2,0,1,0,1,4,"hypothetical protein(4)","NA(4)",198,240,208.5,18822,1,NA,NA,NA,NA,NA,"NCPPB2657_03438;NCPPB2657_03497",NA
"g021904_000005","g021904",NA,"hypothetical protein",95,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",546,576,566,18824,1,NA,NA,NA,NA,"YIC5082_00042",NA,NA
"g005990_2_000004","g005990_2",NA,"hypothetical protein",70,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",189,189,189,18881,1,NA,NA,NA,NA,NA,"NCPPB2657_03777",NA
"g025241_000005","g025241",NA,"hypothetical protein",95,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",456,456,456,18893,1,"AGR1_1_01949",NA,NA,NA,"YIC5082_04345","NCPPB2657_00342",NA
"g020988_000001","g020988",NA,"hypothetical protein",60,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",552,564,560,18894,1,NA,NA,NA,NA,NA,"NCPPB2657_00981",NA
"g015168","g015168","malT","HTH-type transcriptional regulator MalT",50,3,3,1,1,1,0,0,0,0,3,"HTH-type transcriptional regulator MalT(1):hypothetical protein(1):Transcriptional regulatory protein DegU(1)","malT(1):degU(1):NA(1)",627,2880,2129,18915,1,NA,NA,NA,NA,NA,"NCPPB2657_01857",NA
"g006060_2_000003","g006060_2",NA,"hypothetical protein",80,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",183,612,458,18916,1,"AGR1_1_04931",NA,NA,NA,NA,NA,NA
"g018452_000002","g018452",NA,"hypothetical protein",70,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",291,294,293,18922,1,NA,NA,NA,"CFBP5507_02457",NA,NA,NA
"g035847_000006","g035847",NA,"hypothetical protein",98,1,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",519,519,519,18974,1,"AGR1_1_03921","CFBP5506_00847","Hayward0363_03468",NA,NA,NA,NA
"g004099_2","g004099_2","dhmA","hypothetical protein",50,4,3,1.33,1,2,0,1,0,1,4,"hypothetical protein(3):Haloalkane dehalogenase(1)","NA(3):dhmA(1)",465,1335,1095.75,18987,1,"AGR1_1_00644",NA,NA,NA,NA,NA,NA
"g017360_000003","g017360",NA,"hypothetical protein",80,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",327,342,337,19019,1,NA,NA,NA,NA,"YIC5082_01725","NCPPB2657_01903",NA
"g015797_000003","g015797","hemL","Glutamate-1-semialdehyde 2%2C1-aminomutase",80,3,3,1,1,1,0,0,0,0,3,"Glutamate-1-semialdehyde 2%2C1-aminomutase(3)","hemL(3)",1347,1347,1347,19063,1,NA,NA,NA,NA,NA,"NCPPB2657_01777",NA
"g022126_000002","g022126",NA,"hypothetical protein",70,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",507,519,511,19116,1,"AGR1_1_00029",NA,NA,NA,NA,NA,NA
"g007608_2_000001","g007608_2",NA,"hypothetical protein",60,4,3,1.33,1,2,0,1,0,1,4,"hypothetical protein(4)","NA(4)",153,321,268.5,19154,1,NA,NA,NA,"CFBP5507_02496",NA,NA,NA
"g018374","g018374",NA,"hypothetical protein",50,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",288,456,344,19155,1,"AGR1_1_00616",NA,NA,NA,NA,NA,NA
"g016368_000001","g016368",NA,"hypothetical protein",60,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",897,912,903,19160,1,NA,NA,NA,"CFBP5507_02479",NA,NA,NA
"g015706_000001","g015706",NA,"hypothetical protein",60,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",1164,1197,1186,19167,1,NA,NA,NA,NA,NA,"NCPPB2657_02093",NA
"g020894_000004","g020894",NA,"hypothetical protein",90,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",597,603,599,19220,1,NA,NA,NA,"CFBP5507_00276",NA,NA,NA
"g017729_000003","g017729",NA,"hypothetical protein",80,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",843,849,845,19257,1,NA,NA,NA,NA,"YIC5082_02807",NA,NA
"g015178_000001","g015178",NA,"hypothetical protein",60,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",270,2232,1573,19268,1,"AGR1_1_04643",NA,NA,NA,NA,NA,NA
"g021920","g021920",NA,"putative HTH-type transcriptional regulator",50,2,3,1,1,1,0,0,0,0,3,"putative HTH-type transcriptional regulator(3)","NA(3)",570,573,571,19285,1,"AGR1_1_00608",NA,NA,NA,NA,NA,NA
"g015913","g015913",NA,"hypothetical protein",50,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",1047,1653,1450,19307,1,NA,NA,NA,NA,NA,"NCPPB2657_01708",NA
"g019315_000004","g019315",NA,"hypothetical protein",90,2,3,1,1,1,1,0,1,0,3,"hypothetical protein(4)","NA(4)",741,2937,2211.75,19325,1,NA,NA,NA,NA,NA,NA,"GBBC3283_05032"
"g021574_000005","g021574","oxyR","Hydrogen peroxide-inducible genes activator",95,2,3,1,1,1,0,0,0,0,3,"Hydrogen peroxide-inducible genes activator(3)","oxyR(3)",978,978,978,19327,1,NA,NA,NA,NA,NA,NA,"GBBC3283_04963"
"g023729","g023729","ped","(S)-1-Phenylethanol dehydrogenase",50,2,3,1,1,1,0,0,0,0,3,"(S)-1-Phenylethanol dehydrogenase(3)","ped(3)",768,867,834,19337,1,NA,NA,NA,NA,NA,"NCPPB2657_02469",NA
"g026106_000005","g026106",NA,"hypothetical protein",95,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",384,384,384,19340,1,NA,NA,NA,"CFBP5507_02244",NA,"NCPPB2657_01316","GBBC3283_01379"
"g015677_000002","g015677",NA,"hypothetical protein",70,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",438,1179,825,19351,1,"AGR1_1_02910",NA,NA,NA,NA,NA,NA
"g017382","g017382",NA,"hypothetical protein",50,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",156,756,463,19367,1,"AGR1_1_04667",NA,NA,NA,NA,NA,NA
"g007603_2_000010","g007603_2",NA,"hypothetical protein",80,2,3,1.33,1,2,0,1,0,1,4,"hypothetical protein(4)","NA(4)",195,816,353.25,19370,1,"AGR1_1_05720",NA,NA,NA,NA,"NCPPB2657_02076",NA
"g026423_000004","g026423","ubiG","Ubiquinone biosynthesis O-methyltransferase",90,2,3,1,1,1,0,0,0,0,3,"Ubiquinone biosynthesis O-methyltransferase(3)","ubiG(3)",783,783,783,19380,1,"AGR1_1_04235",NA,NA,NA,NA,NA,NA
"g022075","g022075",NA,"hypothetical protein",50,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",498,528,518,19381,1,NA,NA,NA,NA,NA,NA,"GBBC3283_00643"
"g003038_2","g003038_2","nanR","HTH-type transcriptional repressor NanR",50,2,3,1,1,1,0,0,0,0,3,"HTH-type transcriptional repressor NanR(2):HTH-type transcriptional regulatory protein GabR(1)","nanR(2):gabR(1)",795,1518,1036,19394,1,"AGR1_1_05023",NA,NA,NA,NA,NA,NA
"g024016","g024016",NA,"hypothetical protein",50,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",705,705,705,19414,1,"AGR1_1_00658",NA,NA,NA,NA,NA,NA
"g012836","g012836",NA,"hypothetical protein",50,4,3,1,1,1,1,0,1,0,3,"hypothetical protein(3):putative protein RP789(1)","NA(4)",729,1581,1184.25,19464,1,"AGR1_1_04692",NA,NA,NA,NA,NA,NA
"g018046","g018046",NA,"hypothetical protein",50,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",264,270,267,19468,1,NA,NA,NA,NA,NA,"NCPPB2657_00104",NA
"g020574","g020574",NA,"hypothetical protein",50,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",960,1887,1578,19531,1,NA,NA,NA,NA,NA,NA,"GBBC3283_03814"
"g004865_2","g004865_2",NA,"hypothetical protein",50,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",672,708,690,19550,1,NA,NA,NA,NA,NA,NA,"GBBC3283_00378"
"g023113_000004","g023113",NA,"hypothetical protein",90,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",177,177,177,19573,1,NA,"CFBP5506_00487","Hayward0363_03829",NA,NA,NA,NA
"g025069_000004","g025069",NA,"hypothetical protein",90,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",432,432,432,19582,1,NA,"CFBP5506_00485","Hayward0363_03831",NA,NA,NA,NA
"g024828_000004","g024828",NA,"hypothetical protein",90,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",210,210,210,19589,1,"AGR1_1_03000",NA,NA,NA,"YIC5082_00079","NCPPB2657_02415",NA
"g014970","g014970",NA,"hypothetical protein",50,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",561,2421,1693,19662,1,NA,NA,NA,NA,"YIC5082_04435",NA,NA
"g018041_000002","g018041",NA,"hypothetical protein",70,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",243,294,277,19695,1,NA,NA,NA,NA,"YIC5082_01723","NCPPB2657_01905",NA
"g029407_000006","g029407","mntH","Divalent metal cation transporter MntH",98,1,3,1,1,1,0,0,0,0,3,"Divalent metal cation transporter MntH(3)","mntH(3)",1308,1314,1312,19731,1,NA,NA,NA,"CFBP5507_03542","YIC5082_02674","NCPPB2657_02274",NA
"g018859_000001","g018859",NA,"hypothetical protein",60,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",2160,2169,2166,19773,1,NA,NA,NA,NA,NA,"NCPPB2657_00092",NA
"g026249_000004","g026249",NA,"hypothetical protein",90,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",777,795,789,19791,1,NA,NA,NA,NA,NA,NA,"GBBC3283_03670"
"g013983","g013983",NA,"hypothetical protein",50,4,3,1.33,1,2,0,1,0,1,4,"hypothetical protein(4)","NA(4)",402,420,411,19803,1,"AGR1_1_02941;AGR1_1_04987",NA,NA,NA,NA,NA,NA
"g018211_000001","g018211","ywnA","Putative HTH-type transcriptional regulator YwnA",60,3,3,1,1,1,0,0,0,0,3,"Putative HTH-type transcriptional regulator YwnA(3)","ywnA(3)",426,450,434,19819,1,NA,NA,NA,NA,NA,"NCPPB2657_01782",NA
"g039202_000006","g039202","yofA","HTH-type transcriptional regulator YofA",98,1,3,1,1,1,0,0,0,0,3,"HTH-type transcriptional regulator YofA(3)","yofA(3)",867,867,867,19839,1,"AGR1_1_02943",NA,NA,"CFBP5507_04813",NA,"NCPPB2657_02447",NA
"g023885_000002","g023885",NA,"hypothetical protein",70,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",894,894,894,19855,1,NA,NA,NA,"CFBP5507_00092",NA,NA,NA
"g016221","g016221","cdhR","HTH-type transcriptional regulator CdhR",50,3,3,1,1,1,0,0,0,0,3,"HTH-type transcriptional regulator CdhR(3)","cdhR(3)",969,1029,989,19916,1,NA,NA,NA,NA,"YIC5082_01643",NA,NA
"g020128_000001","g020128",NA,"hypothetical protein",60,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",1155,1410,1319,19944,1,"AGR1_1_02920",NA,NA,NA,NA,NA,NA
"g015526_000001","g015526","araE","Alpha-ketoglutaric semialdehyde dehydrogenase",60,3,3,1,1,1,0,0,0,0,3,"Alpha-ketoglutaric semialdehyde dehydrogenase(3)","araE(3)",561,1434,1142,19947,1,"AGR1_1_04809",NA,NA,NA,NA,NA,NA
"g001509_3","g001509_3","yjiA","putative GTP-binding protein YjiA",50,4,3,1.33,1,2,1,1,1,1,4,"putative GTP-binding protein YjiA(3):hypothetical protein(2)","yjiA(3):NA(2)",318,1020,681.6,19984,1,NA,NA,NA,NA,"YIC5082_01650",NA,NA
"g015739","g015739",NA,"hypothetical protein",50,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",594,1317,892,19995,1,NA,NA,NA,NA,NA,NA,"GBBC3283_00640"
"g001423_2","g001423_2","gltC","HTH-type transcriptional regulator HdfR",50,3,3,1,1,1,0,0,0,0,3,"HTH-type transcriptional regulator HdfR(1):HTH-type transcriptional regulator GltC(1):HTH-type transcriptional activator CmpR(1)","gltC(1):hdfR(1):cmpR(1)",873,1371,1057,19999,1,NA,NA,NA,NA,NA,NA,"GBBC3283_04541"
"g017654_000002","g017654",NA,"hypothetical protein",70,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",747,1077,961,20004,1,"AGR1_1_00753",NA,NA,NA,NA,NA,"GBBC3283_00177"
"g021707_000004","g021707",NA,"hypothetical protein",90,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",627,627,627,20018,1,NA,NA,NA,NA,NA,"NCPPB2657_00681","GBBC3283_01855"
"g015695_000003","g015695",NA,"hypothetical protein",80,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",1161,1170,1167,20054,1,NA,NA,NA,NA,"YIC5082_02016",NA,NA
"g025292_000002","g025292",NA,"hypothetical protein",70,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",423,423,423,20083,1,NA,"CFBP5506_00483","Hayward0363_03833",NA,NA,NA,NA
"g022675","g022675",NA,"hypothetical protein",50,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",354,666,458,20086,1,"AGR1_1_02906",NA,NA,NA,NA,NA,NA
"g017175_000002","g017175",NA,"hypothetical protein",70,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",462,513,479,20103,1,"AGR1_1_03238",NA,NA,NA,NA,NA,"GBBC3283_04910"
"g008136_2_000004","g008136_2",NA,"hypothetical protein",70,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",528,1011,843,20104,1,"AGR1_1_04759",NA,NA,NA,NA,NA,NA
"g002928_2_000004","g002928_2",NA,"hypothetical protein",70,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",135,150,145,20112,1,"AGR1_1_05462",NA,NA,NA,NA,NA,NA
"g043544_000006","g043544",NA,"hypothetical protein",98,1,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",441,441,441,20125,1,NA,NA,NA,"CFBP5507_02622",NA,"NCPPB2657_01627","GBBC3283_00083"
"g001271_3","g001271_3","gcvA","Glycine cleavage system transcriptional activator",50,2,3,1,1,1,0,0,0,0,3,"Glycine cleavage system transcriptional activator(2):HTH-type transcriptional activator CmpR(1)","gcvA(2):cmpR(1)",870,909,896,20127,1,NA,NA,NA,NA,"YIC5082_02709",NA,NA
"g018180_000003","g018180",NA,"hypothetical protein",80,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",204,207,206,20139,1,NA,NA,NA,NA,NA,"NCPPB2657_00106",NA
"g018477_000001","g018477",NA,"hypothetical protein",60,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",282,300,290,20145,1,NA,NA,NA,NA,NA,NA,"GBBC3283_04942"
"g016539_000003","g016539","sutR","HTH-type transcriptional regulator SutR",80,3,3,1,1,1,0,0,0,0,3,"HTH-type transcriptional regulator SutR(3)","sutR(3)",624,624,624,20163,1,NA,NA,NA,NA,"YIC5082_01700",NA,NA
"g024921_000003","g024921",NA,"hypothetical protein",80,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",198,198,198,20166,1,NA,NA,NA,NA,"YIC5082_02515","NCPPB2657_03244","GBBC3283_04580"
"g020246","g020246",NA,"hypothetical protein",50,2,3,1.33,1,2,0,1,0,1,4,"hypothetical protein(4)","NA(4)",1302,1329,1315.5,20212,1,NA,NA,NA,NA,NA,"NCPPB2657_00820;NCPPB2657_00885",NA
"g018653_000002","g018653",NA,"hypothetical protein",70,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",297,297,297,20218,1,NA,NA,NA,"CFBP5507_00892",NA,NA,"GBBC3283_02211"
"g016479_000003","g016479",NA,"hypothetical protein",80,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",576,576,576,20237,1,NA,NA,NA,"CFBP5507_00397",NA,NA,NA
"g017411_000004","g017411",NA,"hypothetical protein",90,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",147,312,257,20240,1,"AGR1_1_05525",NA,NA,NA,NA,NA,NA
"g015688_000003","g015688","fdh","D-threo-aldose 1-dehydrogenase",80,3,3,1,1,1,0,0,0,0,3,"D-threo-aldose 1-dehydrogenase(3)","fdh(3)",1173,1173,1173,20270,1,NA,NA,NA,NA,NA,NA,"GBBC3283_04531"
"g015035_000003","g015035",NA,"hypothetical protein",80,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",1887,1902,1897,20276,1,"AGR1_1_05527",NA,NA,NA,NA,NA,NA
"g016546_000002","g016546",NA,"hypothetical protein",70,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",624,810,748,20292,1,NA,NA,NA,NA,NA,"NCPPB2657_01721",NA
"g026393_000002","g026393",NA,"hypothetical protein",70,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",792,792,792,20293,1,NA,NA,NA,NA,"YIC5082_01779",NA,NA
"g026406_000003","g026406",NA,"hypothetical protein",80,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",789,789,789,20300,1,NA,"CFBP5506_03449","Hayward0363_00398",NA,NA,NA,NA
"g018330_000001","g018330",NA,"hypothetical protein",60,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",789,828,812,20308,1,NA,NA,NA,NA,NA,"NCPPB2657_00103",NA
"g024035_000005","g024035",NA,"hypothetical protein",95,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",702,702,702,20329,1,NA,NA,NA,"CFBP5507_03241","YIC5082_00103","NCPPB2657_02587",NA
"g025745_000005","g025745",NA,"hypothetical protein",95,2,3,1.33,1,2,0,1,0,1,4,"hypothetical protein(4)","NA(4)",738,738,738,20332,1,NA,NA,NA,"CFBP5507_01777",NA,"NCPPB2657_00832;NCPPB2657_00897",NA
"g017286_000002","g017286","fabL","Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL",70,3,3,1,1,1,0,0,0,0,3,"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL(2):hypothetical protein(1)","fabL(2):NA(1)",807,813,811,20333,1,"AGR1_1_03188",NA,NA,NA,NA,NA,NA
"g026236_000005","g026236",NA,"hypothetical protein",95,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",795,795,795,20334,1,NA,NA,NA,NA,NA,NA,"GBBC3283_00625"
"g010633_2","g010633_2",NA,"hypothetical protein",50,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",888,915,902,20378,1,"AGR1_1_04669",NA,NA,NA,NA,NA,NA
"g016087_000001","g016087",NA,"hypothetical protein",60,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",597,903,797,20405,1,NA,NA,NA,"CFBP5507_01003",NA,NA,NA
"g019799_000003","g019799",NA,"hypothetical protein",80,2,3,1.33,1,2,0,1,0,1,4,"hypothetical protein(4)","NA(4)",198,1236,717,20413,1,NA,NA,NA,NA,NA,NA,"GBBC3283_03775"
"g012971_000003","g012971","mgl","L-methionine gamma-lyase",80,4,3,1.33,1,2,0,1,0,1,4,"L-methionine gamma-lyase(4)","mgl(4)",1209,1236,1218.75,20450,1,NA,NA,NA,NA,"YIC5082_01694",NA,NA
"g043599_000006","g043599",NA,"hypothetical protein",98,1,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",438,438,438,20458,1,"AGR1_1_04477",NA,NA,NA,"YIC5082_04582",NA,"GBBC3283_02937"
"g019862_000003","g019862","xerC","Tyrosine recombinase XerC",80,2,3,1.33,1,2,0,1,0,1,4,"Tyrosine recombinase XerC(4)","xerC(4)",1236,1239,1237.5,20471,1,"AGR1_1_02940;AGR1_1_04988",NA,NA,NA,NA,NA,NA
