"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","Kin002","NCPPB2659","MAFF210266"
"g000103_3_000002","g000103_3","opuAA","Glycine betaine transport ATP-binding protein OpuAA",60,11,118,1,1,1,0,0,0,0,118,"Glycine betaine transport ATP-binding protein OpuAA(116):hypothetical protein(2)","opuAA(116):NA(2)",462,834,823.93,3160,1,"Kin002_03801","NCPPB2659_03852",NA
"g002808","g002808","eryA","6-deoxyerythronolide-B synthase EryA2%2C modules 3 and 4",50,24,118,1,1,1,1,0,1,0,118,"6-deoxyerythronolide-B synthase EryA2%2C modules 3 and 4(74):L-threonine 3-dehydrogenase(38):hypothetical protein(6):Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsC(1)","eryA(74):tdh(38):NA(6):ppsC(1)",1062,7470,3416.04,3161,1,"Kin002_02986","NCPPB2659_03010","MAFF210266_03371"
"g000247_000001","g000247",NA,"hypothetical protein",60,63,118,1.39,1,7,34,31,38,46,164,"hypothetical protein(203)","NA(203)",165,1581,1058.28,3164,1,NA,NA,"MAFF210266_04961"
"g002841","g002841",NA,"hypothetical protein",50,23,117,1.01,1,2,4,1,4,1,118,"hypothetical protein(122)","NA(122)",171,1392,1188.25,3167,1,"Kin002_01391","NCPPB2659_01396","MAFF210266_04436"
"g003054","g003054",NA,"hypothetical protein",50,25,117,1,1,1,0,0,0,0,117,"hypothetical protein(117)","NA(117)",435,594,554.49,3167,2,"Kin002_01390","NCPPB2659_01395","MAFF210266_04437"
"g003897","g003897",NA,"hypothetical protein",50,19,117,1,1,1,0,0,0,0,117,"hypothetical protein(117)","NA(117)",495,618,584.31,3167,3,"Kin002_01389","NCPPB2659_01394","MAFF210266_04438"
"g000950_000001","g000950",NA,"hypothetical protein",60,43,117,1,1,1,0,0,0,0,117,"hypothetical protein(117)","NA(117)",423,807,720.9,3171,1,"Kin002_04707","NCPPB2659_04646","MAFF210266_01493"
"g002938","g002938","livH","High-affinity branched-chain amino acid transport system permease protein LivH",50,26,117,1.2,1,2,0,23,0,23,140,"High-affinity branched-chain amino acid transport system permease protein LivH(140)","livH(140)",684,867,856.61,3172,1,"Kin002_05176",NA,NA
"g002613_1_000001","g002613_1",NA,"hypothetical protein",60,25,117,1.09,1,2,0,11,0,11,128,"hypothetical protein(128)","NA(128)",297,441,350.27,3176,1,"Kin002_03417","NCPPB2659_03439","MAFF210266_04146"
"g002148_2_000067","g002148_2",NA,"hypothetical protein",95,5,117,1.06,1,2,0,7,0,7,124,"hypothetical protein(124)","NA(124)",210,516,212.47,3178,1,"Kin002_05578",NA,NA
"g005319_000002","g005319","sasA","Adaptive-response sensory-kinase SasA",70,13,116,1,1,1,2,0,2,0,116,"Adaptive-response sensory-kinase SasA(114):hypothetical protein(2):Signal transduction histidine-protein kinase BaeS(2)","sasA(114):baeS(2):NA(2)",531,1164,1133.85,3181,1,"Kin002_03758","NCPPB2659_03810","MAFF210266_03772"
"g003731_000004","g003731","ldhA","D-lactate dehydrogenase",90,21,116,1,1,1,0,0,0,0,116,"D-lactate dehydrogenase(116)","ldhA(116)",993,1014,1010.59,3183,1,"Kin002_04111","NCPPB2659_04103","MAFF210266_02031"
"g002624_000001","g002624",NA,"hypothetical protein",60,28,116,1,1,1,0,0,0,0,116,"hypothetical protein(116)","NA(116)",786,837,821.51,3186,1,"Kin002_03756","NCPPB2659_03808","MAFF210266_03774"
"g006113_000002","g006113","decR","DNA-binding transcriptional activator DecR",70,12,116,1.03,1,2,0,3,0,3,119,"DNA-binding transcriptional activator DecR(78):hypothetical protein(29):HTH-type transcriptional regulator LrpC(12)","decR(78):NA(29):lrpC(12)",189,480,422.47,3190,1,"Kin002_05089",NA,NA
"g000309_000001","g000309","doeA","Ectoine hydrolase",60,62,116,1,1,1,114,0,114,0,116,"Ectoine hydrolase(115):Delta(1)-pyrroline-2-carboxylate reductase(70):Alanine dehydrogenase(45)","doeA(115):arcB(58):ala(45):NA(12)",1014,2190,1101.65,3191,1,"(Kin002_03543:Kin002_03544)","(NCPPB2659_03565:NCPPB2659_03566)","(MAFF210266_04019:MAFF210266_04020)"
"g006048_000001","g006048","ousX","Glycine betaine-binding periplasmic protein OusX",60,11,116,1,1,1,1,0,1,0,116,"Glycine betaine-binding periplasmic protein OusX(103):hypothetical protein(13):Glycine betaine/proline betaine-binding periplasmic protein(1)","ousX(103):NA(13):proX(1)",381,1038,1028.31,3192,1,"Kin002_03803","NCPPB2659_03854",NA
"g002405_000003","g002405","doeB","N-alpha-acetyl-L-2%2C4-diaminobutyric acid deacetylase",80,25,115,1,1,1,1,0,1,0,115,"N-alpha-acetyl-L-2%2C4-diaminobutyric acid deacetylase(115):hypothetical protein(1)","doeB(115):NA(1)",255,1020,1005.21,3193,1,"Kin002_03545","NCPPB2659_03567","MAFF210266_04018"
"g005173_000001","g005173","argT","Lysine/arginine/ornithine-binding periplasmic protein",60,15,115,1,1,1,0,0,0,0,115,"Lysine/arginine/ornithine-binding periplasmic protein(100):hypothetical protein(12):putative amino-acid ABC transporter-binding protein(3)","argT(100):NA(15)",846,858,852.42,3193,2,"Kin002_03546","NCPPB2659_03568","MAFF210266_04017"
"g005750_000001","g005750","glnP","Glutamine transport system permease protein GlnP",60,13,115,1,1,1,0,0,0,0,115,"Glutamine transport system permease protein GlnP(101):L-cystine transport system permease protein YecS(14)","glnP(101):yecS(14)",666,666,666,3193,3,"Kin002_03547","NCPPB2659_03569","MAFF210266_04016"
"g005474_000002","g005474","artQ","Arginine transport system permease protein ArtQ",70,14,115,1,1,1,0,0,0,0,115,"Arginine transport system permease protein ArtQ(100):L-cystine transport system permease protein YecS(15)","artQ(100):yecS(15)",693,693,693,3193,4,"Kin002_03548","NCPPB2659_03570","MAFF210266_04015"
"g001693_000001","g001693","pgdA","Peptidoglycan-N-acetylglucosamine deacetylase",60,34,115,1,1,1,0,0,0,0,115,"Peptidoglycan-N-acetylglucosamine deacetylase(89):Bifunctional xylanase/deacetylase(25):hypothetical protein(1)","pgdA(89):NA(26)",708,789,714.83,3194,1,"Kin002_02151","NCPPB2659_02148","MAFF210266_02862"
"g003748_1_000001","g003748_1",NA,"hypothetical protein",60,13,115,1.06,1,2,0,7,0,7,122,"hypothetical protein(122)","NA(122)",399,432,401.48,3195,1,"Kin002_05592",NA,NA
"g006042_1_000002","g006042_1","nit1","Deaminated glutathione amidase",70,8,115,1,1,1,3,0,3,0,115,"Deaminated glutathione amidase(118)","nit1(118)",411,885,781.91,3196,1,"Kin002_04009","NCPPB2659_04002","MAFF210266_02132"
"g001699","g001699",NA,"hypothetical protein",50,31,115,1,1,1,0,0,0,0,115,"hypothetical protein(115)","NA(115)",297,417,328.12,3197,1,"Kin002_03007","NCPPB2659_03031","MAFF210266_03350"
"g009138_000003","g009138","asnC","Regulatory protein AsnC",80,7,115,1.03,1,2,0,3,0,3,118,"Regulatory protein AsnC(116):hypothetical protein(2)","asnC(116):NA(2)",438,438,438,3198,1,"Kin002_04096;Kin002_05198","NCPPB2659_04088","MAFF210266_02046"
"g004085_000001","g004085","hisC","Histidinol-phosphate aminotransferase",60,19,115,1,1,1,0,0,0,0,115,"Histidinol-phosphate aminotransferase(108):hypothetical protein(3):HTH-type transcriptional regulator TauR(3):LL-diaminopimelate aminotransferase(1)","hisC(108):tauR(3):NA(3):dapL(1)",1431,1449,1447.59,3202,1,"Kin002_03541","NCPPB2659_03563","MAFF210266_04022"
"g003822_000004","g003822","cat","Chloramphenicol acetyltransferase",90,19,115,1,1,1,0,0,0,0,115,"Chloramphenicol acetyltransferase(115)","cat(115)",630,636,633.97,3203,1,"Kin002_05014","NCPPB2659_04952","MAFF210266_04816"
"g000792_000001","g000792","tdcB","L-threonine dehydratase catabolic TdcB",60,47,115,1,1,1,0,0,0,0,115,"L-threonine dehydratase catabolic TdcB(103):L-threonine ammonia-lyase(12)","tdcB(115)",978,1038,1017.34,3205,1,"Kin002_03542","NCPPB2659_03564","MAFF210266_04021"
"g003066","g003066",NA,"hypothetical protein",50,25,115,1.02,1,2,0,2,0,2,117,"hypothetical protein(117)","NA(117)",870,1119,1056.64,3206,1,"Kin002_05177",NA,NA
"g002239_1_000001","g002239_1","livF","High-affinity branched-chain amino acid transport ATP-binding protein LivF",60,24,115,1.2,1,2,0,23,0,23,138,"High-affinity branched-chain amino acid transport ATP-binding protein LivF(138)","livF(138)",705,723,715.09,3208,1,"Kin002_05175",NA,NA
"g001166_000001","g001166",NA,"hypothetical protein",60,38,114,1.01,1,2,3,1,3,1,115,"hypothetical protein(118)","NA(118)",315,1263,1224.25,3215,1,"Kin002_04018","NCPPB2659_04011","MAFF210266_02123"
"g002525_000002","g002525","glpK","Glycerol kinase",70,28,114,1.01,1,2,0,1,0,1,115,"Glycerol kinase(115)","glpK(115)",1395,1446,1407.26,3215,2,"Kin002_04019","NCPPB2659_04012","MAFF210266_02122"
"g001844_1_000005","g001844_1","spuC","Putrescine--pyruvate aminotransferase",70,15,114,1.01,1,2,2,1,2,1,115,"Putrescine--pyruvate aminotransferase(117)","spuC(117)",246,1404,1366.26,3216,1,"Kin002_03540","NCPPB2659_03562","MAFF210266_04023"
"g001807","g001807",NA,"hypothetical protein",50,33,114,1,1,1,0,0,0,0,114,"hypothetical protein(114)","NA(114)",192,699,635.87,3218,1,"Kin002_01855","NCPPB2659_01855","MAFF210266_02566"
"g002164_000002","g002164","dnaA","hypothetical protein",70,31,114,1,1,1,0,0,0,0,114,"hypothetical protein(99):Chromosomal replication initiator protein DnaA(15)","NA(99):dnaA(15)",423,438,423.71,3219,1,"Kin002_00634","NCPPB2659_00578","MAFF210266_00812"
"g000619","g000619",NA,"hypothetical protein",50,52,114,1.25,1,3,0,28,0,29,143,"hypothetical protein(143)","NA(143)",216,237,229.3,3221,1,"Kin002_05712",NA,NA
"g004774_1_000001","g004774_1","iolS","Aldo-keto reductase IolS",60,14,114,1.31,1,3,0,28,0,35,149,"Aldo-keto reductase IolS(133):hypothetical protein(16)","iolS(133):NA(16)",216,1065,970.67,3222,1,"Kin002_05687;Kin002_05705",NA,NA
"g007034_1_000017","g007034_1","potB","Spermidine/putrescine transport system permease protein PotB",95,5,113,1,1,1,0,0,0,0,113,"Spermidine/putrescine transport system permease protein PotB(113)","potB(113)",879,879,879,3229,1,"Kin002_04013","NCPPB2659_04006","MAFF210266_02128"
"g005709_1_000020","g005709_1","ydcV","Inner membrane ABC transporter permease protein YdcV",95,8,113,1,1,1,1,0,1,0,113,"Inner membrane ABC transporter permease protein YdcV(110):Putative 2-aminoethylphosphonate transport system permease protein PhnV(3):hypothetical protein(1)","ydcV(110):phnV(3):NA(1)",201,795,787.58,3229,2,"Kin002_04014","NCPPB2659_04007","MAFF210266_02127"
"g002374_1_000002","g002374_1","lhgO","L-2-hydroxyglutarate oxidase LhgO",70,28,113,1,1,1,0,0,0,0,113,"L-2-hydroxyglutarate oxidase LhgO(113)","lhgO(113)",1398,1410,1398.48,3229,3,"Kin002_04017","NCPPB2659_04010","MAFF210266_02124"
"g013916_000005","g013916",NA,"hypothetical protein",95,4,113,1,1,1,0,0,0,0,113,"hypothetical protein(113)","NA(113)",666,666,666,3230,1,"Kin002_04010","NCPPB2659_04003","MAFF210266_02131"
"g009036_000005","g009036",NA,"putative protein",95,7,113,1,1,1,0,0,0,0,113,"putative protein(111):hypothetical protein(2)","NA(113)",1041,1041,1041,3230,2,"Kin002_04011","NCPPB2659_04004","MAFF210266_02130"
"g011883_000005","g011883","gltR","HTH-type transcriptional regulator GltR",95,5,113,1,1,1,0,0,0,0,113,"HTH-type transcriptional regulator GltR(113)","gltR(113)",795,930,895.25,3231,1,"Kin002_04008","NCPPB2659_04001","MAFF210266_02133"
"g004746_000003","g004746","rutG","Putative pyrimidine permease RutG",80,13,113,1,1,1,1,0,1,0,113,"Putative pyrimidine permease RutG(113):hypothetical protein(1)","rutG(113):NA(1)",396,1452,1323.24,3232,1,"Kin002_04948","NCPPB2659_04888","MAFF210266_04749"
"g007264_1_000001","g007264_1","argP","hypothetical protein",60,6,113,1,1,1,0,0,0,0,113,"hypothetical protein(78):HTH-type transcriptional regulator ArgP(35)","NA(78):argP(35)",489,1287,1171.43,3235,1,"Kin002_05357",NA,NA
"g004912_000003","g004912",NA,"hypothetical protein",80,16,113,1,1,1,1,0,1,0,113,"hypothetical protein(114)","NA(114)",519,1083,1073.24,3236,1,"Kin002_01970","NCPPB2659_01971","MAFF210266_02683"
"g005748_000002","g005748","ntcA","Cyclic AMP receptor protein",70,12,113,1.01,1,2,0,1,0,1,114,"Cyclic AMP receptor protein(55):Global nitrogen regulator(49):CRP-like cAMP-activated global transcriptional regulator(6):Transcriptional regulator SdrP(2):hypothetical protein(2)","NA(59):ntcA(49):glxR(6)",543,798,701.55,3237,1,"Kin002_03433","NCPPB2659_03455","MAFF210266_04130"
"g002834","g002834","nepI","Purine ribonucleoside efflux pump NepI",50,25,113,1.02,1,2,0,2,0,2,115,"Purine ribonucleoside efflux pump NepI(115)","nepI(115)",975,1308,1207.98,3240,1,"Kin002_04403",NA,NA
"g003618","g003618",NA,"hypothetical protein",50,22,113,1,1,1,0,0,0,0,113,"hypothetical protein(113)","NA(113)",213,264,256.88,3241,1,"Kin002_01503","NCPPB2659_01507","MAFF210266_04324"
"g001820_000002","g001820","dgoK1","putative 2-dehydro-3-deoxygalactonokinase DgoK1",70,34,112,1,1,1,1,0,1,0,112,"putative 2-dehydro-3-deoxygalactonokinase DgoK1(112):hypothetical protein(1)","dgoK1(112):NA(1)",213,915,904.04,3245,1,"Kin002_04957","NCPPB2659_04897","MAFF210266_04758"
"g004656_000003","g004656","araD","L-2-keto-3-deoxyarabonate dehydratase",80,17,112,1,1,1,0,0,0,0,112,"L-2-keto-3-deoxyarabonate dehydratase(111):4-hydroxy-tetrahydrodipicolinate synthase(1)","araD(111):dapA(1)",906,909,908.95,3245,2,"Kin002_04958","NCPPB2659_04898","MAFF210266_04759"
"g004536_000004","g004536","gci","D-galactarolactone cycloisomerase",90,17,112,1,1,1,0,0,0,0,112,"D-galactarolactone cycloisomerase(112)","gci(112)",1167,1167,1167,3245,3,"Kin002_04959","NCPPB2659_04899","MAFF210266_04760"
"g005965_000004","g005965",NA,"hypothetical protein",90,12,112,1,1,1,1,0,1,0,112,"hypothetical protein(113)","NA(113)",174,1272,1260.66,3245,4,"Kin002_04960","NCPPB2659_04900","MAFF210266_04761"
"g011890_000005","g011890","ycjO","Inner membrane ABC transporter permease protein YcjO",95,5,112,1,1,1,0,0,0,0,112,"Inner membrane ABC transporter permease protein YcjO(112)","ycjO(112)",927,927,927,3245,5,"Kin002_04961","NCPPB2659_04901","MAFF210266_04762"
"g025144_000005","g025144","ycjP","Inner membrane ABC transporter permease protein YcjP",95,2,112,1,1,1,0,0,0,0,112,"Inner membrane ABC transporter permease protein YcjP(112)","ycjP(112)",831,831,831,3245,6,"Kin002_04962","NCPPB2659_04902","MAFF210266_04763"
"g001787_000003","g001787","galE","UDP-glucose 4-epimerase",80,34,112,1,1,1,0,0,0,0,112,"UDP-glucose 4-epimerase(102):ADP-L-glycero-D-manno-heptose-6-epimerase(10)","galE(102):hldD(10)",975,984,983.68,3245,7,"Kin002_04964","NCPPB2659_04904","MAFF210266_04765"
"g005019_000005","g005019",NA,"hypothetical protein",95,13,112,1,1,1,1,0,1,0,112,"hypothetical protein(112):6-deoxy-6-sulfogluconolactonase(1)","NA(113)",390,1683,1663.62,3245,8,"Kin002_04965","NCPPB2659_04905","MAFF210266_04766"
"g003637_000003","g003637","fabG","3-oxoacyl-[acyl-carrier-protein] reductase FabG",80,22,112,1,1,1,0,0,0,0,112,"3-oxoacyl-[acyl-carrier-protein] reductase FabG(104):Gluconate 5-dehydrogenase(8)","fabG(104):gno(8)",762,762,762,3245,9,"Kin002_04966","NCPPB2659_04906","MAFF210266_04767"
"g008861_000003","g008861","norB","Nitric oxide reductase subunit B",80,7,112,1,1,1,0,0,0,0,112,"Nitric oxide reductase subunit B(112)","norB(112)",756,1347,1341.67,3246,1,"Kin002_03425","NCPPB2659_03447","MAFF210266_04138"
"g005482_1_000006","g005482_1","nirQ","Denitrification regulatory protein NirQ",80,11,112,1,1,1,0,0,0,0,112,"Denitrification regulatory protein NirQ(112)","nirQ(112)",804,861,813.13,3246,2,"Kin002_03426","NCPPB2659_03448","MAFF210266_04137"
"g001957_000001","g001957",NA,"hypothetical protein",60,32,112,1.01,1,2,0,1,0,1,113,"hypothetical protein(113)","NA(113)",129,1899,1882.22,3246,3,"Kin002_03427","NCPPB2659_03449","MAFF210266_04136"
"g005338_000002","g005338","nirK","Copper-containing nitrite reductase",70,12,112,1,1,1,2,0,2,0,112,"Copper-containing nitrite reductase(114)","nirK(114)",417,1143,1123.11,3247,1,"Kin002_03431","NCPPB2659_03453","MAFF210266_04132"
"g001551","g001551",NA,"hypothetical protein",50,35,112,1,1,1,2,0,2,0,112,"hypothetical protein(114)","NA(114)",147,969,903.03,3247,2,"Kin002_03432","NCPPB2659_03454","MAFF210266_04131"
"g014262","g014262",NA,"hypothetical protein",50,4,112,1,1,1,5,0,5,0,112,"hypothetical protein(117)","NA(117)",207,918,674.26,3248,1,"Kin002_05657",NA,NA
"g004794_1_000004","g004794_1","galD","4-oxalomesaconate tautomerase",80,9,112,1,1,1,0,0,0,0,112,"4-oxalomesaconate tautomerase(112)","galD(112)",1053,1068,1058.57,3249,1,"Kin002_05347",NA,NA
"g004643_000002","g004643",NA,"hypothetical protein",70,17,112,1,1,1,0,0,0,0,112,"hypothetical protein(112)","NA(112)",153,243,153.8,3250,1,"Kin002_01188","NCPPB2659_01136","MAFF210266_05130"
"g001306_2_000016","g001306_2","glnH","ABC transporter glutamine-binding protein GlnH",90,9,112,1.01,1,2,1,1,1,1,113,"ABC transporter glutamine-binding protein GlnH(112):hypothetical protein(2)","glnH(112):NA(2)",312,849,830.39,3251,1,"Kin002_03214","NCPPB2659_03239","MAFF210266_03148"
"g005658","g005658",NA,"hypothetical protein",50,13,112,1,1,1,0,0,0,0,112,"hypothetical protein(112)","NA(112)",345,600,536.28,3252,1,"Kin002_05088",NA,NA
"g004872_000003","g004872",NA,"hypothetical protein",80,16,112,1,1,1,0,0,0,0,112,"hypothetical protein(112)","NA(112)",186,213,188.84,3253,1,"Kin002_01882","NCPPB2659_01882","MAFF210266_02594"
"g001001","g001001","bsdB","putative UbiX-like flavin prenyltransferase",50,43,112,1,1,1,0,0,0,0,112,"putative UbiX-like flavin prenyltransferase(109):Flavin prenyltransferase UbiX(3)","bsdB(109):ubiX(3)",507,591,589.12,3258,1,"Kin002_03419","NCPPB2659_03441","MAFF210266_04144"
"g009970_000003","g009970",NA,"hypothetical protein",80,6,112,1.04,1,2,0,5,0,5,117,"hypothetical protein(117)","NA(117)",366,1209,1112.21,3260,1,"Kin002_05566",NA,NA
"g001043_000002","g001043","ubiD","3-octaprenyl-4-hydroxybenzoate carboxy-lyase",70,41,111,1,1,1,0,0,0,0,111,"3-octaprenyl-4-hydroxybenzoate carboxy-lyase(111)","ubiD(111)",1476,1575,1534.68,3263,1,"Kin002_03418","NCPPB2659_03440","MAFF210266_04145"
"g001564","g001564",NA,"hypothetical protein",50,36,111,1,1,1,0,0,0,0,111,"hypothetical protein(111)","NA(111)",504,516,515.51,3263,2,"Kin002_03416","NCPPB2659_03438","MAFF210266_04147"
"g005395_000003","g005395","yhbU","putative protease YhbU",80,12,111,1,1,1,1,0,1,0,111,"putative protease YhbU(112)","yhbU(112)",255,978,969.29,3263,3,"Kin002_03415","NCPPB2659_03437","MAFF210266_04148"
"g003060_000001","g003060",NA,"hypothetical protein",60,25,111,1,1,1,0,0,0,0,111,"hypothetical protein(111)","NA(111)",918,957,938.7,3263,4,"Kin002_03414","NCPPB2659_03436","MAFF210266_04149"
"g006280_000003","g006280","napC","Cytochrome c-type protein NapC",80,11,111,1.01,1,2,0,1,0,1,112,"Cytochrome c-type protein NapC(110):hypothetical protein(2)","napC(110):NA(2)",291,711,694.82,3264,1,"Kin002_03402","NCPPB2659_03425","MAFF210266_04160"
"g001161_000001","g001161",NA,"hypothetical protein",60,40,111,1.01,1,2,0,1,0,1,112,"hypothetical protein(112)","NA(112)",150,1221,1168.79,3264,2,"Kin002_03409","NCPPB2659_03431","MAFF210266_04154"
"g008385_000001","g008385",NA,"hypothetical protein",60,8,111,1,1,1,0,0,0,0,111,"hypothetical protein(111)","NA(111)",156,156,156,3267,1,"Kin002_03421","NCPPB2659_03443","MAFF210266_04142"
"g001797","g001797","ctaE","putative cytochrome c oxidase subunit 3",50,34,111,1,1,1,0,0,0,0,111,"putative cytochrome c oxidase subunit 3(72):hypothetical protein(36):Cytochrome c oxidase subunit 3(3)","ctaE(75):NA(36)",534,567,541.03,3267,2,"Kin002_03422","NCPPB2659_03444","MAFF210266_04141"
"g000636_2","g000636_2","dmlR","HTH-type transcriptional regulator DmlR",50,22,111,1.81,1,3,0,84,0,90,201,"HTH-type transcriptional regulator DmlR(189):HTH-type transcriptional regulator PgrR(7):hypothetical protein(4):HTH-type transcriptional regulator YofA(1)","dmlR(189):pgrR(7):NA(4):yofA(1)",363,927,878.93,3268,1,NA,NA,"MAFF210266_05167;MAFF210266_05182"
"g011099_000001","g011099",NA,"hypothetical protein",60,5,111,1,1,1,0,0,0,0,111,"hypothetical protein(111)","NA(111)",2022,2046,2023.22,3269,1,"Kin002_05643",NA,NA
"g000128_3","g000128_3",NA,"hypothetical protein",50,17,111,1,1,1,0,0,0,0,111,"hypothetical protein(111)","NA(111)",642,672,665.54,3270,1,"Kin002_03485","NCPPB2659_03507","MAFF210266_04078"
"g004247_000003","g004247",NA,"hypothetical protein",80,19,111,1,1,1,0,0,0,0,111,"hypothetical protein(111)","NA(111)",261,270,267.19,3271,1,"Kin002_04246","NCPPB2659_04226","MAFF210266_01907"
"g009488_000003","g009488","norC","Nitric oxide reductase subunit C",80,7,111,1,1,1,0,0,0,0,111,"Nitric oxide reductase subunit C(111)","norC(111)",453,453,453,3273,1,"Kin002_03424","NCPPB2659_03446","MAFF210266_04139"
"g010099","g010099",NA,"hypothetical protein",50,5,111,1,1,1,0,0,0,0,111,"hypothetical protein(111)","NA(111)",570,957,874.89,3276,1,"Kin002_05658",NA,NA
"g004892_000002","g004892","ssuC","Putative aliphatic sulfonates transport permease protein SsuC",70,16,111,1.01,1,2,0,1,0,1,112,"Putative aliphatic sulfonates transport permease protein SsuC(111):hypothetical protein(1)","ssuC(111):NA(1)",321,870,860.97,3284,1,"Kin002_03848","NCPPB2659_03899",NA
"g004689","g004689",NA,"hypothetical protein",50,17,110,1,1,1,0,0,0,0,110,"hypothetical protein(110)","NA(110)",288,294,288.16,3285,1,"Kin002_03405","NCPPB2659_03428","MAFF210266_04157"
"g007836_000003","g007836","napA","Periplasmic nitrate reductase",80,8,110,1,1,1,1,0,1,0,110,"Periplasmic nitrate reductase(111)","napA(111)",1047,2505,2482.46,3285,2,"Kin002_03404","NCPPB2659_03427","MAFF210266_04158"
"g006075_1_000003","g006075_1","napB","Periplasmic nitrate reductase%2C electron transfer subunit",70,11,110,1,1,1,0,0,0,0,110,"Periplasmic nitrate reductase%2C electron transfer subunit(110)","napB(110)",444,492,465.41,3285,3,"Kin002_03403","NCPPB2659_03426","MAFF210266_04159"
"g000649_1_000001","g000649_1",NA,"hypothetical protein",60,49,110,1.22,1,3,0,23,0,24,134,"hypothetical protein(134)","NA(134)",180,447,322.95,3288,1,NA,"NCPPB2659_02929",NA
"g003138_000002","g003138",NA,"hypothetical protein",70,25,110,1,1,1,0,0,0,0,110,"hypothetical protein(110)","NA(110)",426,435,430.39,3289,1,"Kin002_01150","NCPPB2659_01099","MAFF210266_01326"
"g004413_000002","g004413","ssuB","Aliphatic sulfonates import ATP-binding protein SsuB",70,18,110,1.01,1,2,1,1,1,1,111,"Aliphatic sulfonates import ATP-binding protein SsuB(111):Vitamin B12 import ATP-binding protein BtuD(1)","ssuB(111):btuD(1)",330,807,726.86,3290,1,"Kin002_03849","NCPPB2659_03900",NA
"g003428","g003428",NA,"hypothetical protein",50,22,110,1.02,1,2,1,2,1,2,112,"hypothetical protein(113)","NA(113)",252,771,717.88,3291,1,"Kin002_05094",NA,NA
"g004313_000002","g004313","axe1-6A","Carbohydrate acetyl esterase/feruloyl esterase",70,18,110,1,1,1,0,0,0,0,110,"Carbohydrate acetyl esterase/feruloyl esterase(110)","axe1-6A(110)",1158,1173,1158.14,3293,1,"Kin002_03856","NCPPB2659_03907",NA
"g001777_1_000001","g001777_1",NA,"hypothetical protein",60,33,110,1.11,1,2,0,12,0,12,122,"hypothetical protein(122)","NA(122)",873,966,944.58,3296,1,"Kin002_01078","NCPPB2659_01028","MAFF210266_01255"
"g005384_000002","g005384","ssuA","hypothetical protein",70,13,110,1.01,1,2,1,1,1,1,111,"hypothetical protein(102):Putative aliphatic sulfonates-binding protein(10)","NA(102):ssuA(10)",432,999,984.56,3297,1,"Kin002_03847","NCPPB2659_03898",NA
"g003289","g003289",NA,"Ribonuclease VapC30",50,24,110,1,1,1,0,0,0,0,110,"Ribonuclease VapC30(108):hypothetical protein(2)","NA(110)",219,396,381.65,3300,1,"Kin002_01504","NCPPB2659_01508","MAFF210266_04323"
"g002223_000001","g002223",NA,"hypothetical protein",60,30,109,1,1,1,3,0,3,0,109,"hypothetical protein(112)","NA(112)",468,1233,1199.36,3301,1,"Kin002_03430","NCPPB2659_03452","MAFF210266_04133"
"g003095","g003095",NA,"hypothetical protein",50,25,109,1,1,1,0,0,0,0,109,"hypothetical protein(109)","NA(109)",459,534,533.17,3301,2,"Kin002_03429","NCPPB2659_03451","MAFF210266_04134"
"g005535","g005535",NA,"hypothetical protein",50,14,109,1,1,1,0,0,0,0,109,"hypothetical protein(109)","NA(109)",279,375,307.02,3301,3,"Kin002_03428","NCPPB2659_03450","MAFF210266_04135"
"g001683","g001683",NA,"hypothetical protein",50,35,109,1,1,1,0,0,0,0,109,"hypothetical protein(109)","NA(109)",519,690,676.71,3307,1,"Kin002_03420","NCPPB2659_03442","MAFF210266_04143"
"g001357_000001","g001357",NA,"hypothetical protein",60,35,109,1,1,1,1,0,1,0,109,"hypothetical protein(110)","NA(110)",132,648,574.88,3309,1,"Kin002_00929","NCPPB2659_00878","MAFF210266_01108"
"g004686_000002","g004686",NA,"hypothetical protein",70,17,109,1.01,1,2,0,1,0,1,110,"hypothetical protein(110)","NA(110)",300,414,306.98,3312,1,"Kin002_03537","NCPPB2659_03559","MAFF210266_04026"
"g004220_1_000003","g004220_1",NA,"hypothetical protein",70,18,109,1,1,1,0,0,0,0,109,"hypothetical protein(109)","NA(109)",336,345,344.56,3313,1,"Kin002_04098","NCPPB2659_04090","MAFF210266_02044"
"g005101","g005101","gno","Gluconate 5-dehydrogenase",50,15,109,1,1,1,0,0,0,0,109,"Gluconate 5-dehydrogenase(86):5-keto-D-gluconate 5-reductase(23)","gno(86):idnO(23)",330,771,745.4,3315,1,"Kin002_03813","NCPPB2659_03864",NA
"g001666_1_000006","g001666_1",NA,"hypothetical protein",90,19,108,1,1,1,0,0,0,0,108,"hypothetical protein(108)","NA(108)",378,441,437.58,3327,1,"Kin002_04760","NCPPB2659_04701","MAFF210266_01438"
"g003545_1_000001","g003545_1",NA,"hypothetical protein",60,17,108,1.03,1,2,1,3,1,3,111,"hypothetical protein(112)","NA(112)",183,645,438.48,3328,1,"Kin002_02049","NCPPB2659_02050","(MAFF210266_02761:MAFF210266_02762)"
