"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","Tul003","S2","CFBP6927","M109cC1478"
"g021798","g021798",NA,"hypothetical protein",50,2,20,1,1,1,0,0,0,0,20,"hypothetical protein(20)","NA(20)",324,615,338.55,8596,1,"Tul003_04772",NA,NA,NA
"g021448_000003","g021448",NA,"hypothetical protein",80,2,20,1,1,1,0,0,0,0,20,"hypothetical protein(20)","NA(20)",954,957,954.15,8596,2,"Tul003_04771",NA,NA,NA
"g022170_000005","g022170",NA,"hypothetical protein",95,2,20,1,1,1,0,0,0,0,20,"hypothetical protein(20)","NA(20)",483,483,483,8596,3,"Tul003_04768",NA,NA,NA
"g020236_000003","g020236","cpdA","3'%2C5'-cyclic adenosine monophosphate phosphodiesterase CpdA",80,2,20,1,1,1,0,0,0,0,20,"3'%2C5'-cyclic adenosine monophosphate phosphodiesterase CpdA(15):hypothetical protein(5)","cpdA(15):NA(5)",957,1332,1238.25,8597,1,"Tul003_04980",NA,NA,NA
"g026968_000006","g026968",NA,"hypothetical protein",98,1,20,1,1,1,0,0,0,0,20,"hypothetical protein(20)","NA(20)",2064,2064,2064,8597,2,"Tul003_04979",NA,NA,NA
"g039430_000006","g039430",NA,"hypothetical protein",98,1,20,1,1,1,0,0,0,0,20,"hypothetical protein(20)","NA(20)",1056,1056,1056,8597,3,"Tul003_04978",NA,NA,NA
"g005557_1_000010","g005557_1",NA,"hypothetical protein",90,11,20,1.05,1,2,0,1,0,1,21,"hypothetical protein(21)","NA(21)",2016,2022,2018.71,8600,1,NA,"S2_02609;S2_02665",NA,NA
"g008194_000003","g008194",NA,"hypothetical protein",80,8,20,1.05,1,2,0,1,0,1,21,"hypothetical protein(21)","NA(21)",1032,1032,1032,8600,2,NA,"S2_02608;S2_02664",NA,NA
"g006645_000003","g006645",NA,"hypothetical protein",80,11,20,1.05,1,2,0,1,0,1,21,"hypothetical protein(21)","NA(21)",324,327,326.86,8600,3,NA,"S2_02607;S2_02663",NA,NA
"g048612_000006","g048612","ttgV","HTH-type transcriptional regulator TtgV",98,1,20,1,1,1,0,0,0,0,20,"HTH-type transcriptional regulator TtgV(19):HTH-type transcriptional regulator SrpS(1)","ttgV(19):srpS(1)",765,765,765,8604,1,"Tul003_04893",NA,NA,NA
"g043585_000006","g043585",NA,"hypothetical protein",98,1,20,1,1,1,0,0,0,0,20,"hypothetical protein(20)","NA(20)",438,438,438,8604,2,"Tul003_04892",NA,NA,NA
"g013999_1_000009","g013999_1",NA,"hypothetical protein",90,2,20,1,1,1,0,0,0,0,20,"hypothetical protein(20)","NA(20)",195,195,195,8611,1,"Tul003_04761",NA,NA,NA
"g023081_000004","g023081",NA,"hypothetical protein",90,2,20,1,1,1,0,0,0,0,20,"hypothetical protein(20)","NA(20)",180,765,209.25,8611,2,"Tul003_04760",NA,NA,NA
"g025319_000004","g025319",NA,"hypothetical protein",90,2,20,1,1,1,0,0,0,0,20,"hypothetical protein(20)","NA(20)",417,417,417,8613,1,"Tul003_05009",NA,NA,NA
"g019628_000002","g019628","amiC","hypothetical protein",70,2,20,1,1,1,0,0,0,0,20,"hypothetical protein(19):Aliphatic amidase expression-regulating protein(1)","NA(19):amiC(1)",1194,1194,1194,8613,2,"Tul003_05010",NA,NA,NA
"g007639_000001","g007639","rpaR","HTH-type quorum sensing-dependent transcriptional regulator RpaR",60,9,20,1,1,1,0,0,0,0,20,"HTH-type quorum sensing-dependent transcriptional regulator RpaR(18):hypothetical protein(2)","rpaR(18):NA(2)",741,867,760.65,8614,1,"Tul003_00842","S2_00502",NA,"M109cC1478_01781"
"g008317","g008317","bjaI","hypothetical protein",50,8,20,1,1,1,0,0,0,0,20,"hypothetical protein(14):4-coumaroyl-homoserine lactone synthase(3):Isovaleryl-homoserine lactone synthase(3)","NA(14):bjaI(3):rpaI(3)",558,702,657,8614,2,"Tul003_00841","S2_00503",NA,"M109cC1478_01780"
"g004865_1_000004","g004865_1",NA,"hypothetical protein",70,13,20,1,1,1,0,0,0,0,20,"hypothetical protein(20)","NA(20)",669,744,690.45,8615,1,NA,"S2_02613",NA,NA
"g010862_000004","g010862",NA,"hypothetical protein",90,6,20,1.05,1,2,0,1,0,1,21,"hypothetical protein(21)","NA(21)",372,468,379.29,8615,2,NA,"S2_02612;S2_02668",NA,NA
"g004620_000003","g004620",NA,"hypothetical protein",80,15,20,1.05,1,2,0,1,0,1,21,"hypothetical protein(21)","NA(21)",201,552,385.86,8617,1,NA,"S2_04552",NA,"M109cC1478_00245"
"g003313_2_000002","g003313_2","purU","Formyltetrahydrofolate deformylase",60,2,20,1,1,1,0,0,0,0,20,"Formyltetrahydrofolate deformylase(20)","purU(20)",849,852,849.15,8618,1,"Tul003_04995",NA,NA,NA
"g008854_2_000009","g008854_2",NA,"IS110 family transposase ISAtu7",95,5,20,1,1,1,0,0,0,0,20,"IS110 family transposase ISAtu7(20)","NA(20)",561,1203,689.4,8623,1,NA,NA,NA,"M109cC1478_01203"
"g021911_000005","g021911",NA,"hypothetical protein",95,2,20,2,2,2,0,20,0,20,40,"hypothetical protein(40)","NA(40)",573,573,573,8626,1,"Tul003_04937;Tul003_05107",NA,NA,NA
"g003196_2_000001","g003196_2","mdtA","hypothetical protein",60,12,20,1.2,1,3,0,3,0,4,24,"hypothetical protein(22):Multidrug resistance protein MdtA(2)","NA(22):mdtA(2)",1029,1074,1061.5,8636,1,NA,"S2_03736;S2_04606",NA,"M109cC1478_02906;M109cC1478_03139"
"g008656_000002","g008656","fhuA","Ferrichrome outer membrane transporter/phage receptor",70,7,20,1,1,1,0,0,0,0,20,"Ferrichrome outer membrane transporter/phage receptor(20)","fhuA(20)",2145,2220,2153.4,8637,1,NA,"S2_04104","CFBP6927_04191",NA
"g006313","g006313",NA,"hypothetical protein",50,11,20,1.25,1,2,0,5,0,5,25,"hypothetical protein(25)","NA(25)",1323,1389,1370.76,8640,1,NA,"S2_02620",NA,NA
"g027241_000006","g027241","cirA","Colicin I receptor",98,1,20,1,1,1,0,0,0,0,20,"Colicin I receptor(20)","cirA(20)",2076,2076,2076,8641,1,"Tul003_05116",NA,NA,NA
"g010789_1_000019","g010789_1",NA,"hypothetical protein",98,1,20,1,1,1,0,0,0,0,20,"hypothetical protein(20)","NA(20)",216,216,216,8643,1,"Tul003_04945",NA,NA,NA
"g015629_1_000012","g015629_1","mco","Multicopper oxidase mco",98,1,20,1,1,1,0,0,0,0,20,"Multicopper oxidase mco(20)","mco(20)",1392,1392,1392,8657,1,"Tul003_05113",NA,NA,NA
"g020232_000001","g020232",NA,"hypothetical protein",60,2,20,1,1,1,0,0,0,0,20,"hypothetical protein(20)","NA(20)",1335,1353,1352.1,8673,1,"Tul003_04963",NA,NA,NA
"g020066_000003","g020066",NA,"hypothetical protein",80,2,20,1,1,1,0,0,0,0,20,"hypothetical protein(20)","NA(20)",240,324,244.2,8677,1,"Tul003_04870",NA,NA,"M109cC1478_00021"
"g040832_000006","g040832",NA,"hypothetical protein",98,1,20,1,1,1,0,0,0,0,20,"hypothetical protein(20)","NA(20)",351,351,351,8681,1,"Tul003_04867",NA,NA,NA
"g006244_1_000007","g006244_1",NA,"hypothetical protein",90,9,20,1,1,1,0,0,0,0,20,"hypothetical protein(20)","NA(20)",1206,2151,1901.7,8682,1,NA,NA,NA,"M109cC1478_00067"
"g030606_000006","g030606","dppA","Periplasmic dipeptide transport protein",98,1,20,1,1,1,0,0,0,0,20,"Periplasmic dipeptide transport protein(20)","dppA(20)",1506,1506,1506,8683,1,"Tul003_04929",NA,NA,NA
"g009397_000001","g009397",NA,"hypothetical protein",60,7,20,1,1,1,0,0,0,0,20,"hypothetical protein(20)","NA(20)",213,696,670.95,8684,1,NA,"S2_01343",NA,NA
"g022920_000001","g022920",NA,"hypothetical protein",60,2,20,1,1,1,0,0,0,0,20,"hypothetical protein(20)","NA(20)",195,342,202.35,8687,1,"Tul003_04785",NA,NA,NA
"g003864_2_000002","g003864_2","hipA","hypothetical protein",70,7,20,1,1,1,0,0,0,0,20,"hypothetical protein(19):Serine/threonine-protein kinase toxin HipA(1)","NA(19):hipA(1)",1242,1308,1269,8690,1,NA,NA,NA,"M109cC1478_04087"
"g016505_000005","g016505",NA,"hypothetical protein",95,3,20,1,1,1,0,0,0,0,20,"hypothetical protein(20)","NA(20)",630,630,630,8697,1,"Tul003_05131",NA,NA,NA
"g002479_2_000013","g002479_2","xpkA","Xylulose-5-phosphate phosphoketolase",80,6,20,1.1,1,3,0,1,0,2,22,"Xylulose-5-phosphate phosphoketolase(20):phosphoketolase(2)","xpkA(20):NA(2)",522,2394,2137.36,8698,1,NA,"S2_04611",NA,NA
"g019842_000005","g019842","hcaT","putative 3-phenylpropionic acid transporter",95,2,20,1,1,1,0,0,0,0,20,"putative 3-phenylpropionic acid transporter(20)","hcaT(20)",1161,1215,1163.7,8700,1,"Tul003_04916",NA,NA,NA
"g047499_000006","g047499","bacC","Dihydroanticapsin 7-dehydrogenase",98,1,20,2,2,2,0,20,0,20,40,"Dihydroanticapsin 7-dehydrogenase(40)","bacC(40)",819,819,819,8702,1,"Tul003_04939;Tul003_05105",NA,NA,NA
"g004163_1_000008","g004163_1",NA,"hypothetical protein",80,14,20,1.2,1,2,0,4,0,4,24,"hypothetical protein(24)","NA(24)",216,798,764.75,8703,1,NA,"S2_04962",NA,NA
"g006322_2_000006","g006322_2","gcvT","Aminomethyltransferase",80,2,20,1,1,1,0,0,0,0,20,"Aminomethyltransferase(20)","gcvT(20)",1401,1407,1401.3,8705,1,"Tul003_04993",NA,NA,NA
"g030457_000006","g030457",NA,"hypothetical protein",98,1,20,1,1,1,0,0,0,0,20,"hypothetical protein(20)","NA(20)",531,1542,1353.75,8724,1,"Tul003_05360",NA,NA,NA
"g001094_2_000002","g001094_2","dhaK","hypothetical protein",70,14,20,1.05,1,2,0,1,0,1,21,"hypothetical protein(17):Dihydroxyacetone kinase(3):PEP-dependent dihydroxyacetone kinase%2C dihydroxyacetone-binding subunit DhaK(1)","NA(17):dhaK(4)",177,1695,1379.57,8725,1,"Tul003_04427","S2_04332","CFBP6927_04412","M109cC1478_00989"
"g024587_000005","g024587",NA,"hypothetical protein",95,2,20,1,1,1,0,0,0,0,20,"hypothetical protein(20)","NA(20)",240,240,240,8726,1,"Tul003_04823",NA,NA,NA
"g012420_000004","g012420",NA,"hypothetical protein",90,5,20,1,1,1,0,0,0,0,20,"hypothetical protein(20)","NA(20)",435,435,435,8727,1,NA,"S2_03457","CFBP6927_01828",NA
"g002535_3","g002535_3",NA,"hypothetical protein",50,15,20,1,1,1,0,0,0,0,20,"hypothetical protein(20)","NA(20)",324,807,375.3,8728,1,NA,"S2_02796",NA,NA
"g002979_2","g002979_2","cckA","Sensor kinase CckA",50,16,20,1.05,1,2,0,1,0,1,21,"Sensor kinase CckA(10):hypothetical protein(5):Blue-light-activated protein(3):Regulator of RpoS(1):Response regulator receiver protein CpdR(1):Sensor histidine kinase RcsC(1)","cckA(10):NA(8):rcsC(1):rssB(1):cpdR(1)",240,447,380.86,8729,1,NA,NA,NA,"M109cC1478_04010"
"g029139_000006","g029139","sugC","Trehalose import ATP-binding protein SugC",98,1,20,1,1,1,0,0,0,0,20,"Trehalose import ATP-binding protein SugC(20)","sugC(20)",294,294,294,8739,1,"Tul003_05099",NA,NA,NA
"g016113_000005","g016113","ubiE","Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE",95,2,20,1,1,1,2,0,2,0,20,"Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE(17):hypothetical protein(3):putative methyltransferase(2)","ubiE(17):NA(5)",258,831,756.82,8746,1,"Tul003_05132",NA,NA,NA
"g006508_000001","g006508",NA,"hypothetical protein",60,10,20,1,1,1,0,0,0,0,20,"hypothetical protein(20)","NA(20)",264,375,360.45,8748,1,NA,NA,NA,"M109cC1478_03613"
"g007776_000001","g007776",NA,"hypothetical protein",60,8,20,1,1,1,0,0,0,0,20,"hypothetical protein(20)","NA(20)",417,765,727.5,8751,1,NA,"S2_04731",NA,NA
"g038790_000006","g038790","ycjP","Inner membrane ABC transporter permease protein YcjP",98,1,19,1,1,1,0,0,0,0,19,"Inner membrane ABC transporter permease protein YcjP(19)","ycjP(19)",873,873,873,8759,1,"Tul003_05063",NA,NA,NA
"g031558_000006","g031558","ycjO","Inner membrane ABC transporter permease protein YcjO",98,1,19,1,1,1,0,0,0,0,19,"Inner membrane ABC transporter permease protein YcjO(19)","ycjO(19)",936,936,936,8759,2,"Tul003_05062",NA,NA,NA
"g028609_000006","g028609","sugC","Trehalose import ATP-binding protein SugC",98,1,19,1,1,1,0,0,0,0,19,"Trehalose import ATP-binding protein SugC(19)","sugC(19)",1065,1065,1065,8759,3,"Tul003_05061",NA,NA,NA
"g029016_000006","g029016",NA,"hypothetical protein",98,1,19,1,1,1,0,0,0,0,19,"hypothetical protein(19)","NA(19)",1401,1401,1401,8759,4,"Tul003_05060",NA,NA,NA
"g038592_000006","g038592","Vejaci","3%2C6-anhydro-alpha-L-galactonate cycloisomerase",98,1,19,1,1,1,0,0,0,0,19,"3%2C6-anhydro-alpha-L-galactonate cycloisomerase(19)","Vejaci(19)",1092,1092,1092,8759,5,"Tul003_05059",NA,NA,NA
"g040230_000006","g040230",NA,"hypothetical protein",98,1,19,1,1,1,0,0,0,0,19,"hypothetical protein(19)","NA(19)",906,906,906,8759,6,"Tul003_05058",NA,NA,NA
"g043850_000006","g043850","iclR","Transcriptional repressor IclR",98,1,19,1,1,1,0,0,0,0,19,"Transcriptional repressor IclR(19)","iclR(19)",837,837,837,8759,7,"Tul003_05057",NA,NA,NA
"g036814_000006","g036814",NA,"hypothetical protein",98,1,19,1,1,1,0,0,0,0,19,"hypothetical protein(19)","NA(19)",177,177,177,8759,8,"Tul003_05056",NA,NA,NA
"g048858_000006","g048858",NA,"hypothetical protein",98,1,19,1,1,1,0,0,0,0,19,"hypothetical protein(19)","NA(19)",714,714,714,8760,1,"Tul003_04958",NA,NA,NA
"g034827_000006","g034827",NA,"hypothetical protein",98,1,19,1,1,1,0,0,0,0,19,"hypothetical protein(19)","NA(19)",558,558,558,8760,2,"Tul003_04959",NA,NA,NA
"g044115_000006","g044115",NA,"hypothetical protein",98,1,19,1,1,1,0,0,0,0,19,"hypothetical protein(19)","NA(19)",471,471,471,8760,3,"Tul003_04960",NA,NA,NA
"g035836_000006","g035836",NA,"hypothetical protein",98,1,19,1,1,1,0,0,0,0,19,"hypothetical protein(19)","NA(19)",519,519,519,8760,4,"Tul003_04961",NA,NA,NA
"g047709_000006","g047709",NA,"hypothetical protein",98,1,19,1,1,1,0,0,0,0,19,"hypothetical protein(19)","NA(19)",393,393,393,8760,5,"Tul003_04962",NA,NA,NA
"g033564_000006","g033564",NA,"hypothetical protein",98,1,19,1,1,1,0,0,0,0,19,"hypothetical protein(19)","NA(19)",561,561,561,8763,1,"Tul003_04996",NA,NA,NA
"g028095_000006","g028095","adhT","Alcohol dehydrogenase",98,1,19,1,1,1,0,0,0,0,19,"Alcohol dehydrogenase(19)","adhT(19)",1185,1185,1185,8763,2,"Tul003_04997",NA,NA,NA
"g032949_000006","g032949",NA,"hypothetical protein",98,1,19,1,1,1,0,0,0,0,19,"hypothetical protein(19)","NA(19)",621,621,621,8763,3,"Tul003_04998",NA,NA,NA
"g027976_000006","g027976","dmdC","3-methylmercaptopropionyl-CoA dehydrogenase",98,1,19,1,1,1,0,0,0,0,19,"3-methylmercaptopropionyl-CoA dehydrogenase(19)","dmdC(19)",1743,1743,1743,8763,4,"Tul003_04999",NA,NA,NA
"g028232_000006","g028232",NA,"Long-chain-fatty-acid--CoA ligase FadD13",98,1,19,1,1,1,0,0,0,0,19,"Long-chain-fatty-acid--CoA ligase FadD13(19)","NA(19)",1485,1485,1485,8764,1,"Tul003_05001",NA,NA,NA
"g029782_000006","g029782","nanT","Putative sialic acid transporter",98,1,19,1,1,1,0,0,0,0,19,"Putative sialic acid transporter(19)","nanT(19)",1341,1341,1341,8764,2,"Tul003_05003",NA,NA,NA
"g041222_000006","g041222",NA,"hypothetical protein",98,1,19,1,1,1,0,0,0,0,19,"hypothetical protein(19)","NA(19)",333,333,333,8764,3,"Tul003_05004",NA,NA,NA
"g035589_000006","g035589","dgcT","putative diguanylate cyclase DgcT",98,1,19,1,1,1,0,0,0,0,19,"putative diguanylate cyclase DgcT(19)","dgcT(19)",648,648,648,8764,4,"Tul003_05007",NA,NA,NA
"g048454_000006","g048454",NA,"hypothetical protein",98,1,19,1,1,1,0,0,0,0,19,"hypothetical protein(19)","NA(19)",777,777,777,8765,1,"Tul003_05040",NA,NA,NA
"g030554_000006","g030554","rbsA","Ribose import ATP-binding protein RbsA",98,1,19,1,1,1,0,0,0,0,19,"Ribose import ATP-binding protein RbsA(19)","rbsA(19)",1518,1518,1518,8765,2,"Tul003_05041",NA,NA,NA
"g032375_000006","g032375","rbsC","Ribose import permease protein RbsC",98,1,19,1,1,1,0,0,0,0,19,"Ribose import permease protein RbsC(19)","rbsC(19)",984,984,984,8765,3,"Tul003_05042",NA,NA,NA
"g039517_000006","g039517","aes","Acetyl esterase",98,1,19,1,1,1,0,0,0,0,19,"Acetyl esterase(19)","aes(19)",915,915,915,8765,4,"Tul003_05043",NA,NA,NA
"g029901_000006","g029901",NA,"putative protein",98,1,19,1,1,1,0,0,0,0,19,"putative protein(19)","NA(19)",1272,1272,1272,8766,1,"Tul003_05026",NA,NA,NA
"g028096_000006","g028096","mlc","Protein mlc",98,1,19,1,1,1,0,0,0,0,19,"Protein mlc(19)","mlc(19)",1185,1185,1185,8766,2,"Tul003_05027",NA,NA,NA
"g032411_000006","g032411","rbsC","Ribose import permease protein RbsC",98,1,19,1,1,1,0,0,0,0,19,"Ribose import permease protein RbsC(19)","rbsC(19)",981,981,981,8766,3,"Tul003_05028",NA,NA,NA
"g031964_000006","g031964","xypA","Xylitol-binding protein",98,1,19,1,1,1,0,0,0,0,19,"Xylitol-binding protein(19)","xypA(19)",960,960,960,8766,4,"Tul003_05029",NA,NA,NA
"g005028_1_000001","g005028_1",NA,"Type IV secretion system protein VirB11",60,14,19,1.05,1,2,0,1,0,1,20,"Type IV secretion system protein VirB11(20)","NA(20)",1011,1029,1023.45,8770,1,NA,NA,NA,"M109cC1478_04778"
"g004966_000001","g004966",NA,"hypothetical protein",60,15,19,1.05,1,2,0,1,0,1,20,"hypothetical protein(20)","NA(20)",2001,2103,2080.95,8770,2,NA,NA,NA,"M109cC1478_04779"
"g007727_000002","g007727",NA,"hypothetical protein",70,8,19,1.05,1,2,0,1,0,1,20,"hypothetical protein(20)","NA(20)",213,300,278.25,8771,1,NA,NA,NA,"M109cC1478_04769"
"g007187_000001","g007187","virB4","Type IV secretion system protein virB4",60,9,19,1.05,1,2,0,1,0,1,20,"Type IV secretion system protein virB4(20)","virB4(20)",2358,2460,2432.25,8771,2,NA,NA,NA,"M109cC1478_04768"
"g005996_000001","g005996",NA,"hypothetical protein",60,12,19,1.05,1,2,0,1,0,1,20,"hypothetical protein(20)","NA(20)",519,543,538.05,8781,1,NA,NA,NA,"M109cC1478_04765"
"g007061_000001","g007061",NA,"hypothetical protein",60,10,19,1.05,1,2,0,1,0,1,20,"hypothetical protein(20)","NA(20)",699,720,705.6,8781,2,NA,NA,NA,"M109cC1478_04766"
"g047954_000006","g047954",NA,"hypothetical protein",98,1,19,1,1,1,0,0,0,0,19,"hypothetical protein(19)","NA(19)",381,381,381,8784,1,"Tul003_04983",NA,NA,NA
"g040433_000006","g040433",NA,"hypothetical protein",98,1,19,1,1,1,0,0,0,0,19,"hypothetical protein(19)","NA(19)",1080,1080,1080,8784,2,"Tul003_04982",NA,NA,NA
"g037257_000006","g037257",NA,"hypothetical protein",98,1,19,1,1,1,0,0,0,0,19,"hypothetical protein(19)","NA(19)",162,165,162.32,8788,1,"Tul003_04955",NA,NA,NA
"g009081_3_000026","g009081_3",NA,"hypothetical protein",98,1,19,1,1,1,0,0,0,0,19,"hypothetical protein(19)","NA(19)",630,630,630,8788,2,"Tul003_04956",NA,NA,NA
"g006653_000002","g006653","virB9","Type IV secretion system protein virB9",70,10,19,1.05,1,2,0,1,0,1,20,"Type IV secretion system protein virB9(15):Protein virB9(5)","virB9(20)",810,816,810.9,8791,1,NA,NA,NA,"M109cC1478_04776"
"g018492","g018492",NA,"hypothetical protein",50,3,19,1,1,1,0,0,0,0,19,"hypothetical protein(19)","NA(19)",210,321,303.79,8799,1,NA,"S2_02646",NA,NA
"g042373_000006","g042373",NA,"hypothetical protein",98,1,19,1,1,1,0,0,0,0,19,"hypothetical protein(19)","NA(19)",222,222,222,8803,1,"Tul003_04762",NA,NA,NA
"g004579","g004579","mltF","Membrane-bound lytic murein transglycosylase F",50,17,19,1,1,1,1,0,1,0,19,"Membrane-bound lytic murein transglycosylase F(18):hypothetical protein(2)","mltF(18):NA(2)",372,978,876.75,8816,1,NA,NA,NA,"M109cC1478_04771"
"g041505_000006","g041505",NA,"hypothetical protein",98,1,19,1,1,1,0,0,0,0,19,"hypothetical protein(19)","NA(19)",246,246,246,8836,1,"Tul003_04824",NA,NA,NA
"g010377_000003","g010377",NA,"hypothetical protein",80,6,19,1,1,1,0,0,0,0,19,"hypothetical protein(19)","NA(19)",1053,1056,1054.89,8842,1,NA,"S2_01889","CFBP6927_03133",NA
"g007085","g007085",NA,"hypothetical protein",50,10,19,1.11,1,2,0,2,0,2,21,"hypothetical protein(21)","NA(21)",273,330,308.57,8855,1,NA,NA,NA,"M109cC1478_04468"
"g004960_000001","g004960","rep","ATP-dependent DNA helicase Rep",60,15,19,1.11,1,2,5,2,5,2,21,"ATP-dependent DNA helicase Rep(20):hypothetical protein(6)","rep(20):NA(6)",342,2754,1786.27,8866,1,NA,NA,NA,"M109cC1478_03848"
"g008227_000001","g008227",NA,"hypothetical protein",60,8,19,1,1,1,0,0,0,0,19,"hypothetical protein(19)","NA(19)",564,570,569.05,8881,1,NA,"S2_02500","CFBP6927_03630",NA
"g041504_000006","g041504",NA,"hypothetical protein",98,1,19,1,1,1,0,0,0,0,19,"hypothetical protein(19)","NA(19)",246,246,246,8882,1,"Tul003_04793",NA,NA,NA
"g004986_1_000006","g004986_1",NA,"hypothetical protein",80,13,19,1.26,1,4,0,3,0,5,24,"hypothetical protein(24)","NA(24)",915,1179,1153.25,8888,1,NA,"S2_04965",NA,NA
"g030925_000006","g030925",NA,"hypothetical protein",98,1,19,1,1,1,0,0,0,0,19,"hypothetical protein(19)","NA(19)",1137,1137,1137,8898,1,"Tul003_05031",NA,NA,NA
"g007673_000001","g007673","vjbR","HTH-type quorum sensing-dependent transcriptional regulator VjbR",60,9,19,1,1,1,0,0,0,0,19,"HTH-type quorum sensing-dependent transcriptional regulator VjbR(12):hypothetical protein(7)","vjbR(12):NA(7)",741,753,749.05,8901,1,NA,NA,NA,"M109cC1478_04029"
"g007838","g007838",NA,"hypothetical protein",50,8,19,1,1,1,0,0,0,0,19,"hypothetical protein(19)","NA(19)",2502,2610,2604.32,8917,1,NA,NA,"CFBP6927_03539",NA
"g048162_000006","g048162",NA,"hypothetical protein",98,1,19,1,1,1,0,0,0,0,19,"hypothetical protein(19)","NA(19)",369,369,369,8929,1,"Tul003_04987",NA,NA,NA
"g005236_000002","g005236",NA,"hypothetical protein",70,14,19,1,1,1,0,0,0,0,19,"hypothetical protein(19)","NA(19)",294,1179,1025.84,8931,1,"Tul003_01447",NA,NA,NA
"g036137_000006","g036137",NA,"hypothetical protein",98,1,19,1,1,1,0,0,0,0,19,"hypothetical protein(19)","NA(19)",195,195,195,8937,1,"Tul003_05067",NA,NA,NA
"g046328_000006","g046328",NA,"hypothetical protein",98,1,19,1,1,1,0,0,0,0,19,"hypothetical protein(19)","NA(19)",741,741,741,8939,1,"Tul003_04992",NA,NA,NA
"g004714_1_000001","g004714_1",NA,"hypothetical protein",60,11,18,1.06,1,2,2,1,3,1,19,"hypothetical protein(22)","NA(22)",174,1851,1116.41,8968,1,NA,"S2_04960",NA,NA
"g005577_1_000006","g005577_1",NA,"hypothetical protein",80,10,18,1,1,1,0,0,0,0,18,"hypothetical protein(18)","NA(18)",786,864,856,8968,2,NA,"S2_04961",NA,NA
"g007588","g007588",NA,"hypothetical protein",50,9,18,1,1,1,0,0,0,0,18,"hypothetical protein(18)","NA(18)",198,360,272.67,8982,1,NA,"S2_05617",NA,NA
"g005498","g005498",NA,"hypothetical protein",50,14,18,1,1,1,0,0,0,0,18,"hypothetical protein(18)","NA(18)",363,396,383.83,8990,1,NA,"S2_04654",NA,"M109cC1478_03858"
"g006473_000002","g006473",NA,"hypothetical protein",70,11,18,1.11,1,2,0,2,0,2,20,"hypothetical protein(20)","NA(20)",396,513,481.65,8996,1,NA,NA,NA,"M109cC1478_03031;M109cC1478_05045"
"g005828","g005828",NA,"hypothetical protein",50,13,18,1,1,1,0,0,0,0,18,"hypothetical protein(18)","NA(18)",246,321,263.17,8997,1,NA,"S2_01652",NA,NA
"g000632_2","g000632_2",NA,"hypothetical protein",50,13,18,1,1,1,0,0,0,0,18,"hypothetical protein(18)","NA(18)",537,600,561.67,9004,1,NA,NA,NA,"M109cC1478_02080"
"g011980","g011980",NA,"hypothetical protein",50,5,18,1,1,1,0,0,0,0,18,"hypothetical protein(18)","NA(18)",189,198,194.33,9011,1,"Tul003_01651","S2_03387","CFBP6927_01897","M109cC1478_00761"
"g011457_000001","g011457",NA,"D-mannonate dehydratase",60,5,18,1,1,1,0,0,0,0,18,"D-mannonate dehydratase(17):D-galactonate dehydratase family member(1)","NA(18)",1155,1155,1155,9014,1,"Tul003_03735","S2_04787","CFBP6927_03688","M109cC1478_05924"
"g044034_000006","g044034",NA,"hypothetical protein",98,1,18,1,1,1,0,0,0,0,18,"hypothetical protein(18)","NA(18)",477,477,477,9021,1,"Tul003_05114",NA,NA,NA
"g006929_1_000001","g006929_1",NA,"hypothetical protein",60,9,18,1.06,1,2,0,1,0,1,19,"hypothetical protein(19)","NA(19)",609,702,615,9022,1,NA,NA,NA,"M109cC1478_04772"
"g007469","g007469",NA,"hypothetical protein",50,9,18,1,1,1,0,0,0,0,18,"hypothetical protein(18)","NA(18)",294,627,607,9032,1,NA,NA,NA,"M109cC1478_02393"
"g006338","g006338","dsbD","Thiol:disulfide interchange protein DsbD",50,11,18,1,1,1,0,0,0,0,18,"Thiol:disulfide interchange protein DsbD(18)","dsbD(18)",717,1875,1795,9035,1,"Tul003_02205","S2_03590","CFBP6927_02464","M109cC1478_03905"
"g006583_000001","g006583",NA,"hypothetical protein",60,11,18,1.06,1,2,0,1,0,1,19,"hypothetical protein(19)","NA(19)",321,363,343.26,9036,1,NA,NA,NA,"M109cC1478_04770"
"g006200","g006200",NA,"hypothetical protein",50,12,18,1.11,1,2,0,2,0,2,20,"hypothetical protein(20)","NA(20)",261,300,282.75,9057,1,NA,NA,"CFBP6927_00400",NA
"g005693_000001","g005693","noc","Nucleoid occlusion protein",60,13,18,1,1,1,0,0,0,0,18,"Nucleoid occlusion protein(14):hypothetical protein(4)","noc(14):NA(4)",987,996,995.33,9058,1,NA,"S2_05520",NA,"M109cC1478_03056"
"g006419_000002","g006419",NA,"hypothetical protein",70,11,18,1,1,1,0,0,0,0,18,"hypothetical protein(18)","NA(18)",795,987,893.5,9059,1,NA,"S2_02750","CFBP6927_03435","M109cC1478_05738"
