"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","DSM25558","DSM25559","B203","SBV_31","SBV_32","SBV33","NCPPB1650"
"g009915_000002","g009915","stp","Multidrug resistance protein Stp",70,6,32,1,1,1,0,0,0,0,32,"Multidrug resistance protein Stp(31):hypothetical protein(1)","stp(31):NA(1)",600,1419,1393.41,7207,2,NA,NA,"B203_04556",NA,NA,NA,NA
"g001582_2_000001","g001582_2",NA,"hypothetical protein",60,8,32,1,1,1,0,0,0,0,32,"hypothetical protein(32)","NA(32)",234,381,352.88,7208,1,"DSM25558_02007",NA,NA,"SBV_31_04959","SBV_32_04427","SBV33_04737","NCPPB1650_04080"
"g003879","g003879",NA,"hypothetical protein",50,20,32,1.03,1,2,0,1,0,1,33,"hypothetical protein(33)","NA(33)",1089,1209,1168.91,7219,1,NA,NA,NA,NA,NA,NA,"NCPPB1650_00739"
"g004698","g004698","pytH","hypothetical protein",50,16,32,1.09,1,2,0,3,0,3,35,"hypothetical protein(32):Pyrethroid hydrolase(3)","NA(32):pytH(3)",513,774,719.4,7220,1,NA,"DSM25559_00324",NA,NA,NA,NA,NA
"g005471_000004","g005471","yvgN","Glyoxal reductase",90,14,32,1.03,1,2,0,1,0,1,33,"Glyoxal reductase(28):hypothetical protein(5)","yvgN(28):NA(5)",231,912,765.18,7226,1,"DSM25558_05231","DSM25559_04472","B203_04436","SBV_31_04383","SBV_32_04785","SBV33_04382","NCPPB1650_02206"
"g000383_2","g000383_2",NA,"hypothetical protein",50,15,32,1,1,1,0,0,0,0,32,"hypothetical protein(32)","NA(32)",186,1425,1237.31,7234,1,"DSM25558_00578","DSM25559_02777","B203_03316","SBV_31_00611","SBV_32_00610","SBV33_00609","NCPPB1650_04765"
"g001455_2","g001455_2","flgD","hypothetical protein",50,10,32,1,1,1,0,0,0,0,32,"hypothetical protein(31):Basal-body rod modification protein FlgD(1)","NA(31):flgD(1)",414,450,426.94,7238,1,"DSM25558_03915","DSM25559_01776","B203_02226","SBV_31_01490","SBV_32_01506","SBV33_01478","NCPPB1650_00839"
"g004166_000002","g004166",NA,"hypothetical protein",70,19,32,1,1,1,0,0,0,0,32,"hypothetical protein(32)","NA(32)",219,546,526.41,7246,1,"DSM25558_04529",NA,NA,NA,NA,NA,NA
"g007949","g007949","sotB","hypothetical protein",50,8,32,1,1,1,0,0,0,0,32,"hypothetical protein(30):sugar efflux transporter(2)","NA(30):sotB(2)",777,1251,890.53,7247,1,NA,"DSM25559_02239",NA,NA,NA,NA,NA
"g002809_000001","g002809",NA,"hypothetical protein",60,25,32,1.06,1,2,2,2,2,2,34,"hypothetical protein(36)","NA(36)",210,2244,1917.58,7249,1,NA,NA,NA,NA,NA,NA,"NCPPB1650_00626"
"g010692_000001","g010692",NA,"hypothetical protein",60,6,32,1,1,1,0,0,0,0,32,"hypothetical protein(32)","NA(32)",360,396,378,7253,1,NA,NA,NA,NA,NA,NA,"NCPPB1650_00115"
"g003235","g003235",NA,"hypothetical protein",50,24,32,1,1,1,0,0,0,0,32,"hypothetical protein(32)","NA(32)",312,531,402.84,7255,1,NA,NA,NA,NA,NA,NA,"NCPPB1650_00621"
"g003569_000002","g003569",NA,"hypothetical protein",70,22,32,1,1,1,0,0,0,0,32,"hypothetical protein(32)","NA(32)",570,573,571.5,7256,1,NA,NA,NA,NA,NA,NA,"NCPPB1650_00604"
"g007236_000001","g007236",NA,"hypothetical protein",60,9,31,1,1,1,0,0,0,0,31,"hypothetical protein(31)","NA(31)",1014,1581,1532.42,7278,1,NA,"DSM25559_00142",NA,NA,NA,NA,NA
"g005325_000004","g005325",NA,"hypothetical protein",90,9,31,1,1,1,5,0,5,0,31,"hypothetical protein(36)","NA(36)",186,1272,743.83,7283,1,NA,"DSM25559_05299","(B203_00135:B203_00136)","SBV_31_01177","SBV_32_01177","SBV33_01174","NCPPB1650_01331"
"g010513","g010513",NA,"hypothetical protein",50,6,31,1,1,1,0,0,0,0,31,"hypothetical protein(31)","NA(31)",180,285,183.39,7291,1,"DSM25558_02916",NA,NA,NA,NA,NA,NA
"g006670_000001","g006670",NA,"hypothetical protein",60,10,31,1,1,1,0,0,0,0,31,"hypothetical protein(31)","NA(31)",2496,2526,2505.19,7294,1,NA,"DSM25559_00306","B203_00475","SBV_31_00952","SBV_32_00952","SBV33_00950","NCPPB1650_01101"
"g007057_000003","g007057",NA,"Soluble epoxide hydrolase",80,10,31,1,1,1,0,0,0,0,31,"Soluble epoxide hydrolase(31)","NA(31)",276,849,808.94,7296,1,"DSM25558_03121","DSM25559_01096","B203_04571",NA,NA,NA,NA
"g005451_000002","g005451",NA,"hypothetical protein",70,13,31,1,1,1,0,0,0,0,31,"hypothetical protein(31)","NA(31)",471,516,510.48,7297,1,NA,NA,NA,NA,NA,NA,"NCPPB1650_00624"
"g002740_000001","g002740",NA,"hypothetical protein",60,27,31,1.13,1,2,0,4,0,4,35,"hypothetical protein(35)","NA(35)",678,930,919.54,7299,1,NA,NA,NA,NA,NA,NA,"NCPPB1650_00760"
"g005111","g005111",NA,"hypothetical protein",50,15,31,1.03,1,2,0,1,0,1,32,"hypothetical protein(32)","NA(32)",198,501,488.53,7304,1,NA,"DSM25559_00303","B203_00478","SBV_31_00955","SBV_32_00955","SBV33_00953","NCPPB1650_01098"
"g004198_1_000005","g004198_1","bacC","Dihydroanticapsin 7-dehydrogenase",80,18,31,1,1,1,2,0,2,0,31,"Dihydroanticapsin 7-dehydrogenase(31):Glucose 1-dehydrogenase 1(2)","bacC(31):gdhI(2)",285,684,639.45,7313,1,"DSM25558_00851","DSM25559_03909","B203_01226","SBV_31_02945","SBV_32_03104","SBV33_03071","NCPPB1650_02654"
"g003201_1_000001","g003201_1",NA,"IS3 family transposase IS1312",60,21,31,1.35,1,4,3,8,3,11,42,"IS3 family transposase IS1312(34):IS3 family transposase ISRm1(8):hypothetical protein(3)","NA(45)",249,873,713.67,7314,1,NA,NA,"B203_01619",NA,NA,NA,NA
"g013344_000002","g013344","fecR","Protein FecR",70,4,31,1,1,1,0,0,0,0,31,"Protein FecR(31)","fecR(31)",942,942,942,7318,1,"DSM25558_04777","DSM25559_04453","B203_04417","SBV_31_04364","SBV_32_04766","SBV33_04363","NCPPB1650_02187"
"g004226_000003","g004226",NA,"hypothetical protein",80,19,31,1.1,1,2,0,3,0,3,34,"hypothetical protein(34)","NA(34)",231,252,238.94,7321,1,NA,NA,"B203_04101",NA,NA,NA,"NCPPB1650_00761"
"g004933_000002","g004933",NA,"hypothetical protein",70,16,31,1.06,1,2,0,2,0,2,33,"hypothetical protein(33)","NA(33)",204,420,409.45,7329,1,"DSM25558_04868",NA,NA,NA,NA,NA,NA
"g010207_000002","g010207","ghrB","Glyoxylate/hydroxypyruvate reductase B",70,6,30,1,1,1,0,0,0,0,30,"Glyoxylate/hydroxypyruvate reductase B(18):Hydroxypyruvate reductase(12)","ghrB(18):NA(12)",981,987,985.8,7341,1,NA,NA,NA,"SBV_31_04518","SBV_32_04921","SBV33_04518","NCPPB1650_02341"
"g006194_2_000004","g006194_2","fliY","L-cystine-binding protein FliY",70,4,30,1,1,1,0,0,0,0,30,"L-cystine-binding protein FliY(28):Membrane-bound lytic murein transglycosylase F(2)","fliY(28):mltF(2)",804,804,804,7341,2,NA,NA,NA,"SBV_31_04519","SBV_32_04922","SBV33_04519","NCPPB1650_02342"
"g006137_2_000003","g006137_2","yecS","L-cystine transport system permease protein YecS",70,5,30,1,1,1,0,0,0,0,30,"L-cystine transport system permease protein YecS(28):putative glutamine ABC transporter permease protein GlnM(2)","yecS(28):glnM(2)",705,726,706.9,7341,3,NA,NA,NA,"SBV_31_04520","SBV_32_04923","SBV33_04520","NCPPB1650_02343"
"g006617","g006617","yqjF","Inner membrane protein YqjF",50,11,30,1,1,1,0,0,0,0,30,"Inner membrane protein YqjF(28):Inner membrane protein YphA(1):hypothetical protein(1)","yqjF(28):NA(1):yphA(1)",396,435,431.4,7342,1,"DSM25558_01715",NA,NA,NA,NA,NA,NA
"g007033_1_000001","g007033_1","cynR","hypothetical protein",60,7,30,1.03,1,2,0,1,0,1,31,"hypothetical protein(30):HTH-type transcriptional regulator CynR(1)","NA(30):cynR(1)",852,864,863.42,7361,1,NA,NA,"B203_04569",NA,NA,NA,NA
"g008334_000001","g008334",NA,"hypothetical protein",60,8,30,1,1,1,0,0,0,0,30,"hypothetical protein(30)","NA(30)",195,693,597.2,7370,1,"DSM25558_03728","DSM25559_04780","B203_02750","SBV_31_00051","SBV_32_00051","SBV33_00051","NCPPB1650_04206"
"g005104","g005104",NA,"hypothetical protein",50,15,30,1,1,1,0,0,0,0,30,"hypothetical protein(30)","NA(30)",225,297,252.5,7380,1,"DSM25558_05292",NA,"B203_01627",NA,NA,NA,"NCPPB1650_02135"
"g004720","g004720","hipO","Hippurate hydrolase",50,15,30,1.03,1,2,0,1,0,1,31,"Hippurate hydrolase(26):hypothetical protein(5)","hipO(26):NA(5)",177,1179,980.42,7382,1,NA,"DSM25559_00224","B203_00568",NA,NA,NA,NA
"g005717","g005717",NA,"hypothetical protein",50,13,30,1,1,1,0,0,0,0,30,"hypothetical protein(30)","NA(30)",174,573,491.8,7385,1,NA,"DSM25559_04614","B203_00062",NA,NA,NA,NA
"g005065_000002","g005065",NA,"hypothetical protein",70,15,30,1,1,1,3,0,3,0,30,"hypothetical protein(33)","NA(33)",267,1098,875.73,7396,1,NA,NA,NA,NA,NA,NA,"NCPPB1650_00584"
"g003870","g003870",NA,"hypothetical protein",50,19,30,1,1,1,2,0,2,0,30,"hypothetical protein(32)","NA(32)",486,1434,1278.66,7400,1,"DSM25558_04530",NA,NA,NA,NA,NA,NA
"g004467_000001","g004467",NA,"Tn3 family transposase ISNpu13",60,16,30,1,1,1,12,0,12,0,30,"Tn3 family transposase ISNpu13(29):hypothetical protein(14)","NA(43)",129,2910,1754.09,7405,1,"DSM25558_04934",NA,NA,NA,NA,NA,NA
"g006475_000001","g006475","rhaR","HTH-type transcriptional activator RhaR",60,11,30,1,1,1,0,0,0,0,30,"HTH-type transcriptional activator RhaR(21):hypothetical protein(9)","rhaR(21):NA(9)",219,912,770,7406,1,"DSM25558_04272","DSM25559_04413","B203_04377","SBV_31_04323","SBV_32_04726","SBV33_04323","NCPPB1650_02146"
"g009143","g009143","allA","Ureidoglycolate lyase",50,7,30,1,1,1,0,0,0,0,30,"Ureidoglycolate lyase(30)","allA(30)",477,489,486.6,7407,1,NA,NA,NA,"SBV_31_04512","SBV_32_04915","SBV33_04512","NCPPB1650_02335"
"g002139_2","g002139_2","gdhIV","Glucose 1-dehydrogenase 4",50,21,30,1.27,1,3,1,7,1,8,38,"Glucose 1-dehydrogenase 4(8):putative oxidoreductase(7):Diacetyl reductase [(S)-acetoin forming](6):3-oxoacyl-[acyl-carrier-protein] reductase FabG(5):Glucose 1-dehydrogenase(5):3-alpha-hydroxycholanate dehydrogenase (NADP(+))(5):4-formylbenzenesulfonate dehydrogenase TsaC1/TsaC2(2):Glucose 1-dehydrogenase 1(1)","gdhIV(8):fabG2(7):fabG(5):NA(5):baiA(5):butA(4):budC(2):tsaC1(2):gdhI(1)",654,756,740.15,7419,1,NA,NA,NA,"SBV_31_04610","SBV_32_05013","SBV33_04610","NCPPB1650_02433"
"g004049","g004049","ltxD","Leukotoxin export protein LtxD",50,19,30,1.03,1,2,0,1,0,1,31,"Leukotoxin export protein LtxD(15):Hemolysin secretion protein D%2C chromosomal(8):hypothetical protein(4):Hemolysin secretion protein D%2C plasmid(4)","ltxD(15):hlyD(12):NA(4)",480,1503,1293.1,7420,1,"DSM25558_03933",NA,NA,NA,NA,NA,NA
"g008668","g008668","sdgC","Salicyloyl-CoA 5-hydroxylase",50,6,29,1,1,1,0,0,0,0,29,"Salicyloyl-CoA 5-hydroxylase(29)","sdgC(29)",1143,1161,1143.62,7429,1,"DSM25558_03165","DSM25559_01049",NA,NA,NA,NA,NA
"g007215","g007215","bclA","Benzoate--CoA ligase",50,9,29,1,1,1,0,0,0,0,29,"Benzoate--CoA ligase(22):hypothetical protein(7)","bclA(22):NA(7)",345,1668,1348.34,7429,2,"DSM25558_03164","DSM25559_01050",NA,NA,NA,NA,NA
"g007103","g007103",NA,"hypothetical protein",50,10,29,1,1,1,0,0,0,0,29,"hypothetical protein(29)","NA(29)",216,219,216.31,7430,1,NA,"DSM25559_05091","B203_00431","SBV_31_00803","SBV_32_00803","SBV33_00801","NCPPB1650_01249"
"g007583","g007583","phoB","hypothetical protein",50,8,29,1,1,1,0,0,0,0,29,"hypothetical protein(23):Phosphate regulon transcriptional regulatory protein PhoB(6)","NA(23):phoB(6)",531,741,726.21,7430,2,NA,"DSM25559_05092","B203_00430","SBV_31_00802","SBV_32_00802","SBV33_00800","NCPPB1650_01250"
"g004476_2_000001","g004476_2","gsiD","Glutathione transport system permease protein GsiD",60,7,29,1,1,1,0,0,0,0,29,"Glutathione transport system permease protein GsiD(29)","gsiD(29)",813,819,815.79,7435,1,NA,"DSM25559_00271",NA,NA,NA,NA,NA
"g003165_2","g003165_2","yejF","putative ABC transporter ATP-binding protein YejF",50,9,29,1,1,1,0,0,0,0,29,"putative ABC transporter ATP-binding protein YejF(21):Glutathione import ATP-binding protein GsiA(8)","yejF(21):gsiA(8)",1164,1665,1630.45,7435,2,NA,"DSM25559_00270",NA,NA,NA,NA,NA
"g005816","g005816",NA,"hypothetical protein",50,13,29,1,1,1,0,0,0,0,29,"hypothetical protein(29)","NA(29)",183,354,324,7438,1,NA,NA,NA,"SBV_31_02488","SBV_32_02451","SBV33_02490","NCPPB1650_01800"
"g003489_2","g003489_2","bglB","Thermostable beta-glucosidase B",50,19,29,1.17,1,2,7,5,7,5,34,"Thermostable beta-glucosidase B(28):Acetylornithine deacetylase(13)","bglB(28):argE(13)",1206,2415,1999.98,7440,1,"DSM25558_04925",NA,NA,NA,NA,NA,NA
"g005208","g005208",NA,"hypothetical protein",50,15,29,1,1,1,0,0,0,0,29,"hypothetical protein(29)","NA(29)",432,468,444.93,7443,1,"DSM25558_03289","DSM25559_02305","B203_02847","SBV_31_00148","SBV_32_00147","SBV33_00147","NCPPB1650_04302"
"g005657_000002","g005657",NA,"hypothetical protein",70,13,29,1.03,1,2,0,1,0,1,30,"hypothetical protein(30)","NA(30)",573,576,575.5,7447,1,"DSM25558_03928",NA,NA,"SBV_31_01505","SBV_32_01521","SBV33_01493","NCPPB1650_03199"
"g010650_000001","g010650",NA,"hypothetical protein",60,6,29,1,1,1,0,0,0,0,29,"hypothetical protein(29)","NA(29)",819,849,831.83,7453,1,"DSM25558_05391","DSM25559_02511","B203_03052","SBV_31_00346","SBV_32_00345","SBV33_00345","NCPPB1650_04501"
"g004899","g004899","hcaB","hypothetical protein",50,16,29,1,1,1,0,0,0,0,29,"hypothetical protein(22):3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase(4):2-(R)-hydroxypropyl-CoM dehydrogenase(2):Fatty acyl-CoA reductase(1)","NA(22):hcaB(4):xecD(2):acr1(1)",741,855,799.55,7456,1,NA,"DSM25559_04652","B203_00100","SBV_31_01274","SBV_32_01276","SBV33_01272","NCPPB1650_00186"
"g006352","g006352",NA,"hypothetical protein",50,11,29,1,1,1,0,0,0,0,29,"hypothetical protein(29)","NA(29)",984,1134,1008.72,7463,1,"DSM25558_00184","DSM25559_03185",NA,NA,NA,NA,NA
"g007581_000004","g007581","cetB","2-epi-5-epi-valiolone epimerase",90,9,29,1,1,1,0,0,0,0,29,"2-epi-5-epi-valiolone epimerase(29)","cetB(29)",531,531,531,7470,1,NA,NA,"B203_04572",NA,NA,NA,NA
"g007096_000002","g007096",NA,"hypothetical protein",70,10,29,1,1,1,0,0,0,0,29,"hypothetical protein(29)","NA(29)",231,234,233.79,7476,1,"DSM25558_04311","DSM25559_02424","B203_02966","SBV_31_00259","SBV_32_00258","SBV33_00258","NCPPB1650_04413"
"g007122_000004","g007122","hcaB","3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase",90,10,29,1,1,1,0,0,0,0,29,"3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase(29)","hcaB(29)",825,825,825,7477,1,NA,NA,"B203_04570",NA,NA,NA,NA
"g001471_2_000003","g001471_2",NA,"hypothetical protein",70,10,29,1.28,1,3,0,4,0,8,37,"hypothetical protein(37)","NA(37)",153,192,186.73,7479,1,"DSM25558_05233","DSM25559_04470","B203_04434","SBV_31_00934;SBV_31_01137;SBV_31_04381","SBV_32_00934;SBV_32_01137;SBV_32_04783","SBV33_00932;SBV33_01134;SBV33_04380","NCPPB1650_01119;NCPPB1650_01291;NCPPB1650_02204"
"g008160_1_000003","g008160_1","rhaS","hypothetical protein",70,7,29,1.07,1,2,0,2,0,2,31,"hypothetical protein(27):HTH-type transcriptional activator RhaS(4)","NA(27):rhaS(4)",567,960,944.9,7483,1,"DSM25558_00157;DSM25558_00487","DSM25559_04558",NA,NA,NA,NA,NA
"g006481","g006481",NA,"hypothetical protein",50,11,29,1,1,1,0,0,0,0,29,"hypothetical protein(29)","NA(29)",432,441,433.76,7484,1,"DSM25558_03204","DSM25559_02148","B203_01864","SBV_31_01884","SBV_32_01903","SBV33_01873","NCPPB1650_03579"
"g006435_000003","g006435",NA,"hypothetical protein",80,11,29,1,1,1,0,0,0,0,29,"hypothetical protein(29)","NA(29)",627,1068,1009.03,7485,1,NA,NA,NA,"SBV_31_00893","SBV_32_00893","SBV33_00891","NCPPB1650_01160"
"g016241_000004","g016241",NA,"hypothetical protein",90,3,29,1,1,1,0,0,0,0,29,"hypothetical protein(29)","NA(29)",915,1023,918.72,7495,1,NA,NA,NA,NA,NA,NA,"NCPPB1650_00119"
"g005791_000002","g005791","ribN","hypothetical protein",70,13,29,1.14,1,3,0,2,0,4,33,"hypothetical protein(24):Riboflavin transporter(9)","NA(24):ribN(9)",801,915,892.18,7501,1,"DSM25558_03266","DSM25559_04840","B203_02811","SBV_31_00112","SBV_32_00112","SBV33_00112","NCPPB1650_04267"
"g004024_000001","g004024",NA,"hypothetical protein",60,20,29,1,1,1,0,0,0,0,29,"hypothetical protein(29)","NA(29)",273,384,376.97,7505,1,NA,NA,NA,NA,NA,NA,"NCPPB1650_00616"
"g006490","g006490",NA,"hypothetical protein",50,11,28,1,1,1,0,0,0,0,28,"hypothetical protein(28)","NA(28)",633,639,636.86,7533,1,"DSM25558_04320","DSM25559_02433","B203_02975","SBV_31_00268","SBV_32_00267","SBV33_00267","NCPPB1650_04422"
"g007803","g007803","pphA","Serine/threonine-protein phosphatase 1",50,9,28,1,1,1,0,0,0,0,28,"Serine/threonine-protein phosphatase 1(18):Bis(5'-nucleosyl)-tetraphosphatase%2C symmetrical(8):hypothetical protein(2)","pphA(18):apaH(8):NA(2)",720,798,735.64,7533,2,"DSM25558_04321","DSM25559_02434","B203_02976","SBV_31_00269","SBV_32_00268","SBV33_00268","NCPPB1650_04423"
"g004178_000001","g004178",NA,"hypothetical protein",60,19,28,1.36,1,2,0,10,0,10,38,"hypothetical protein(38)","NA(38)",174,408,350.53,7541,1,NA,"DSM25559_03027","B203_01647","SBV_31_01380;SBV_31_04626","SBV_32_01401;SBV_32_05030","SBV33_01405;SBV33_04627","NCPPB1650_02140;NCPPB1650_02449"
"g005455_000003","g005455",NA,"IS3 family transposase ISAtu4",80,14,28,1.04,1,2,0,1,0,1,29,"IS3 family transposase ISAtu4(23):hypothetical protein(6)","NA(29)",123,372,277.76,7544,1,NA,NA,NA,"SBV_31_01304","SBV_32_01306","SBV33_01302",NA
"g006326","g006326","yejF","putative ABC transporter ATP-binding protein YejF",50,11,28,1,1,1,1,0,1,0,28,"putative ABC transporter ATP-binding protein YejF(24):Glutathione import ATP-binding protein GsiA(2):Nickel import ATP-binding protein NikE(2):putative D%2CD-dipeptide transport ATP-binding protein DdpD(1)","yejF(24):gsiA(2):nikE(2):ddpD(1)",579,1404,1324.66,7545,1,"(DSM25558_03086:DSM25558_03087)","DSM25559_05458",NA,NA,NA,NA,NA
"g005630","g005630",NA,"hypothetical protein",50,13,28,1,1,1,0,0,0,0,28,"hypothetical protein(28)","NA(28)",1161,1206,1169.25,7546,1,NA,NA,"B203_01669",NA,NA,NA,NA
"g001666_2_000002","g001666_2",NA,"hypothetical protein",70,16,28,1.32,1,2,0,9,0,9,37,"hypothetical protein(37)","NA(37)",426,567,471.89,7547,1,"DSM25558_02604","DSM25559_01293","B203_03629","SBV_31_01133;SBV_31_03457","SBV_32_01133;SBV_32_03464","SBV33_01130;SBV33_03432","NCPPB1650_01287;NCPPB1650_03039"
"g008548_000001","g008548",NA,"4-hydroxybenzoyl-CoA thioesterase",60,8,28,1,1,1,0,0,0,0,28,"4-hydroxybenzoyl-CoA thioesterase(18):1%2C4-dihydroxy-2-naphthoyl-CoA hydrolase(10)","NA(28)",402,405,402.11,7550,1,"DSM25558_03166","DSM25559_01048",NA,NA,NA,NA,NA
"g005359_2_000001","g005359_2","gsiC","Glutathione transport system permease protein GsiC",60,6,28,1,1,1,0,0,0,0,28,"Glutathione transport system permease protein GsiC(28)","gsiC(28)",795,954,930.64,7556,1,NA,"DSM25559_00272",NA,NA,NA,NA,NA
"g006944_000004","g006944","yybR","hypothetical protein",90,10,28,1.18,1,3,0,4,0,5,33,"hypothetical protein(25):putative HTH-type transcriptional regulator YybR(8)","NA(25):yybR(8)",231,564,391,7561,1,NA,NA,"B203_00044",NA,NA,NA,NA
"g005815_000002","g005815",NA,"hypothetical protein",70,13,28,1,1,1,0,0,0,0,28,"hypothetical protein(28)","NA(28)",357,432,416.68,7567,1,NA,"DSM25559_00225","B203_02749","SBV_31_00050","SBV_32_00050","SBV33_00050","NCPPB1650_04205"
"g004424_000003","g004424",NA,"hypothetical protein",80,18,28,1,1,1,0,0,0,0,28,"hypothetical protein(28)","NA(28)",357,375,357.64,7576,1,NA,NA,NA,NA,NA,NA,"NCPPB1650_00744"
"g007008_000001","g007008",NA,"hypothetical protein",60,10,28,1.25,1,2,0,7,0,7,35,"hypothetical protein(35)","NA(35)",132,198,191.4,7579,1,"DSM25558_01485","DSM25559_03026","B203_01646","SBV_31_01381;SBV_31_04627","SBV_32_01402;SBV_32_05031","SBV33_01406;SBV33_04628","NCPPB1650_02139;NCPPB1650_02450"
"g007623_000001","g007623",NA,"hypothetical protein",60,9,28,1,1,1,0,0,0,0,28,"hypothetical protein(28)","NA(28)",846,891,868.07,7581,1,"DSM25558_00386","DSM25559_00470","B203_00659","SBV_31_04782","SBV_32_04604","SBV33_04914","NCPPB1650_03902"
"g005539_000002","g005539",NA,"hypothetical protein",70,14,28,1,1,1,0,0,0,0,28,"hypothetical protein(28)","NA(28)",297,312,297.54,7584,1,"DSM25558_00017","DSM25559_01421","B203_03502","SBV_31_03288","SBV_32_03634","SBV33_03602","NCPPB1650_01031"
"g006942_000001","g006942",NA,"hypothetical protein",60,10,28,1.04,1,2,0,1,0,1,29,"hypothetical protein(29)","NA(29)",555,567,557.48,7586,1,"DSM25558_02534","DSM25559_01223","B203_03699","SBV_31_03529","SBV_32_03393","SBV33_03360","NCPPB1650_03110"
"g003420","g003420",NA,"hypothetical protein",50,23,28,1.25,1,2,1,7,1,7,35,"hypothetical protein(36)","NA(36)",189,480,447.5,7593,1,NA,NA,"B203_04107","SBV_31_04616;SBV_31_04746","SBV_32_04640;SBV_32_05019","SBV33_04617;SBV33_04950","NCPPB1650_00767;NCPPB1650_02439"
"g006339","g006339",NA,"hypothetical protein",50,11,28,1,1,1,0,0,0,0,28,"hypothetical protein(28)","NA(28)",1011,1296,1070.57,7599,1,"DSM25558_04098","DSM25559_04135","B203_01398","SBV_31_02776","SBV_32_03273","SBV33_03240","NCPPB1650_02485"
"g007395","g007395",NA,"hypothetical protein",50,8,28,1,1,1,0,0,0,0,28,"hypothetical protein(28)","NA(28)",594,786,691.71,7605,1,"DSM25558_03168","DSM25559_01046",NA,NA,NA,NA,NA
"g003118_2_000001","g003118_2","ihfB","Integration host factor subunit beta",60,16,28,1.07,1,2,0,2,0,2,30,"Integration host factor subunit beta(30)","ihfB(30)",291,429,314.5,7612,1,"DSM25558_03099;DSM25558_04856",NA,NA,NA,NA,NA,NA
"g005445_000001","g005445",NA,"hypothetical protein",60,14,28,1,1,1,0,0,0,0,28,"hypothetical protein(28)","NA(28)",387,720,696.32,7620,1,NA,"DSM25559_00260",NA,"SBV_31_00992","SBV_32_00992","SBV33_00990","NCPPB1650_01061"
"g006125_000002","g006125",NA,"hypothetical protein",70,12,28,1,1,1,0,0,0,0,28,"hypothetical protein(28)","NA(28)",342,354,342.43,7627,1,"DSM25558_02433","DSM25559_03895","B203_01212",NA,NA,NA,NA
"g011494_000002","g011494",NA,"hypothetical protein",70,5,27,1,1,1,0,0,0,0,27,"hypothetical protein(27)","NA(27)",606,747,672.89,7635,1,NA,NA,NA,"SBV_31_00968","SBV_32_00968","SBV33_00966","NCPPB1650_01085"
"g011367_000002","g011367","gudP","putative glucarate transporter",70,5,27,1,1,1,0,0,0,0,27,"putative glucarate transporter(26):putative L-galactonate transporter(1)","gudP(26):lgoT(1)",1281,1311,1293.44,7635,2,NA,NA,NA,"SBV_31_00967","SBV_32_00967","SBV33_00965","NCPPB1650_01086"
"g012166_000001","g012166","benM","HTH-type transcriptional regulator BenM",60,5,27,1,1,1,0,0,0,0,27,"HTH-type transcriptional regulator BenM(19):HTH-type transcriptional regulator GltR(5):HTH-type transcriptional regulator YofA(2):Hydrogen peroxide-inducible genes activator(1)","benM(19):gltR(5):yofA(2):oxyR(1)",900,918,902.67,7635,3,NA,NA,NA,"SBV_31_00966","SBV_32_00966","SBV33_00964","NCPPB1650_01087"
"g007700_000003","g007700",NA,"hypothetical protein",80,9,27,1,1,1,0,0,0,0,27,"hypothetical protein(27)","NA(27)",249,249,249,7641,1,NA,NA,NA,"SBV_31_00895","SBV_32_00895","SBV33_00893","NCPPB1650_01158"
"g007424_000003","g007424",NA,"hypothetical protein",80,9,27,1,1,1,0,0,0,0,27,"hypothetical protein(27)","NA(27)",486,1026,966,7641,2,NA,NA,NA,"SBV_31_00894","SBV_32_00894","SBV33_00892","NCPPB1650_01159"
"g003824_1_000001","g003824_1",NA,"hypothetical protein",60,17,27,1,1,1,0,0,0,0,27,"hypothetical protein(27)","NA(27)",171,2256,1143.22,7650,1,NA,NA,NA,NA,NA,NA,"NCPPB1650_00724"
"g007690","g007690",NA,"hypothetical protein",50,9,27,1,1,1,0,0,0,0,27,"hypothetical protein(27)","NA(27)",297,345,324.22,7652,1,"DSM25558_04071","DSM25559_01885","B203_02122","SBV_31_01629","SBV_32_01646","SBV33_01617","NCPPB1650_03324"
"g003884_1_000003","g003884_1",NA,"IS21 family transposase ISPpu7",70,17,27,1.44,1,5,7,6,7,12,39,"IS21 family transposase ISPpu7(30):hypothetical protein(16)","NA(46)",291,1554,1140.98,7654,1,"DSM25558_03065","DSM25559_05440",NA,"SBV_31_02742","SBV_32_02198","SBV33_02744","NCPPB1650_01547"
"g007934_000001","g007934",NA,"hypothetical protein",60,8,27,1,1,1,0,0,0,0,27,"hypothetical protein(27)","NA(27)",1164,1182,1181.33,7660,1,"DSM25558_05133","DSM25559_05128","B203_04716","SBV_31_02138","SBV_32_02158","SBV33_02128","NCPPB1650_01537"
