"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","DE0009","KCJK1736"
"g001807","g001807",NA,"hypothetical protein",50,33,114,1,1,1,0,0,0,0,114,"hypothetical protein(114)","NA(114)",192,699,635.87,3218,1,"DE0009_03340","KCJK1736_03816"
"g002164_000002","g002164","dnaA","hypothetical protein",70,31,114,1,1,1,0,0,0,0,114,"hypothetical protein(99):Chromosomal replication initiator protein DnaA(15)","NA(99):dnaA(15)",423,438,423.71,3219,1,"DE0009_01425","KCJK1736_04151"
"g000619","g000619",NA,"hypothetical protein",50,52,114,1.25,1,3,0,28,0,29,143,"hypothetical protein(143)","NA(143)",216,237,229.3,3221,1,"DE0009_04705",NA
"g006063","g006063",NA,"hypothetical protein",50,12,114,1.01,1,2,0,1,0,1,115,"hypothetical protein(115)","NA(115)",576,579,576.91,3227,1,"DE0009_04824","KCJK1736_01357"
"g004746_000003","g004746","rutG","Putative pyrimidine permease RutG",80,13,113,1,1,1,1,0,1,0,113,"Putative pyrimidine permease RutG(113):hypothetical protein(1)","rutG(113):NA(1)",396,1452,1323.24,3232,1,"DE0009_03819","KCJK1736_03006"
"g004779","g004779",NA,"hypothetical protein",50,16,113,1,1,1,0,0,0,0,113,"hypothetical protein(113)","NA(113)",558,585,565.57,3233,1,"DE0009_00334",NA
"g002467_1_000007","g002467_1",NA,"hypothetical protein",80,23,113,1,1,1,0,0,0,0,113,"hypothetical protein(113)","NA(113)",171,450,437.63,3234,1,"DE0009_04195","KCJK1736_00989"
"g005748_000002","g005748","ntcA","Cyclic AMP receptor protein",70,12,113,1.01,1,2,0,1,0,1,114,"Cyclic AMP receptor protein(55):Global nitrogen regulator(49):CRP-like cAMP-activated global transcriptional regulator(6):Transcriptional regulator SdrP(2):hypothetical protein(2)","NA(59):ntcA(49):glxR(6)",543,798,701.55,3237,1,NA,"KCJK1736_02850"
"g003618","g003618",NA,"hypothetical protein",50,22,113,1,1,1,0,0,0,0,113,"hypothetical protein(113)","NA(113)",213,264,256.88,3241,1,"DE0009_00552","KCJK1736_00228"
"g001820_000002","g001820","dgoK1","putative 2-dehydro-3-deoxygalactonokinase DgoK1",70,34,112,1,1,1,1,0,1,0,112,"putative 2-dehydro-3-deoxygalactonokinase DgoK1(112):hypothetical protein(1)","dgoK1(112):NA(1)",213,915,904.04,3245,1,"DE0009_02940","KCJK1736_01937"
"g004656_000003","g004656","araD","L-2-keto-3-deoxyarabonate dehydratase",80,17,112,1,1,1,0,0,0,0,112,"L-2-keto-3-deoxyarabonate dehydratase(111):4-hydroxy-tetrahydrodipicolinate synthase(1)","araD(111):dapA(1)",906,909,908.95,3245,2,"DE0009_02941","KCJK1736_01936"
"g004536_000004","g004536","gci","D-galactarolactone cycloisomerase",90,17,112,1,1,1,0,0,0,0,112,"D-galactarolactone cycloisomerase(112)","gci(112)",1167,1167,1167,3245,3,"DE0009_02942","KCJK1736_01935"
"g005965_000004","g005965",NA,"hypothetical protein",90,12,112,1,1,1,1,0,1,0,112,"hypothetical protein(113)","NA(113)",174,1272,1260.66,3245,4,"DE0009_02943","KCJK1736_01934"
"g011890_000005","g011890","ycjO","Inner membrane ABC transporter permease protein YcjO",95,5,112,1,1,1,0,0,0,0,112,"Inner membrane ABC transporter permease protein YcjO(112)","ycjO(112)",927,927,927,3245,5,"DE0009_02944","KCJK1736_01933"
"g025144_000005","g025144","ycjP","Inner membrane ABC transporter permease protein YcjP",95,2,112,1,1,1,0,0,0,0,112,"Inner membrane ABC transporter permease protein YcjP(112)","ycjP(112)",831,831,831,3245,6,"DE0009_02945","KCJK1736_01932"
"g001787_000003","g001787","galE","UDP-glucose 4-epimerase",80,34,112,1,1,1,0,0,0,0,112,"UDP-glucose 4-epimerase(102):ADP-L-glycero-D-manno-heptose-6-epimerase(10)","galE(102):hldD(10)",975,984,983.68,3245,7,"DE0009_02947","KCJK1736_01930"
"g005019_000005","g005019",NA,"hypothetical protein",95,13,112,1,1,1,1,0,1,0,112,"hypothetical protein(112):6-deoxy-6-sulfogluconolactonase(1)","NA(113)",390,1683,1663.62,3245,8,"DE0009_02948","KCJK1736_01929"
"g003637_000003","g003637","fabG","3-oxoacyl-[acyl-carrier-protein] reductase FabG",80,22,112,1,1,1,0,0,0,0,112,"3-oxoacyl-[acyl-carrier-protein] reductase FabG(104):Gluconate 5-dehydrogenase(8)","fabG(104):gno(8)",762,762,762,3245,9,"DE0009_02949","KCJK1736_01928"
"g008861_000003","g008861","norB","Nitric oxide reductase subunit B",80,7,112,1,1,1,0,0,0,0,112,"Nitric oxide reductase subunit B(112)","norB(112)",756,1347,1341.67,3246,1,NA,"KCJK1736_02858"
"g005482_1_000006","g005482_1","nirQ","Denitrification regulatory protein NirQ",80,11,112,1,1,1,0,0,0,0,112,"Denitrification regulatory protein NirQ(112)","nirQ(112)",804,861,813.13,3246,2,NA,"KCJK1736_02857"
"g001957_000001","g001957",NA,"hypothetical protein",60,32,112,1.01,1,2,0,1,0,1,113,"hypothetical protein(113)","NA(113)",129,1899,1882.22,3246,3,NA,"KCJK1736_02856"
"g005338_000002","g005338","nirK","Copper-containing nitrite reductase",70,12,112,1,1,1,2,0,2,0,112,"Copper-containing nitrite reductase(114)","nirK(114)",417,1143,1123.11,3247,1,NA,"KCJK1736_02852"
"g001551","g001551",NA,"hypothetical protein",50,35,112,1,1,1,2,0,2,0,112,"hypothetical protein(114)","NA(114)",147,969,903.03,3247,2,NA,"KCJK1736_02851"
"g004643_000002","g004643",NA,"hypothetical protein",70,17,112,1,1,1,0,0,0,0,112,"hypothetical protein(112)","NA(112)",153,243,153.8,3250,1,"DE0009_00806","KCJK1736_00480"
"g005658","g005658",NA,"hypothetical protein",50,13,112,1,1,1,0,0,0,0,112,"hypothetical protein(112)","NA(112)",345,600,536.28,3252,1,NA,"KCJK1736_01321"
"g005522_000001","g005522","eryI","D-erythrulose-4-phosphate isomerase",60,14,112,1.02,1,2,0,2,0,2,114,"D-erythrulose-4-phosphate isomerase(114)","eryI(114)",438,471,452.95,3256,1,NA,"KCJK1736_01979"
"g002462","g002462",NA,"hypothetical protein",50,28,112,1.02,1,2,5,2,5,2,114,"hypothetical protein(119)","NA(119)",240,414,281.75,3257,1,"DE0009_04718",NA
"g001001","g001001","bsdB","putative UbiX-like flavin prenyltransferase",50,43,112,1,1,1,0,0,0,0,112,"putative UbiX-like flavin prenyltransferase(109):Flavin prenyltransferase UbiX(3)","bsdB(109):ubiX(3)",507,591,589.12,3258,1,NA,"KCJK1736_02864"
"g001043_000002","g001043","ubiD","3-octaprenyl-4-hydroxybenzoate carboxy-lyase",70,41,111,1,1,1,0,0,0,0,111,"3-octaprenyl-4-hydroxybenzoate carboxy-lyase(111)","ubiD(111)",1476,1575,1534.68,3263,1,NA,"KCJK1736_02865"
"g001564","g001564",NA,"hypothetical protein",50,36,111,1,1,1,0,0,0,0,111,"hypothetical protein(111)","NA(111)",504,516,515.51,3263,2,NA,"KCJK1736_02867"
"g005395_000003","g005395","yhbU","putative protease YhbU",80,12,111,1,1,1,1,0,1,0,111,"putative protease YhbU(112)","yhbU(112)",255,978,969.29,3263,3,NA,"KCJK1736_02868"
"g003060_000001","g003060",NA,"hypothetical protein",60,25,111,1,1,1,0,0,0,0,111,"hypothetical protein(111)","NA(111)",918,957,938.7,3263,4,NA,"KCJK1736_02869"
"g006280_000003","g006280","napC","Cytochrome c-type protein NapC",80,11,111,1.01,1,2,0,1,0,1,112,"Cytochrome c-type protein NapC(110):hypothetical protein(2)","napC(110):NA(2)",291,711,694.82,3264,1,NA,"KCJK1736_02880"
"g001161_000001","g001161",NA,"hypothetical protein",60,40,111,1.01,1,2,0,1,0,1,112,"hypothetical protein(112)","NA(112)",150,1221,1168.79,3264,2,NA,"KCJK1736_02874"
"g008385_000001","g008385",NA,"hypothetical protein",60,8,111,1,1,1,0,0,0,0,111,"hypothetical protein(111)","NA(111)",156,156,156,3267,1,NA,"KCJK1736_02862"
"g001797","g001797","ctaE","putative cytochrome c oxidase subunit 3",50,34,111,1,1,1,0,0,0,0,111,"putative cytochrome c oxidase subunit 3(72):hypothetical protein(36):Cytochrome c oxidase subunit 3(3)","ctaE(75):NA(36)",534,567,541.03,3267,2,NA,"KCJK1736_02861"
"g000636_2","g000636_2","dmlR","HTH-type transcriptional regulator DmlR",50,22,111,1.81,1,3,0,84,0,90,201,"HTH-type transcriptional regulator DmlR(189):HTH-type transcriptional regulator PgrR(7):hypothetical protein(4):HTH-type transcriptional regulator YofA(1)","dmlR(189):pgrR(7):NA(4):yofA(1)",363,927,878.93,3268,1,"DE0009_00267",NA
"g000128_3","g000128_3",NA,"hypothetical protein",50,17,111,1,1,1,0,0,0,0,111,"hypothetical protein(111)","NA(111)",642,672,665.54,3270,1,"DE0009_02396","KCJK1736_00695"
"g009488_000003","g009488","norC","Nitric oxide reductase subunit C",80,7,111,1,1,1,0,0,0,0,111,"Nitric oxide reductase subunit C(111)","norC(111)",453,453,453,3273,1,NA,"KCJK1736_02859"
"g004176_000001","g004176",NA,"hypothetical protein",60,19,111,1,1,1,0,0,0,0,111,"hypothetical protein(111)","NA(111)",168,180,178.59,3278,1,"DE0009_04429","KCJK1736_04986"
"g002041_1_000005","g002041_1",NA,"hypothetical protein",80,28,111,1.01,1,2,0,1,0,1,112,"hypothetical protein(112)","NA(112)",378,516,508.88,3282,1,"DE0009_04498","KCJK1736_05056"
"g004689","g004689",NA,"hypothetical protein",50,17,110,1,1,1,0,0,0,0,110,"hypothetical protein(110)","NA(110)",288,294,288.16,3285,1,NA,"KCJK1736_02877"
"g007836_000003","g007836","napA","Periplasmic nitrate reductase",80,8,110,1,1,1,1,0,1,0,110,"Periplasmic nitrate reductase(111)","napA(111)",1047,2505,2482.46,3285,2,NA,"KCJK1736_02878"
"g006075_1_000003","g006075_1","napB","Periplasmic nitrate reductase%2C electron transfer subunit",70,11,110,1,1,1,0,0,0,0,110,"Periplasmic nitrate reductase%2C electron transfer subunit(110)","napB(110)",444,492,465.41,3285,3,NA,"KCJK1736_02879"
"g000649_1_000001","g000649_1",NA,"hypothetical protein",60,49,110,1.22,1,3,0,23,0,24,134,"hypothetical protein(134)","NA(134)",180,447,322.95,3288,1,"DE0009_03881;DE0009_04573",NA
"g003138_000002","g003138",NA,"hypothetical protein",70,25,110,1,1,1,0,0,0,0,110,"hypothetical protein(110)","NA(110)",426,435,430.39,3289,1,"DE0009_00900","KCJK1736_00505"
"g003428","g003428",NA,"hypothetical protein",50,22,110,1.02,1,2,1,2,1,2,112,"hypothetical protein(113)","NA(113)",252,771,717.88,3291,1,NA,"KCJK1736_01326"
"g000837_000001","g000837",NA,"hypothetical protein",60,45,110,1.15,1,3,1,14,1,16,126,"hypothetical protein(127)","NA(127)",135,624,599.13,3292,1,"DE0009_02963","KCJK1736_01914"
"g001777_1_000001","g001777_1",NA,"hypothetical protein",60,33,110,1.11,1,2,0,12,0,12,122,"hypothetical protein(122)","NA(122)",873,966,944.58,3296,1,"DE0009_00987","KCJK1736_00592"
"g003289","g003289",NA,"Ribonuclease VapC30",50,24,110,1,1,1,0,0,0,0,110,"Ribonuclease VapC30(108):hypothetical protein(2)","NA(110)",219,396,381.65,3300,1,"DE0009_00551","KCJK1736_00227"
"g002223_000001","g002223",NA,"hypothetical protein",60,30,109,1,1,1,3,0,3,0,109,"hypothetical protein(112)","NA(112)",468,1233,1199.36,3301,1,NA,"KCJK1736_02853"
"g003095","g003095",NA,"hypothetical protein",50,25,109,1,1,1,0,0,0,0,109,"hypothetical protein(109)","NA(109)",459,534,533.17,3301,2,NA,"KCJK1736_02854"
"g005535","g005535",NA,"hypothetical protein",50,14,109,1,1,1,0,0,0,0,109,"hypothetical protein(109)","NA(109)",279,375,307.02,3301,3,NA,"KCJK1736_02855"
"g005342_1_000001","g005342_1","nicS","HTH-type transcriptional repressor NicS",60,12,109,1,1,1,0,0,0,0,109,"HTH-type transcriptional repressor NicS(45):hypothetical protein(41):HTH-type transcriptional regulator BetI(20):Fatty acid metabolism regulator protein(2):HTH-type transcriptional regulator AcrR(1)","nicS(45):NA(41):betI(20):fadR(2):acrR(1)",615,618,615.08,3305,1,"DE0009_02734","KCJK1736_03498"
"g001683","g001683",NA,"hypothetical protein",50,35,109,1,1,1,0,0,0,0,109,"hypothetical protein(109)","NA(109)",519,690,676.71,3307,1,NA,"KCJK1736_02863"
"g001357_000001","g001357",NA,"hypothetical protein",60,35,109,1,1,1,1,0,1,0,109,"hypothetical protein(110)","NA(110)",132,648,574.88,3309,1,"DE0009_01142","KCJK1736_04523"
"g004686_000002","g004686",NA,"hypothetical protein",70,17,109,1.01,1,2,0,1,0,1,110,"hypothetical protein(110)","NA(110)",300,414,306.98,3312,1,"DE0009_03006","KCJK1736_01869"
"g003645_000002","g003645","glgX","Glycogen operon protein GlgX ",70,20,109,1.03,1,2,0,3,0,3,112,"Glycogen operon protein GlgX (104):Glycogen debranching enzyme(8)","glgX(112)",174,3054,1980.4,3314,1,"DE0009_02858","KCJK1736_03394"
"g008043_000003","g008043","proP","Proline/betaine transporter",80,8,108,1,1,1,0,0,0,0,108,"Proline/betaine transporter(108)","proP(108)",1206,1521,1515.64,3320,1,"DE0009_02399","KCJK1736_00692"
"g002038_1_000013","g002038_1","ohrB","Organic hydroperoxide resistance protein OhrB",90,19,108,1.01,1,2,0,1,0,1,109,"Organic hydroperoxide resistance protein OhrB(109)","ohrB(109)",417,417,417,3323,1,"DE0009_04492","KCJK1736_05049"
"g001666_1_000006","g001666_1",NA,"hypothetical protein",90,19,108,1,1,1,0,0,0,0,108,"hypothetical protein(108)","NA(108)",378,441,437.58,3327,1,"DE0009_03627","KCJK1736_03192"
"g003545_1_000001","g003545_1",NA,"hypothetical protein",60,17,108,1.03,1,2,1,3,1,3,111,"hypothetical protein(112)","NA(112)",183,645,438.48,3328,1,"DE0009_00386",NA
"g000910_1_000001","g000910_1",NA,"hypothetical protein",60,35,108,1,1,1,5,0,5,0,108,"hypothetical protein(103):Extracellular serine protease(10)","NA(113)",504,4164,3629.79,3331,1,"DE0009_03653","KCJK1736_03171"
"g002556_000001","g002556","noc","hypothetical protein",60,28,108,1,1,1,0,0,0,0,108,"hypothetical protein(73):Nucleoid occlusion protein(35)","NA(73):noc(35)",1023,1041,1031.19,3333,1,"DE0009_00293","KCJK1736_01717"
"g000806_1_000007","g000806_1",NA,"hypothetical protein",80,27,108,1.04,1,2,0,4,0,4,112,"hypothetical protein(112)","NA(112)",186,300,298.85,3337,1,"DE0009_02866","KCJK1736_03386"
"g001668","g001668","napF","hypothetical protein",50,34,108,1,1,1,106,0,106,0,108,"hypothetical protein(107):Ferredoxin-type protein NapF(106):Electron transport complex subunit RsxB(1)","NA(107):napF(106):rsxB(1)",186,693,343.47,3338,1,NA,"(KCJK1736_02875:KCJK1736_02876)"
"g005383","g005383",NA,"Solute-binding protein",50,14,107,1,1,1,1,0,1,0,107,"Solute-binding protein(107):hypothetical protein(1)","NA(108)",192,1059,966.56,3339,1,"DE0009_03770","KCJK1736_03054"
"g005098","g005098",NA,"hypothetical protein",50,15,107,1,1,1,0,0,0,0,107,"hypothetical protein(107)","NA(107)",522,615,524.33,3339,2,"DE0009_03771","KCJK1736_03053"
"g008028_000002","g008028","dctM","C4-dicarboxylate TRAP transporter large permease protein DctM",70,8,107,1,1,1,0,0,0,0,107,"C4-dicarboxylate TRAP transporter large permease protein DctM(107)","dctM(107)",1281,1281,1281,3339,3,"DE0009_03772","KCJK1736_03052"
"g005527_000005","g005527","ssuC","Putative aliphatic sulfonates transport permease protein SsuC",95,13,107,1.01,1,2,0,1,0,1,108,"Putative aliphatic sulfonates transport permease protein SsuC(108)","ssuC(108)",645,837,805.83,3342,1,NA,"KCJK1736_02872"
"g004030_000003","g004030","tauB","Taurine import ATP-binding protein TauB",80,20,107,1.01,1,2,0,1,0,1,108,"Taurine import ATP-binding protein TauB(100):Aliphatic sulfonates import ATP-binding protein SsuB(6):hypothetical protein(1):Vitamin B12 import ATP-binding protein BtuD(1)","tauB(100):ssuB(6):NA(1):btuD(1)",360,768,749.64,3342,2,NA,"KCJK1736_02873"
"g002526_1_000001","g002526_1","fabG","3-oxoacyl-[acyl-carrier-protein] reductase FabG",60,18,107,1.02,1,2,2,2,2,2,109,"3-oxoacyl-[acyl-carrier-protein] reductase FabG(111)","fabG(111)",303,819,725.78,3345,1,NA,"KCJK1736_01772"
"g002260_000004","g002260",NA,"hypothetical protein",90,29,106,1,1,1,1,0,1,0,106,"hypothetical protein(107)","NA(107)",345,987,976.74,3352,1,NA,"KCJK1736_02871"
"g001835_000003","g001835",NA,"hypothetical protein",80,34,106,1,1,1,0,0,0,0,106,"hypothetical protein(106)","NA(106)",300,384,378.99,3352,2,NA,"KCJK1736_02870"
"g004887_000003","g004887",NA,"hypothetical protein",80,15,106,1,1,1,0,0,0,0,106,"hypothetical protein(106)","NA(106)",123,141,125.97,3353,1,"DE0009_01088",NA
"g002562_000002","g002562",NA,"IS3 family transposase ISXau3",70,23,106,1.11,1,6,0,7,0,12,118,"IS3 family transposase ISXau3(83):hypothetical protein(32):IS3 family transposase ISOgr1(3)","NA(118)",126,414,259.12,3360,1,"DE0009_02294","KCJK1736_02883"
"g004474_000003","g004474","gabD","Succinate-semialdehyde dehydrogenase [NADP(+)] GabD",80,16,106,1,1,1,11,0,11,0,106,"Succinate-semialdehyde dehydrogenase [NADP(+)] GabD(78):Glutarate-semialdehyde dehydrogenase DavD(27):Putrescine--pyruvate aminotransferase(11):NAD/NADP-dependent betaine aldehyde dehydrogenase(1)","gabD(78):davD(27):spuC(11):betB(1)",1404,2895,1484.05,3363,1,"DE0009_04470","KCJK1736_05027"
"g001094_1_000003","g001094_1","derK","hypothetical protein",80,27,106,1.04,1,2,0,4,0,4,110,"hypothetical protein(107):D-erythrulose kinase(2):Dihydroxyacetone kinase(1)","NA(107):derK(2):dhaK(1)",309,1695,1637.73,3365,1,"DE0009_02429","KCJK1736_00662"
"g001635_1_000004","g001635_1",NA,"Insertion element IS6110 uncharacterized 12.0 kDa protein",80,31,105,1.48,1,4,1,44,1,50,155,"Insertion element IS6110 uncharacterized 12.0 kDa protein(82):IS3 family transposase IS868(34):IS3 family transposase ISRtr2(32):hypothetical protein(8)","NA(156)",135,915,328.62,3377,1,"DE0009_04698",NA
"g001940_000004","g001940",NA,"hypothetical protein",90,33,105,1,1,1,0,0,0,0,105,"hypothetical protein(105)","NA(105)",291,291,291,3379,1,NA,"KCJK1736_02860"
"g005126","g005126","pgrR","HTH-type transcriptional regulator PgrR",50,14,104,1,1,1,0,0,0,0,104,"HTH-type transcriptional regulator PgrR(99):HTH-type transcriptional regulator DmlR(4):hypothetical protein(1)","pgrR(99):dmlR(4):NA(1)",225,927,903.46,3386,1,"DE0009_04743","KCJK1736_01795"
"g004403_000001","g004403",NA,"hypothetical protein",60,18,104,1.01,1,2,1,1,1,1,105,"hypothetical protein(106)","NA(106)",123,846,670.64,3387,1,"DE0009_01646","KCJK1736_01497"
"g001123_000001","g001123",NA,"hypothetical protein",60,41,104,1,1,1,0,0,0,0,104,"hypothetical protein(104)","NA(104)",348,894,838.33,3388,1,"DE0009_00700","KCJK1736_00374"
"g004080_1_000007","g004080_1","potA","Spermidine/putrescine import ATP-binding protein PotA",90,17,103,1,1,1,1,0,1,0,103,"Spermidine/putrescine import ATP-binding protein PotA(102):hypothetical protein(1):Vitamin B12 import ATP-binding protein BtuD(1)","potA(102):btuD(1):NA(1)",159,1197,1078.33,3397,1,"DE0009_02322","KCJK1736_00770"
"g006797_000005","g006797","phnV","hypothetical protein",95,9,103,1,1,1,1,0,1,0,103,"hypothetical protein(103):Putative 2-aminoethylphosphonate transport system permease protein PhnV(1)","NA(103):phnV(1)",489,1686,1669.76,3397,2,"DE0009_02321","KCJK1736_00771"
"g002546_000002","g002546",NA,"hypothetical protein",70,25,103,1.01,1,2,0,1,0,1,104,"hypothetical protein(104)","NA(104)",588,963,953.51,3397,3,"DE0009_02320","KCJK1736_00772"
"g002677","g002677","ygiC","Putative acid--amine ligase YgiC",50,26,103,1,1,1,3,0,3,0,103,"Putative acid--amine ligase YgiC(106)","ygiC(106)",546,1200,1117.36,3401,1,NA,"KCJK1736_03776"
"g002927","g002927",NA,"hypothetical protein",50,25,103,1,1,1,0,0,0,0,103,"hypothetical protein(103)","NA(103)",168,375,235.43,3406,1,NA,"KCJK1736_01129"
"g005744_000001","g005744","hcaB","hypothetical protein",60,12,103,1,1,1,0,0,0,0,103,"hypothetical protein(52):3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase(51)","NA(52):hcaB(51)",408,924,897.96,3415,1,NA,"KCJK1736_01773"
"g004086_000002","g004086",NA,"hypothetical protein",70,18,102,1.01,1,2,2,1,2,1,103,"hypothetical protein(106)","NA(106)",204,1305,1231.19,3418,1,"DE0009_02961","KCJK1736_01916"
"g005775_000004","g005775","araQ","L-arabinose transport system permease protein AraQ",90,13,102,1.01,1,2,0,1,0,1,103,"L-arabinose transport system permease protein AraQ(101):Lactose transport system permease protein LacG(2)","araQ(101):lacG(2)",645,882,879.35,3420,1,"DE0009_02959","KCJK1736_01918"
"g003985_000003","g003985","lacF","hypothetical protein",80,20,102,1.05,1,2,0,5,0,5,107,"hypothetical protein(106):Lactose transport system permease protein LacF(1)","NA(106):lacF(1)",270,1089,1048.09,3420,2,"DE0009_02960","KCJK1736_01917"
"g009046_000005","g009046",NA,"putative protein",95,7,102,1,1,1,0,0,0,0,102,"putative protein(102)","NA(102)",993,993,993,3422,1,"DE0009_02323","KCJK1736_00769"
"g005978_000004","g005978","nagC","hypothetical protein",90,12,102,1,1,1,1,0,1,0,102,"hypothetical protein(79):N-acetylglucosamine repressor(24)","NA(79):nagC(24)",513,1134,1119.06,3422,2,"DE0009_02324","KCJK1736_00768"
"g001669_000001","g001669","mshD","hypothetical protein",60,35,101,1,1,1,0,0,0,0,101,"hypothetical protein(99):Mycothiol acetyltransferase(2)","NA(99):mshD(2)",462,501,489.65,3444,1,"DE0009_01032","KCJK1736_04400"
"g001790_000001","g001790",NA,"hypothetical protein",60,33,101,1,1,1,0,0,0,0,101,"hypothetical protein(101)","NA(101)",549,678,631.96,3446,1,"DE0009_02939","KCJK1736_01938"
"g006024","g006024","aes","Acetyl esterase",50,12,100,1,1,1,2,0,2,0,100,"Acetyl esterase(70):hypothetical protein(30):Monoterpene epsilon-lactone hydrolase(2)","aes(70):NA(30):mlhB(2)",393,1119,925.68,3457,1,"DE0009_00347","KCJK1736_01665"
"g006197_000001","g006197",NA,"hypothetical protein",60,12,100,1,1,1,0,0,0,0,100,"hypothetical protein(100)","NA(100)",402,405,402.24,3458,1,NA,"KCJK1736_03774"
"g003672_000001","g003672",NA,"hypothetical protein",60,21,99,1,1,1,6,0,6,0,99,"hypothetical protein(105)","NA(105)",270,1272,1132.69,3463,1,"DE0009_01228","KCJK1736_04352"
"g001297_1_000001","g001297_1",NA,"hypothetical protein",60,32,99,1.06,1,2,0,6,0,6,105,"hypothetical protein(105)","NA(105)",225,273,233.26,3468,1,"DE0009_02972","KCJK1736_01905"
"g002883_000001","g002883",NA,"hypothetical protein",60,26,98,1,1,1,0,0,0,0,98,"hypothetical protein(98)","NA(98)",891,990,910.81,3487,1,"DE0009_00947","KCJK1736_00553"
"g006077_000001","g006077",NA,"hypothetical protein",60,12,98,1,1,1,0,0,0,0,98,"hypothetical protein(98)","NA(98)",255,483,480.67,3498,1,NA,"KCJK1736_04354"
"g006014_000003","g006014",NA,"hypothetical protein",80,12,97,1,1,1,0,0,0,0,97,"hypothetical protein(97)","NA(97)",894,951,900.03,3514,1,"DE0009_03824","KCJK1736_03002"
"g004446_000002","g004446",NA,"hypothetical protein",70,18,97,1.02,1,2,0,2,0,2,99,"hypothetical protein(99)","NA(99)",276,279,276.09,3518,1,"DE0009_00371",NA
"g002941_1_000001","g002941_1",NA,"hypothetical protein",60,25,97,1.15,1,2,0,15,0,15,112,"hypothetical protein(112)","NA(112)",279,297,279.43,3521,1,"DE0009_04579","KCJK1736_05095"
"g006314_000001","g006314","zwf1","Glucose-6-phosphate 1-dehydrogenase 1",60,11,96,1,1,1,1,0,1,0,96,"Glucose-6-phosphate 1-dehydrogenase 1(97)","zwf1(97)",663,1386,1361.75,3537,1,"DE0009_04512","KCJK1736_05070"
"g001251_1_000001","g001251_1",NA,"IS110 family transposase ISRel9",60,36,96,1.54,1,4,34,43,35,52,148,"IS110 family transposase ISRel9(101):hypothetical protein(83):IS110 family transposase ISMno20(2)","NA(186)",156,1227,685.47,3540,1,NA,"(KCJK1736_01660:KCJK1736_01661)"
"g003265_000002","g003265",NA,"hypothetical protein",70,24,95,1,1,1,0,0,0,0,95,"hypothetical protein(95)","NA(95)",156,399,332.08,3558,1,"DE0009_03019",NA
"g003336_000001","g003336",NA,"hypothetical protein",60,23,95,1,1,1,0,0,0,0,95,"hypothetical protein(95)","NA(95)",1053,1329,1199.4,3567,1,NA,"KCJK1736_01820"
"g007616_000003","g007616","araQ","L-arabinose transport system permease protein AraQ",80,9,94,1,1,1,0,0,0,0,94,"L-arabinose transport system permease protein AraQ(94)","araQ(94)",840,843,840.03,3572,1,NA,"KCJK1736_01964"
"g006088_1_000002","g006088_1","iolG","Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase",70,11,94,1,1,1,0,0,0,0,94,"Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase(94)","iolG(94)",1059,1068,1064.33,3572,2,NA,"KCJK1736_01963"
"g002661_000001","g002661","bioF","8-amino-7-oxononanoate synthase",60,26,94,1,1,1,1,0,1,0,94,"8-amino-7-oxononanoate synthase(87):Putative pyridoxal phosphate-dependent acyltransferase(7):hypothetical protein(1)","bioF(87):NA(8)",156,1431,1368.28,3573,1,NA,"KCJK1736_01822"
"g004539_1_000001","g004539_1",NA,"hypothetical protein",60,15,94,1.04,1,2,0,4,0,4,98,"hypothetical protein(74):IS5 family transposase ISKpn12(21):IS5 family transposase ISPaes2(2):IS5 family transposase ISPak1(1)","NA(98)",174,390,223.71,3578,1,"DE0009_04660",NA
"g001305_1_000001","g001305_1","dinJ","hypothetical protein",60,36,94,1.17,1,3,0,15,0,16,110,"hypothetical protein(68):Antitoxin DinJ(42)","NA(68):dinJ(42)",276,912,304.72,3586,1,"DE0009_00020;DE0009_04752",NA
"g006760_000002","g006760","msmE","hypothetical protein",70,10,94,1,1,1,0,0,0,0,94,"hypothetical protein(89):Multiple sugar-binding protein(5)","NA(89):msmE(5)",1260,1263,1260.03,3589,1,NA,"KCJK1736_01966"
"g006098_1_000001","g006098_1",NA,"hypothetical protein",60,11,93,1.01,1,2,0,1,0,1,94,"hypothetical protein(94)","NA(94)",255,801,775.31,3595,1,"DE0009_00350",NA
"g006548_000001","g006548","pdxI","Pyridoxine 4-dehydrogenase",60,11,93,1,1,1,0,0,0,0,93,"Pyridoxine 4-dehydrogenase(93)","pdxI(93)",861,885,880.48,3596,1,"DE0009_00041",NA
"g005237","g005237","arnC","hypothetical protein",50,14,93,1,1,1,0,0,0,0,93,"hypothetical protein(83):Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase(10)","NA(83):arnC(10)",1557,2328,1699,3599,1,NA,"KCJK1736_01839"
"g007451_000003","g007451","lacF","Lactose transport system permease protein LacF",80,9,93,1,1,1,0,0,0,0,93,"Lactose transport system permease protein LacF(93)","lacF(93)",948,954,953.32,3602,1,NA,"KCJK1736_01965"
