"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","SUL3scf","CFBP6624","CFBP6623","LC34"
"g007379","g007379",NA,"hypothetical protein",50,9,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",510,609,542.25,10598,1,NA,"CFBP6624_01696",NA,NA
"g008915_000003","g008915","pinR","Serine recombinase PinR",80,7,12,1.25,1,2,0,3,0,3,15,"Serine recombinase PinR(12):hypothetical protein(3)","pinR(12):NA(3)",330,639,576.2,10600,1,NA,"CFBP6624_04846;CFBP6624_04880","CFBP6623_05072;CFBP6623_05220",NA
"g012332","g012332",NA,"hypothetical protein",50,5,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",231,246,234.25,10604,1,NA,NA,"CFBP6623_00151",NA
"g012959","g012959",NA,"hypothetical protein",50,3,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",984,1224,1188,10605,1,"SUL3scf_05240",NA,NA,NA
"g013564_000004","g013564",NA,"hypothetical protein",90,4,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",615,615,615,10606,1,"SUL3scf_02979","CFBP6624_03724","CFBP6623_03744","LC34_03368"
"g006599_000001","g006599",NA,"hypothetical protein",60,11,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",204,243,221.5,10619,1,"SUL3scf_05112",NA,NA,NA
"g012300_1_000003","g012300_1",NA,"hypothetical protein",80,4,12,1.08,1,2,0,1,0,1,13,"hypothetical protein(13)","NA(13)",333,333,333,10622,1,NA,NA,"CFBP6623_01151",NA
"g012270_000001","g012270","gdhIV","Glucose 1-dehydrogenase 4",60,5,12,1,1,1,0,0,0,0,12,"Glucose 1-dehydrogenase 4(7):Cyclopentanol dehydrogenase(2):3-oxoacyl-[acyl-carrier-protein] reductase FabG(2):Levodione reductase(1)","gdhIV(7):cpnA(2):fabG(2):lvr(1)",276,768,619.25,10633,1,"SUL3scf_02602","CFBP6624_04228","CFBP6623_04280","LC34_04189"
"g006327_000001","g006327",NA,"hypothetical protein",60,11,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",1347,1401,1352.75,10651,1,"SUL3scf_05120",NA,NA,NA
"g011171_000002","g011171",NA,"hypothetical protein",70,4,12,1.08,1,2,0,1,0,1,13,"hypothetical protein(13)","NA(13)",162,1851,1006.85,10656,1,"SUL3scf_05599",NA,NA,NA
"g000013_2","g000013_2","fliC","hypothetical protein",50,13,12,1.58,1,3,0,6,0,7,19,"hypothetical protein(10):Flagellin(9)","NA(10):fliC(9)",297,1692,1129.42,10657,1,"SUL3scf_05483","CFBP6624_04863;CFBP6624_04864",NA,NA
"g008574_000002","g008574",NA,"hypothetical protein",70,8,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",729,732,730.5,10659,1,NA,"CFBP6624_01706",NA,NA
"g009129_1_000001","g009129_1",NA,"hypothetical protein",60,6,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",183,498,470,10666,1,"SUL3scf_00728",NA,NA,NA
"g007771_1_000003","g007771_1",NA,"hypothetical protein",80,8,12,1.08,1,2,0,1,0,1,13,"hypothetical protein(13)","NA(13)",462,462,462,10667,1,NA,NA,"CFBP6623_01155",NA
"g010295","g010295",NA,"hypothetical protein",50,6,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",546,804,573.5,10672,1,NA,NA,"CFBP6623_01749",NA
"g007292_000002","g007292","xerC","Tyrosine recombinase XerC",70,9,12,1,1,1,0,0,0,0,12,"Tyrosine recombinase XerC(7):Prophage integrase IntS(5)","xerC(7):intS(5)",1233,1266,1249.25,10680,1,NA,NA,"CFBP6623_02171",NA
"g007589_000001","g007589",NA,"hypothetical protein",60,9,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",165,201,190.5,10686,1,NA,NA,"CFBP6623_02165",NA
"g008473_1_000003","g008473_1",NA,"hypothetical protein",70,7,12,1.08,1,2,0,1,0,1,13,"hypothetical protein(13)","NA(13)",351,351,351,10688,1,NA,NA,"CFBP6623_01186",NA
"g007079_000003","g007079",NA,"hypothetical protein",80,10,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",318,342,334.5,10703,1,"SUL3scf_01458",NA,"CFBP6623_00471",NA
"g008519","g008519",NA,"hypothetical protein",50,8,12,1.08,1,2,0,1,0,1,13,"hypothetical protein(13)","NA(13)",423,456,443.31,10706,1,"SUL3scf_00105",NA,NA,NA
"g010304_000001","g010304",NA,"hypothetical protein",60,6,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",534,567,564,10715,1,NA,NA,"CFBP6623_01444",NA
"g009821_1_000004","g009821_1",NA,"hypothetical protein",80,5,12,1,1,1,1,0,1,0,12,"hypothetical protein(13)","NA(13)",693,1488,1232.54,10723,1,NA,NA,"CFBP6623_04628",NA
"g007775_000002","g007775",NA,"hypothetical protein",70,9,12,1.08,1,2,0,1,0,1,13,"hypothetical protein(13)","NA(13)",417,417,417,10728,1,NA,NA,"CFBP6623_01159",NA
"g007434","g007434","noc","Nucleoid occlusion protein",50,9,12,1,1,1,0,0,0,0,12,"Nucleoid occlusion protein(7):hypothetical protein(5)","noc(7):NA(5)",972,1044,1007.25,10737,1,NA,"CFBP6624_01388",NA,NA
"g010014_000001","g010014","btuD","Vitamin B12 import ATP-binding protein BtuD",60,5,12,1.17,1,2,0,2,0,2,14,"Vitamin B12 import ATP-binding protein BtuD(11):Sulfate/thiosulfate import ATP-binding protein CysA(3)","btuD(11):cysA(3)",1062,1077,1064.57,10750,1,NA,"CFBP6624_02900","CFBP6623_02983","LC34_01443"
"g007853_000003","g007853",NA,"hypothetical protein",80,8,12,1.08,1,2,0,1,0,1,13,"hypothetical protein(13)","NA(13)",2232,2259,2239.38,10760,1,NA,NA,"CFBP6623_01178",NA
"g007860_000003","g007860",NA,"Tn3 family transposase ISAcsp1",80,8,12,1.17,1,2,0,2,0,2,14,"Tn3 family transposase ISAcsp1(7):hypothetical protein(4):Tn3 family transposase ISSod9(3)","NA(14)",225,2970,1747.71,10789,1,"SUL3scf_05793","CFBP6624_05044;CFBP6624_05120",NA,"LC34_00288"
"g011442_000003","g011442","cynR","HTH-type transcriptional regulator CynR",80,4,12,1,1,1,0,0,0,0,12,"HTH-type transcriptional regulator CynR(12)","cynR(12)",330,900,805,10796,1,"SUL3scf_05689","CFBP6624_05110",NA,NA
"g009261_000001","g009261",NA,"hypothetical protein",60,7,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",273,402,383,10806,1,"SUL3scf_03305",NA,NA,NA
"g007703_000001","g007703",NA,"hypothetical protein",60,9,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",234,285,257.75,10819,1,NA,NA,"CFBP6623_02168",NA
"g008395_1_000005","g008395_1",NA,"hypothetical protein",90,4,12,1.08,1,2,0,1,0,1,13,"hypothetical protein(13)","NA(13)",138,702,658.62,10826,1,NA,NA,"CFBP6623_01157",NA
"g007666","g007666",NA,"hypothetical protein",50,9,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",708,810,721.75,10833,1,NA,NA,NA,"LC34_00276"
"g015325_000005","g015325",NA,"hypothetical protein",95,3,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",1620,1620,1620,10842,1,"SUL3scf_00252",NA,NA,NA
"g019830_000005","g019830",NA,"hypothetical protein",95,2,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",1218,1218,1218,10842,2,"SUL3scf_00251",NA,NA,NA
"g013669_1_000009","g013669_1",NA,"hypothetical protein",95,3,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",1098,1098,1098,10842,3,"SUL3scf_00250",NA,NA,NA
"g026125_000005","g026125",NA,"hypothetical protein",95,2,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",381,381,381,10842,4,"SUL3scf_00249",NA,NA,NA
"g016286_1_000008","g016286_1",NA,"hypothetical protein",95,2,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",978,978,978,10842,5,"SUL3scf_00248",NA,NA,NA
"g018302_000003","g018302",NA,"hypothetical protein",80,3,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",429,462,454.09,10842,6,"SUL3scf_00247",NA,NA,NA
"g044562_000006","g044562",NA,"hypothetical protein",98,1,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",420,420,420,10842,7,"SUL3scf_00246",NA,NA,NA
"g022142_000005","g022142",NA,"hypothetical protein",95,2,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",489,489,489,10842,8,"SUL3scf_00245",NA,NA,NA
"g017154_000005","g017154",NA,"hypothetical protein",95,3,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",522,522,522,10842,9,"SUL3scf_00244",NA,NA,NA
"g016997_000005","g016997",NA,"hypothetical protein",95,3,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",552,552,552,10842,10,"SUL3scf_00243",NA,NA,NA
"g018128_000004","g018128",NA,"hypothetical protein",90,3,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",219,219,219,10842,11,"SUL3scf_00242",NA,NA,NA
"g048020_000006","g048020",NA,"hypothetical protein",98,1,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",378,378,378,10842,12,"SUL3scf_00241",NA,NA,NA
"g020439_000005","g020439","gpFI","Putative prophage major tail sheath protein",95,2,11,1,1,1,0,0,0,0,11,"Putative prophage major tail sheath protein(11)","gpFI(11)",1275,1275,1275,10842,13,"SUL3scf_00234",NA,NA,NA
"g035856_000006","g035856",NA,"hypothetical protein",98,1,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",519,519,519,10842,14,"SUL3scf_00233",NA,NA,NA
"g018413_000004","g018413",NA,"hypothetical protein",90,3,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",411,411,411,10842,15,"SUL3scf_00232",NA,NA,NA
"g012647_1_000006","g012647_1",NA,"hypothetical protein",90,3,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",2316,2328,2322,10842,16,"SUL3scf_00231",NA,NA,NA
"g025070_000005","g025070",NA,"hypothetical protein",95,2,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",432,432,432,10842,17,"SUL3scf_00230",NA,NA,NA
"g018533_000004","g018533",NA,"hypothetical protein",90,3,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",264,264,264,10842,18,"SUL3scf_00229",NA,NA,NA
"g021249_000005","g021249",NA,"hypothetical protein",95,2,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",975,975,975,10842,19,"SUL3scf_00228",NA,NA,NA
"g010624_000001","g010624",NA,"hypothetical protein",60,6,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",846,858,852.27,10863,1,"SUL3scf_03550",NA,NA,NA
"g009691_000001","g009691",NA,"hypothetical protein",60,6,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",2199,2343,2296.64,10863,2,"SUL3scf_03549",NA,NA,NA
"g011472_000001","g011472",NA,"hypothetical protein",60,5,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",1098,1143,1134.82,10863,3,"SUL3scf_03548",NA,NA,NA
"g007711","g007711",NA,"hypothetical protein",50,9,11,1.09,1,2,0,1,0,1,12,"hypothetical protein(12)","NA(12)",240,474,409,10872,2,"SUL3scf_00099",NA,NA,NA
"g014872","g014872",NA,"hypothetical protein",50,4,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",384,390,387.55,10876,1,NA,NA,NA,"LC34_00846"
"g012733","g012733",NA,"hypothetical protein",50,4,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",1491,2001,1896.55,10876,2,NA,NA,NA,"LC34_00847"
"g015257_000005","g015257",NA,"hypothetical protein",95,3,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",444,1599,1494,10886,1,"SUL3scf_05303","CFBP6624_05263","CFBP6623_05161","LC34_02907"
"g017299_000005","g017299",NA,"hypothetical protein",95,3,11,1,1,1,1,0,1,0,11,"hypothetical protein(12)","NA(12)",180,879,807,10886,2,"SUL3scf_05302","CFBP6624_05262","CFBP6623_05160","LC34_02906"
"g010078_000002","g010078",NA,"hypothetical protein",70,6,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",588,588,588,10901,1,"SUL3scf_00745",NA,NA,NA
"g008202_1_000004","g008202_1",NA,"hypothetical protein",80,7,11,1.09,1,2,0,1,0,1,12,"hypothetical protein(12)","NA(12)",627,627,627,10906,1,NA,NA,"CFBP6623_01158",NA
"g014031_000004","g014031",NA,"hypothetical protein",90,4,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",189,285,276.27,10907,1,"SUL3scf_05531","CFBP6624_05079",NA,NA
"g011357_000002","g011357",NA,"hypothetical protein",70,5,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",240,1323,1053.55,10911,1,NA,NA,NA,"LC34_03114"
"g006407_1_000003","g006407_1","traC","DNA primase TraC",80,7,11,1,1,1,3,0,3,0,11,"DNA primase TraC(9):hypothetical protein(5)","traC(9):NA(5)",234,963,619.29,10915,1,NA,NA,NA,"LC34_03100"
"g011053_000001","g011053",NA,"hypothetical protein",60,5,11,1.27,1,2,2,3,2,3,14,"hypothetical protein(13):Blue-light-activated histidine kinase(3)","NA(16)",372,1350,643.12,10920,1,"SUL3scf_05714",NA,NA,NA
"g008135","g008135","azoB","NAD(P)H azoreductase",50,7,11,1.18,1,2,0,2,0,2,13,"NAD(P)H azoreductase(7):Quinone oxidoreductase 2(5):hypothetical protein(1)","azoB(7):qorB(5):NA(1)",693,1023,848.54,10929,1,"SUL3scf_04876",NA,NA,NA
"g014052_000003","g014052",NA,"hypothetical protein",80,4,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",183,243,234.82,10930,1,"SUL3scf_05254",NA,NA,NA
"g009543_1_000002","g009543_1",NA,"hypothetical protein",70,6,11,1.09,1,2,0,1,0,1,12,"hypothetical protein(12)","NA(12)",417,417,417,10946,1,NA,NA,"CFBP6623_01191",NA
"g012864","g012864",NA,"hypothetical protein",50,3,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",1527,1776,1741.09,10957,1,NA,NA,"CFBP6623_01556",NA
"g008737","g008737","iolG","Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase",50,4,11,1.27,1,2,0,3,0,3,14,"Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase(8):scyllo-inositol 2-dehydrogenase (NAD(+))(5):Myo-inositol 2-dehydrogenase(1)","iolG(9):iolX(5)",1032,1185,1163.79,10973,1,NA,NA,NA,"LC34_02209"
"g008765_000004","g008765","lgrD","Linear gramicidin synthase subunit D",90,7,11,1,1,1,0,0,0,0,11,"Linear gramicidin synthase subunit D(11)","lgrD(11)",849,1230,1195.36,10977,1,NA,NA,"CFBP6623_01127","LC34_01103"
"g014521_000001","g014521",NA,"hypothetical protein",60,4,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",228,231,230.73,10986,1,NA,NA,"CFBP6623_01149",NA
"g014059","g014059",NA,"hypothetical protein",50,4,11,1.09,1,2,0,1,0,1,12,"hypothetical protein(12)","NA(12)",903,918,911.25,10990,1,NA,NA,"CFBP6623_05208",NA
"g010709","g010709",NA,"hypothetical protein",50,6,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",351,429,404.18,11002,1,NA,NA,NA,"LC34_03410"
"g007585_000003","g007585",NA,"hypothetical protein",80,9,11,1,1,1,2,0,2,0,11,"hypothetical protein(13)","NA(13)",249,786,620.54,11017,1,NA,"CFBP6624_04979","CFBP6623_04914",NA
"g010447_000002","g010447",NA,"hypothetical protein",70,6,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",657,813,752.73,11057,1,"SUL3scf_05052","CFBP6624_03942","CFBP6623_03981","LC34_01906"
"g007753_1_000004","g007753_1",NA,"hypothetical protein",90,8,11,1.09,1,2,0,1,0,1,12,"hypothetical protein(12)","NA(12)",426,429,426.25,11071,1,NA,NA,"CFBP6623_01207",NA
"g007706","g007706",NA,"hypothetical protein",50,9,11,1.09,1,2,0,1,0,1,12,"hypothetical protein(12)","NA(12)",249,318,290.75,11086,1,NA,NA,NA,"LC34_03092"
"g008839","g008839",NA,"IS5 family transposase ISPye39",50,7,11,1,1,1,0,0,0,0,11,"IS5 family transposase ISPye39(9):hypothetical protein(2)","NA(11)",270,567,337.09,11123,1,"SUL3scf_05650","CFBP6624_04972","CFBP6623_05169",NA
"g009248_000001","g009248",NA,"hypothetical protein",60,7,11,1.09,1,2,0,1,0,1,12,"hypothetical protein(12)","NA(12)",513,513,513,11129,1,NA,NA,"CFBP6623_01160",NA
"g007437_1_000002","g007437_1",NA,"hypothetical protein",70,8,11,1.09,1,2,0,1,0,1,12,"hypothetical protein(12)","NA(12)",225,1008,926.25,11150,1,NA,NA,"CFBP6623_01177",NA
"g009029","g009029","qorA","Quinone oxidoreductase 1",50,7,11,1,1,1,0,0,0,0,11,"Quinone oxidoreductase 1(11)","qorA(11)",990,996,990.55,11160,1,"SUL3scf_05781","CFBP6624_05059",NA,"LC34_02958"
"g007242","g007242",NA,"hypothetical protein",50,9,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",180,540,325.91,11170,1,"SUL3scf_00449","CFBP6624_01265",NA,NA
"g010699","g010699",NA,"hypothetical protein",50,6,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",351,357,354.27,11178,1,"SUL3scf_00731",NA,NA,NA
"g008260","g008260",NA,"hypothetical protein",50,8,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",438,495,474.82,11180,1,NA,NA,"CFBP6623_00159",NA
"g008422_1_000005","g008422_1",NA,"hypothetical protein",80,7,11,1.09,1,2,0,1,0,1,12,"hypothetical protein(12)","NA(12)",801,807,806.25,11214,1,NA,NA,"CFBP6623_01181",NA
"g026057_000005","g026057",NA,"hypothetical protein",95,2,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",393,393,393,11224,1,"SUL3scf_00261",NA,NA,NA
"g010557_1_000003","g010557_1",NA,"hypothetical protein",70,5,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",1065,1065,1065,11238,1,NA,"CFBP6624_02902","CFBP6623_02985","LC34_01441"
"g014573_000003","g014573",NA,"hypothetical protein",80,4,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",207,315,250.09,11247,1,NA,NA,"CFBP6623_02881","LC34_03651"
"g007532_1_000003","g007532_1",NA,"hypothetical protein",70,8,11,1.09,1,2,0,1,0,1,12,"hypothetical protein(12)","NA(12)",639,702,649,11253,1,NA,NA,"CFBP6623_01193",NA
"g011541_000002","g011541","fabG","3-oxoacyl-[acyl-carrier-protein] reductase FabG",70,5,10,1,1,1,0,0,0,0,10,"3-oxoacyl-[acyl-carrier-protein] reductase FabG(10)","fabG(10)",543,756,701.7,11266,1,"SUL3scf_04795",NA,NA,NA
"g010844_000002","g010844","ydjP","AB hydrolase superfamily protein YdjP",70,6,10,1,1,1,0,0,0,0,10,"AB hydrolase superfamily protein YdjP(10)","ydjP(10)",837,837,837,11266,2,"SUL3scf_04794",NA,NA,NA
"g014234_000003","g014234",NA,"hypothetical protein",80,4,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",870,870,870,11266,3,"SUL3scf_04792",NA,NA,NA
"g010570_000002","g010570",NA,"hypothetical protein",70,6,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",885,1077,1057.8,11266,4,"SUL3scf_04791",NA,NA,NA
"g007842_000003","g007842",NA,"hypothetical protein",80,8,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",4164,4164,4164,11270,1,NA,NA,"CFBP6623_01131","LC34_01107"
"g008696_000003","g008696","pksE","hypothetical protein",80,7,10,1,1,1,0,0,0,0,10,"hypothetical protein(9):Polyketide biosynthesis protein PksE(1)","NA(9):pksE(1)",1665,1698,1674.9,11270,2,NA,NA,"CFBP6623_01130","LC34_01106"
"g014931_000004","g014931","fabG1","3-oxoacyl-[acyl-carrier-protein] reductase FabG1",90,4,10,1,1,1,0,0,0,0,10,"3-oxoacyl-[acyl-carrier-protein] reductase FabG1(10)","fabG1(10)",768,768,768,11270,3,NA,NA,"CFBP6623_01128","LC34_01104"
"g008512_1_000001","g008512_1",NA,"hypothetical protein",60,7,10,1.1,1,2,0,1,0,1,11,"hypothetical protein(11)","NA(11)",219,219,219,11278,1,NA,NA,"CFBP6623_01200",NA
"g009237_1_000004","g009237_1",NA,"hypothetical protein",80,6,10,1.1,1,2,0,1,0,1,11,"hypothetical protein(11)","NA(11)",417,477,439.91,11278,2,NA,NA,"CFBP6623_01201",NA
"g009194_000003","g009194",NA,"hypothetical protein",80,7,10,1,1,1,2,0,2,0,10,"hypothetical protein(12)","NA(12)",198,1122,873,11286,1,NA,"CFBP6624_01708",NA,NA
"g009484","g009484",NA,"hypothetical protein",50,7,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",213,414,385.5,11286,2,NA,"CFBP6624_01709",NA,NA
"g012480_000004","g012480",NA,"hypothetical protein",90,5,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",405,405,405,11289,1,"SUL3scf_00746",NA,NA,NA
"g011075_000003","g011075",NA,"hypothetical protein",80,5,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",2811,3102,2844.6,11289,2,"SUL3scf_00747",NA,NA,NA
"g014825_000003","g014825","mqsR","mRNA interferase toxin MqsR",80,4,10,1,1,1,0,0,0,0,10,"mRNA interferase toxin MqsR(9):hypothetical protein(1)","mqsR(9):NA(1)",303,312,304.8,11312,1,NA,NA,NA,"LC34_01501"
"g018280_000003","g018280",NA,"hypothetical protein",80,3,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",432,432,432,11312,2,NA,NA,NA,"LC34_01500"
"g008089_1_000005","g008089_1",NA,"hypothetical protein",80,7,10,1.1,1,2,0,1,0,1,11,"hypothetical protein(11)","NA(11)",588,591,589.91,11316,1,NA,NA,"CFBP6623_01189",NA
"g009133_1_000002","g009133_1",NA,"hypothetical protein",70,6,10,1.1,1,2,0,1,0,1,11,"hypothetical protein(11)","NA(11)",447,495,476.45,11316,2,NA,NA,"CFBP6623_01188",NA
"g009508_1_000004","g009508_1",NA,"hypothetical protein",90,5,10,1.1,1,2,0,1,0,1,11,"hypothetical protein(11)","NA(11)",429,429,429,11330,1,NA,NA,"CFBP6623_01179",NA
"g008041_1_000004","g008041_1",NA,"hypothetical protein",90,6,10,1.1,1,2,0,1,0,1,11,"hypothetical protein(11)","NA(11)",1557,1557,1557,11330,2,NA,NA,"CFBP6623_01180",NA
"g011679","g011679",NA,"hypothetical protein",50,5,10,1,1,1,1,0,1,0,10,"hypothetical protein(11)","NA(11)",498,507,501.55,11336,1,"SUL3scf_05623","CFBP6624_04805",NA,"LC34_01475"
"g008947","g008947",NA,"hypothetical protein",50,7,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",273,942,830.1,11339,1,"SUL3scf_01448","CFBP6624_02280","CFBP6623_04183","LC34_02800"
"g008179_000003","g008179",NA,"hypothetical protein",80,8,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",291,339,309.9,11352,1,NA,NA,"CFBP6623_02115","LC34_03231"
"g009592_1_000003","g009592_1",NA,"hypothetical protein",80,6,10,1.1,1,2,0,1,0,1,11,"hypothetical protein(11)","NA(11)",741,750,745.36,11396,1,NA,NA,"CFBP6623_01184",NA
"g007550_000003","g007550",NA,"hypothetical protein",80,9,10,1.1,1,2,0,1,0,1,11,"hypothetical protein(11)","NA(11)",249,921,799.91,11403,1,NA,NA,"CFBP6623_01210",NA
"g010870","g010870",NA,"hypothetical protein",50,6,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",396,420,400.8,11407,1,"SUL3scf_00674",NA,NA,NA
"g010507_000001","g010507",NA,"hypothetical protein",60,6,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",183,204,185.1,11409,1,NA,"CFBP6624_01694",NA,NA
"g016522_000002","g016522",NA,"hypothetical protein",70,2,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",162,627,229.2,11418,1,"SUL3scf_05488",NA,NA,NA
"g015321","g015321","otcC","Anhydrotetracycline monooxygenase",50,3,10,1,1,1,0,0,0,0,10,"Anhydrotetracycline monooxygenase(7):2%2C4-dichlorophenol 6-monooxygenase(3)","otcC(7):tfdB(3)",993,1623,1225.8,11419,1,"SUL3scf_04820",NA,NA,NA
"g017978_000001","g017978",NA,"hypothetical protein",60,3,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",252,255,252.3,11420,1,NA,NA,"CFBP6623_01557",NA
"g009863_000004","g009863",NA,"putative type I restriction enzymeP M protein",90,6,10,1,1,1,0,0,0,0,10,"putative type I restriction enzymeP M protein(10)","NA(10)",1416,1455,1447.2,11422,1,"SUL3scf_01455",NA,NA,NA
"g011904_000001","g011904",NA,"hypothetical protein",60,5,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",1113,1119,1114.8,11426,1,"SUL3scf_01402","CFBP6624_02238","CFBP6623_02359",NA
"g002668_2","g002668_2",NA,"hypothetical protein",50,10,10,1.2,1,2,0,2,0,2,12,"hypothetical protein(12)","NA(12)",876,1176,954.75,11435,1,NA,NA,"CFBP6623_05188",NA
"g010054_000001","g010054","yraA","Putative cysteine protease YraA",60,6,10,1,1,1,0,0,0,0,10,"Putative cysteine protease YraA(10)","yraA(10)",570,597,572.7,11447,1,"SUL3scf_05770","CFBP6624_05064","CFBP6623_04966","LC34_02945"
"g008430_1_000002","g008430_1",NA,"hypothetical protein",70,6,10,1.1,1,2,0,1,0,1,11,"hypothetical protein(11)","NA(11)",1062,1065,1062.82,11456,1,NA,NA,"CFBP6623_01187",NA
"g013223_000002","g013223",NA,"hypothetical protein",70,4,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",384,384,384,11458,1,"SUL3scf_04556","CFBP6624_05211",NA,NA
"g010903_1_000005","g010903_1",NA,"hypothetical protein",80,5,10,1.4,1,2,0,4,0,4,14,"hypothetical protein(14)","NA(14)",285,285,285,11459,1,"SUL3scf_05680","CFBP6624_05101",NA,NA
"g009911_000002","g009911",NA,"hypothetical protein",70,6,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",1425,1425,1425,11472,1,"SUL3scf_03233","CFBP6624_03469","CFBP6623_03507","LC34_03125"
"g007314","g007314",NA,"hypothetical protein",50,9,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",1092,1164,1134,11477,1,"SUL3scf_02599","CFBP6624_04225",NA,NA
"g010547_000002","g010547",NA,"hypothetical protein",70,6,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",132,132,132,11487,1,"SUL3scf_00544","CFBP6624_00559","CFBP6623_00573","LC34_00471"
