"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","DE0067","DE0068","ICMP17598","TPD7009","TPD7005","RZME10"
"g029337_000006","g029337",NA,"hypothetical protein",98,1,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",1323,1323,1323,16220,8,NA,NA,NA,"TPD7009_04456","TPD7005_04380","RZME10_04194"
"g029487_000006","g029487",NA,"hypothetical protein",98,1,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",1296,1296,1296,16220,9,NA,NA,NA,"TPD7009_04455","TPD7005_04381","RZME10_04193"
"g031001_000006","g031001",NA,"hypothetical protein",98,1,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",1128,1128,1128,16220,10,NA,NA,NA,"TPD7009_04454","TPD7005_04382","RZME10_04192"
"g044072_000006","g044072",NA,"hypothetical protein",98,1,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",474,474,474,16220,11,NA,NA,NA,"TPD7009_04453","TPD7005_04383","RZME10_04191"
"g029974_000006","g029974",NA,"hypothetical protein",98,1,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",1203,1203,1203,16240,1,NA,NA,NA,"TPD7009_04471","TPD7005_04365","RZME10_04209"
"g038891_000006","g038891",NA,"hypothetical protein",98,1,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",684,684,684,16240,2,NA,NA,NA,"TPD7009_04470","TPD7005_04366","RZME10_04208"
"g026706_000006","g026706",NA,"hypothetical protein",98,1,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",2325,2325,2325,16240,3,NA,NA,NA,"TPD7009_04469","TPD7005_04367","RZME10_04207"
"g039257_000006","g039257",NA,"hypothetical protein",98,1,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",861,861,861,16240,4,NA,NA,NA,"TPD7009_04468","TPD7005_04368","RZME10_04206"
"g028549_000006","g028549",NA,"hypothetical protein",98,1,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",1449,1449,1449,16240,5,NA,NA,NA,"TPD7009_04467","TPD7005_04369","RZME10_04205"
"g043894_000006","g043894","apaH","Bis(5'-nucleosyl)-tetraphosphatase%2C symmetrical",98,1,4,1,1,1,0,0,0,0,4,"Bis(5'-nucleosyl)-tetraphosphatase%2C symmetrical(4)","apaH(4)",834,834,834,16240,6,NA,NA,NA,"TPD7009_04466","TPD7005_04370","RZME10_04204"
"g019193_000004","g019193",NA,"hypothetical protein",90,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",6156,6156,6156,16268,1,NA,NA,NA,"TPD7009_03115","TPD7005_04697",NA
"g026015_000005","g026015",NA,"hypothetical protein",95,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",816,816,816,16268,2,NA,NA,NA,"TPD7009_03116","TPD7005_04698",NA
"g020967_000005","g020967",NA,"dITP/XTP pyrophosphatase",95,2,4,1,1,1,0,0,0,0,4,"dITP/XTP pyrophosphatase(4)","NA(4)",582,594,588,16268,3,NA,NA,NA,"TPD7009_03117","TPD7005_04699",NA
"g021321_000004","g021321","add2","Aminodeoxyfutalosine deaminase",90,2,4,1,1,1,0,0,0,0,4,"Aminodeoxyfutalosine deaminase(2):Adenine deaminase(2)","add2(2):NA(2)",963,963,963,16268,4,NA,NA,NA,"TPD7009_03118","TPD7005_04700",NA
"g020320_000003","g020320","hemL","Glutamate-1-semialdehyde 2%2C1-aminomutase",80,2,4,1,1,1,0,0,0,0,4,"Glutamate-1-semialdehyde 2%2C1-aminomutase(4)","hemL(4)",1302,1302,1302,16281,1,NA,NA,NA,"TPD7009_04116","TPD7005_04544",NA
"g016449_000003","g016449",NA,"hypothetical protein",80,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",1032,1032,1032,16281,2,NA,NA,NA,"TPD7009_04117","TPD7005_04543",NA
"g016470_000003","g016470",NA,"hypothetical protein",80,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",1047,1047,1047,16281,3,NA,NA,NA,"TPD7009_04118","TPD7005_04542",NA
"g015807_000003","g015807",NA,"hypothetical protein",80,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",1287,1287,1287,16281,4,NA,NA,NA,"TPD7009_04119","TPD7005_04541",NA
"g018826_000003","g018826","fabG","3-oxoacyl-[acyl-carrier-protein] reductase FabG",80,3,4,1,1,1,0,0,0,0,4,"3-oxoacyl-[acyl-carrier-protein] reductase FabG(4)","fabG(4)",750,753,751.5,16288,1,NA,NA,NA,"TPD7009_04121","TPD7005_04539",NA
"g023618_000003","g023618","mcbR","HTH-type transcriptional regulator McbR",80,2,4,1,1,1,0,0,0,0,4,"HTH-type transcriptional regulator McbR(4)","mcbR(4)",678,678,678,16288,2,NA,NA,NA,"TPD7009_04122","TPD7005_04538",NA
"g015614_000003","g015614","spuC","Putrescine--pyruvate aminotransferase",80,3,4,1,1,1,0,0,0,0,4,"Putrescine--pyruvate aminotransferase(4)","spuC(4)",1278,1365,1321.5,16288,3,NA,NA,NA,"TPD7009_04123","TPD7005_04537",NA
"g015620_000002","g015620","nylA","6-aminohexanoate-cyclic-dimer hydrolase",70,3,4,1,1,1,0,0,0,0,4,"6-aminohexanoate-cyclic-dimer hydrolase(4)","nylA(4)",1437,1443,1440,16288,4,NA,NA,NA,"TPD7009_04124","TPD7005_04536",NA
"g024984_000002","g024984",NA,"hypothetical protein",70,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",444,444,444,16311,1,"DE0067_03909","DE0068_03773","ICMP17598_03817",NA,NA,NA
"g023490_000003","g023490",NA,"hypothetical protein",80,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",1095,1095,1095,16311,2,"DE0067_03910","DE0068_03772","ICMP17598_03818",NA,NA,NA
"g022508_000004","g022508",NA,"hypothetical protein",90,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",1110,1110,1110,16311,3,"DE0067_03911","DE0068_03771","ICMP17598_03819",NA,NA,NA
"g015388_000003","g015388","intS","Prophage integrase IntS",80,3,4,1,1,1,0,0,0,0,4,"Prophage integrase IntS(4)","intS(4)",1185,1188,1185.75,16320,1,NA,NA,"ICMP17598_01594",NA,NA,NA
"g013129_000001","g013129",NA,"hypothetical protein",60,4,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",1200,1236,1214.25,16320,3,NA,NA,"ICMP17598_01598",NA,NA,NA
"g025132_000001","g025132",NA,"hypothetical protein",60,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",831,834,831.75,16345,1,"DE0067_00700","DE0068_00700","ICMP17598_00692",NA,NA,"RZME10_01334"
"g020180_000001","g020180","per","GDP-perosamine synthase",60,2,4,1,1,1,0,0,0,0,4,"GDP-perosamine synthase(4)","per(3):rfbE(1)",1128,1173,1139.25,16345,2,"DE0067_00699","DE0068_00699","ICMP17598_00693",NA,NA,NA
"g026359_000002","g026359",NA,"Rhamnosyl O-methyltransferase",70,2,4,1,1,1,0,0,0,0,4,"Rhamnosyl O-methyltransferase(3):hypothetical protein(1)","NA(4)",756,759,757.5,16345,3,"DE0067_00698","DE0068_00698","ICMP17598_00694",NA,NA,NA
"g017640_000001","g017640",NA,"hypothetical protein",60,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",1068,1083,1076.25,16351,1,"DE0067_04131","DE0068_04131",NA,NA,NA,"RZME10_00871"
"g016942_000003","g016942","gnl","hypothetical protein",80,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(3):Gluconolactonase(1)","NA(3):gnl(1)",918,924,921,16366,1,"DE0067_01261","DE0068_01261",NA,NA,NA,"RZME10_02983"
"g024007_000004","g024007","gylR","Glycerol operon regulatory protein",90,2,4,1,1,1,0,0,0,0,4,"Glycerol operon regulatory protein(3):DNA-binding transcriptional repressor YiaJ(1)","gylR(3):yiaJ(1)",708,741,716.25,16366,2,"DE0067_01262","DE0068_01262",NA,NA,NA,"RZME10_02984"
"g021247_000004","g021247",NA,"hypothetical protein",90,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",1014,1038,1020,16366,3,"DE0067_01263","DE0068_01263",NA,NA,NA,"RZME10_02985"
"g015733_000001","g015733",NA,"hypothetical protein",60,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",1302,1320,1311.75,16370,2,"DE0067_02995","DE0068_02994",NA,NA,NA,NA
"g018246","g018246",NA,"hypothetical protein",50,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",441,471,448.5,16370,3,"DE0067_02996","DE0068_02995",NA,NA,NA,NA
"g013607_000003","g013607",NA,"hypothetical protein",80,4,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",612,612,612,16383,1,NA,NA,"ICMP17598_01625",NA,NA,NA
"g016659_000004","g016659",NA,"hypothetical protein",90,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",573,573,573,16383,2,NA,NA,"ICMP17598_01626",NA,NA,NA
"g015229_000003","g015229",NA,"hypothetical protein",80,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",1941,1941,1941,16385,1,NA,NA,"ICMP17598_04330",NA,NA,NA
"g016299_000003","g016299",NA,"hypothetical protein",80,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",969,969,969,16385,2,NA,NA,"ICMP17598_04329",NA,NA,NA
"g020911_000004","g020911",NA,"hypothetical protein",90,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",600,600,600,16391,1,NA,NA,NA,"TPD7009_02451","TPD7005_01767",NA
"g021653_000003","g021653",NA,"hypothetical protein",80,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",996,999,997.5,16391,2,NA,NA,NA,"TPD7009_02450","TPD7005_01766",NA
"g028480_000006","g028480",NA,"hypothetical protein",98,1,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",1467,1467,1467,16392,1,NA,NA,NA,"TPD7009_04474","TPD7005_04362","RZME10_04212"
"g035193_000006","g035193","rfaH","Transcription antitermination protein RfaH",98,1,4,1,1,1,0,0,0,0,4,"Transcription antitermination protein RfaH(4)","rfaH(4)",537,537,537,16392,2,NA,NA,NA,"TPD7009_04473","TPD7005_04363","RZME10_04211"
"g017050","g017050",NA,"hypothetical protein",50,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",396,663,564,16396,1,NA,NA,NA,"TPD7009_01089","TPD7005_00165",NA
"g018290","g018290",NA,"hypothetical protein",50,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",420,432,423,16396,2,NA,NA,NA,"TPD7009_01088","TPD7005_00166","RZME10_03415"
"g021700_000003","g021700","gstA","Glutathione S-transferase GstA",80,2,4,1,1,1,0,0,0,0,4,"Glutathione S-transferase GstA(3):Glutathione S-transferase GST-6.0(1)","gstA(3):gstB(1)",630,630,630,16402,1,"DE0067_04593","DE0068_04597",NA,NA,NA,NA
"g026062_000002","g026062",NA,"hypothetical protein",70,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",369,393,387,16402,2,"DE0067_04594","DE0068_04596",NA,NA,NA,NA
"g016891","g016891","fepG","Ferric enterobactin transport system permease protein FepG",50,3,4,1,1,1,0,0,0,0,4,"Ferric enterobactin transport system permease protein FepG(4)","fepG(4)",1047,1056,1049.25,16411,1,"DE0067_03683","DE0068_03999",NA,NA,NA,"RZME10_01429"
"g022438","g022438","yfiY","putative siderophore-binding lipoprotein YfiY",50,2,4,1,1,1,0,0,0,0,4,"putative siderophore-binding lipoprotein YfiY(3):hypothetical protein(1)","yfiY(3):NA(1)",918,924,922.5,16411,2,"DE0067_03685","DE0068_03997",NA,NA,NA,"RZME10_01431"
"g026248","g026248",NA,"hypothetical protein",50,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",777,792,784.5,16448,1,NA,NA,NA,"TPD7009_01863","TPD7005_02448",NA
"g019052","g019052",NA,"hypothetical protein",50,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",3252,3252,3252,16448,2,NA,NA,NA,"TPD7009_01862","TPD7005_02449",NA
"g021762_000004","g021762",NA,"hypothetical protein",90,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",585,621,603,16453,1,"DE0067_00157","DE0068_00157",NA,"TPD7009_04781","TPD7005_04805",NA
"g020753_000003","g020753","oxyL","6-methylpretetramide 4-monooxygenase",80,2,4,1,1,1,0,0,0,0,4,"6-methylpretetramide 4-monooxygenase(4)","oxyL(4)",1152,1152,1152,16453,2,"DE0067_00158","DE0068_00158",NA,"TPD7009_04782","TPD7005_04804",NA
"g048484_000006","g048484",NA,"hypothetical protein",98,1,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",774,774,774,16483,1,"DE0067_04508","DE0068_04356","ICMP17598_04523",NA,NA,"RZME10_02711"
"g020513","g020513","cysE","Serine acetyltransferase",50,2,4,1,1,1,0,0,0,0,4,"Serine acetyltransferase(4)","cysE(4)",534,594,549,16483,2,"DE0067_02741","DE0068_02740","ICMP17598_04524",NA,NA,"RZME10_00387"
"g004391_2","g004391_2",NA,"hypothetical protein",50,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",189,276,210.75,16495,1,NA,NA,NA,"TPD7009_04499","TPD7005_04337","RZME10_04237"
"g008971_2","g008971_2",NA,"hypothetical protein",50,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",1005,1035,1012.5,16495,2,NA,NA,NA,"TPD7009_04498","TPD7005_04338","RZME10_04236"
"g016371","g016371","yphF","ABC transporter periplasmic-binding protein YphF",50,3,4,1,1,1,0,0,0,0,4,"ABC transporter periplasmic-binding protein YphF(4)","yphF(4)",951,960,956.25,16510,1,NA,NA,NA,"TPD7009_04146","TPD7005_04514",NA
"g015889","g015889","mglA","Galactose/methyl galactoside import ATP-binding protein MglA",50,3,4,1,1,1,0,0,0,0,4,"Galactose/methyl galactoside import ATP-binding protein MglA(2):Ribose import ATP-binding protein RbsA(1):Fructose import ATP-binding protein FruK(1)","mglA(2):fruK(1):rbsA(1)",1503,1545,1527,16510,2,NA,NA,NA,"TPD7009_04147","TPD7005_04513",NA
"g023748_000002","g023748",NA,"hypothetical protein",70,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",861,864,863.25,16517,1,"DE0067_03913","DE0068_03769","ICMP17598_03821",NA,NA,NA
"g022509_000001","g022509",NA,"hypothetical protein",60,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",825,1110,896.25,16517,2,"DE0067_03914","DE0068_03768","ICMP17598_03822",NA,NA,NA
"g004165_2","g004165_2","lptB","Lipopolysaccharide export system ATP-binding protein LptB",50,2,4,1,1,1,0,0,0,0,4,"Lipopolysaccharide export system ATP-binding protein LptB(2):High-affinity branched-chain amino acid transport ATP-binding protein LivF(2)","lptB(2):livF(2)",744,759,751.5,16521,1,NA,NA,NA,NA,NA,"RZME10_00618"
"g002576_2","g002576_2","livF","High-affinity branched-chain amino acid transport ATP-binding protein LivF",50,2,4,1,1,1,0,0,0,0,4,"High-affinity branched-chain amino acid transport ATP-binding protein LivF(4)","livF(4)",690,702,696,16521,2,NA,NA,NA,NA,NA,"RZME10_00619"
"g023536_000003","g023536","azoB","NAD(P)H azoreductase",80,2,4,1,1,1,0,0,0,0,4,"NAD(P)H azoreductase(4)","azoB(4)",882,897,889.5,16586,1,NA,NA,NA,"TPD7009_04214","TPD7005_04447",NA
"g017289_000004","g017289",NA,"hypothetical protein",90,3,4,1,1,1,2,0,2,0,4,"hypothetical protein(6)","NA(6)",183,381,258,16586,2,NA,NA,NA,"(TPD7009_04212:TPD7009_04213)","(TPD7005_04448:TPD7005_04449)",NA
"g016234_000001","g016234","aphA","Acetylpolyamine amidohydrolase",60,3,4,1,1,1,0,0,0,0,4,"Acetylpolyamine amidohydrolase(4)","aphA(4)",1026,1062,1044,16588,1,NA,NA,NA,"TPD7009_04127","TPD7005_04533",NA
"g023996","g023996","rpaR","hypothetical protein",50,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(3):HTH-type quorum sensing-dependent transcriptional regulator RpaR(1)","NA(3):rpaR(1)",729,738,735.75,16629,1,NA,NA,NA,"TPD7009_04514","TPD7005_04322","RZME10_04252"
"g014611_000002","g014611",NA,"hypothetical protein",70,4,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",441,441,441,16655,1,NA,NA,NA,NA,NA,"RZME10_01647"
"g016130_000002","g016130",NA,"hypothetical protein",70,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",123,585,444,16697,1,NA,NA,NA,"TPD7009_04183","TPD7005_04478",NA
"g023140_000004","g023140",NA,"hypothetical protein",90,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",150,174,162,16700,1,"DE0067_00357","DE0068_00357",NA,"TPD7009_03732","TPD7005_00956",NA
"g020381_000002","g020381",NA,"Aspartate aminotransferase",70,2,4,1,1,1,0,0,0,0,4,"Aspartate aminotransferase(4)","NA(4)",1206,1236,1213.5,16714,1,"DE0067_04596","DE0068_04594",NA,NA,NA,NA
"g048372_000006","g048372",NA,"hypothetical protein",98,1,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",801,801,801,16721,1,"DE0067_02896","DE0068_02895",NA,"TPD7009_01156","TPD7005_00098",NA
"g004825_2","g004825_2",NA,"hypothetical protein",50,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",615,648,639.75,16778,1,NA,NA,NA,"TPD7009_04501","TPD7005_04335","RZME10_04239"
"g016348_000001","g016348",NA,"hypothetical protein",60,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",1005,1062,1034.25,16792,1,NA,NA,"ICMP17598_01601",NA,NA,NA
"g025015_000001","g025015","apxIC","RTX-I toxin-activating lysine-acyltransferase ApxIC",60,2,4,1,1,1,0,0,0,0,4,"RTX-I toxin-activating lysine-acyltransferase ApxIC(4)","apxIC(4)",438,438,438,16802,1,NA,NA,NA,"TPD7009_03090","TPD7005_04672",NA
"g016793_000001","g016793",NA,"hypothetical protein",60,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",450,486,459,16853,1,NA,NA,NA,"TPD7009_01104","TPD7005_00150","RZME10_03431"
"g017857_000003","g017857",NA,"hypothetical protein",80,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",357,360,357.75,16870,1,NA,NA,"ICMP17598_02219","TPD7009_01251","TPD7005_00003",NA
"g015969_000003","g015969",NA,"putative protein",80,3,4,1,1,1,0,0,0,0,4,"putative protein(4)","NA(4)",1134,1137,1136.25,16890,1,NA,NA,NA,"TPD7009_01113","TPD7005_00141",NA
"g015976","g015976","phnW","2-aminoethylphosphonate--pyruvate transaminase",50,3,4,1,1,1,0,0,0,0,4,"2-aminoethylphosphonate--pyruvate transaminase(4)","phnW(4)",1107,1134,1124.25,16893,1,NA,NA,NA,NA,NA,"RZME10_00585"
"g015819","g015819","nagC","N-acetylglucosamine repressor",50,3,4,1,1,1,0,0,0,0,4,"N-acetylglucosamine repressor(3):N-acetyl-D-glucosamine kinase(1)","nagC(3):nagK(1)",1200,1272,1222.5,16962,1,NA,NA,NA,"TPD7009_04151","TPD7005_04509",NA
"g012657_000001","g012657",NA,"hypothetical protein",60,4,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",2475,3135,2896.5,16985,1,NA,NA,"ICMP17598_01629",NA,NA,NA
"g012673","g012673",NA,"hypothetical protein",50,4,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",2193,2322,2256,17030,1,NA,NA,NA,NA,NA,"RZME10_01332"
"g047624_000006","g047624",NA,"hypothetical protein",98,1,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",399,399,399,17031,1,"DE0067_02121","DE0068_01559",NA,"TPD7009_00284","TPD7005_02925",NA
"g021307","g021307","pip","hypothetical protein",50,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(2):Proline iminopeptidase(2)","pip(2):NA(2)",249,948,598.5,17032,1,NA,NA,NA,"TPD7009_04716","TPD7005_04793",NA
"g015150_000002","g015150",NA,"hypothetical protein",70,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",936,2133,1833.75,17034,1,"DE0067_02739","DE0068_02738","ICMP17598_02460",NA,NA,"RZME10_00385"
"g012871_000002","g012871",NA,"hypothetical protein",70,4,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",1164,1170,1168.5,17039,1,NA,NA,NA,NA,NA,"RZME10_02576"
"g015524","g015524","aspA","hypothetical protein",50,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(3):Aspartate ammonia-lyase(1)","NA(3):aspA(1)",204,1416,512.25,17044,1,NA,NA,"ICMP17598_04234",NA,NA,NA
"g017105_000003","g017105",NA,"hypothetical protein",80,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",513,657,554.25,17068,1,NA,NA,"ICMP17598_00256",NA,NA,NA
"g014106_000002","g014106",NA,"hypothetical protein",70,4,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",156,372,317.25,17074,1,NA,NA,"ICMP17598_00097",NA,NA,NA
"g014982","g014982","dosP","putative signaling protein",50,3,4,1,1,1,0,0,0,0,4,"putative signaling protein(3):Oxygen sensor protein DosP(1)","NA(3):dosP(1)",372,2565,1910.25,17090,1,"DE0067_04530","DE0068_04660",NA,NA,NA,NA
"g023359_000003","g023359",NA,"hypothetical protein",80,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",138,141,139.5,17105,1,"DE0067_01032","DE0068_01032",NA,"TPD7009_01872","TPD7005_02439",NA
"g024890_000005","g024890",NA,"hypothetical protein",95,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",204,204,204,17117,1,"DE0067_04241","DE0068_04241",NA,"TPD7009_02864","TPD7005_03838",NA
"g014768_000001","g014768",NA,"hypothetical protein",60,4,4,1.25,1,2,0,1,0,1,5,"hypothetical protein(5)","NA(5)",252,309,283.8,17131,1,NA,NA,"ICMP17598_01168;ICMP17598_01178","TPD7009_04826","TPD7005_04823",NA
"g024087_000003","g024087","gltR","HTH-type transcriptional regulator GltR",80,2,4,1,1,1,0,0,0,0,4,"HTH-type transcriptional regulator GltR(3):HTH-type transcriptional regulator MetR(1)","gltR(3):metR(1)",903,903,903,17140,1,"DE0067_04598","DE0068_04592",NA,NA,NA,NA
"g022539_000001","g022539",NA,"hypothetical protein",60,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",537,555,550.5,17152,1,NA,NA,NA,"TPD7009_04488","TPD7005_04348","RZME10_04226"
"g018050_000003","g018050",NA,"hypothetical protein",80,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",240,255,243.75,17198,1,NA,NA,"ICMP17598_01993","TPD7009_00238","TPD7005_02879","RZME10_01996"
"g022173_000005","g022173",NA,"hypothetical protein",95,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",483,483,483,17203,1,NA,NA,"ICMP17598_02929","TPD7009_00488","TPD7005_00764","RZME10_01749"
"g014418_1_000007","g014418_1",NA,"hypothetical protein",95,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",306,312,310.5,17229,1,"DE0067_04608","DE0068_04582",NA,NA,NA,NA
"g013587_000003","g013587",NA,"hypothetical protein",80,4,4,1,1,1,1,0,1,0,4,"hypothetical protein(5)","NA(5)",207,624,455.4,17274,1,NA,NA,"ICMP17598_01791","TPD7009_04753","TPD7005_02615","(RZME10_02230:RZME10_02231)"
"g016858_000005","g016858",NA,"hypothetical protein",95,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",639,729,684,17324,1,"DE0067_03288","DE0068_03381","ICMP17598_03240",NA,NA,"RZME10_02442"
"g013470_000003","g013470","cysH","Phosphoadenosine phosphosulfate reductase",80,4,4,1,1,1,0,0,0,0,4,"Phosphoadenosine phosphosulfate reductase(4)","cysH(4)",1008,1008,1008,17371,1,NA,NA,NA,NA,NA,"RZME10_01290"
"g017443","g017443",NA,"hypothetical protein",50,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",132,801,345.75,17387,1,"DE0067_02054","DE0068_01626",NA,NA,NA,NA
"g022834","g022834",NA,"hypothetical protein",50,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",297,519,408,17397,1,NA,NA,NA,"TPD7009_00757","TPD7005_00496",NA
"g004255_2_000017","g004255_2",NA,"hypothetical protein",80,4,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",369,369,369,17443,1,NA,NA,"ICMP17598_01636",NA,NA,NA
"g017139_000002","g017139",NA,"hypothetical protein",70,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",243,528,322.5,17465,1,"DE0067_02993","DE0068_02992",NA,NA,NA,NA
"g017269_000001","g017269",NA,"hypothetical protein",60,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",186,234,198,17497,1,"DE0067_00744","DE0068_00744","ICMP17598_00640",NA,NA,NA
"g012780","g012780",NA,"hypothetical protein",50,4,4,1.25,1,2,0,1,0,1,5,"hypothetical protein(4):putative signaling protein(1)","NA(5)",210,1938,1561.8,17531,1,NA,NA,NA,NA,NA,"RZME10_04492"
"g006309_2","g006309_2",NA,"hypothetical protein",50,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",1371,1446,1417.5,17545,1,"DE0067_04797","DE0068_04759",NA,NA,NA,NA
"g017446_000004","g017446",NA,"hypothetical protein",90,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",132,231,181.5,17596,1,NA,NA,"ICMP17598_02709","TPD7009_00712","TPD7005_00541","RZME10_00134"
"g018791_000001","g018791",NA,"hypothetical protein",60,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",753,768,762.75,17642,1,"DE0067_02998","DE0068_02997",NA,NA,NA,NA
"g021363_000003","g021363",NA,"hypothetical protein",80,2,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",1011,1011,1011,17699,1,"DE0067_01259","DE0068_01259",NA,NA,NA,"RZME10_02981"
"g013449_000001","g013449",NA,"hypothetical protein",60,4,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",948,963,955.5,17701,1,NA,NA,"ICMP17598_01655",NA,NA,NA
"g017324_000001","g017324",NA,"hypothetical protein",60,3,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",171,174,171.75,17716,1,"DE0067_00721","DE0068_00721",NA,NA,NA,NA
"g042719_000006","g042719",NA,"hypothetical protein",98,1,4,1,1,1,0,0,0,0,4,"hypothetical protein(4)","NA(4)",213,213,213,17722,1,"DE0067_04496","DE0068_04368","ICMP17598_04511",NA,NA,"RZME10_02723"
