"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","CFBP6625","CFBP6626"
"g018847_000001","g018847",NA,"hypothetical protein",60,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",498,2628,1918,19437,1,"CFBP6625_01042","CFBP6626_01022"
"g018501_000004","g018501",NA,"hypothetical protein",90,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",279,279,279,19445,1,"CFBP6625_03549",NA
"g018151_000004","g018151",NA,"hypothetical protein",90,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",216,318,284,19448,1,NA,"CFBP6626_00462"
"g015493_000003","g015493",NA,"hypothetical protein",80,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",1161,1227,1188,19452,1,NA,"CFBP6626_01411"
"g016739_000004","g016739",NA,"hypothetical protein",90,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",495,501,497,19480,1,NA,"CFBP6626_01462"
"g043744_000006","g043744",NA,"hypothetical protein",98,1,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",429,429,429,19655,1,"CFBP6625_04782",NA
"g043695_000006","g043695",NA,"hypothetical protein",98,1,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",432,432,432,19699,1,NA,"CFBP6626_04579"
"g015181","g015181",NA,"hypothetical protein",50,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",2223,2802,2595,19753,1,NA,"CFBP6626_00072"
"g024964","g024964","trxC","Thioredoxin 2",50,2,3,1,1,1,0,0,0,0,3,"Thioredoxin 2(3)","trxC(3)",423,447,431,19783,1,"CFBP6625_05454",NA
"g019121_000004","g019121",NA,"hypothetical protein",90,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",351,636,446,19875,1,NA,"CFBP6626_04882"
"g017260_000001","g017260",NA,"hypothetical protein",60,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",147,186,160,19911,1,NA,"CFBP6626_04347"
"g016262","g016262",NA,"hypothetical protein",50,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",993,1080,1030,19915,1,"CFBP6625_05421",NA
"g017849_000002","g017849",NA,"hypothetical protein",70,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",399,414,405,19929,1,"CFBP6625_01315",NA
"g009116_2","g009116_2",NA,"hypothetical protein",50,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",159,174,168,20005,1,NA,"CFBP6626_00069"
"g016700_000003","g016700",NA,"hypothetical protein",80,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",243,531,394,20060,1,"CFBP6625_05009",NA
"g023976","g023976","cmpC","Bicarbonate transport ATP-binding protein CmpC",50,2,3,1,1,1,0,0,0,0,3,"Bicarbonate transport ATP-binding protein CmpC(2):Vitamin B12 import ATP-binding protein BtuD(1)","cmpC(2):btuD(1)",816,843,834,20098,1,"CFBP6625_04808",NA
"g039233_000006","g039233",NA,"hypothetical protein",98,1,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",864,864,864,20119,1,"CFBP6625_04746",NA
"g022545_000001","g022545",NA,"hypothetical protein",60,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",534,555,541,20124,1,"CFBP6625_02807","CFBP6626_02645"
"g046602_000006","g046602",NA,"hypothetical protein",98,1,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",324,324,324,20132,1,"CFBP6625_04792",NA
"g018477_000001","g018477",NA,"hypothetical protein",60,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",282,300,290,20145,1,"CFBP6625_05561",NA
"g013046","g013046","hin","DNA-invertase hin",50,4,3,1.33,1,2,0,1,0,1,4,"DNA-invertase hin(4)","hin(4)",564,579,573.75,20164,1,"CFBP6625_00092;CFBP6625_04126",NA
"g020524","g020524","shlB","Hemolysin transporter protein ShlB",50,2,3,1,1,1,0,0,0,0,3,"Hemolysin transporter protein ShlB(2):hypothetical protein(1)","shlB(2):NA(1)",165,1695,1185,20200,1,"CFBP6625_04275","CFBP6626_04123"
"g018066_000002","g018066",NA,"hypothetical protein",70,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",225,237,232,20224,1,"CFBP6625_01587",NA
"g017411_000004","g017411",NA,"hypothetical protein",90,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",147,312,257,20240,1,NA,"CFBP6626_04678"
"g046425_000006","g046425",NA,"hypothetical protein",98,1,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",735,735,735,20244,1,NA,"CFBP6626_04949"
"g023477_000002","g023477",NA,"hypothetical protein",70,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",1098,1098,1098,20250,1,"CFBP6625_05068",NA
"g037381_000006","g037381",NA,"hypothetical protein",98,1,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",159,159,159,20253,1,"CFBP6625_01691",NA
"g015142","g015142",NA,"hypothetical protein",50,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",5448,5466,5460,20287,1,NA,"CFBP6626_03017"
"g016546_000002","g016546",NA,"hypothetical protein",70,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",624,810,748,20292,1,NA,"CFBP6626_01470"
"g024459_000001","g024459","esiB","Secretory immunoglobulin A-binding protein EsiB",60,2,3,1,1,1,0,0,0,0,3,"Secretory immunoglobulin A-binding protein EsiB(2):hypothetical protein(1)","esiB(2):NA(1)",252,813,609,20352,1,"CFBP6625_04278","CFBP6626_04126"
"g018015_000005","g018015",NA,"hypothetical protein",95,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",246,246,246,20480,1,"CFBP6625_05339",NA
"g023047_000002","g023047",NA,"hypothetical protein",70,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",165,186,179,20507,1,"CFBP6625_02525",NA
"g030856_000006","g030856","potA","Spermidine/putrescine import ATP-binding protein PotA",98,1,3,1,1,1,0,0,0,0,3,"Spermidine/putrescine import ATP-binding protein PotA(3)","potA(3)",1113,1113,1113,20524,1,"CFBP6625_05293",NA
"g025507_000005","g025507",NA,"hypothetical protein",95,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",282,282,282,20563,1,"CFBP6625_05019",NA
"g043817_000006","g043817",NA,"hypothetical protein",98,1,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",840,840,840,20570,1,"CFBP6625_04778",NA
"g033635_000006","g033635",NA,"hypothetical protein",98,1,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",504,504,504,20615,1,NA,"CFBP6626_04602"
"g018097","g018097",NA,"hypothetical protein",50,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",231,267,243,20652,1,"CFBP6625_05525",NA
"g018541","g018541",NA,"hypothetical protein",50,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",255,261,259,20739,1,"CFBP6625_01212",NA
"g026137","g026137",NA,"hypothetical protein",50,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",378,378,378,20752,1,"CFBP6625_03940","CFBP6626_03811"
"g025029","g025029",NA,"hypothetical protein",50,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",438,471,460,20758,1,NA,"CFBP6626_01474"
"g026273_000002","g026273",NA,"hypothetical protein",70,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",771,771,771,20762,1,"CFBP6625_01272","CFBP6626_01210"
"g018295","g018295",NA,"hypothetical protein",50,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",423,429,425,20841,1,"CFBP6625_01562",NA
"g015986","g015986",NA,"hypothetical protein",50,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",525,597,561,20855,1,NA,"CFBP6626_05018"
"g001376_3","g001376_3",NA,"hypothetical protein",50,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",339,354,344,20860,1,NA,"CFBP6626_04726"
"g012931_000002","g012931",NA,"hypothetical protein",70,4,3,1,1,1,1,0,1,0,3,"hypothetical protein(4)","NA(4)",435,1497,1020.75,20868,1,"CFBP6625_04212",NA
"g024960_000002","g024960",NA,"hypothetical protein",70,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",444,447,446,20879,1,NA,"CFBP6626_01495"
"g039041_000006","g039041",NA,"hypothetical protein",98,1,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",675,675,675,20886,1,NA,"CFBP6626_04892"
"g018522_000002","g018522",NA,"hypothetical protein",70,3,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",261,270,266,20959,1,NA,"CFBP6626_01491"
"g020843","g020843",NA,"hypothetical protein",50,2,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",207,342,297,20977,1,"CFBP6625_05557",NA
"g037744_000006","g037744",NA,"hypothetical protein",98,1,3,1,1,1,0,0,0,0,3,"hypothetical protein(3)","NA(3)",147,147,147,20995,1,"CFBP6625_04832",NA
"g023781_000003","g023781",NA,"hypothetical protein",80,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1065,1071,1068,21026,1,"CFBP6625_01316",NA
"g020598_000005","g020598",NA,"hypothetical protein",95,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1839,1851,1845,21026,2,"CFBP6625_01317",NA
"g020955_000004","g020955",NA,"hypothetical protein",90,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",594,594,594,21026,3,"CFBP6625_01318",NA
"g022812_000003","g022812",NA,"hypothetical protein",80,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",522,522,522,21026,4,"CFBP6625_01319",NA
"g020681_000004","g020681",NA,"hypothetical protein",90,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1671,1674,1672.5,21026,5,"CFBP6625_01320",NA
"g024647_000002","g024647",NA,"hypothetical protein",70,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",225,234,229.5,21026,6,"CFBP6625_01321",NA
"g020632_000003","g020632",NA,"hypothetical protein",80,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1539,1539,1539,21026,7,"CFBP6625_01322",NA
"g024147_000003","g024147",NA,"hypothetical protein",80,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",366,366,366,21026,8,"CFBP6625_01323",NA
"g023986_000002","g023986",NA,"hypothetical protein",70,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",840,843,841.5,21026,9,"CFBP6625_01324",NA
"g023570_000004","g023570",NA,"hypothetical protein",90,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",870,876,873,21026,10,"CFBP6625_01325",NA
"g025528_000004","g025528",NA,"hypothetical protein",90,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",279,279,279,21026,11,"CFBP6625_01326",NA
"g022336_000003","g022336",NA,"hypothetical protein",80,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",630,630,630,21026,12,"CFBP6625_01327",NA
"g019157_000002","g019157",NA,"hypothetical protein",70,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",2031,2031,2031,21026,13,"CFBP6625_01328",NA
"g021963_000003","g021963",NA,"hypothetical protein",80,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",561,567,564,21026,14,"CFBP6625_01329",NA
"g018873_000004","g018873",NA,"hypothetical protein",90,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",2877,3090,2983.5,21026,15,"CFBP6625_01330",NA
"g020605_000004","g020605",NA,"hypothetical protein",90,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1836,1836,1836,21026,16,"CFBP6625_01331",NA
"g018937_000005","g018937",NA,"hypothetical protein",95,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",2499,2499,2499,21026,17,"CFBP6625_01332",NA
"g019225_000001","g019225",NA,"hypothetical protein",60,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",750,2718,1734,21026,18,"CFBP6625_01333",NA
"g039572_000006","g039572",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",912,912,912,21053,1,"CFBP6625_03797","CFBP6626_03661"
"g028074_000006","g028074","smtB","Succinyl-CoA--L-malate CoA-transferase beta subunit",98,1,2,1,1,1,0,0,0,0,2,"Succinyl-CoA--L-malate CoA-transferase beta subunit(2)","smtB(2)",1188,1188,1188,21053,2,"CFBP6625_03796","CFBP6626_03660"
"g029945_000006","g029945","frc","Formyl-CoA:oxalate CoA-transferase",98,1,2,1,1,1,0,0,0,0,2,"Formyl-CoA:oxalate CoA-transferase(2)","frc(2)",1209,1209,1209,21053,3,"CFBP6625_03795","CFBP6626_03659"
"g029229_000006","g029229","acrC","Acryloyl-CoA reductase (NADH)",98,1,2,1,1,1,0,0,0,0,2,"Acryloyl-CoA reductase (NADH)(2)","acrC(2)",1164,1164,1164,21053,4,"CFBP6625_03794","CFBP6626_03658"
"g044654_000006","g044654",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",414,414,414,21053,5,"CFBP6625_03793","CFBP6626_03657"
"g043598_000006","g043598","phaJ","(R)-specific enoyl-CoA hydratase",98,1,2,1,1,1,0,0,0,0,2,"(R)-specific enoyl-CoA hydratase(2)","phaJ(2)",438,438,438,21053,6,"CFBP6625_03792","CFBP6626_03656"
"g031480_000006","g031480","dapA","4-hydroxy-tetrahydrodipicolinate synthase",98,1,2,1,1,1,0,0,0,0,2,"4-hydroxy-tetrahydrodipicolinate synthase(2)","dapA(2)",942,942,942,21053,7,"CFBP6625_03791","CFBP6626_03655"
"g047358_000006","g047358",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",294,294,294,21053,8,"CFBP6625_03790","CFBP6626_03654"
"g043855_000006","g043855","fliY","L-cystine-binding protein FliY",98,1,2,1,1,1,0,0,0,0,2,"L-cystine-binding protein FliY(2)","fliY(2)",837,837,837,21053,9,"CFBP6625_03789","CFBP6626_03653"
"g022354_000001","g022354",NA,"hypothetical protein",60,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1053,1080,1066.5,21076,3,NA,"CFBP6626_04964"
"g022492_000001","g022492",NA,"hypothetical protein",60,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1110,1116,1113,21076,4,NA,"CFBP6626_04963"
"g019388_000001","g019388",NA,"hypothetical protein",60,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1920,1920,1920,21076,5,NA,"CFBP6626_04962"
"g020762_000001","g020762",NA,"hypothetical protein",60,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1137,1149,1143,21076,6,NA,"CFBP6626_04961"
"g019379","g019379",NA,"hypothetical protein",50,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1935,1944,1939.5,21076,7,NA,"CFBP6626_04960"
"g019133_000002","g019133",NA,"hypothetical protein",70,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",2067,2088,2077.5,21084,1,NA,"CFBP6626_01424"
"g021147_000001","g021147",NA,"hypothetical protein",60,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",933,933,933,21084,2,NA,"CFBP6626_01423"
"g020349_000001","g020349",NA,"hypothetical protein",60,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1242,1251,1246.5,21084,3,NA,"CFBP6626_01422"
"g022663_000001","g022663",NA,"hypothetical protein",60,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",663,666,664.5,21084,4,NA,"CFBP6626_01420"
"g019908_000003","g019908",NA,"hypothetical protein",80,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1452,1452,1452,21084,5,NA,"CFBP6626_01419"
"g024339_000002","g024339",NA,"hypothetical protein",70,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",342,342,342,21084,6,NA,"CFBP6626_01418"
"g025378_000002","g025378",NA,"hypothetical protein",70,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",405,405,405,21084,7,NA,"CFBP6626_01417"
"g030883_000006","g030883","leuA","2-isopropylmalate synthase",98,1,2,1,1,1,0,0,0,0,2,"2-isopropylmalate synthase(2)","leuA(2)",1143,1143,1143,21172,1,"CFBP6625_04730",NA
"g029623_000006","g029623","dmdA","2%2C3-dimethylmalate dehydratase large subunit",98,1,2,1,1,1,0,0,0,0,2,"2%2C3-dimethylmalate dehydratase large subunit(2)","dmdA(2)",1236,1236,1236,21172,2,"CFBP6625_04731",NA
"g035922_000006","g035922","leuD","3-isopropylmalate dehydratase small subunit",98,1,2,1,1,1,0,0,0,0,2,"3-isopropylmalate dehydratase small subunit(2)","leuD(2)",516,516,516,21172,3,"CFBP6625_04732",NA
"g031517_000006","g031517","pphA","Phosphonopyruvate hydrolase",98,1,2,1,1,1,0,0,0,0,2,"Phosphonopyruvate hydrolase(2)","pphA(2)",939,939,939,21172,4,"CFBP6625_04733",NA
"g028693_000006","g028693","cpg2","Carboxypeptidase G2",98,1,2,1,1,1,0,0,0,0,2,"Carboxypeptidase G2(2)","cpg2(2)",1251,1251,1251,21172,5,"CFBP6625_04735",NA
"g026288_000004","g026288",NA,"hypothetical protein",90,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",723,768,745.5,21174,1,"CFBP6625_05131",NA
"g025570_000003","g025570",NA,"hypothetical protein",80,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",267,273,270,21174,2,"CFBP6625_05132",NA
"g021951_000002","g021951","hupC","putative Ni/Fe-hydrogenase B-type cytochrome subunit",70,2,2,1,1,1,0,0,0,0,2,"putative Ni/Fe-hydrogenase B-type cytochrome subunit(2)","hupC(2)",567,567,567,21174,3,"CFBP6625_05133",NA
"g009334_2_000004","g009334_2","cusR","Transcriptional regulatory protein CusR",70,2,2,1,1,1,0,0,0,0,2,"Transcriptional regulatory protein CusR(1):Transcriptional regulatory protein PhoP(1)","cusR(1):phoP(1)",678,684,681,21174,4,"CFBP6625_05134",NA
"g020276_000001","g020276","sasA","hypothetical protein",60,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(1):Adaptive-response sensory-kinase SasA(1)","sasA(1):NA(1)",1140,1317,1228.5,21174,5,"CFBP6625_05135",NA
"g049228_000006","g049228","fabG","3-oxoacyl-[acyl-carrier-protein] reductase FabG",98,1,2,1,1,1,0,0,0,0,2,"3-oxoacyl-[acyl-carrier-protein] reductase FabG(2)","fabG(2)",789,789,789,21179,1,NA,"CFBP6626_04910"
"g034810_000006","g034810",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",561,561,561,21179,2,NA,"CFBP6626_04911"
"g030479_000006","g030479",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1539,1539,1539,21179,3,NA,"CFBP6626_04912"
"g032448_000006","g032448","gsiC","Glutathione transport system permease protein GsiC",98,1,2,1,1,1,0,0,0,0,2,"Glutathione transport system permease protein GsiC(2)","gsiC(2)",981,981,981,21179,4,NA,"CFBP6626_04913"
"g038748_000006","g038748","gsiD","Glutathione transport system permease protein GsiD",98,1,2,1,1,1,0,0,0,0,2,"Glutathione transport system permease protein GsiD(2)","gsiD(2)",879,879,879,21179,5,NA,"CFBP6626_04914"
"g025086_000004","g025086",NA,"hypothetical protein",90,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",429,429,429,21193,1,"CFBP6625_01309",NA
"g024905_000004","g024905",NA,"hypothetical protein",90,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",201,201,201,21193,2,"CFBP6625_01310",NA
"g041524_000006","g041524",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",246,246,246,21193,3,"CFBP6625_01311",NA
"g045726_000006","g045726",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",267,267,267,21193,4,"CFBP6625_01312",NA
"g025585","g025585",NA,"hypothetical protein",50,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",270,300,285,21193,5,"CFBP6625_01313",NA
"g005189_2_000032","g005189_2","mrpC","Na(+)/H(+) antiporter subunit C",98,1,2,1,1,1,0,0,0,0,2,"Na(+)/H(+) antiporter subunit C(2)","mrpC(2)",363,363,363,21203,1,NA,"CFBP6626_05137"
"g020649_000005","g020649","mrpD","Na(+)/H(+) antiporter subunit D",95,2,2,1,1,1,0,0,0,0,2,"Na(+)/H(+) antiporter subunit D(2)","mrpD(2)",1521,1530,1525.5,21203,2,NA,"CFBP6626_05138"
"g022145_000005","g022145","mrpE","Na(+)/H(+) antiporter subunit E",95,2,2,1,1,1,0,0,0,0,2,"Na(+)/H(+) antiporter subunit E(2)","mrpE(2)",489,489,489,21203,3,NA,"CFBP6626_05139"
"g025498_000005","g025498","mrpF","Na(+)/H(+) antiporter subunit F",95,2,2,1,1,1,0,0,0,0,2,"Na(+)/H(+) antiporter subunit F(2)","mrpF(2)",270,270,270,21203,4,NA,"CFBP6626_05140"
"g026074_000005","g026074","mrpG","hypothetical protein",95,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(1):Na(+)/H(+) antiporter subunit G(1)","NA(1):mrpG(1)",390,390,390,21203,5,NA,"CFBP6626_05141"
"g026900_000006","g026900",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",3132,3132,3132,21364,1,NA,"CFBP6626_05207"
"g020929_000005","g020929","hin","DNA-invertase hin",95,2,2,1,1,1,0,0,0,0,2,"DNA-invertase hin(2)","hin(2)",582,582,582,21364,2,NA,"CFBP6626_05206"
"g020269","g020269",NA,"hypothetical protein",50,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",978,1320,1149,21394,3,NA,"CFBP6626_01410"
"g018954_000003","g018954",NA,"hypothetical protein",80,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",2448,2451,2449.5,21432,1,"CFBP6625_01216",NA
"g026235_000005","g026235","mboIIM","Modification methylase MboII",95,2,2,1,1,1,0,0,0,0,2,"Modification methylase MboII(2)","mboIIM(2)",792,795,793.5,21432,2,"CFBP6625_01217",NA
"g025152_000004","g025152",NA,"hypothetical protein",90,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",819,831,825,21432,3,"CFBP6625_01218",NA
"g028828_000006","g028828",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1365,1365,1365,21476,1,"CFBP6625_04811",NA
"g032492_000006","g032492",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",975,975,975,21476,2,"CFBP6625_04810",NA
"g039828_000006","g039828","ribX","Riboflavin transport system permease protein RibX",98,1,2,1,1,1,0,0,0,0,2,"Riboflavin transport system permease protein RibX(2)","ribX(2)",852,852,852,21476,3,"CFBP6625_04809",NA
"g021060_000002","g021060","dmlR","HTH-type transcriptional regulator DmlR",70,2,2,1,1,1,0,0,0,0,2,"HTH-type transcriptional regulator DmlR(1):HTH-type transcriptional regulator HdfR(1)","dmlR(1):hdfR(1)",945,978,961.5,21527,1,NA,"CFBP6626_01448"
"g023043_000003","g023043",NA,"hypothetical protein",80,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",378,381,379.5,21527,2,NA,"CFBP6626_01446"
"g019626_000003","g019626","sotB","Sugar efflux transporter",80,2,2,1,1,1,0,0,0,0,2,"Sugar efflux transporter(2)","sotB(2)",1194,1194,1194,21527,3,NA,"CFBP6626_01445"
"g021984_000004","g021984",NA,"hypothetical protein",90,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",324,564,444,21544,1,NA,"CFBP6626_02991"
"g022625_000004","g022625",NA,"hypothetical protein",90,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",537,537,537,21544,2,NA,"CFBP6626_02992"
"g023935","g023935",NA,"hypothetical protein",50,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",828,855,841.5,21544,3,NA,"CFBP6626_02993"
"g024727_000003","g024727",NA,"hypothetical protein",80,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",219,225,222,21545,1,"CFBP6625_01296",NA
"g019667_000003","g019667",NA,"hypothetical protein",80,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1185,1185,1185,21545,2,"CFBP6625_01295",NA
"g022315_000002","g022315",NA,"hypothetical protein",70,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",234,636,435,21545,3,"CFBP6625_01294",NA
"g017406_000002","g017406",NA,"hypothetical protein",70,3,2,1,1,1,1,0,1,0,2,"hypothetical protein(3)","NA(3)",132,363,214,21634,1,NA,"CFBP6626_01475"
"g021878_000003","g021878",NA,"hypothetical protein",80,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",579,579,579,21634,2,NA,"CFBP6626_01476"
"g020553_000001","g020553",NA,"hypothetical protein",60,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",705,1812,1258.5,21640,1,"CFBP6625_05190",NA
"g047046_000006","g047046",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",306,306,306,21644,1,"CFBP6625_01301",NA
"g024521_000003","g024521",NA,"hypothetical protein",80,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",246,246,246,21644,2,"CFBP6625_01300",NA
"g031275_000006","g031275",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",594,594,594,21668,1,"CFBP6625_04720",NA
"g014279_2_000015","g014279_2",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",888,888,888,21668,2,"CFBP6625_04719",NA
"g024931_000001","g024931",NA,"hypothetical protein",60,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",252,453,352.5,21709,2,"CFBP6625_01211",NA
"g048622_000006","g048622","kdgR","Transcriptional regulator KdgR",98,1,2,1,1,1,0,0,0,0,2,"Transcriptional regulator KdgR(2)","kdgR(2)",765,765,765,21711,1,"CFBP6625_05172",NA
"g027717_000006","g027717","gsiB","Glutathione-binding protein GsiB",98,1,2,1,1,1,0,0,0,0,2,"Glutathione-binding protein GsiB(2)","gsiB(2)",1575,1575,1575,21711,2,"CFBP6625_05173",NA
