"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","UMA610","ICMP6402","SBV_302782"
"g001069_000002","g001069",NA,"hypothetical protein",70,42,74,1.51,1,6,5,21,5,38,112,"hypothetical protein(117)","NA(117)",219,1008,682.44,5124,1,"UMA610_03849;UMA610_03850;UMA610_03851;UMA610_03852","ICMP6402_02484","SBV_302782_04146;SBV_302782_04147;SBV_302782_04148"
"g007544_000003","g007544","cysA","Putative thiosulfate sulfurtransferase",80,9,74,1,1,1,0,0,0,0,74,"Putative thiosulfate sulfurtransferase(74)","cysA(70):NA(4)",642,930,918.32,5138,1,"UMA610_02610","ICMP6402_03099","SBV_302782_02655"
"g005317_000001","g005317","mdtA","Multidrug resistance protein MdtA",60,14,74,1.01,1,2,0,1,0,1,75,"Multidrug resistance protein MdtA(71):Macrolide export protein MacA(4)","mdtA(71):macA(4)",1095,1173,1130.24,5142,1,NA,"ICMP6402_05129",NA
"g005404","g005404","kptA","RNA 2'-phosphotransferase",50,13,73,1,1,1,0,0,0,0,73,"RNA 2'-phosphotransferase(73)","kptA(73)",426,564,550.27,5166,1,"UMA610_02753",NA,"SBV_302782_02795"
"g000759_1_000001","g000759_1",NA,"hypothetical protein",60,47,73,1.23,1,2,0,17,0,17,90,"hypothetical protein(90)","NA(90)",189,513,426.27,5171,1,NA,NA,"SBV_302782_00731"
"g002010_1_000001","g002010_1",NA,"hypothetical protein",60,25,73,1.4,1,4,0,17,0,29,102,"hypothetical protein(102)","NA(102)",159,921,344.47,5173,1,NA,"ICMP6402_05259",NA
"g004775_1_000001","g004775_1",NA,"hypothetical protein",60,15,73,1.01,1,2,0,1,0,1,74,"hypothetical protein(74)","NA(74)",168,669,595.54,5180,1,NA,"ICMP6402_03623",NA
"g001905","g001905",NA,"hypothetical protein",50,33,72,1,1,1,0,0,0,0,72,"hypothetical protein(72)","NA(72)",531,561,546.71,5191,1,"UMA610_02961","ICMP6402_02750","SBV_302782_03002"
"g006526_000001","g006526","livH","High-affinity branched-chain amino acid transport system permease protein LivH",60,11,72,1,1,1,0,0,0,0,72,"High-affinity branched-chain amino acid transport system permease protein LivH(67):hypothetical protein(5)","livH(67):NA(5)",192,897,833.71,5200,1,"UMA610_01203","ICMP6402_04897","SBV_302782_04454"
"g004604_000003","g004604",NA,"hypothetical protein",80,17,71,1.01,1,2,0,1,0,1,72,"hypothetical protein(72)","NA(72)",399,399,399,5209,2,"UMA610_03903","ICMP6402_04801","SBV_302782_04201"
"g003933_1_000002","g003933_1",NA,"hypothetical protein",70,18,71,1.07,1,2,0,5,0,5,76,"hypothetical protein(76)","NA(76)",342,705,616.22,5210,1,NA,NA,"SBV_302782_01213"
"g005702","g005702",NA,"hypothetical protein",50,13,71,1,1,1,1,0,1,0,71,"hypothetical protein(72)","NA(72)",306,630,610.21,5234,1,"UMA610_03988","ICMP6402_04716","SBV_302782_04300"
"g010082_000001","g010082","yxaF","putative HTH-type transcriptional regulator YxaF",60,6,70,1.04,1,2,0,3,0,3,73,"putative HTH-type transcriptional regulator YxaF(62):hypothetical protein(11)","yxaF(62):NA(11)",456,585,582.78,5240,1,NA,"ICMP6402_03256",NA
"g002111","g002111",NA,"hypothetical protein",50,27,70,1.01,1,2,0,1,0,1,71,"hypothetical protein(71)","NA(71)",123,681,571.65,5241,1,NA,"ICMP6402_00034",NA
"g003795","g003795",NA,"hypothetical protein",50,21,70,1,1,1,0,0,0,0,70,"hypothetical protein(70)","NA(70)",702,714,708.51,5246,1,NA,NA,"SBV_302782_04376"
"g004954_000001","g004954",NA,"hypothetical protein",60,16,70,1,1,1,0,0,0,0,70,"hypothetical protein(70)","NA(70)",156,384,367.46,5251,1,"UMA610_02159","ICMP6402_03488",NA
"g005711_1_000007","g005711_1","qseB","Transcriptional regulatory protein QseB",95,11,70,1,1,1,1,0,1,0,70,"Transcriptional regulatory protein QseB(70):Transcriptional regulatory protein TcrA(1)","qseB(70):tcrA(1)",255,765,665.66,5258,1,"UMA610_03897","ICMP6402_04807","SBV_302782_04195"
"g000779_2_000002","g000779_2",NA,"hypothetical protein",70,24,70,1,1,1,0,0,0,0,70,"hypothetical protein(70)","NA(70)",1140,1212,1181.36,5261,1,"UMA610_02609","ICMP6402_03100","SBV_302782_02654"
"g005251_1_000007","g005251_1","sasA","Adaptive-response sensory-kinase SasA",90,10,69,1.03,1,2,0,2,0,2,71,"Adaptive-response sensory-kinase SasA(70):Swarming motility regulation sensor protein RssA(1)","sasA(70):rssA(1)",906,1365,1345.01,5265,1,"UMA610_03898","ICMP6402_04806","SBV_302782_04196"
"g004061_000004","g004061","macA","Macrolide export protein MacA",90,19,69,1.04,1,3,0,2,0,3,72,"Macrolide export protein MacA(71):hypothetical protein(1)","macA(71):NA(1)",234,1209,1180.88,5265,2,"UMA610_03899","ICMP6402_04805","SBV_302782_04197"
"g001397_2_000035","g001397_2","macB","Macrolide export ATP-binding/permease protein MacB",95,9,69,1.03,1,2,0,2,0,2,71,"Macrolide export ATP-binding/permease protein MacB(71)","macB(71)",1947,1950,1949.62,5265,3,"UMA610_03900","ICMP6402_04804","SBV_302782_04198"
"g003595","g003595",NA,"hypothetical protein",50,22,69,1,1,1,0,0,0,0,69,"hypothetical protein(69)","NA(69)",159,378,329.96,5276,1,"UMA610_02239","ICMP6402_03568","SBV_302782_03676"
"g001180_3_000043","g001180_3","takP","Alpha-keto acid-binding periplasmic protein TakP",95,4,69,1,1,1,0,0,0,0,69,"Alpha-keto acid-binding periplasmic protein TakP(69)","takP(69)",936,1113,1110.43,5278,1,"UMA610_04344","ICMP6402_04374",NA
"g005853_000003","g005853",NA,"hypothetical protein",80,13,69,1,1,1,0,0,0,0,69,"hypothetical protein(69)","NA(69)",285,285,285,5279,1,"UMA610_03896","ICMP6402_04808","SBV_302782_04194"
"g007764_1_000002","g007764_1",NA,"hypothetical protein",70,5,69,1.04,1,2,0,3,0,3,72,"hypothetical protein(72)","NA(72)",738,834,828.5,5284,1,NA,"ICMP6402_03255",NA
"g003083","g003083",NA,"hypothetical protein",50,22,69,1,1,1,0,0,0,0,69,"hypothetical protein(69)","NA(69)",279,561,326.39,5286,1,"UMA610_02830","ICMP6402_02882","SBV_302782_02872"
"g004146_000002","g004146",NA,"hypothetical protein",70,19,68,1,1,1,0,0,0,0,68,"hypothetical protein(68)","NA(68)",351,1050,977.25,5301,1,"UMA610_00252","ICMP6402_00979","SBV_302782_04877"
"g005374_000003","g005374","xecA1","2-hydroxypropyl-CoM lyase",80,14,68,1,1,1,1,0,1,0,68,"2-hydroxypropyl-CoM lyase(67):5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase(1):hypothetical protein(1)","xecA1(67):metE(1):NA(1)",162,1029,1007.26,5301,2,"UMA610_00251","ICMP6402_00980","SBV_302782_04876"
"g000185_3","g000185_3",NA,"hypothetical protein",50,13,68,1,1,1,0,0,0,0,68,"hypothetical protein(68)","NA(68)",627,1716,643.15,5307,1,"UMA610_03961","ICMP6402_04743","SBV_302782_04273"
"g003803","g003803",NA,"hypothetical protein",50,21,68,1,1,1,0,0,0,0,68,"hypothetical protein(68)","NA(68)",276,282,281.47,5315,1,"UMA610_00894","ICMP6402_00337","SBV_302782_02126"
"g005275_1_000001","g005275_1","sugC","Trehalose import ATP-binding protein SugC",60,3,68,1,1,1,3,0,3,0,68,"Trehalose import ATP-binding protein SugC(46):Maltose/maltodextrin import ATP-binding protein MalK(20):Spermidine/putrescine import ATP-binding protein PotA(2):sn-glycerol-3-phosphate import ATP-binding protein UgpC(2):Sulfate/thiosulfate import ATP-binding protein CysA(1)","sugC(46):malK(20):potA(2):ugpC(2):cysA(1)",204,1134,1085.2,5316,1,"UMA610_03956","ICMP6402_04748","SBV_302782_04268"
"g004230","g004230","hcaB","3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase",50,19,68,1,1,1,1,0,1,0,68,"3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase(65):hypothetical protein(3):3-oxoacyl-[acyl-carrier-protein] reductase FabG(1)","hcaB(65):NA(3):fabG(1)",225,822,799.83,5317,1,"UMA610_03909","ICMP6402_04795","SBV_302782_04207"
"g001866_3_000007","g001866_3",NA,"hypothetical protein",80,10,67,1,1,1,1,0,1,0,67,"hypothetical protein(68)","NA(68)",489,1128,1095.4,5320,1,"UMA610_03957","ICMP6402_04747","SBV_302782_04269"
"g001866_1_000008","g001866_1",NA,"hypothetical protein",80,10,67,1,1,1,0,0,0,0,67,"hypothetical protein(67)","NA(67)",1098,1164,1132.79,5320,2,"UMA610_03958","ICMP6402_04746","SBV_302782_04270"
"g001866_2_000006","g001866_2",NA,"hypothetical protein",80,13,67,1,1,1,1,0,1,0,67,"hypothetical protein(68)","NA(68)",174,1125,1099.15,5320,3,"UMA610_03959","ICMP6402_04745","SBV_302782_04271"
"g005087_000003","g005087","suhB","hypothetical protein",80,15,67,1,1,1,0,0,0,0,67,"hypothetical protein(48):Inositol-1-monophosphatase(19)","NA(48):suhB(19)",906,981,914.15,5320,4,"UMA610_03960","ICMP6402_04744","SBV_302782_04272"
"g010636_000004","g010636",NA,"hypothetical protein",90,6,67,1,1,1,0,0,0,0,67,"hypothetical protein(67)","NA(67)",780,909,903.22,5324,1,"UMA610_01204","ICMP6402_04898","SBV_302782_04455"
"g004257_000003","g004257","glnQ","Glutamine transport ATP-binding protein GlnQ",80,19,67,1,1,1,0,0,0,0,67,"Glutamine transport ATP-binding protein GlnQ(67)","glnQ(67)",729,729,729,5324,2,"UMA610_01205","ICMP6402_04899","SBV_302782_04456"
"g002371_000001","g002371",NA,"hypothetical protein",60,28,67,1.4,1,4,2,18,2,27,94,"hypothetical protein(96)","NA(96)",129,690,385.56,5337,1,NA,"ICMP6402_05260",NA
"g001274_1_000006","g001274_1","xerC","Tyrosine recombinase XerC",80,33,67,1.06,1,2,0,4,0,4,71,"Tyrosine recombinase XerC(50):hypothetical protein(21)","xerC(50):NA(21)",171,1020,794.79,5339,1,"UMA610_02983",NA,NA
"g008657_1_000006","g008657_1",NA,"hypothetical protein",90,5,67,1.01,1,2,0,1,0,1,68,"hypothetical protein(68)","NA(68)",132,2082,1832.03,5344,1,"UMA610_03955","ICMP6402_04749","SBV_302782_04267"
"g005601_000003","g005601",NA,"hypothetical protein",80,13,67,1,1,1,0,0,0,0,67,"hypothetical protein(67)","NA(67)",1215,1326,1221.63,5346,1,"UMA610_01202","ICMP6402_04896","SBV_302782_04453"
"g004464_000001","g004464",NA,"hypothetical protein",60,17,66,1,1,1,0,0,0,0,66,"hypothetical protein(66)","NA(66)",2070,2094,2087.68,5353,1,"UMA610_03987","ICMP6402_04717","SBV_302782_04299"
"g005289","g005289","smvA","Methyl viologen resistance protein SmvA",50,14,66,1,1,1,0,0,0,0,66,"Methyl viologen resistance protein SmvA(66)","smvA(66)",744,1641,1520.73,5356,1,"UMA610_00231","ICMP6402_00999","SBV_302782_00485"
"g002516","g002516",NA,"hypothetical protein",50,28,66,1.08,1,2,0,5,0,5,71,"hypothetical protein(44):Type IV secretion system protein virB10(27)","NA(71)",951,1296,1250.03,5363,1,NA,"ICMP6402_02356",NA
"g005767","g005767","vapC","hypothetical protein",50,13,66,1,1,1,0,0,0,0,66,"hypothetical protein(57):tRNA(fMet)-specific endonuclease VapC(9)","NA(57):vapC(9)",399,420,401.86,5368,1,"UMA610_00567","ICMP6402_00667","SBV_302782_00849"
"g005002_000001","g005002","ttuE","Pyruvate kinase",60,15,65,1.18,1,3,0,11,0,12,77,"Pyruvate kinase(77)","ttuE(77)",522,1449,1416.58,5379,1,NA,"ICMP6402_03250","SBV_302782_04891"
"g003805","g003805",NA,"hypothetical protein",50,21,65,1,1,1,0,0,0,0,65,"hypothetical protein(65)","NA(65)",237,243,242.72,5383,1,"UMA610_02032","ICMP6402_03358",NA
"g004324_000001","g004324",NA,"hypothetical protein",60,18,64,1.2,1,2,0,13,0,13,77,"hypothetical protein(77)","NA(77)",234,1137,861.27,5413,1,"UMA610_03848","ICMP6402_02485","SBV_302782_04145"
"g004438_000001","g004438",NA,"hypothetical protein",60,18,64,1,1,1,0,0,0,0,64,"hypothetical protein(64)","NA(64)",156,213,210.33,5416,1,"UMA610_01539",NA,NA
"g000057_2_000009","g000057_2",NA,"hypothetical protein",80,26,64,1.14,1,3,0,8,0,9,73,"hypothetical protein(73)","NA(73)",138,1131,624.04,5417,1,NA,"ICMP6402_05231",NA
"g005856_000001","g005856","pemI","Antitoxin PemI",60,13,63,1,1,1,0,0,0,0,63,"Antitoxin PemI(63)","pemI(63)",264,267,266.33,5422,1,"UMA610_00768","ICMP6402_00466","SBV_302782_02257"
"g004661_000001","g004661","pemK","Endoribonuclease PemK",60,17,63,1,1,1,0,0,0,0,63,"Endoribonuclease PemK(51):hypothetical protein(8):Endoribonuclease toxin ChpB(4)","pemK(51):NA(8):chpB(4)",288,399,352.1,5422,2,"UMA610_00767","ICMP6402_00467","SBV_302782_02258"
"g000704_2","g000704_2","mdtE","Multidrug resistance protein MdtE",50,28,63,1.06,1,3,8,3,8,4,67,"Multidrug resistance protein MdtE(33):Multidrug resistance protein MexA(30):Multidrug efflux pump subunit AcrA(7):Multidrug resistance protein MdtA(3):Toluene efflux pump periplasmic linker protein TtgA(1):Solvent efflux pump periplasmic linker SrpA(1)","mdtE(33):mexA(30):acrA(7):mdtA(3):ttgA(1):srpA(1)",306,1275,1125.52,5426,1,"UMA610_00229","ICMP6402_01001","SBV_302782_01236"
"g002206_1_000003","g002206_1",NA,"IS66 family transposase ISRm2",70,29,63,1.1,1,2,3,6,3,6,69,"IS66 family transposase ISRm2(32):IS66 family transposase ISRtr5(17):IS66 family transposase IS692(13):hypothetical protein(10)","NA(72)",153,1608,912.83,5430,1,"UMA610_04306","ICMP6402_04411","SBV_302782_01377"
"g005411_1_000005","g005411_1","yefM","Antitoxin YefM",80,13,63,1.03,1,2,0,2,0,2,65,"Antitoxin YefM(65)","yefM(65)",252,273,264.51,5431,1,"UMA610_02278","ICMP6402_03606","SBV_302782_01313;SBV_302782_03715"
"g002662_000001","g002662","mshA","D-inositol-3-phosphate glycosyltransferase",60,22,63,1,1,1,0,0,0,0,63,"D-inositol-3-phosphate glycosyltransferase(37):hypothetical protein(26)","mshA(37):NA(26)",837,1308,1268.29,5432,1,"UMA610_01161","ICMP6402_04854",NA
"g003807_000001","g003807",NA,"hypothetical protein",60,21,63,1,1,1,0,0,0,0,63,"hypothetical protein(63)","NA(63)",216,297,226.43,5433,1,"UMA610_04462","ICMP6402_01872","SBV_302782_02414"
"g004021","g004021",NA,"putative membrane transporter protein",50,20,63,1,1,1,0,0,0,0,63,"putative membrane transporter protein(62):hypothetical protein(1)","NA(63)",441,792,776.14,5434,1,NA,"ICMP6402_02299",NA
"g006738_000004","g006738","mdh","NAD-dependent methanol dehydrogenase",90,10,63,1,1,1,0,0,0,0,63,"NAD-dependent methanol dehydrogenase(56):Lactaldehyde reductase(6):Long-chain-alcohol dehydrogenase 1(1)","mdh(56):fucO(6):adh1(1)",1131,1179,1178.24,5437,1,"UMA610_02946","ICMP6402_02765","SBV_302782_02987"
"g007521_000001","g007521","decR","DNA-binding transcriptional activator DecR",60,9,62,1,1,1,0,0,0,0,62,"DNA-binding transcriptional activator DecR(58):Leucine-responsive regulatory protein(4)","decR(58):lrp(4)",465,486,468.77,5480,1,"UMA610_04574","ICMP6402_02085","SBV_302782_04908"
"g004428_000002","g004428",NA,"hypothetical protein",70,18,60,1,1,1,0,0,0,0,60,"hypothetical protein(60)","NA(60)",240,345,285.7,5506,1,"UMA610_01870","ICMP6402_01809","SBV_302782_03346"
"g001544_1_000001","g001544_1",NA,"hypothetical protein",60,35,60,1.13,1,2,0,8,0,8,68,"hypothetical protein(68)","NA(68)",162,951,655.28,5510,1,"UMA610_01938","ICMP6402_01257","SBV_302782_00719"
"g002290_2_000006","g002290_2",NA,"hypothetical protein",80,14,60,1.1,1,2,0,6,0,6,66,"hypothetical protein(66)","NA(66)",216,219,216.05,5511,1,NA,NA,"SBV_302782_01778"
"g002813_2","g002813_2",NA,"hypothetical protein",50,9,60,1,1,1,0,0,0,0,60,"hypothetical protein(60)","NA(60)",1143,1182,1162.35,5512,1,"UMA610_01446","ICMP6402_05029","SBV_302782_04587"
"g003115_000001","g003115",NA,"hypothetical protein",60,24,60,1.12,1,2,3,7,3,7,67,"hypothetical protein(70)","NA(70)",240,867,646.11,5513,1,"UMA610_03917","ICMP6402_04787","SBV_302782_04227"
"g004447_000001","g004447",NA,"hypothetical protein",60,18,60,1,1,1,0,0,0,0,60,"hypothetical protein(60)","NA(60)",270,318,311.9,5518,1,"UMA610_00895","ICMP6402_00336","SBV_302782_02125"
"g000707_2","g000707_2",NA,"hypothetical protein",50,19,60,1.2,1,3,0,8,0,12,72,"hypothetical protein(72)","NA(72)",276,1329,1218.29,5528,1,NA,NA,"SBV_302782_00246"
"g004577","g004577","dpkA","Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2-carboxylate reductase",50,17,60,1.03,1,3,0,1,0,2,62,"Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2-carboxylate reductase(62)","dpkA(62)",1023,1107,1036.16,5532,1,NA,"ICMP6402_05160",NA
"g004897","g004897",NA,"hypothetical protein",50,16,59,1.02,1,2,0,1,0,1,60,"hypothetical protein(60)","NA(60)",237,282,246,5543,1,NA,NA,"SBV_302782_02452"
"g006839","g006839","rfbC","dTDP-4-dehydrorhamnose 3%2C5-epimerase",50,10,59,1,1,1,0,0,0,0,59,"dTDP-4-dehydrorhamnose 3%2C5-epimerase(59)","rfbC(59)",300,528,520.27,5551,1,"UMA610_01474","ICMP6402_05057","SBV_302782_04607"
"g001048_000002","g001048",NA,"ISNCY family transposase ISRel10",70,39,59,1.46,1,4,15,23,15,27,86,"ISNCY family transposase ISRel10(82):hypothetical protein(19)","NA(101)",141,1428,1062.56,5556,1,"UMA610_00242","ICMP6402_00988",NA
"g005773_000003","g005773","ubiG","Ubiquinone biosynthesis O-methyltransferase",80,13,59,1,1,1,2,0,2,0,59,"Ubiquinone biosynthesis O-methyltransferase(57):hypothetical protein(4)","ubiG(57):NA(4)",261,1089,1031.7,5557,1,"UMA610_01463","ICMP6402_05046","SBV_302782_04596"
"g001514_2","g001514_2","mglA","Galactose/methyl galactoside import ATP-binding protein MglA",50,19,59,1.1,1,2,0,6,0,6,65,"Galactose/methyl galactoside import ATP-binding protein MglA(52):Ribose import ATP-binding protein RbsA(13)","mglA(52):rbsA(13)",1137,1653,1541.91,5564,1,"UMA610_02821","ICMP6402_02891","SBV_302782_02863"
"g002639_2","g002639_2","gsiA","Glutathione import ATP-binding protein GsiA",50,8,59,1,1,1,1,0,1,0,59,"Glutathione import ATP-binding protein GsiA(59):Oligopeptide transport ATP-binding protein OppD(1)","gsiA(59):oppD(1)",792,1713,1668.9,5567,1,"UMA610_01447","ICMP6402_05030","SBV_302782_04588"
"g007832_000002","g007832",NA,"hypothetical protein",70,8,59,1,1,1,1,0,1,0,59,"hypothetical protein(60)","NA(60)",654,2709,2298.25,5571,1,"UMA610_01717","ICMP6402_01658","SBV_302782_03194"
"g007574_000001","g007574","qseB","Transcriptional regulatory protein QseB",60,9,59,1.05,1,2,0,3,0,3,62,"Transcriptional regulatory protein QseB(62)","qseB(62)",246,681,648.53,5573,1,"UMA610_01701","ICMP6402_01642;ICMP6402_02291","SBV_302782_03178"
"g004369_000002","g004369",NA,"hypothetical protein",70,18,58,1.47,1,2,0,27,0,27,85,"hypothetical protein(47):IS66 family transposase ISPre3(38)","NA(85)",294,672,581.51,5590,1,NA,"ICMP6402_05163",NA
"g006056","g006056","dapH","2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-acetyltransferase",50,12,58,1,1,1,0,0,0,0,58,"2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-acetyltransferase(52):Putative acetyltransferase(5):hypothetical protein(1)","dapH(52):NA(6)",570,609,608.33,5594,1,"UMA610_01488","ICMP6402_05071","SBV_302782_04621"
"g001924_1_000004","g001924_1",NA,"IS3 family transposase ISKpn11",90,31,58,1.28,1,3,0,12,0,16,74,"IS3 family transposase ISKpn11(61):hypothetical protein(13)","NA(74)",156,423,278.84,5599,1,NA,NA,"SBV_302782_04829"
"g003750_1_000001","g003750_1",NA,"hypothetical protein",60,18,58,1,1,1,0,0,0,0,58,"hypothetical protein(58)","NA(58)",156,882,858.72,5606,1,"UMA610_03879",NA,NA
"g004091_000004","g004091",NA,"Putative polysaccharide biosynthesis protein with aminopeptidase-like domain protein",90,15,57,1,1,1,1,0,1,0,57,"Putative polysaccharide biosynthesis protein with aminopeptidase-like domain protein(58)","NA(58)",573,1389,1322.59,5617,1,"UMA610_01475","ICMP6402_05058","SBV_302782_04608"
"g012157_000004","g012157","fcl","GDP-L-fucose synthase",90,5,57,1,1,1,0,0,0,0,57,"GDP-L-fucose synthase(38):GDP-mannose 4%2C6-dehydratase(10):ADP-L-glycero-D-manno-heptose-6-epimerase(9)","fcl(38):gmd(10):hldD(9)",1071,1071,1071,5617,2,"UMA610_01476","ICMP6402_05059","SBV_302782_04609"
"g006325_000004","g006325","hemL","Glutamate-1-semialdehyde 2%2C1-aminomutase",90,10,57,1,1,1,3,0,3,0,57,"Glutamate-1-semialdehyde 2%2C1-aminomutase(57):Glutamate-1-semialdehyde 2%2C1-aminomutase 2(2):hypothetical protein(1)","hemL(57):hemL2(2):NA(1)",468,1404,1333.85,5617,3,"UMA610_01477","ICMP6402_05060","SBV_302782_04610"
"g010951_000004","g010951","degU","Transcriptional regulatory protein DegU",90,6,57,1,1,1,0,0,0,0,57,"Transcriptional regulatory protein DegU(22):HTH-type transcriptional regulator MalT(19):Transcriptional regulatory protein UhpA(16)","degU(22):malT(19):uhpA(16)",723,729,728.74,5617,4,"UMA610_01478","ICMP6402_05061","SBV_302782_04611"
"g005871_000003","g005871","cheB","Chemotaxis response regulator protein-glutamate methylesterase",80,12,57,1,1,1,0,0,0,0,57,"Chemotaxis response regulator protein-glutamate methylesterase(33):Sensor histidine kinase RcsC(24)","cheB(33):rcsC(24)",2331,4380,3547.42,5617,5,"UMA610_01479","ICMP6402_05062","SBV_302782_04612"
"g006033_000003","g006033",NA,"hypothetical protein",80,12,57,1,1,1,0,0,0,0,57,"hypothetical protein(57)","NA(57)",960,960,960,5617,6,"UMA610_01480","ICMP6402_05063","SBV_302782_04613"
"g006795_000004","g006795",NA,"hypothetical protein",90,8,57,1,1,1,0,0,0,0,57,"hypothetical protein(57)","NA(57)",1209,1512,1506.68,5617,7,"UMA610_01481","ICMP6402_05064","SBV_302782_04614"
"g005964_000004","g005964",NA,"hypothetical protein",90,11,57,1,1,1,1,0,1,0,57,"hypothetical protein(58)","NA(58)",429,1233,1211.74,5617,8,"UMA610_01482","ICMP6402_05065","SBV_302782_04615"
"g006796_000004","g006796","glgA","Glycogen synthase",90,10,57,1,1,1,0,0,0,0,57,"Glycogen synthase(55):N-acetyl-alpha-D-glucosaminyl L-malate synthase(2)","glgA(55):bshA(2)",1200,1200,1200,5617,9,"UMA610_01483","ICMP6402_05066","SBV_302782_04616"
"g004749_000003","g004749",NA,"hypothetical protein",80,16,57,1,1,1,0,0,0,0,57,"hypothetical protein(57)","NA(57)",1245,1320,1291.74,5617,10,"UMA610_01484","ICMP6402_05067","SBV_302782_04617"
"g006815_000004","g006815","wecA","Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase",90,10,57,1,1,1,0,0,0,0,57,"Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase(57)","wecA(57)",1146,1149,1146.11,5617,11,"UMA610_01485","ICMP6402_05068","SBV_302782_04618"
"g006793_000005","g006793",NA,"hypothetical protein",95,10,57,1,1,1,0,0,0,0,57,"hypothetical protein(57)","NA(57)",1278,1278,1278,5617,12,"UMA610_01487","ICMP6402_05070","SBV_302782_04620"
"g008853_000005","g008853",NA,"hypothetical protein",95,7,57,1,1,1,0,0,0,0,57,"hypothetical protein(57)","NA(57)",1293,1293,1293,5619,1,"UMA610_01473","ICMP6402_05056","SBV_302782_04606"
"g018674_000005","g018674","rfbF","Glucose-1-phosphate cytidylyltransferase",95,3,57,1,1,1,0,0,0,0,57,"Glucose-1-phosphate cytidylyltransferase(57)","rfbF(57)",813,813,813,5619,2,"UMA610_01472","ICMP6402_05055","SBV_302782_04605"
"g017110_000005","g017110",NA,"hypothetical protein",95,3,57,1,1,1,0,0,0,0,57,"hypothetical protein(57)","NA(57)",654,711,655,5619,3,"UMA610_01471","ICMP6402_05054","SBV_302782_04604"
"g007641_000003","g007641","degU","Transcriptional regulatory protein DegU",80,9,57,1,1,1,0,0,0,0,57,"Transcriptional regulatory protein DegU(43):hypothetical protein(14)","degU(43):NA(14)",702,858,746.42,5619,4,"UMA610_01470","ICMP6402_05053","SBV_302782_04603"
"g007211_000004","g007211",NA,"hypothetical protein",90,9,57,1,1,1,0,0,0,0,57,"hypothetical protein(57)","NA(57)",2163,2163,2163,5619,5,"UMA610_01469","ICMP6402_05052","SBV_302782_04602"
"g007296_000004","g007296",NA,"hypothetical protein",90,9,57,1,1,1,0,0,0,0,57,"hypothetical protein(57)","NA(57)",486,1278,1246.53,5619,6,"UMA610_01468","ICMP6402_05051","SBV_302782_04601"
"g004516_1_000005","g004516_1",NA,"hypothetical protein",80,15,57,1,1,1,0,0,0,0,57,"hypothetical protein(57)","NA(57)",1041,1416,1261.11,5620,1,"UMA610_01491","ICMP6402_05074","SBV_302782_04624"
"g005305_000004","g005305","mshA","D-inositol-3-phosphate glycosyltransferase",90,14,57,1,1,1,0,0,0,0,57,"D-inositol-3-phosphate glycosyltransferase(57)","mshA(57)",1263,1284,1283.26,5620,2,"UMA610_01490","ICMP6402_05073","SBV_302782_04623"
"g006328_000004","g006328","mshA","D-inositol-3-phosphate glycosyltransferase",90,9,57,1,1,1,1,0,1,0,57,"D-inositol-3-phosphate glycosyltransferase(56):hypothetical protein(1):Alpha-maltose-1-phosphate synthase(1)","mshA(56):NA(1):glgM(1)",411,1176,1156.09,5620,3,"UMA610_01489","ICMP6402_05072","SBV_302782_04622"
"g006109","g006109",NA,"hypothetical protein",50,12,57,1.04,1,2,0,2,0,2,59,"hypothetical protein(59)","NA(59)",183,195,190.22,5638,1,NA,"ICMP6402_02326",NA
"g005164_1_000001","g005164_1","relE2","hypothetical protein",60,14,57,1.02,1,2,0,1,0,1,58,"hypothetical protein(51):Toxin RelE2(7)","NA(51):relE2(7)",261,294,288.26,5658,1,NA,NA,"SBV_302782_02451"
"g003272_1_000001","g003272_1","higB-1","Toxin HigB-1",60,23,56,1.02,1,2,0,1,0,1,57,"Toxin HigB-1(53):hypothetical protein(3):Endoribonuclease HigB(1)","higB-1(53):NA(3):higB(1)",132,285,275.42,5665,1,"UMA610_01199","ICMP6402_04893","SBV_302782_04450"
"g004673_000001","g004673",NA,"hypothetical protein",60,17,56,1.02,1,2,0,1,0,1,57,"hypothetical protein(57)","NA(57)",240,249,245.53,5670,1,"UMA610_02487","ICMP6402_01408",NA
"g006323_1_000003","g006323_1","yusV","putative siderophore transport system ATP-binding protein YusV",70,10,56,1,1,1,0,0,0,0,56,"putative siderophore transport system ATP-binding protein YusV(32):Ferric enterobactin transport ATP-binding protein FepC(24)","yusV(32):fepC(24)",786,795,794.2,5680,1,"UMA610_03874","ICMP6402_04830","SBV_302782_04172"
