"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","CFBP5877","CFBP5499","NCPPB925"
"g011633_000001","g011633",NA,"hypothetical protein",60,5,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",369,963,547.64,11196,1,"CFBP5877_05196","CFBP5499_05354","NCPPB925_05089"
"g017618_000002","g017618",NA,"hypothetical protein",70,3,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",825,864,835.64,11215,1,"CFBP5877_05053","CFBP5499_05212","NCPPB925_05372"
"g007622_000003","g007622","traC","DNA primase TraC",80,9,11,1,1,1,0,0,0,0,11,"DNA primase TraC(11)","traC(11)",681,882,853.91,11251,1,NA,"CFBP5499_05553","NCPPB925_05808"
"g011972_000002","g011972",NA,"hypothetical protein",70,5,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",510,513,511.2,11290,1,"CFBP5877_01759","CFBP5499_01859","NCPPB925_00453"
"g012274_000001","g012274",NA,"hypothetical protein",60,5,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",333,348,342.9,11290,2,"CFBP5877_01760","CFBP5499_01860","NCPPB925_00452"
"g010136_000002","g010136",NA,"hypothetical protein",70,6,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",999,1017,1013.4,11298,1,NA,"CFBP5499_05578","NCPPB925_05750"
"g008133_1_000003","g008133_1",NA,"hypothetical protein",70,7,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",447,450,449.7,11298,2,NA,"CFBP5499_05577","NCPPB925_05749"
"g004286_4","g004286_4","gsiB","Glutathione-binding protein GsiB",50,4,10,1,1,1,0,0,0,0,10,"Glutathione-binding protein GsiB(10)","gsiB(10)",1506,1506,1506,11304,1,"CFBP5877_05134","CFBP5499_05293","NCPPB925_05026"
"g023546_000002","g023546",NA,"hypothetical protein",70,2,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",879,879,879,11308,1,"CFBP5877_05486","CFBP5499_05662","NCPPB925_05554"
"g025252_000001","g025252",NA,"hypothetical protein",60,2,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",459,459,459,11308,2,"CFBP5877_05487","CFBP5499_05663","NCPPB925_05553"
"g016660_000004","g016660","sigF","ECF RNA polymerase sigma factor SigF",90,3,10,1,1,1,0,0,0,0,10,"ECF RNA polymerase sigma factor SigF(10)","sigF(10)",540,573,551.4,11322,1,"CFBP5877_04870","CFBP5499_05029","NCPPB925_05189"
"g016827_000004","g016827","nrsF","Anti-sigma-F factor NrsF",90,3,10,1,1,1,2,0,2,0,10,"Anti-sigma-F factor NrsF(8):hypothetical protein(4)","nrsF(8):NA(4)",315,648,540.5,11322,2,"CFBP5877_04871","CFBP5499_05030","NCPPB925_05190"
"g013792_000002","g013792",NA,"hypothetical protein",70,4,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",645,747,714.9,11350,1,"CFBP5877_05265","CFBP5499_05423","NCPPB925_05713"
"g008179_000003","g008179",NA,"hypothetical protein",80,8,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",291,339,309.9,11352,1,NA,"CFBP5499_00247","NCPPB925_02073"
"g015749_000003","g015749",NA,"hypothetical protein",80,3,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",1305,1308,1307.1,11374,1,"CFBP5877_05072","CFBP5499_05231","NCPPB925_05391"
"g003894_2_000003","g003894_2",NA,"hypothetical protein",80,7,10,1.2,1,3,0,1,0,2,12,"hypothetical protein(12)","NA(12)",282,822,726,11421,1,"CFBP5877_04856","CFBP5499_05015","NCPPB925_05175"
"g010013_000002","g010013","soxA","Monomeric sarcosine oxidase",70,6,10,1,1,1,0,0,0,0,10,"Monomeric sarcosine oxidase(10)","soxA(10)",1119,1137,1129.2,11429,1,"CFBP5877_05613","CFBP5499_05788","NCPPB925_05426"
"g017930","g017930",NA,"hypothetical protein",50,3,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",297,339,309.6,11452,1,"CFBP5877_04118","CFBP5499_04276","NCPPB925_03596"
"g008430_1_000002","g008430_1",NA,"hypothetical protein",70,6,10,1.1,1,2,0,1,0,1,11,"hypothetical protein(11)","NA(11)",1062,1065,1062.82,11456,1,NA,"CFBP5499_00205","NCPPB925_02115"
"g013497_000003","g013497",NA,"hypothetical protein",80,4,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",951,951,951,11532,1,"CFBP5877_05285","CFBP5499_05443","NCPPB925_05692"
"g003571_2_000001","g003571_2",NA,"hypothetical protein",60,7,10,1,1,1,1,0,1,0,10,"hypothetical protein(11)","NA(11)",234,498,451.64,11573,1,"CFBP5877_05219","CFBP5499_05377","NCPPB925_05112"
"g014083_000001","g014083",NA,"hypothetical protein",60,4,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",165,165,165,11577,1,"CFBP5877_01529","CFBP5499_01629","NCPPB925_00685"
"g010722","g010722",NA,"hypothetical protein",50,6,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",336,345,344.1,11586,1,"CFBP5877_01205","CFBP5499_01305","NCPPB925_01011"
"g009089","g009089",NA,"hypothetical protein",50,7,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",579,579,579,11590,1,"CFBP5877_04532","CFBP5499_04690","NCPPB925_03178"
"g018224","g018224",NA,"hypothetical protein",50,3,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",435,447,436.2,11608,1,"CFBP5877_05552","CFBP5499_05727","NCPPB925_05488"
"g009107_000002","g009107",NA,"hypothetical protein",70,7,10,1.2,1,3,0,1,0,2,12,"hypothetical protein(12)","NA(12)",141,876,636.75,11654,1,"CFBP5877_05553","CFBP5499_05728","NCPPB925_05486"
"g010146","g010146","tehA","Tellurite resistance protein TehA",50,6,10,1,1,1,0,0,0,0,10,"Tellurite resistance protein TehA(10)","tehA(10)",954,1020,990,11697,1,"CFBP5877_05222","CFBP5499_05380","NCPPB925_05115"
"g011467","g011467","nicC","6-hydroxynicotinate 3-monooxygenase",50,5,10,1,1,1,0,0,0,0,10,"6-hydroxynicotinate 3-monooxygenase(10)","nicC(10)",1137,1146,1142.4,11723,1,"CFBP5877_05229","CFBP5499_05387","NCPPB925_05122"
"g005150_2_000019","g005150_2",NA,"hypothetical protein",95,2,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",246,246,246,11736,1,"CFBP5877_05532","CFBP5499_05707","NCPPB925_05508"
"g045426_000006","g045426",NA,"hypothetical protein",98,1,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",276,276,276,11736,2,"CFBP5877_05533","CFBP5499_05708","NCPPB925_05507"
"g042374_000006","g042374",NA,"hypothetical protein",98,1,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",222,222,222,11736,3,"CFBP5877_05534","CFBP5499_05709","NCPPB925_05506"
"g005110_2_000022","g005110_2","purE","N5-carboxyaminoimidazole ribonucleotide mutase",95,2,9,1,1,1,0,0,0,0,9,"N5-carboxyaminoimidazole ribonucleotide mutase(9)","purE(9)",432,495,453,11736,4,"CFBP5877_05535","CFBP5499_05710","NCPPB925_05505"
"g026199_000004","g026199","tmk","Thymidylate kinase",90,2,9,1,1,1,0,0,0,0,9,"Thymidylate kinase(9)","tmk(9)",792,804,800,11736,5,"CFBP5877_05536","CFBP5499_05711","NCPPB925_05504"
"g016068_000003","g016068","apt","Adenine phosphoribosyltransferase",80,3,9,1,1,1,6,0,6,0,9,"Adenine phosphoribosyltransferase(9):hypothetical protein(6)","apt(9):NA(6)",192,597,337.8,11736,6,"CFBP5877_05537","CFBP5499_05712","NCPPB925_05503"
"g025305_000003","g025305",NA,"hypothetical protein",80,2,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",270,420,320,11736,7,"CFBP5877_05538","CFBP5499_05713","NCPPB925_05502"
"g005783_2_000011","g005783_2",NA,"hypothetical protein",90,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",714,714,714,11744,1,"CFBP5877_04228","CFBP5499_04386","NCPPB925_03485"
"g009380_2_000007","g009380_2","pheC","Cyclohexadienyl dehydratase",90,4,9,1,1,1,0,0,0,0,9,"Cyclohexadienyl dehydratase(9)","pheC(9)",807,834,828,11744,2,"CFBP5877_04229","CFBP5499_04387","NCPPB925_03484"
"g018358_000005","g018358","lrp","Leucine-responsive regulatory protein",95,3,9,1,1,1,0,0,0,0,9,"Leucine-responsive regulatory protein(9)","lrp(9)",465,465,465,11744,3,"CFBP5877_04230","CFBP5499_04388","NCPPB925_03483"
"g016917_000004","g016917","gcvA","Glycine cleavage system transcriptional activator",90,3,9,1,1,1,0,0,0,0,9,"Glycine cleavage system transcriptional activator(9)","gcvA(9)",930,930,930,11744,4,"CFBP5877_04231","CFBP5499_04389","NCPPB925_03482"
"g014248_000003","g014248",NA,"hypothetical protein",80,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",846,861,853,11746,1,"CFBP5877_04541","CFBP5499_04699","NCPPB925_03169"
"g011068_000003","g011068",NA,"hypothetical protein",80,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",2262,2268,2264.67,11746,2,"CFBP5877_04540","CFBP5499_04698","NCPPB925_03170"
"g010122_000004","g010122",NA,"hypothetical protein",90,6,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",1014,1071,1027.67,11746,3,"CFBP5877_04539","CFBP5499_04697","NCPPB925_03171"
"g008874_000003","g008874",NA,"hypothetical protein",80,7,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",1548,1875,1743.67,11746,4,"CFBP5877_04538","CFBP5499_04696","NCPPB925_03172"
"g012603_000004","g012603",NA,"hypothetical protein",90,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",372,372,372,11763,1,NA,"CFBP5499_00222","NCPPB925_02098"
"g010796_000002","g010796",NA,"hypothetical protein",70,6,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",219,321,309.67,11763,2,NA,"CFBP5499_00223","NCPPB925_02097"
"g010526","g010526",NA,"hypothetical protein",50,6,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",168,264,228,11791,2,"CFBP5877_04567","CFBP5499_04725","NCPPB925_03145"
"g013525","g013525",NA,"hypothetical protein",50,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",735,975,862,11800,1,"CFBP5877_02114","CFBP5499_02214","NCPPB925_00099"
"g015340_000002","g015340",NA,"hypothetical protein",70,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",1773,1779,1775.33,11800,2,"CFBP5877_02113","CFBP5499_02213","NCPPB925_00100"
"g013013_000004","g013013","dadA1","D-amino acid dehydrogenase 1",90,4,9,1,1,1,0,0,0,0,9,"D-amino acid dehydrogenase 1(9)","dadA1(9)",1257,1257,1257,11841,1,"CFBP5877_04225","CFBP5499_04383","NCPPB925_03488"
"g007591_000004","g007591",NA,"hypothetical protein",90,9,9,1.11,1,2,0,1,0,1,10,"hypothetical protein(10)","NA(10)",183,183,183,11849,1,NA,"CFBP5499_00195","NCPPB925_02124"
"g013633_000004","g013633",NA,"hypothetical protein",90,4,9,1.11,1,2,0,1,0,1,10,"hypothetical protein(10)","NA(10)",186,630,406.8,11869,1,"CFBP5877_05302","CFBP5499_00066;CFBP5499_05460","NCPPB925_05675"
"g012602_000002","g012602",NA,"hypothetical protein",70,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",378,378,378,11873,1,NA,"CFBP5499_00191","NCPPB925_02128"
"g010561_000001","g010561",NA,"hypothetical protein",60,6,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",930,1089,1071.33,11911,1,NA,"CFBP5499_00181","NCPPB925_02138"
"g014535","g014535",NA,"hypothetical protein",50,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",207,228,211.33,11920,1,NA,"CFBP5499_04254","NCPPB925_03618"
"g012426_000003","g012426",NA,"hypothetical protein",80,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",432,432,432,11922,1,"CFBP5877_01489","CFBP5499_01589","NCPPB925_00726"
"g016819_000002","g016819",NA,"hypothetical protein",70,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",201,480,445.33,11925,1,NA,"CFBP5499_05581","NCPPB925_05753"
"g025100_000001","g025100",NA,"hypothetical protein",60,2,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",312,426,350,11946,1,"CFBP5877_05548","CFBP5499_05723","NCPPB925_05492"
"g009274_000003","g009274",NA,"hypothetical protein",80,7,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",183,183,183,11973,1,NA,"CFBP5499_00220","NCPPB925_02100"
"g012249_000004","g012249",NA,"hypothetical protein",90,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",417,420,419.33,11978,1,"CFBP5877_00728","CFBP5499_00821","NCPPB925_01497"
"g009128_000002","g009128",NA,"hypothetical protein",70,7,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",501,519,511.67,11986,1,NA,"CFBP5499_00184","NCPPB925_02134"
"g005330_2","g005330_2",NA,"hypothetical protein",50,6,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",300,1839,674.33,12010,1,"CFBP5877_05213","CFBP5499_05371","NCPPB925_05106"
"g014462","g014462",NA,"hypothetical protein",50,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",318,333,326.33,12016,1,NA,"CFBP5499_04247","NCPPB925_03625"
"g008755","g008755",NA,"hypothetical protein",50,7,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",705,1488,1316.33,12028,1,NA,"CFBP5499_00204","NCPPB925_02116"
"g011943","g011943",NA,"hypothetical protein",50,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",666,885,803.67,12103,1,"CFBP5877_05556","CFBP5499_05731","NCPPB925_05483"
"g018701","g018701",NA,"hypothetical protein",50,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",378,384,379.33,12144,1,"CFBP5877_05423",NA,NA
"g012393","g012393",NA,"hypothetical protein",50,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",201,201,201,12157,1,NA,"CFBP5499_05629","NCPPB925_05801"
"g010733_000002","g010733",NA,"hypothetical protein",70,6,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",237,336,314,12163,1,NA,"CFBP5499_05576","NCPPB925_05748"
"g010743","g010743",NA,"hypothetical protein",50,6,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",330,378,340.67,12164,1,NA,"CFBP5499_05570","NCPPB925_05825"
"g013304_000004","g013304",NA,"hypothetical protein",90,4,9,1.33,1,2,0,3,0,3,12,"hypothetical protein(12)","NA(12)",426,810,517.5,12189,1,"CFBP5877_04548;CFBP5877_04796","CFBP5499_04706;CFBP5499_04955","NCPPB925_02913;NCPPB925_03162"
"g024524_000003","g024524",NA,"hypothetical protein",80,2,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",237,246,240,12207,1,NA,"CFBP5499_00162","NCPPB925_02157"
"g014028_000002","g014028","fabG","3-oxoacyl-[acyl-carrier-protein] reductase FabG",70,4,9,1,1,1,0,0,0,0,9,"3-oxoacyl-[acyl-carrier-protein] reductase FabG(9)","fabG(9)",768,768,768,12228,1,"CFBP5877_04980","CFBP5499_05139","NCPPB925_05299"
"g018343","g018343",NA,"hypothetical protein",50,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",303,474,415,12245,1,"CFBP5877_01484","CFBP5499_01584","NCPPB925_00731"
"g012030_000002","g012030",NA,"hypothetical protein",70,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",171,183,178.67,12252,1,NA,"CFBP5499_05559","NCPPB925_05814"
"g012156_000003","g012156","algJ","putative alginate O-acetylase AlgJ",80,5,8,1,1,1,0,0,0,0,8,"putative alginate O-acetylase AlgJ(8)","algJ(8)",1071,1071,1071,12271,1,"CFBP5877_04750","CFBP5499_04909","NCPPB925_02962"
"g011449_000004","g011449","alg8","Mannuronan synthase",90,5,8,1,1,1,0,0,0,0,8,"Mannuronan synthase(8)","alg8(8)",1644,1644,1644,12271,2,"CFBP5877_04751","CFBP5499_04910","NCPPB925_02961"
"g012226_000004","g012226",NA,"hypothetical protein",90,5,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",1086,1086,1086,12271,3,"CFBP5877_04752","CFBP5499_04911","NCPPB925_02960"
"g011054_000003","g011054",NA,"hypothetical protein",80,5,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",3831,3837,3834,12271,4,"CFBP5877_04753","CFBP5499_04912","NCPPB925_02959"
"g011458_000003","g011458",NA,"hypothetical protein",80,5,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",711,1155,1044,12271,5,"CFBP5877_04754","CFBP5499_04913","NCPPB925_02958"
"g011088_000003","g011088",NA,"hypothetical protein",80,5,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",2949,2973,2954.25,12271,6,"CFBP5877_04755","CFBP5499_04914","NCPPB925_02957"
"g011296_000003","g011296","algX","Alginate biosynthesis protein AlgX",80,5,8,1,1,1,0,0,0,0,8,"Alginate biosynthesis protein AlgX(8)","algX(8)",1389,1389,1389,12271,7,"CFBP5877_04756","CFBP5499_04915","NCPPB925_02956"
"g012140_000003","g012140",NA,"hypothetical protein",80,5,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",672,672,672,12271,8,"CFBP5877_04757","CFBP5499_04916","NCPPB925_02955"
"g011127_000003","g011127",NA,"hypothetical protein",80,5,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",2886,2907,2890.88,12271,9,"CFBP5877_04758","CFBP5499_04917","NCPPB925_02954"
"g011376_000003","g011376",NA,"hypothetical protein",80,5,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",1296,1299,1297.88,12271,10,"CFBP5877_04759","CFBP5499_04918","NCPPB925_02953"
"g010222_000002","g010222","algL","Alginate lyase",70,6,8,1,1,1,0,0,0,0,8,"Alginate lyase(8)","algL(8)",1035,1041,1038,12271,11,"CFBP5877_04760","CFBP5499_04919","NCPPB925_02952"
"g015800_000005","g015800","algD","GDP-mannose 6-dehydrogenase",95,3,8,1,1,1,0,0,0,0,8,"GDP-mannose 6-dehydrogenase(8)","algD(8)",1341,1341,1341,12284,1,"CFBP5877_04761","CFBP5499_04920","NCPPB925_02951"
"g012822_000003","g012822","manC1","Mannose-1-phosphate guanylyltransferase 1",80,4,8,1,1,1,0,0,0,0,8,"Mannose-1-phosphate guanylyltransferase 1(8)","manC1(8)",1596,1596,1596,12284,2,"CFBP5877_04762","CFBP5499_04921","NCPPB925_02950"
"g011185_000003","g011185","prsD","Type I secretion system ATP-binding protein PrsD",80,5,8,1,1,1,0,0,0,0,8,"Type I secretion system ATP-binding protein PrsD(8)","prsD(8)",1773,1776,1773.75,12284,3,"CFBP5877_04763","CFBP5499_04922","NCPPB925_02949"
"g011364_000003","g011364","prsE","Type I secretion system membrane fusion protein PrsE",80,5,8,1,1,1,0,0,0,0,8,"Type I secretion system membrane fusion protein PrsE(8)","prsE(8)",1113,1314,1288.88,12284,4,"CFBP5877_04764","CFBP5499_04923","NCPPB925_02948"
"g010567_1_000006","g010567_1","dmlR","HTH-type transcriptional regulator DmlR",90,3,8,1,1,1,0,0,0,0,8,"HTH-type transcriptional regulator DmlR(5):HTH-type transcriptional regulator PgrR(3)","dmlR(5):pgrR(3)",882,882,882,12291,1,"CFBP5877_04984","CFBP5499_05143","NCPPB925_05303"
"g018593_000004","g018593",NA,"hypothetical protein",90,3,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",798,798,798,12291,2,"CFBP5877_04983","CFBP5499_05142","NCPPB925_05302"
"g010567_2_000005","g010567_2","pgrR","HTH-type transcriptional regulator PgrR",90,3,8,1,1,1,0,0,0,0,8,"HTH-type transcriptional regulator PgrR(8)","pgrR(8)",885,921,906.38,12291,3,"CFBP5877_04982","CFBP5499_05141","NCPPB925_05301"
"g017782_000004","g017782",NA,"hypothetical protein",90,3,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",699,699,699,12291,4,"CFBP5877_04981","CFBP5499_05140","NCPPB925_05300"
"g023826_000004","g023826",NA,"hypothetical protein",90,2,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",918,918,918,12306,1,"CFBP5877_05293","CFBP5499_05451","NCPPB925_05684"
"g024976_000004","g024976",NA,"hypothetical protein",90,2,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",444,444,444,12306,2,"CFBP5877_05292","CFBP5499_05450","NCPPB925_05685"
"g019134_000005","g019134",NA,"hypothetical protein",95,2,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",2064,2064,2064,12306,3,"CFBP5877_05291","CFBP5499_05449","NCPPB925_05686"
"g006293_2_000007","g006293_2","gbsA","Betaine aldehyde dehydrogenase",90,2,8,1,1,1,0,0,0,0,8,"Betaine aldehyde dehydrogenase(8)","gbsA(8)",1479,1479,1479,12310,1,"CFBP5877_04998","CFBP5499_05157","NCPPB925_05317"
"g022867_000004","g022867",NA,"hypothetical protein",90,2,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",513,513,513,12310,2,"CFBP5877_04997","CFBP5499_05156","NCPPB925_05316"
"g024239_000002","g024239",NA,"hypothetical protein",70,2,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",204,798,575.25,12310,3,"CFBP5877_04995","CFBP5499_05154","NCPPB925_05314"
"g013697","g013697",NA,"hypothetical protein",50,4,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",504,546,537.75,12317,1,NA,"CFBP5499_00163","NCPPB925_02156"
"g013581","g013581",NA,"hypothetical protein",50,4,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",384,633,587.25,12317,2,NA,"CFBP5499_00165","NCPPB925_02154"
"g017509","g017509","cmpC","Bicarbonate transport ATP-binding protein CmpC",50,3,8,1,1,1,0,0,0,0,8,"Bicarbonate transport ATP-binding protein CmpC(6):Bicarbonate transport ATP-binding protein CmpD(2)","cmpC(6):cmpD(2)",777,834,791.25,12366,1,"CFBP5877_05349","CFBP5499_05507","NCPPB925_05629"
"g017530","g017530","ssuC","Putative aliphatic sulfonates transport permease protein SsuC",50,3,8,1,1,1,0,0,0,0,8,"Putative aliphatic sulfonates transport permease protein SsuC(8)","ssuC(8)",816,876,840.75,12366,2,"CFBP5877_05348","CFBP5499_05506","NCPPB925_05630"
"g014667_000001","g014667",NA,"hypothetical protein",60,4,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",366,474,438.38,12378,1,"CFBP5877_01518","CFBP5499_01618","NCPPB925_00696"
"g011590","g011590","gltC","HTH-type transcriptional regulator GltC",50,5,8,1,1,1,1,0,1,0,8,"HTH-type transcriptional regulator GltC(7):hypothetical protein(1):HTH-type transcriptional regulator CynR(1)","gltC(7):NA(1):cynR(1)",198,933,816,12410,1,"CFBP5877_03931","CFBP5499_04036","NCPPB925_03842"
"g012264","g012264",NA,"hypothetical protein",50,5,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",312,357,319.12,12420,1,"CFBP5877_05263","CFBP5499_05421","NCPPB925_05715"
"g004879_2_000005","g004879_2",NA,"hypothetical protein",70,5,8,1.25,1,2,0,2,0,2,10,"hypothetical protein(10)","NA(10)",831,900,886.5,12428,1,"CFBP5877_05113","CFBP5499_05272","NCPPB925_05005"
"g011553","g011553","clpP","ATP-dependent Clp protease proteolytic subunit",50,5,8,1,1,1,0,0,0,0,8,"ATP-dependent Clp protease proteolytic subunit(8)","clpP(8)",1050,1062,1053.38,12429,1,NA,"CFBP5499_00215","NCPPB925_02105"
"g014958_000003","g014958",NA,"hypothetical protein",80,4,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",774,783,781.88,12450,1,"CFBP5877_02065","CFBP5499_02165","NCPPB925_00148"
"g016228_000003","g016228",NA,"hypothetical protein",80,3,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",1023,1083,1047,12492,1,"CFBP5877_05554","CFBP5499_05729","NCPPB925_05485"
"g012002_000001","g012002",NA,"hypothetical protein",60,5,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",189,192,189.38,12500,1,"CFBP5877_03651","CFBP5499_03753","NCPPB925_04123"
"g010091","g010091","dmlR","HTH-type transcriptional regulator DmlR",50,6,8,1.25,1,2,0,2,0,2,10,"HTH-type transcriptional regulator DmlR(7):HTH-type transcriptional regulator PgrR(3)","dmlR(7):pgrR(3)",897,906,902.1,12527,1,"CFBP5877_05111","CFBP5499_05270","NCPPB925_05003"
"g011525_000003","g011525",NA,"hypothetical protein",80,5,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",597,744,690.75,12564,1,"CFBP5877_04841","CFBP5499_05000","NCPPB925_05161"
"g012995","g012995","ntaA","Nitrilotriacetate monooxygenase component A",50,4,8,1,1,1,0,0,0,0,8,"Nitrilotriacetate monooxygenase component A(8)","ntaA(8)",1368,1458,1390.5,12580,1,"CFBP5877_05350","CFBP5499_05508","NCPPB925_05628"
"g011542_000001","g011542",NA,"hypothetical protein",60,5,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",333,1002,826.12,12624,1,"CFBP5877_00237","CFBP5499_00330","NCPPB925_01992"
"g017117_000004","g017117",NA,"hypothetical protein",90,3,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",651,651,651,12638,1,"CFBP5877_00506","CFBP5499_00599","NCPPB925_01721"
"g012210_000002","g012210",NA,"hypothetical protein",70,5,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",729,732,730.12,12640,1,NA,"CFBP5499_00219","NCPPB925_02101"
"g011968_000002","g011968",NA,"hypothetical protein",70,5,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",522,522,522,12673,1,"CFBP5877_04565","CFBP5499_04723","NCPPB925_03147"
"g021828_000003","g021828","pgrR","HTH-type transcriptional regulator PgrR",80,2,8,1,1,1,0,0,0,0,8,"HTH-type transcriptional regulator PgrR(5):HTH-type transcriptional regulator DmlR(3)","pgrR(5):dmlR(3)",609,912,722.62,12691,1,"CFBP5877_05000","CFBP5499_05159","NCPPB925_05319"
"g003684_3_000002","g003684_3",NA,"hypothetical protein",70,6,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",930,936,931.88,12693,1,NA,"CFBP5499_00192","NCPPB925_02127"
"g024458_000004","g024458",NA,"hypothetical protein",90,2,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",183,252,226.12,12705,1,"CFBP5877_05492","CFBP5499_05668","NCPPB925_05548"
